participant,item,name,rank
67,808,Walter Dukes,27
67,809,Wayne Embry,30
67,819,Willie Naulls,26
67,821,Willis Reed,21
67,822,Wilt Chamberlain,4
67,823,Woody Sauldsberry,46
68,45,Archie Clark,32
68,56,Bailey Howell,39
68,70,Bill Sharman,14
68,76,Bob Boozer,28
68,78,Bob Dandridge,9
68,83,Bob Love,10
68,121,Calvin Natt,55
68,138,Chet Walker,7
68,171,Dan Issel,68
68,173,Dan Roundfield,47
68,195,David Thompson,3
68,224,Dick Barnett,31
68,235,Don Buse,57
68,253,Ed Macauley,46
68,256,Eddie Miles,44
68,289,Gene Shue,53
68,316,Gus Johnson,16
68,317,Gus Williams,23
68,318,Guy Rodgers,50
68,324,Harry Gallatin,56
68,333,Isiah Thomas,2
68,340,Jack Marin,34
68,341,Jack Sikma,64
68,342,Jack Twyman,54
68,392,Jim Pollard,49
68,397,Jimmy Walker,65
68,398,Jo Jo White,17
68,400,Joe Barry Carroll,35
68,402,Joe Caldwell,37
68,418,John Long,60
68,428,Johnny Green,22
68,443,Julius Erving,1
68,449,K. C. Jones,21
68,476,Kevin Porter,45
68,479,Kiki Vandeweghe,67
68,505,Larry Nance,20
68,525,Lou Hudson,11
68,531,Lucious Jackson,52
68,532,Lucius Allen,48
68,564,Maurice Lucas,12
68,565,Maurice Stokes,59
68,583,Micheal Ray Richardson,8
68,590,Mike Mitchell,51
68,607,Nate Archibald,4
68,625,Norm Van Lier,30
68,629,Orlando Woolridge,41
68,631,Otis Birdsong,38
68,643,Paul Silas,29
68,644,Paul Westphal,66
68,650,Phil Smith,40
68,652,Purvis Short,62
68,660,Ralph Sampson,18
68,662,Randy Smith,26
68,700,Rolando Blackman,15
68,715,Sam Jones,13
68,737,Sidney Wicks,33
68,739,Sleepy Floyd,27
68,744,Spencer Haywood,6
68,763,Terry Porter,24
68,775,Tom Heinsohn,25
68,779,Tom Van Arsdale,58
68,789,Truck Robinson,42
68,803,Walt Bellamy,5
68,807,Walter Davis,19
68,808,Walter Dukes,36
68,809,Wayne Embry,43
68,811,Wes Matthews,63
68,823,Woody Sauldsberry,61
69,45,Archie Clark,16
69,56,Bailey Howell,21
69,65,Bill Bridges,25
69,72,Billy Cunningham,4
69,76,Bob Boozer,18
69,110,Buck Williams,7
69,122,Campy Russell,27
69,136,Charles Thomas Scott,9
69,161,Connie Hawkins,3
69,239,Don Ohl,20
69,253,Ed Macauley,31
69,264,Elvin Hayes,33
69,292,George Gervin,1
69,298,George Yardley,30
69,320,Hal Greer,2
69,392,Jim Pollard,32
69,397,Jimmy Walker,13
69,400,Joe Barry Carroll,23
69,449,K. C. Jones,12
69,505,Larry Nance,11
69,519,Lenny Wilkens,5
69,532,Lucius Allen,26
69,607,Nate Archibald,34
69,624,Norm Nixon,10
69,648,Phil Chenier,24
69,662,Randy Smith,22
69,673,Reggie Theus,17
69,700,Rolando Blackman,8
69,773,Tom Chambers,29
69,775,Tom Heinsohn,14
69,803,Walt Bellamy,6
69,808,Walter Dukes,15
69,809,Wayne Embry,19
69,823,Woody Sauldsberry,28
70,12,Alex English,95
70,17,Allen Iverson,16
70,19,Alonzo Mourning,46
70,61,Ben Wallace,89
70,63,Bernard King,76
70,69,Bill Russell,10
70,71,Bill Walton,66
70,75,Blake Griffin,96
70,77,Bob Cousy,33
70,82,Bob Lanier,83
70,84,Bob McAdoo,74
70,86,Bob Pettit,41
70,126,Carmelo Anthony,54
70,134,Charles Barkley,19
70,137,Chauncey Billups,84
70,143,Chris Mullin,47
70,144,Chris Paul,68
70,145,Chris Webber,63
70,156,Clyde Drexler,27
70,172,Dan Majerle,98
70,188,Dave Cowens,80
70,194,David Robinson,17
70,209,Dennis Johnson,85
70,210,Dennis Rodman,56
70,217,Deron Williams,90
70,221,Derrick Rose,55
70,222,Detlef Schrempf,93
70,228,Dikembe Mutombo,53
70,230,Dirk Nowitzki,29
70,234,Dominique Wilkins,26
70,249,Dwight Howard,78
70,250,Dwyane Wade,44
70,252,Earl Monroe,73
70,260,Elgin Baylor,24
70,264,Elvin Hayes,67
70,287,Gary Payton,40
70,292,George Gervin,34
70,296,George Mikan,42
70,306,Glen Rice,92
70,310,Grant Hill,77
70,319,Hakeem Olajuwon,5
70,333,Isiah Thomas,30
70,361,James Worthy,32
70,365,Jason Kidd,45
70,382,Jerry Lucas,59
70,385,Jerry West,8
70,403,Joe Dumars,52
70,416,John Havlicek,43
70,422,John Starks,99
70,423,John Stockton,18
70,443,Julius Erving,7
70,450,Kareem Abdul-Jabbar,6
70,451,Karl Malone,14
70,469,Kevin Durant,20
70,470,Kevin Garnett,23
70,472,Kevin Johnson,72
70,473,Kevin Love,86
70,475,Kevin McHale,35
70,482,Kobe Bryant,11
70,499,Larry Bird,4
70,505,Larry Nance,97
70,513,LeBron James,2
70,539,Magic Johnson,3
70,543,Manu Ginóbili,60
70,554,Mark Jackson,79
70,555,Mark Price,81
70,563,Maurice Cheeks,91
70,578,Michael Jordan,1
70,597,Mitch Richmond,58
70,603,Moses Malone,22
70,607,Nate Archibald,57
70,610,Nate Thurmond,88
70,630,Oscar Robertson,21
70,636,Patrick Ewing,25
70,637,Pau Gasol,71
70,641,Paul Pierce,38
70,646,Penny Hardaway,51
70,647,Pete Maravich,31
70,658,Rajon Rondo,62
70,664,Rasheed Wallace,94
70,665,Ray Allen,37
70,672,Reggie Miller,70
70,681,Rick Barry,69
70,693,Robert Parish,39
70,711,Russell Westbrook,87
70,723,Scottie Pippen,15
70,730,Shaquille O'Neal,12
70,734,Shawn Kemp,50
70,736,Sidney Moncrief,75
70,753,Steve Nash,28
70,768,Tim Duncan,13
70,770,"Tim Hardaway, Jr.",48
70,783,Tony Parker,61
70,784,Tracy McGrady,49
70,797,Vince Carter,64
70,800,Vlade Divac,100
70,805,Walt Frazier,36
70,812,Wes Unseld,82
70,821,Willis Reed,65
70,822,Wilt Chamberlain,9
71,45,Archie Clark,26
71,56,Bailey Howell,32
71,70,Bill Sharman,8
71,78,Bob Dandridge,10
71,91,Bobby Jones,36
71,110,Buck Williams,12
71,121,Calvin Natt,45
71,129,Cazzie Russell,17
71,136,Charles Thomas Scott,15
71,138,Chet Walker,7
71,156,Clyde Drexler,55
71,173,Dan Roundfield,31
71,195,David Thompson,53
71,224,Dick Barnett,22
71,234,Dominique Wilkins,2
71,235,Don Buse,46
71,252,Earl Monroe,52
71,253,Ed Macauley,38
71,256,Eddie Miles,39
71,260,Elgin Baylor,50
71,264,Elvin Hayes,51
71,292,George Gervin,3
71,317,Gus Williams,13
71,333,Isiah Thomas,54
71,342,Jack Twyman,43
71,392,Jim Pollard,42
71,397,Jimmy Walker,16
71,402,Joe Caldwell,30
71,414,John Drew,18
71,428,Johnny Green,14
71,443,Julius Erving,1
71,450,Kareem Abdul-Jabbar,49
71,455,Kelly Tripucka,35
71,476,Kevin Porter,37
71,479,Kiki Vandeweghe,56
71,500,Larry Costello,34
71,504,Larry Kenon,40
71,532,Lucius Allen,44
71,539,Magic Johnson,47
71,556,Marques Johnson,9
71,603,Moses Malone,4
71,607,Nate Archibald,6
71,625,Norm Van Lier,24
71,629,Orlando Woolridge,25
71,630,Oscar Robertson,48
71,631,Otis Birdsong,29
71,643,Paul Silas,21
71,662,Randy Smith,23
71,673,Reggie Theus,19
71,678,Richie Guerin,41
71,684,Rickey Green,33
71,700,Rolando Blackman,11
71,805,Walt Frazier,5
71,809,Wayne Embry,28
71,819,Willie Naulls,27
71,832,Zelmo Beaty,20
72,5,Adrian Dantley,13
72,12,Alex English,18
72,17,Allen Iverson,5
72,61,Ben Wallace,35
72,69,Bill Russell,21
72,72,Billy Cunningham,39
72,77,Bob Cousy,10
72,86,Bob Pettit,12
72,134,Charles Barkley,24
72,156,Clyde Drexler,7
72,185,Darryl Dawkins,38
72,232,Dolph Schayes,41
72,234,Dominique Wilkins,8
72,260,Elgin Baylor,6
72,264,Elvin Hayes,33
72,284,Gail Goodrich,16
72,287,Gary Payton,27
72,292,George Gervin,9
72,296,George Mikan,11
72,319,Hakeem Olajuwon,22
72,320,Hal Greer,14
72,333,Isiah Thomas,25
72,361,James Worthy,29
72,365,Jason Kidd,28
72,404,Joe Fulks,43
72,443,Julius Erving,3
72,449,K. C. Jones,40
72,450,Kareem Abdul-Jabbar,19
72,451,Karl Malone,26
72,475,Kevin McHale,30
72,499,Larry Bird,44
72,513,LeBron James,2
72,555,Mark Price,36
72,563,Maurice Cheeks,15
72,603,Moses Malone,4
72,630,Oscar Robertson,23
72,638,Paul Arizin,42
72,641,Paul Pierce,31
72,647,Pete Maravich,45
72,664,Rasheed Wallace,37
72,685,Ricky Berry,34
72,693,Robert Parish,32
72,715,Sam Jones,17
72,730,Shaquille O'Neal,20
72,822,Wilt Chamberlain,1
73,17,Allen Iverson,1
73,134,Charles Barkley,5
73,443,Julius Erving,4
73,513,LeBron James,6
73,630,Oscar Robertson,3
73,822,Wilt Chamberlain,2
74,303,Giannis Antetokounmpo,5
74,469,Kevin Durant,6
74,482,Kobe Bryant,1
74,513,LeBron James,3
74,578,Michael Jordan,2
74,711,Russell Westbrook,8
74,730,Shaquille O'Neal,4
74,747,Stephen Curry,7
75,156,Clyde Drexler,6
75,234,Dominique Wilkins,7
75,252,Earl Monroe,5
75,260,Elgin Baylor,2
75,264,Elvin Hayes,10
75,333,Isiah Thomas,9
75,443,Julius Erving,1
75,603,Moses Malone,8
75,647,Pete Maravich,3
75,805,Walt Frazier,4
76,17,Allen Iverson,30
76,69,Bill Russell,5
76,77,Bob Cousy,46
76,86,Bob Pettit,45
76,134,Charles Barkley,15
76,144,Chris Paul,42
76,145,Chris Webber,47
76,156,Clyde Drexler,26
76,194,David Robinson,20
76,210,Dennis Rodman,44
76,230,Dirk Nowitzki,34
76,234,Dominique Wilkins,25
76,260,Elgin Baylor,28
76,287,Gary Payton,39
76,292,George Gervin,36
76,296,George Mikan,43
76,319,Hakeem Olajuwon,8
76,333,Isiah Thomas,21
76,361,James Worthy,29
76,365,Jason Kidd,17
76,385,Jerry West,14
76,416,John Havlicek,35
76,423,John Stockton,16
76,443,Julius Erving,10
76,450,Kareem Abdul-Jabbar,1
76,451,Karl Malone,12
76,469,Kevin Durant,32
76,470,Kevin Garnett,24
76,475,Kevin McHale,37
76,482,Kobe Bryant,7
76,499,Larry Bird,4
76,513,LeBron James,33
76,539,Magic Johnson,3
76,578,Michael Jordan,2
76,603,Moses Malone,19
76,630,Oscar Robertson,9
76,636,Patrick Ewing,23
76,641,Paul Pierce,40
76,646,Penny Hardaway,49
76,647,Pete Maravich,27
76,665,Ray Allen,41
76,672,Reggie Miller,22
76,681,Rick Barry,31
76,723,Scottie Pippen,18
76,730,Shaquille O'Neal,11
76,753,Steve Nash,48
76,768,Tim Duncan,13
76,770,"Tim Hardaway, Jr.",50
76,805,Walt Frazier,38
76,822,Wilt Chamberlain,6
77,252,Earl Monroe,6
77,333,Isiah Thomas,2
77,443,Julius Erving,1
77,603,Moses Malone,3
77,647,Pete Maravich,4
77,805,Walt Frazier,5
78,69,Bill Russell,8
78,319,Hakeem Olajuwon,10
78,385,Jerry West,13
78,443,Julius Erving,12
78,450,Kareem Abdul-Jabbar,5
78,482,Kobe Bryant,2
78,499,Larry Bird,6
78,539,Magic Johnson,3
78,578,Michael Jordan,1
78,630,Oscar Robertson,7
78,730,Shaquille O'Neal,9
78,768,Tim Duncan,11
78,822,Wilt Chamberlain,4
79,423,John Stockton,3
79,450,Kareem Abdul-Jabbar,6
79,513,LeBron James,2
79,539,Magic Johnson,4
79,578,Michael Jordan,1
79,730,Shaquille O'Neal,5
79,822,Wilt Chamberlain,7
80,5,Adrian Dantley,13
80,21,Alvin Robertson,69
80,45,Archie Clark,67
80,69,Bill Russell,5
80,70,Bill Sharman,56
80,72,Billy Cunningham,2
80,74,Billy Paultz,44
80,78,Bob Dandridge,17
80,82,Bob Lanier,14
80,83,Bob Love,27
80,87,Bob Rule,35
80,110,Buck Williams,47
80,136,Charles Thomas Scott,55
80,138,Chet Walker,26
80,152,Cliff Hagan,39
80,161,Connie Hawkins,15
80,171,Dan Issel,62
80,189,Dave DeBusschere,59
80,195,David Thompson,12
80,209,Dennis Johnson,49
80,224,Dick Barnett,40
80,232,Dolph Schayes,50
80,252,Earl Monroe,11
80,253,Ed Macauley,32
80,260,Elgin Baylor,7
80,284,Gail Goodrich,22
80,289,Gene Shue,30
80,291,Geoff Petrie,36
80,292,George Gervin,9
80,317,Gus Williams,45
80,320,Hal Greer,3
80,342,Jack Twyman,33
80,374,Jeff Mullins,43
80,382,Jerry Lucas,24
80,397,Jimmy Walker,58
80,398,Jo Jo White,23
80,402,Joe Caldwell,61
80,428,Johnny Green,28
80,443,Julius Erving,4
80,476,Kevin Porter,68
80,479,Kiki Vandeweghe,73
80,519,Lenny Wilkens,19
80,525,Lou Hudson,48
80,532,Lucius Allen,31
80,552,Mark Aguirre,52
80,556,Marques Johnson,21
80,583,Micheal Ray Richardson,25
80,607,Nate Archibald,10
80,624,Norm Nixon,51
80,630,Oscar Robertson,6
80,631,Otis Birdsong,64
80,643,Paul Silas,66
80,660,Ralph Sampson,46
80,662,Randy Smith,70
80,673,Reggie Theus,71
80,678,Richie Guerin,37
80,684,Rickey Green,63
80,700,Rolando Blackman,53
80,709,Rudy Tomjanovich,60
80,715,Sam Jones,18
80,736,Sidney Moncrief,1
80,744,Spencer Haywood,16
80,763,Terry Porter,54
80,773,Tom Chambers,42
80,775,Tom Heinsohn,57
80,786,Tree Rollins,72
80,789,Truck Robinson,65
80,803,Walt Bellamy,20
80,805,Walt Frazier,8
80,807,Walter Davis,29
80,808,Walter Dukes,38
80,819,Willie Naulls,41
80,823,Woody Sauldsberry,34
81,143,Chris Mullin,3
81,365,Jason Kidd,6
81,367,Jason Williams,5
81,423,John Stockton,7
81,539,Magic Johnson,4
81,578,Michael Jordan,2
81,770,"Tim Hardaway, Jr.",1
82,5,Adrian Dantley,31
82,12,Alex English,33
82,21,Alvin Robertson,52
82,33,Andrew Toney,48
82,45,Archie Clark,1
82,47,Artis Gilmore,9
82,72,Billy Cunningham,12
82,78,Bob Dandridge,8
82,82,Bob Lanier,35
82,83,Bob Love,14
82,110,Buck Williams,46
82,120,Calvin Murphy,65
82,129,Cazzie Russell,4
82,136,Charles Thomas Scott,50
82,138,Chet Walker,54
82,161,Connie Hawkins,36
82,171,Dan Issel,68
82,173,Dan Roundfield,42
82,186,Dave Bing,40
82,195,David Thompson,29
82,252,Earl Monroe,28
82,264,Elvin Hayes,27
82,292,George Gervin,23
82,316,Gus Johnson,22
82,317,Gus Williams,45
82,320,Hal Greer,13
82,327,Henry Bibby,3
82,345,Jamaal Wilkes,67
82,397,Jimmy Walker,56
82,398,Jo Jo White,41
82,402,Joe Caldwell,60
82,428,Johnny Green,62
82,449,K. C. Jones,21
82,455,Kelly Tripucka,59
82,479,Kiki Vandeweghe,53
82,519,Lenny Wilkens,38
82,525,Lou Hudson,18
82,531,Lucious Jackson,5
82,552,Mark Aguirre,15
82,564,Maurice Lucas,11
82,583,Micheal Ray Richardson,47
82,607,Nate Archibald,26
82,610,Nate Thurmond,34
82,624,Norm Nixon,17
82,625,Norm Van Lier,66
82,631,Otis Birdsong,19
82,644,Paul Westphal,63
82,647,Pete Maravich,25
82,648,Phil Chenier,61
82,650,Phil Smith,55
82,660,Ralph Sampson,39
82,662,Randy Smith,51
82,668,Red Kerr,2
82,671,Reggie Lewis,64
82,673,Reggie Theus,49
82,683,Rick Mahorn,58
82,684,Rickey Green,20
82,700,Rolando Blackman,44
82,715,Sam Jones,10
82,736,Sidney Moncrief,30
82,737,Sidney Wicks,57
82,744,Spencer Haywood,7
82,763,Terry Porter,16
82,803,Walt Bellamy,37
82,805,Walt Frazier,24
82,807,Walter Davis,43
82,812,Wes Unseld,6
82,821,Willis Reed,32
83,17,Allen Iverson,25
83,69,Bill Russell,11
83,134,Charles Barkley,16
83,156,Clyde Drexler,29
83,194,David Robinson,19
83,230,Dirk Nowitzki,26
83,250,Dwyane Wade,24
83,260,Elgin Baylor,30
83,287,Gary Payton,36
83,319,Hakeem Olajuwon,4
83,333,Isiah Thomas,20
83,361,James Worthy,32
83,365,Jason Kidd,33
83,385,Jerry West,15
83,423,John Stockton,17
83,443,Julius Erving,14
83,450,Kareem Abdul-Jabbar,8
83,451,Karl Malone,13
83,469,Kevin Durant,21
83,475,Kevin McHale,35
83,482,Kobe Bryant,3
83,499,Larry Bird,6
83,513,LeBron James,5
83,539,Magic Johnson,2
83,578,Michael Jordan,1
83,603,Moses Malone,23
83,630,Oscar Robertson,12
83,636,Patrick Ewing,27
83,646,Penny Hardaway,38
83,665,Ray Allen,34
83,672,Reggie Miller,31
83,723,Scottie Pippen,18
83,730,Shaquille O'Neal,9
83,747,Stephen Curry,22
83,753,Steve Nash,28
83,768,Tim Duncan,10
83,805,Walt Frazier,37
83,822,Wilt Chamberlain,7
84,72,Billy Cunningham,19
84,78,Bob Dandridge,7
84,83,Bob Love,2
84,110,Buck Williams,13
84,138,Chet Walker,10
84,161,Connie Hawkins,21
84,195,David Thompson,31
84,234,Dominique Wilkins,4
84,252,Earl Monroe,30
84,264,Elvin Hayes,28
84,292,George Gervin,5
84,316,Gus Johnson,16
84,317,Gus Williams,14
84,320,Hal Greer,20
84,333,Isiah Thomas,6
84,385,Jerry West,25
84,416,John Havlicek,29
84,428,Johnny Green,17
84,443,Julius Erving,1
84,556,Marques Johnson,8
84,564,Maurice Lucas,9
84,583,Micheal Ray Richardson,11
84,607,Nate Archibald,27
84,647,Pete Maravich,24
84,652,Purvis Short,26
84,678,Richie Guerin,18
84,688,Ricky Sobers,23
84,700,Rolando Blackman,15
84,805,Walt Frazier,3
84,807,Walter Davis,12
84,812,Wes Unseld,22
85,260,Elgin Baylor,4
85,292,George Gervin,5
85,333,Isiah Thomas,3
85,443,Julius Erving,1
85,603,Moses Malone,2
85,805,Walt Frazier,6
86,134,Charles Barkley,2
86,230,Dirk Nowitzki,3
86,250,Dwyane Wade,6
86,303,Giannis Antetokounmpo,9
86,469,Kevin Durant,5
86,470,Kevin Garnett,4
86,482,Kobe Bryant,1
86,711,Russell Westbrook,7
86,747,Stephen Curry,8
87,5,Adrian Dantley,25
87,17,Allen Iverson,7
87,69,Bill Russell,8
87,77,Bob Cousy,30
87,86,Bob Pettit,23
87,126,Carmelo Anthony,34
87,134,Charles Barkley,10
87,156,Clyde Drexler,31
87,194,David Robinson,27
87,234,Dominique Wilkins,11
87,260,Elgin Baylor,13
87,287,Gary Payton,20
87,292,George Gervin,12
87,319,Hakeem Olajuwon,17
87,333,Isiah Thomas,16
87,361,James Worthy,28
87,365,Jason Kidd,21
87,443,Julius Erving,2
87,450,Kareem Abdul-Jabbar,19
87,451,Karl Malone,18
87,475,Kevin McHale,29
87,499,Larry Bird,26
87,513,LeBron James,3
87,578,Michael Jordan,5
87,603,Moses Malone,6
87,607,Nate Archibald,24
87,630,Oscar Robertson,4
87,636,Patrick Ewing,14
87,647,Pete Maravich,15
87,681,Rick Barry,32
87,730,Shaquille O'Neal,9
87,734,Shawn Kemp,33
87,805,Walt Frazier,22
87,822,Wilt Chamberlain,1
88,82,Bob Lanier,12
88,239,Don Ohl,9
88,252,Earl Monroe,10
88,402,Joe Caldwell,5
88,443,Julius Erving,1
88,523,Lonnie Shelton,8
88,583,Micheal Ray Richardson,2
88,631,Otis Birdsong,4
88,736,Sidney Moncrief,11
88,789,Truck Robinson,6
88,808,Walter Dukes,3
88,809,Wayne Embry,7
89,12,Alex English,70
89,17,Allen Iverson,53
89,19,Alonzo Mourning,57
89,61,Ben Wallace,39
89,63,Bernard King,64
89,67,Bill Laimbeer,42
89,69,Bill Russell,1
89,71,Bill Walton,82
89,77,Bob Cousy,23
89,84,Bob McAdoo,62
89,113,Byron Scott,74
89,131,Cedric Ceballos,76
89,134,Charles Barkley,15
89,137,Chauncey Billups,37
89,143,Chris Mullin,58
89,145,Chris Webber,47
89,153,Cliff Robinson,50
89,156,Clyde Drexler,19
89,161,Connie Hawkins,38
89,172,Dan Majerle,68
89,194,David Robinson,18
89,210,Dennis Rodman,25
89,215,Derek Fisher,41
89,218,Derrick Coleman,75
89,221,Derrick Rose,46
89,222,Detlef Schrempf,71
89,228,Dikembe Mutombo,29
89,234,Dominique Wilkins,17
89,250,Dwyane Wade,56
89,252,Earl Monroe,63
89,260,Elgin Baylor,14
89,292,George Gervin,21
89,306,Glen Rice,79
89,319,Hakeem Olajuwon,9
89,328,Hersey Hawkins,34
89,329,Horace Grant,44
89,333,Isiah Thomas,48
89,343,Jalen Rose,77
89,361,James Worthy,33
89,365,Jason Kidd,54
89,385,Jerry West,10
89,403,Joe Dumars,27
89,443,Julius Erving,8
89,450,Kareem Abdul-Jabbar,6
89,451,Karl Malone,35
89,463,Kenny Smith,72
89,469,Kevin Durant,81
89,472,Kevin Johnson,66
89,475,Kevin McHale,22
89,482,Kobe Bryant,11
89,499,Larry Bird,5
89,505,Larry Nance,69
89,513,LeBron James,52
89,539,Magic Johnson,4
89,543,Manu Ginóbili,49
89,555,Mark Price,65
89,563,Maurice Cheeks,67
89,578,Michael Jordan,3
89,603,Moses Malone,51
89,607,Nate Archibald,61
89,630,Oscar Robertson,7
89,636,Patrick Ewing,20
89,646,Penny Hardaway,60
89,647,Pete Maravich,16
89,664,Rasheed Wallace,43
89,665,Ray Allen,26
89,672,Reggie Miller,32
89,681,Rick Barry,24
89,691,Robert Horry,78
89,693,Robert Parish,30
89,723,Scottie Pippen,13
89,730,Shaquille O'Neal,12
89,752,Steve Kerr,40
89,753,Steve Nash,55
89,768,Tim Duncan,36
89,770,"Tim Hardaway, Jr.",28
89,773,Tom Chambers,73
89,797,Vince Carter,45
89,800,Vlade Divac,80
89,805,Walt Frazier,31
89,821,Willis Reed,59
89,822,Wilt Chamberlain,2
90,75,Blake Griffin,7
90,126,Carmelo Anthony,8
90,221,Derrick Rose,3
90,250,Dwyane Wade,6
90,469,Kevin Durant,5
90,482,Kobe Bryant,1
90,747,Stephen Curry,4
90,797,Vince Carter,2
91,156,Clyde Drexler,6
91,260,Elgin Baylor,5
91,292,George Gervin,4
91,333,Isiah Thomas,8
91,443,Julius Erving,1
91,603,Moses Malone,7
91,647,Pete Maravich,3
91,805,Walt Frazier,2
92,5,Adrian Dantley,33
92,12,Alex English,47
92,63,Bernard King,59
92,69,Bill Russell,43
92,70,Bill Sharman,41
92,72,Billy Cunningham,35
92,82,Bob Lanier,32
92,83,Bob Love,26
92,110,Buck Williams,23
92,129,Cazzie Russell,49
92,138,Chet Walker,29
92,156,Clyde Drexler,13
92,173,Dan Roundfield,57
92,186,Dave Bing,38
92,195,David Thompson,45
92,224,Dick Barnett,51
92,225,Dick Garmaker,16
92,232,Dolph Schayes,36
92,234,Dominique Wilkins,6
92,239,Don Ohl,14
92,252,Earl Monroe,44
92,253,Ed Macauley,58
92,256,Eddie Miles,55
92,260,Elgin Baylor,3
92,264,Elvin Hayes,11
92,292,George Gervin,7
92,316,Gus Johnson,22
92,317,Gus Williams,21
92,319,Hakeem Olajuwon,12
92,320,Hal Greer,34
92,333,Isiah Thomas,5
92,368,Jay Vincent,18
92,382,Jerry Lucas,60
92,398,Jo Jo White,25
92,428,Johnny Green,20
92,443,Julius Erving,1
92,504,Larry Kenon,56
92,519,Lenny Wilkens,37
92,525,Lou Hudson,27
92,556,Marques Johnson,40
92,564,Maurice Lucas,28
92,565,Maurice Stokes,17
92,590,Mike Mitchell,15
92,603,Moses Malone,4
92,607,Nate Archibald,10
92,630,Oscar Robertson,2
92,647,Pete Maravich,8
92,650,Phil Smith,53
92,709,Rudy Tomjanovich,48
92,715,Sam Jones,30
92,736,Sidney Moncrief,31
92,744,Spencer Haywood,61
92,775,Tom Heinsohn,19
92,803,Walt Bellamy,39
92,805,Walt Frazier,9
92,807,Walter Davis,24
92,808,Walter Dukes,54
92,819,Willie Naulls,52
92,821,Willis Reed,46
92,822,Wilt Chamberlain,42
92,832,Zelmo Beaty,50
93,17,Allen Iverson,23
93,69,Bill Russell,3
93,71,Bill Walton,48
93,77,Bob Cousy,32
93,134,Charles Barkley,27
93,144,Chris Paul,37
93,156,Clyde Drexler,36
93,194,David Robinson,19
93,210,Dennis Rodman,31
93,230,Dirk Nowitzki,20
93,250,Dwyane Wade,17
93,260,Elgin Baylor,24
93,287,Gary Payton,47
93,292,George Gervin,41
93,319,Hakeem Olajuwon,8
93,333,Isiah Thomas,13
93,361,James Worthy,35
93,365,Jason Kidd,39
93,385,Jerry West,16
93,416,John Havlicek,40
93,423,John Stockton,18
93,443,Julius Erving,12
93,450,Kareem Abdul-Jabbar,2
93,451,Karl Malone,14
93,469,Kevin Durant,28
93,470,Kevin Garnett,29
93,475,Kevin McHale,34
93,482,Kobe Bryant,11
93,499,Larry Bird,9
93,513,LeBron James,6
93,539,Magic Johnson,4
93,578,Michael Jordan,1
93,603,Moses Malone,21
93,630,Oscar Robertson,15
93,636,Patrick Ewing,30
93,641,Paul Pierce,45
93,647,Pete Maravich,43
93,665,Ray Allen,38
93,672,Reggie Miller,46
93,681,Rick Barry,22
93,693,Robert Parish,44
93,711,Russell Westbrook,50
93,723,Scottie Pippen,25
93,730,Shaquille O'Neal,10
93,747,Stephen Curry,26
93,753,Steve Nash,33
93,768,Tim Duncan,5
93,797,Vince Carter,42
93,805,Walt Frazier,49
93,822,Wilt Chamberlain,7
94,5,Adrian Dantley,101
94,6,Adrian Smith,83
94,12,Alex English,102
94,21,Alvin Robertson,82
94,56,Bailey Howell,90
94,65,Bill Bridges,36
94,69,Bill Russell,60
94,70,Bill Sharman,14
94,72,Billy Cunningham,97
94,78,Bob Dandridge,20
94,82,Bob Lanier,103
94,83,Bob Love,18
94,91,Bobby Jones,58
94,110,Buck Williams,24
94,112,Butch Beard,85
94,121,Calvin Natt,44
94,122,Campy Russell,38
94,129,Cazzie Russell,77
94,136,Charles Thomas Scott,69
94,138,Chet Walker,15
94,152,Cliff Hagan,87
94,156,Clyde Drexler,4
94,158,Clyde Lovellette,41
94,161,Connie Hawkins,100
94,171,Dan Issel,73
94,173,Dan Roundfield,89
94,189,Dave DeBusschere,28
94,194,David Robinson,63
94,232,Dolph Schayes,95
94,234,Dominique Wilkins,3
94,235,Don Buse,43
94,239,Don Ohl,34
94,253,Ed Macauley,53
94,254,Eddie Johnson,92
94,256,Eddie Miles,52
94,260,Elgin Baylor,61
94,264,Elvin Hayes,9
94,279,Fred Brown,39
94,289,Gene Shue,33
94,291,Geoff Petrie,35
94,292,George Gervin,2
94,316,Gus Johnson,25
94,317,Gus Williams,29
94,318,Guy Rodgers,54
94,320,Hal Greer,99
94,333,Isiah Thomas,5
94,340,Jack Marin,40
94,341,Jack Sikma,71
94,342,Jack Twyman,46
94,368,Jay Vincent,47
94,383,Jerry Sloan,68
94,392,Jim Pollard,49
94,393,Jim Price,94
94,397,Jimmy Walker,75
94,418,John Long,93
94,425,John Williamson,42
94,428,Johnny Green,30
94,443,Julius Erving,1
94,449,K. C. Jones,27
94,455,Kelly Tripucka,56
94,476,Kevin Porter,57
94,479,Kiki Vandeweghe,74
94,500,Larry Costello,55
94,504,Larry Kenon,51
94,519,Lenny Wilkens,10
94,523,Lonnie Shelton,37
94,525,Lou Hudson,19
94,531,Lucious Jackson,48
94,532,Lucius Allen,45
94,552,Mark Aguirre,26
94,556,Marques Johnson,16
94,564,Maurice Lucas,17
94,565,Maurice Stokes,31
94,576,Michael Cooper,70
94,603,Moses Malone,62
94,607,Nate Archibald,8
94,610,Nate Thurmond,96
94,624,Norm Nixon,65
94,630,Oscar Robertson,59
94,638,Paul Arizin,67
94,643,Paul Silas,79
94,644,Paul Westphal,72
94,647,Pete Maravich,7
94,660,Ralph Sampson,23
