participant,itemA,itemB,recognizedA,recognizedB,aLarger,choiceA
144,83,86,0,0,1,0
144,30,2,0,1,0,0
144,94,79,0,0,0,1
144,125,149,0,0,1,0
144,40,112,1,0,1,1
144,143,29,0,1,0,0
144,26,9,1,0,0,1
144,90,130,0,0,1,1
144,114,16,0,0,0,0
144,22,98,0,0,1,0
144,25,11,0,0,0,1
144,47,132,0,0,1,0
144,127,59,0,0,0,1
144,119,32,0,0,0,1
145,113,85,0,0,0,0
145,69,27,0,0,0,1
145,138,44,0,1,0,0
145,41,102,0,0,1,1
145,140,48,0,1,0,0
145,24,34,0,1,1,0
145,137,23,0,0,0,1
145,39,61,0,0,1,0
145,74,126,0,0,1,1
145,122,145,0,0,1,0
145,57,123,0,0,1,1
145,121,120,0,0,0,0
145,35,37,0,0,1,1
145,19,13,0,1,0,0
145,117,133,0,1,1,1
145,96,36,0,1,0,0
145,80,88,0,0,1,0
145,38,75,0,1,1,0
145,54,128,0,1,1,1
145,148,63,0,1,0,0
145,21,146,0,0,1,1
145,46,64,0,0,1,1
145,58,71,0,0,1,1
145,52,10,0,1,0,0
145,87,91,0,1,1,0
145,12,28,1,0,1,1
145,78,136,0,1,1,0
145,106,51,0,1,0,0
145,77,150,0,1,1,1
145,141,115,0,0,0,0
145,45,67,0,0,1,1
145,14,18,0,1,1,1
145,92,56,0,0,0,0
145,135,49,0,0,0,1
145,70,124,0,0,1,1
145,100,110,0,1,1,0
145,116,7,0,1,0,0
145,111,93,0,1,0,1
145,43,95,0,1,1,0
145,142,104,0,0,0,1
145,72,65,0,0,0,0
145,129,97,0,0,0,0
145,8,101,1,0,1,1
145,5,84,1,1,1,1
145,15,62,1,1,1,1
145,6,66,1,0,1,0
145,144,147,0,0,1,0
145,118,81,1,0,0,1
145,89,33,0,0,0,0
145,107,82,0,0,0,1
145,20,4,0,1,0,0
145,99,109,0,0,1,0
145,3,103,0,0,1,1
145,73,60,1,1,0,1
145,17,53,0,1,1,0
145,1,31,0,1,1,0
145,108,42,0,1,0,0
145,55,76,1,0,1,1
145,134,139,0,0,1,0
145,131,68,0,0,0,1
145,50,105,1,0,1,1
145,83,86,0,0,1,0
145,30,2,0,1,0,0
145,94,79,0,0,0,0
145,125,149,0,0,1,1
145,40,112,0,0,1,1
145,143,29,0,0,0,0
145,26,9,0,0,0,1
145,90,130,0,0,1,1
145,114,16,0,1,0,0
145,22,98,0,0,1,0
145,25,11,0,0,0,1
145,47,132,0,0,1,1
145,127,59,0,0,0,0
145,119,32,0,0,0,1
146,113,85,0,0,0,0
146,69,27,0,0,0,1
146,138,44,0,0,0,1
146,41,102,1,0,1,1
146,140,48,1,1,0,0
146,24,34,1,0,1,1
146,137,23,0,0,0,1
146,39,61,0,0,1,0
146,74,126,0,1,1,0
146,122,145,0,1,1,0
146,57,123,0,0,1,1
146,121,120,0,0,0,0
146,35,37,0,0,1,1
146,19,13,0,1,0,0
146,117,133,1,0,1,1
146,96,36,0,1,0,0
146,80,88,0,0,1,0
146,38,75,0,0,1,0
146,54,128,0,0,1,1
146,148,63,1,0,0,1
146,21,146,1,0,1,0
146,46,64,0,0,1,0
146,58,71,0,0,1,1
146,52,10,0,0,0,1
146,87,91,1,1,1,0
146,12,28,1,0,1,0
146,78,136,0,1,1,0
146,106,51,0,0,0,1
146,77,150,0,0,1,0
146,141,115,1,0,0,0
146,45,67,1,0,1,1
146,14,18,1,0,1,1
146,92,56,0,0,0,1
146,135,49,0,0,0,0
146,70,124,1,0,1,1
146,100,110,0,0,1,0
146,116,7,0,1,0,0
146,111,93,0,0,0,1
146,43,95,0,0,1,0
146,142,104,0,0,0,1
146,72,65,0,0,0,1
146,129,97,0,0,0,0
146,8,101,0,0,1,1
146,5,84,0,0,1,1
146,15,62,0,0,1,0
146,6,66,0,1,1,0
146,144,147,0,0,1,0
146,118,81,0,0,0,1
146,89,33,0,0,0,1
146,107,82,0,0,0,1
146,20,4,0,1,0,0
146,99,109,0,0,1,0
146,3,103,1,0,1,1
146,73,60,1,1,0,1
146,17,53,1,0,1,1
146,1,31,1,1,1,1
146,108,42,1,1,0,0
146,55,76,0,1,1,0
146,134,139,0,0,1,0
146,131,68,0,0,0,1
146,50,105,1,0,1,1
146,83,86,0,0,1,0
146,30,2,0,1,0,0
146,94,79,1,0,0,1
146,125,149,1,0,1,1
146,40,112,1,0,1,1
146,143,29,0,0,0,0
146,26,9,1,1,0,1
146,90,130,0,0,1,0
146,114,16,0,1,0,0
146,22,98,0,1,1,0
146,25,11,0,0,0,1
146,47,132,0,0,1,1
146,127,59,0,1,0,0
146,119,32,0,0,0,0
147,113,85,0,1,0,0
147,69,27,1,0,0,1
147,138,44,0,0,0,0
147,41,102,1,0,1,1
147,140,48,0,0,0,1
147,24,34,0,1,1,0
147,137,23,0,0,0,0
147,39,61,0,0,1,0
147,74,126,1,0,1,1
147,122,145,1,0,1,1
147,57,123,0,0,1,0
147,121,120,0,0,0,1
147,35,37,0,0,1,1
147,19,13,0,0,0,1
147,117,133,0,0,1,1
147,96,36,0,1,0,0
147,80,88,0,0,1,1
147,38,75,0,0,1,1
147,54,128,0,0,1,0
147,148,63,0,0,0,1
147,21,146,0,0,1,1
147,46,64,0,0,1,1
147,58,71,1,0,1,1
147,52,10,0,0,0,0
147,87,91,0,0,1,1
147,12,28,0,0,1,1
147,78,136,0,0,1,1
147,106,51,0,0,0,1
147,77,150,0,0,1,1
147,141,115,0,0,0,1
147,45,67,0,0,1,1
147,14,18,1,0,1,1
147,92,56,0,0,0,1
147,135,49,0,0,0,1
147,70,124,0,0,1,1
147,100,110,0,0,1,1
147,116,7,0,1,0,0
147,111,93,0,1,0,0
147,43,95,0,1,1,0
147,142,104,0,0,0,1
147,72,65,1,0,0,1
147,129,97,0,0,0,0
147,8,101,1,0,1,1
147,5,84,1,1,1,1
147,15,62,0,0,1,1
147,6,66,0,0,1,1
147,144,147,0,0,1,1
147,118,81,0,0,0,1
147,89,33,0,0,0,1
147,107,82,0,0,0,1
147,20,4,0,1,0,0
147,99,109,1,0,1,1
147,3,103,0,0,1,1
147,73,60,1,0,0,1
147,17,53,0,0,1,1
147,1,31,1,0,1,1
147,108,42,1,1,0,0
147,55,76,0,1,1,0
147,134,139,0,1,1,0
147,131,68,0,0,0,1
147,50,105,1,0,1,1
147,83,86,0,0,1,1
147,30,2,0,1,0,0
147,94,79,0,0,0,1
147,125,149,0,0,1,1
147,40,112,0,0,1,0
147,143,29,0,1,0,0
147,26,9,1,1,0,0
147,90,130,0,0,1,1
147,114,16,0,1,0,0
147,22,98,0,1,1,0
147,25,11,0,0,0,1
147,47,132,0,0,1,1
147,127,59,1,1,0,1
147,119,32,1,0,0,1
148,113,85,0,1,0,1
148,69,27,1,0,0,1
148,138,44,0,1,0,0
148,41,102,1,0,1,0
148,140,48,1,1,0,1
148,24,34,1,1,1,0
148,137,23,0,0,0,1
148,39,61,0,0,1,1
148,74,126,0,0,1,0
148,122,145,0,0,1,1
148,57,123,0,0,1,0
148,121,120,0,0,0,0
148,35,37,0,0,1,1
148,19,13,0,1,0,0
148,117,133,0,0,1,1
148,96,36,0,1,0,0
148,80,88,0,0,1,1
148,38,75,0,1,1,0
148,54,128,0,0,1,1
148,148,63,1,1,0,1
148,21,146,0,0,1,1
148,46,64,0,0,1,0
148,58,71,1,0,1,1
148,52,10,0,1,0,0
148,87,91,1,1,1,0
148,12,28,1,0,1,1
148,78,136,0,0,1,1
148,106,51,0,1,0,0
148,77,150,0,0,1,1
148,141,115,0,0,0,1
148,45,67,0,1,1,0
148,14,18,1,0,1,1
148,92,56,0,0,0,0
148,135,49,0,1,0,0
148,70,124,1,0,1,1
148,100,110,0,0,1,1
148,116,7,0,1,0,0
148,111,93,1,0,0,1
148,43,95,0,1,1,1
148,142,104,0,0,0,1
148,72,65,1,0,0,1
148,129,97,0,0,0,1
148,8,101,1,0,1,1
148,5,84,1,0,1,1
148,15,62,1,1,1,1
148,6,66,0,1,1,0
148,144,147,0,0,1,0
148,118,81,0,0,0,1
148,89,33,0,1,0,0
148,107,82,0,0,0,1
148,20,4,0,1,0,0
148,99,109,0,0,1,1
148,3,103,1,0,1,1
148,73,60,1,1,0,1
148,17,53,1,0,1,1
148,1,31,1,0,1,1
148,108,42,1,1,0,1
148,55,76,0,1,1,0
148,134,139,0,0,1,0
148,131,68,0,0,0,1
148,50,105,1,0,1,1
148,83,86,0,0,1,0
148,30,2,0,1,0,0
148,94,79,0,0,0,1
148,125,149,1,0,1,1
148,40,112,1,0,1,1
148,143,29,0,0,0,0
148,26,9,1,1,0,1
148,90,130,0,0,1,0
148,114,16,0,1,0,0
148,22,98,0,0,1,0
148,25,11,0,0,0,1
148,47,132,0,0,1,0
148,127,59,1,0,0,1
148,119,32,1,0,0,1
149,113,85,0,0,0,1
149,69,27,0,0,0,1
149,138,44,0,0,0,0
149,41,102,0,0,1,0
149,140,48,0,0,0,1
149,24,34,0,0,1,0
149,137,23,0,0,0,1
149,39,61,0,0,1,1
149,74,126,0,0,1,1
149,122,145,0,0,1,1
149,57,123,0,0,1,0
149,121,120,0,0,0,1
149,35,37,0,0,1,1
149,19,13,0,0,0,1
149,117,133,0,0,1,1
149,96,36,0,0,0,0
149,80,88,0,0,1,0
149,38,75,0,0,1,0
149,54,128,0,0,1,1
149,148,63,0,0,0,0
149,21,146,0,0,1,1
149,46,64,0,0,1,1
149,58,71,1,0,1,1
149,52,10,0,0,0,0
149,87,91,0,0,1,1
149,12,28,0,0,1,1
149,78,136,0,0,1,1
149,106,51,0,0,0,0
149,77,150,0,0,1,0
149,141,115,0,0,0,1
149,45,67,0,0,1,1
149,14,18,0,0,1,1
149,92,56,0,0,0,0
149,135,49,0,0,0,0
149,70,124,0,0,1,1
149,100,110,0,0,1,1
149,116,7,0,1,0,0
149,111,93,0,0,0,0
149,43,95,0,1,1,0
149,142,104,0,0,0,1
149,72,65,0,0,0,1
149,129,97,0,0,0,1
149,8,101,0,0,1,1
149,5,84,1,0,1,1
149,15,62,0,0,1,0
149,6,66,0,0,1,0
149,144,147,0,0,1,0
149,118,81,0,0,0,0
149,89,33,0,0,0,1
149,107,82,0,0,0,1
149,20,4,0,1,0,0
149,99,109,0,0,1,0
149,3,103,0,0,1,1
149,73,60,0,0,0,1
149,17,53,0,0,1,1
149,1,31,1,0,1,1
149,108,42,0,0,0,0
149,55,76,0,1,1,0
149,134,139,0,0,1,0
149,131,68,0,0,0,1
149,50,105,0,0,1,1
149,83,86,0,0,1,0
149,30,2,0,1,0,0
149,94,79,0,0,0,1
149,125,149,0,0,1,0
149,40,112,0,0,1,1
149,143,29,0,0,0,0
149,26,9,0,1,0,0
149,90,130,0,0,1,1
149,114,16,0,0,0,0
149,22,98,0,1,1,0
149,25,11,0,0,0,1
149,47,132,0,0,1,0
149,127,59,1,0,0,1
149,119,32,0,0,0,0
150,113,85,0,0,0,0
150,69,27,0,0,0,1
150,138,44,0,0,0,0
150,41,102,0,0,1,1
150,140,48,1,0,0,1
150,24,34,1,0,1,1
150,137,23,0,0,0,1
150,39,61,0,0,1,0
150,74,126,0,0,1,1
150,122,145,0,0,1,0
150,57,123,0,0,1,1
150,121,120,0,0,0,1
150,35,37,0,0,1,0
150,19,13,0,0,0,0
150,117,133,0,0,1,1
150,96,36,0,0,0,0
150,80,88,0,0,1,0
150,38,75,0,0,1,0
150,54,128,0,0,1,0
150,148,63,0,0,0,1
150,21,146,0,0,1,1
150,46,64,0,0,1,0
150,58,71,0,0,1,1
150,52,10,0,0,0,0
150,87,91,0,0,1,0
150,12,28,1,0,1,1
150,78,136,0,0,1,0
150,106,51,0,0,0,0
150,77,150,0,0,1,1
150,141,115,0,0,0,1
150,45,67,0,0,1,1
150,14,18,1,0,1,1
150,92,56,0,0,0,0
150,135,49,0,0,0,0
150,70,124,0,0,1,1
150,100,110,0,0,1,1
150,116,7,0,0,0,0
150,111,93,0,0,0,1
150,43,95,0,0,1,1
150,142,104,0,0,0,1
150,72,65,0,0,0,1
150,129,97,0,0,0,0
150,8,101,1,0,1,1
150,5,84,1,0,1,1
150,15,62,0,0,1,0
150,6,66,0,0,1,0
150,144,147,0,0,1,1
150,118,81,0,0,0,1
150,89,33,0,0,0,1
150,107,82,0,0,0,1
150,20,4,0,1,0,0
150,99,109,0,0,1,0
150,3,103,1,0,1,1
150,73,60,1,0,0,1
150,17,53,1,0,1,1
150,1,31,1,0,1,1
150,108,42,0,0,0,1
150,55,76,0,0,1,0
150,134,139,0,0,1,0
150,131,68,0,0,0,1
150,50,105,0,0,1,1
150,83,86,0,0,1,1
150,30,2,0,1,0,0
150,94,79,0,0,0,1
150,125,149,0,0,1,1
150,40,112,0,0,1,1
150,143,29,0,0,0,0
150,26,9,0,0,0,0
150,90,130,0,0,1,0
150,114,16,0,0,0,0
150,22,98,0,0,1,0
150,25,11,0,0,0,0
150,47,132,0,0,1,0
150,127,59,0,0,0,1
150,119,32,0,0,0,0
151,113,85,0,0,0,1
151,69,27,0,0,0,1
151,138,44,0,0,0,0
151,41,102,1,0,1,1
151,140,48,0,1,0,1
151,24,34,1,1,1,1
151,137,23,0,0,0,0
151,39,61,0,0,1,0
151,74,126,0,0,1,0
151,122,145,0,1,1,1
151,57,123,0,0,1,0
151,121,120,0,1,0,0
151,35,37,0,1,1,0
151,19,13,0,1,0,0
151,117,133,0,0,1,1
151,96,36,0,0,0,0
151,80,88,0,0,1,0
151,38,75,0,0,1,0
151,54,128,0,0,1,1
151,148,63,0,0,0,0
151,21,146,1,0,1,1
151,46,64,0,0,1,1
151,58,71,0,1,1,1
151,52,10,0,0,0,0
151,87,91,0,1,1,0
151,12,28,1,1,1,0
151,78,136,0,0,1,0
151,106,51,0,0,0,0
151,77,150,1,0,1,1
151,141,115,0,0,0,0
151,45,67,1,0,1,1
151,14,18,0,0,1,0
151,92,56,1,0,0,0
151,135,49,0,1,0,0
151,70,124,1,0,1,0
151,100,110,0,0,1,0
151,116,7,0,1,0,0
151,111,93,0,0,0,1
151,43,95,1,1,1,1
151,142,104,0,0,0,0
151,72,65,0,0,0,1
151,129,97,0,0,0,0
151,8,101,1,0,1,1
151,5,84,1,0,1,0
151,15,62,0,0,1,1
151,6,66,0,0,1,0
151,144,147,0,0,1,1
151,118,81,0,0,0,1
151,89,33,0,0,0,0
151,107,82,0,0,0,1
151,20,4,0,1,0,0
151,99,109,0,0,1,1
151,3,103,1,0,1,1
151,73,60,0,1,0,0
151,17,53,0,0,1,1
151,1,31,1,0,1,1
151,108,42,1,0,0,1
151,55,76,0,0,1,0
151,134,139,0,0,1,1
151,131,68,0,0,0,0
151,50,105,1,0,1,1
151,83,86,0,0,1,0
151,30,2,0,1,0,0
151,94,79,0,0,0,0
151,125,149,0,0,1,0
151,40,112,1,0,1,1
151,143,29,0,1,0,0
151,26,9,1,1,0,1
151,90,130,0,0,1,1
151,114,16,0,1,0,0
151,22,98,0,0,1,0
151,25,11,1,1,0,0
151,47,132,0,0,1,0
151,127,59,0,1,0,0
151,119,32,0,1,0,1
152,113,85,0,0,0,0
152,69,27,0,0,0,1
152,138,44,0,0,0,1
152,41,102,1,0,1,1
152,140,48,1,1,0,1
152,24,34,1,1,1,1
152,137,23,1,0,0,1
152,39,61,0,0,1,0
152,74,126,0,0,1,1
152,122,145,1,0,1,1
152,57,123,0,0,1,0
152,121,120,0,0,0,1
152,35,37,0,0,1,0
152,19,13,1,0,0,0
152,117,133,0,0,1,1
152,96,36,0,1,0,0
152,80,88,0,0,1,0
152,38,75,0,0,1,0
152,54,128,0,0,1,0
152,148,63,0,0,0,0
152,21,146,0,0,1,1
152,46,64,0,0,1,0
152,58,71,0,0,1,0
152,52,10,0,0,0,0
152,87,91,0,1,1,0
152,12,28,1,0,1,1
152,78,136,1,1,1,1
152,106,51,0,0,0,0
152,77,150,0,0,1,1
152,141,115,0,0,0,0
152,45,67,1,0,1,0
152,14,18,1,0,1,1
152,92,56,0,0,0,1
152,135,49,0,0,0,0
152,70,124,1,0,1,1
152,100,110,0,0,1,0
152,116,7,0,0,0,0
152,111,93,0,0,0,0
152,43,95,1,0,1,1
152,142,104,0,0,0,1
152,72,65,1,0,0,1
152,129,97,0,0,0,0
152,8,101,1,0,1,1
152,5,84,1,0,1,1
152,15,62,1,1,1,0
152,6,66,0,1,1,0
152,144,147,0,0,1,0
152,118,81,0,0,0,1
152,89,33,0,0,0,1
152,107,82,0,0,0,1
152,20,4,0,1,0,0
152,99,109,0,0,1,1
152,3,103,1,0,1,1
152,73,60,1,1,0,1
152,17,53,1,0,1,1
152,1,31,1,0,1,1
152,108,42,1,1,0,0
152,55,76,0,0,1,0
152,134,139,0,0,1,0
152,131,68,0,0,0,1
152,50,105,1,0,1,1
152,83,86,0,0,1,0
152,30,2,0,1,0,0
152,94,79,0,0,0,1
152,125,149,0,0,1,0
152,40,112,1,0,1,1
152,143,29,0,1,0,0
152,26,9,1,1,0,1
152,90,130,1,0,1,1
152,114,16,0,1,0,0
152,22,98,1,0,1,1
152,25,11,0,0,0,1
152,47,132,0,0,1,0
152,127,59,1,0,0,0
152,119,32,0,0,0,1
153,113,85,0,0,0,0
153,69,27,0,0,0,1
153,138,44,0,0,0,0
153,41,102,0,0,1,0
153,140,48,0,0,0,1
153,24,34,0,1,1,0
153,137,23,0,0,0,1
153,39,61,0,0,1,0
153,74,126,0,0,1,0
153,122,145,0,0,1,1
153,57,123,0,0,1,0
153,121,120,0,0,0,1
153,35,37,0,0,1,0
153,19,13,0,0,0,0
153,117,133,0,0,1,1
153,96,36,0,1,0,0
153,80,88,0,0,1,0
153,38,75,0,0,1,1
153,54,128,0,0,1,1
153,148,63,0,0,0,0
153,21,146,0,0,1,1
153,46,64,0,0,1,1
153,58,71,0,0,1,1
153,52,10,0,0,0,0
153,87,91,1,1,1,1
153,12,28,0,0,1,1
153,78,136,0,0,1,0
153,106,51,0,0,0,0
153,77,150,0,0,1,1
153,141,115,0,0,0,1
153,45,67,0,0,1,1
153,14,18,1,0,1,1
153,92,56,0,0,0,0
153,135,49,0,0,0,0
153,70,124,0,0,1,1
153,100,110,0,0,1,1
153,116,7,0,0,0,0
153,111,93,0,0,0,0
153,43,95,0,0,1,0
153,142,104,0,0,0,0
153,72,65,1,0,0,1
153,129,97,0,0,0,0
153,8,101,0,0,1,1
153,5,84,1,0,1,1
153,15,62,0,0,1,0
153,6,66,0,0,1,1
153,144,147,0,0,1,1
153,118,81,0,0,0,1
153,89,33,0,0,0,1
153,107,82,0,0,0,1
153,20,4,0,1,0,0
153,99,109,0,0,1,1
153,3,103,0,0,1,1
153,73,60,1,0,0,0
153,17,53,0,0,1,1
153,1,31,1,1,1,0
153,108,42,0,0,0,0
153,55,76,0,0,1,0
153,134,139,0,0,1,1
153,131,68,0,0,0,1
153,50,105,1,0,1,1
153,83,86,0,0,1,0
153,30,2,0,1,0,1
153,94,79,0,0,0,1
153,125,149,0,0,1,0
153,40,112,0,0,1,0
153,143,29,0,0,0,0
153,26,9,1,0,0,1
153,90,130,0,0,1,1
153,114,16,0,1,0,1
153,22,98,0,0,1,1
153,25,11,0,0,0,1
153,47,132,0,0,1,1
153,127,59,0,0,0,1
153,119,32,0,0,0,0
154,113,85,0,0,0,0
154,69,27,0,0,0,1
154,138,44,0,0,0,0
154,41,102,1,0,1,1
154,140,48,0,0,0,1
154,24,34,0,1,1,1
154,137,23,0,0,0,1
154,39,61,0,0,1,1
154,74,126,0,0,1,1
154,122,145,0,0,1,1
154,57,123,0,0,1,0
154,121,120,0,0,0,1
154,35,37,0,0,1,0
154,19,13,0,1,0,0
154,117,133,0,0,1,1
154,96,36,0,1,0,0
154,80,88,0,0,1,0
154,38,75,0,1,1,0
154,54,128,0,0,1,1
154,148,63,0,1,0,0
154,21,146,0,0,1,1
154,46,64,0,0,1,1
154,58,71,0,0,1,1
154,52,10,0,0,0,0
154,87,91,0,1,1,0
154,12,28,1,0,1,0
154,78,136,0,1,1,0
154,106,51,0,0,0,1
154,77,150,0,0,1,1
154,141,115,0,1,0,0
154,45,67,0,0,1,1
154,14,18,1,0,1,1
154,92,56,0,0,0,0
154,135,49,0,0,0,0
154,70,124,1,0,1,1
154,100,110,0,0,1,1
154,116,7,0,1,0,1
154,111,93,0,0,0,0
154,43,95,0,0,1,1
154,142,104,0,0,0,1
154,72,65,1,0,0,1
154,129,97,0,0,0,1
154,8,101,1,0,1,1
154,5,84,1,1,1,1
154,15,62,0,0,1,0
154,6,66,0,0,1,0
154,144,147,0,0,1,0
154,118,81,0,0,0,0
154,89,33,0,0,0,1
154,107,82,0,0,0,1
154,20,4,0,1,0,0
154,99,109,0,0,1,1
154,3,103,0,0,1,1
154,73,60,1,0,0,1
154,17,53,0,0,1,0
154,1,31,1,0,1,1
154,108,42,0,0,0,0
154,55,76,0,0,1,0
154,134,139,0,0,1,0
154,131,68,0,0,0,1
154,50,105,1,0,1,1
154,83,86,0,0,1,0
154,30,2,0,1,0,0
154,94,79,0,0,0,0
154,125,149,0,0,1,1
154,40,112,0,0,1,1
154,143,29,0,1,0,0
154,26,9,1,0,0,1
154,90,130,0,0,1,0
154,114,16,0,0,0,0
154,22,98,0,0,1,0
154,25,11,0,0,0,1
154,47,132,0,0,1,0
154,127,59,0,0,0,0
154,119,32,1,0,0,0
155,113,85,0,1,0,0
155,69,27,0,0,0,1
155,138,44,0,0,0,0
155,41,102,1,0,1,1
155,140,48,1,1,0,1
155,24,34,1,1,1,0
155,137,23,0,0,0,1
155,39,61,0,0,1,0
155,74,126,0,0,1,0
155,122,145,0,0,1,1
155,57,123,0,1,1,0
155,121,120,0,0,0,1
155,35,37,0,0,1,1
155,19,13,0,1,0,0
155,117,133,0,0,1,1
155,96,36,0,1,0,1
155,80,88,0,0,1,0
155,38,75,0,0,1,0
155,54,128,0,1,1,0
155,148,63,0,0,0,0
155,21,146,0,0,1,1
155,46,64,0,0,1,0
155,58,71,0,1,1,0
155,52,10,0,1,0,0
155,87,91,1,1,1,0
155,12,28,1,0,1,1
155,78,136,1,0,1,1
155,106,51,0,0,0,1
155,77,150,0,0,1,1
155,141,115,1,0,0,1
155,45,67,1,0,1,1
155,14,18,1,1,1,0
155,92,56,0,0,0,0
155,135,49,0,0,0,0
155,70,124,0,0,1,1
155,100,110,0,0,1,0
155,116,7,0,0,0,0
155,111,93,0,0,0,0
155,43,95,0,0,1,1
155,142,104,0,0,0,1
155,72,65,0,0,0,0
155,129,97,0,0,0,0
155,8,101,1,0,1,1
155,5,84,1,1,1,1
155,15,62,1,1,1,0
155,6,66,0,0,1,0
155,144,147,0,0,1,0
155,118,81,0,0,0,1
155,89,33,0,0,0,1
155,107,82,0,0,0,1
155,20,4,0,1,0,0
155,99,109,0,1,1,0
155,3,103,1,0,1,1
155,73,60,1,1,0,0
155,17,53,1,0,1,1
155,1,31,1,0,1,1
155,108,42,1,1,0,0
155,55,76,1,0,1,1
155,134,139,1,0,1,1
155,131,68,0,0,0,0
155,50,105,1,0,1,1
155,83,86,0,0,1,0
155,30,2,0,1,0,0
155,94,79,0,0,0,1
155,125,149,0,0,1,0
155,40,112,1,0,1,1
155,143,29,0,0,0,0
155,26,9,1,0,0,1
155,90,130,0,0,1,0
155,114,16,0,0,0,0
155,22,98,1,0,1,1
155,25,11,0,0,0,1
155,47,132,0,0,1,0
155,127,59,0,1,0,0
155,119,32,0,0,0,0
156,113,85,0,0,0,1
156,69,27,0,0,0,1
156,138,44,0,0,0,0
156,41,102,1,0,1,1
156,140,48,0,0,0,1
156,24,34,0,1,1,0
156,137,23,0,0,0,1
156,39,61,0,0,1,0
156,74,126,0,0,1,0
156,122,145,0,0,1,1
156,57,123,0,0,1,0
156,121,120,0,0,0,0
156,35,37,0,0,1,1
156,19,13,0,0,0,0
156,117,133,0,0,1,1
156,96,36,0,0,0,1
156,80,88,0,0,1,0
156,38,75,0,0,1,1
156,54,128,0,0,1,1
156,148,63,0,0,0,1
156,21,146,0,0,1,1
156,46,64,0,0,1,0
156,58,71,0,0,1,0
156,52,10,0,0,0,0
156,87,91,0,0,1,0
156,12,28,0,0,1,1
156,78,136,0,0,1,0
156,106,51,0,0,0,1
156,77,150,0,0,1,1
156,141,115,0,0,0,1
156,45,67,0,0,1,1
156,14,18,1,0,1,1
156,92,56,0,0,0,1
156,135,49,0,0,0,0
156,70,124,0,0,1,1
156,100,110,0,0,1,0
156,116,7,0,0,0,0
156,111,93,0,0,0,0
156,43,95,0,0,1,0
156,142,104,0,0,0,1
156,72,65,0,0,0,1
156,129,97,0,0,0,1
156,8,101,0,0,1,1
156,5,84,0,0,1,1
156,15,62,0,0,1,0
156,6,66,0,0,1,0
156,144,147,0,0,1,0
156,118,81,0,0,0,0
156,89,33,0,0,0,1
156,107,82,0,0,0,1
156,20,4,0,0,0,0
156,99,109,0,0,1,1
156,3,103,0,0,1,1
156,73,60,0,0,0,1
156,17,53,0,0,1,1
156,1,31,0,0,1,1
156,108,42,0,0,0,0
156,55,76,0,0,1,0
156,134,139,0,0,1,0
156,131,68,0,0,0,0
156,50,105,0,0,1,1
156,83,86,0,0,1,0
156,30,2,0,0,0,0
156,94,79,0,0,0,1
156,125,149,0,0,1,0
156,40,112,0,0,1,1
156,143,29,0,0,0,0
156,26,9,0,0,0,1
156,90,130,0,0,1,0
156,114,16,0,0,0,0
156,22,98,0,0,1,0
156,25,11,0,0,0,1
156,47,132,0,0,1,0
156,127,59,0,0,0,0
156,119,32,0,0,0,0
157,113,85,0,0,0,1
157,69,27,0,0,0,1
157,138,44,0,0,0,0
157,41,102,1,0,1,1
157,140,48,0,1,0,1
157,24,34,0,0,1,0
157,137,23,0,0,0,1
157,39,61,0,0,1,0
157,74,126,0,0,1,1
157,122,145,0,0,1,0
157,57,123,0,0,1,0
157,121,120,0,0,0,1
157,35,37,0,0,1,1
157,19,13,0,1,0,0
157,117,133,0,0,1,0
157,96,36,0,1,0,0
157,80,88,0,0,1,0
157,38,75,0,0,1,1
157,54,128,0,0,1,1
157,148,63,0,0,0,1
157,21,146,1,0,1,1
157,46,64,0,0,1,1
157,58,71,1,0,1,1
157,52,10,0,0,0,0
157,87,91,1,1,1,1
157,12,28,0,0,1,1
157,78,136,0,0,1,1
157,106,51,0,0,0,1
157,77,150,0,0,1,1
157,141,115,0,0,0,1
157,45,67,0,0,1,1
157,14,18,0,0,1,1
157,92,56,0,0,0,0
157,135,49,0,1,0,0
157,70,124,0,0,1,1
157,100,110,0,0,1,0
157,116,7,0,0,0,0
157,111,93,0,0,0,0
157,43,95,0,1,1,0
157,142,104,0,0,0,0
157,72,65,1,0,0,1
157,129,97,0,0,0,0
157,8,101,0,0,1,1
157,5,84,0,0,1,1
157,15,62,0,0,1,0
157,6,66,0,0,1,0
157,144,147,0,0,1,0
157,118,81,0,0,0,1
157,89,33,0,0,0,0
157,107,82,0,0,0,0
157,20,4,0,1,0,0
157,99,109,0,0,1,0
157,3,103,1,0,1,1
157,73,60,1,0,0,1
157,17,53,0,0,1,1
157,1,31,1,0,1,1
157,108,42,1,0,0,0
157,55,76,0,0,1,0
157,134,139,0,0,1,0
157,131,68,0,0,0,1
157,50,105,0,0,1,0
157,83,86,0,0,1,1
157,30,2,0,1,0,0
157,94,79,0,0,0,1
157,125,149,0,0,1,0
157,40,112,0,0,1,0
157,143,29,0,0,0,1
157,26,9,1,0,0,1
157,90,130,0,0,1,0
157,114,16,0,0,0,0
157,22,98,0,0,1,1
157,25,11,0,0,0,0
157,47,132,0,0,1,1
157,127,59,0,0,0,0
157,119,32,0,0,0,0
158,113,85,1,1,0,0
158,69,27,1,1,0,1
158,138,44,1,1,0,0
158,41,102,1,1,1,1
158,140,48,1,1,0,1
158,24,34,1,1,1,0
158,137,23,1,1,0,1
158,39,61,1,1,1,0
