participant,itemA,itemB,recognizedA,recognizedB,aLarger,choiceA
186,17,31,1,0,1,1
186,16,125,1,0,1,1
186,37,113,0,0,1,1
186,114,146,0,0,1,0
186,126,8,0,0,0,0
186,141,36,0,1,0,0
186,57,84,0,0,1,1
186,53,111,0,0,1,0
186,128,98,0,0,0,0
186,121,142,0,0,1,1
186,112,68,0,0,0,1
186,1,150,1,0,1,1
186,95,78,1,0,0,1
186,23,82,0,0,1,0
186,69,63,0,0,0,0
186,108,38,1,0,0,1
186,124,119,1,0,0,1
186,101,71,0,0,0,1
186,52,59,0,0,1,0
186,18,148,0,0,1,1
186,83,147,0,0,1,0
186,65,41,0,1,0,0
186,24,32,1,0,1,1
186,67,39,0,0,0,1
186,129,117,0,0,0,1
186,58,109,0,0,1,0
186,26,100,1,0,1,1
186,89,28,0,0,0,1
186,76,91,0,1,1,0
186,55,122,0,0,1,1
187,86,25,0,0,0,1
187,5,49,1,0,1,1
187,144,62,0,1,0,0
187,88,137,0,0,1,1
187,131,99,0,0,0,0
187,139,19,1,0,0,1
187,92,30,0,0,0,0
187,90,14,0,1,0,0
187,15,123,0,1,1,0
187,7,135,1,0,1,1
187,74,102,0,0,1,1
187,54,2,0,1,0,0
187,10,107,0,0,1,1
187,66,50,1,1,0,0
187,35,21,0,0,0,1
187,47,27,0,0,0,1
187,81,3,0,1,0,1
187,64,110,0,1,1,0
187,140,79,0,0,0,1
187,116,11,0,0,0,1
187,75,87,0,0,1,0
187,29,73,1,1,1,1
187,93,105,0,0,1,1
187,77,104,0,0,1,1
187,20,42,0,0,1,0
187,72,130,0,0,1,1
187,136,70,0,1,0,1
187,34,115,0,0,1,1
187,60,134,0,0,1,1
187,12,80,1,0,1,1
187,133,143,0,0,1,1
187,132,48,0,1,0,0
187,22,85,0,0,1,0
187,40,51,1,0,1,1
187,97,6,0,0,0,0
187,61,120,0,0,1,0
187,127,96,0,0,0,1
187,46,149,0,0,1,1
187,13,45,0,1,1,0
187,103,145,0,0,1,1
187,56,138,0,0,1,0
187,4,33,1,0,1,1
187,43,106,0,0,1,0
187,9,118,1,0,1,1
187,94,44,0,0,0,1
187,17,31,0,1,1,0
187,16,125,1,0,1,1
187,37,113,0,0,1,0
187,114,146,0,0,1,1
187,126,8,0,0,0,0
187,141,36,0,0,0,1
187,57,84,0,0,1,0
187,53,111,0,0,1,1
187,128,98,0,0,0,0
187,121,142,0,0,1,0
187,112,68,0,0,0,1
187,1,150,1,0,1,1
187,95,78,0,0,0,0
187,23,82,0,0,1,0
187,69,63,1,0,0,1
187,108,38,1,0,0,1
187,124,119,0,0,0,0
187,101,71,0,0,0,1
187,52,59,0,0,1,0
187,18,148,0,0,1,0
187,83,147,0,0,1,0
187,65,41,0,0,0,0
187,24,32,0,0,1,1
187,67,39,0,0,0,1
187,129,117,0,0,0,0
187,58,109,0,0,1,0
187,26,100,1,0,1,1
187,89,28,0,1,0,1
187,76,91,0,0,1,0
187,55,122,0,0,1,0
188,86,25,0,0,0,0
188,5,49,1,0,1,1
188,144,62,0,1,0,0
188,88,137,0,0,1,0
188,131,99,0,0,0,0
188,139,19,0,0,0,1
188,92,30,0,0,0,0
188,90,14,1,1,0,0
188,15,123,0,1,1,0
188,7,135,1,0,1,1
188,74,102,0,0,1,1
188,54,2,0,1,0,0
188,10,107,1,0,1,1
188,66,50,0,1,0,0
188,35,21,0,0,0,0
188,47,27,0,0,0,1
188,81,3,0,1,0,0
188,64,110,0,0,1,0
188,140,79,1,0,0,1
188,116,11,0,0,0,1
188,75,87,0,1,1,0
188,29,73,1,1,1,0
188,93,105,0,1,1,0
188,77,104,0,0,1,0
188,20,42,0,1,1,0
188,72,130,0,0,1,1
188,136,70,1,1,0,1
188,34,115,1,1,1,1
188,60,134,1,1,1,1
188,12,80,1,0,1,1
188,133,143,0,0,1,1
188,132,48,0,1,0,0
188,22,85,0,0,1,0
188,40,51,1,0,1,1
188,97,6,0,0,0,1
188,61,120,0,0,1,0
188,127,96,0,0,0,1
188,46,149,0,1,1,0
188,13,45,1,1,1,0
188,103,145,0,0,1,1
188,56,138,0,0,1,0
188,4,33,0,0,1,1
188,43,106,1,0,1,1
188,9,118,1,0,1,1
188,94,44,0,1,0,0
188,17,31,1,0,1,1
188,16,125,1,0,1,1
188,37,113,0,0,1,1
188,114,146,0,0,1,0
188,126,8,0,1,0,0
188,141,36,1,1,0,1
188,57,84,0,0,1,1
188,53,111,0,0,1,1
188,128,98,0,0,0,0
188,121,142,0,0,1,0
188,112,68,0,0,0,1
188,1,150,1,0,1,1
188,95,78,0,1,0,0
188,23,82,0,0,1,0
188,69,63,0,1,0,0
188,108,38,0,0,0,1
188,124,119,0,0,0,0
188,101,71,0,0,0,1
188,52,59,0,1,1,0
188,18,148,1,0,1,1
188,83,147,0,0,1,0
188,65,41,0,0,0,0
188,24,32,1,0,1,1
188,67,39,0,0,0,1
188,129,117,0,0,0,0
188,58,109,0,0,1,1
188,26,100,1,0,1,1
188,89,28,0,0,0,0
188,76,91,0,1,1,0
188,55,122,0,0,1,0
189,86,25,0,0,0,1
189,5,49,0,0,1,1
189,144,62,0,1,0,0
189,88,137,0,0,1,1
189,131,99,0,0,0,0
189,139,19,0,0,0,1
189,92,30,0,0,0,0
189,90,14,0,1,0,0
189,15,123,1,0,1,1
189,7,135,1,0,1,1
189,74,102,0,0,1,1
189,54,2,0,1,0,0
189,10,107,1,0,1,1
189,66,50,0,1,0,0
189,35,21,0,0,0,1
189,47,27,0,0,0,1
189,81,3,0,0,0,1
189,64,110,0,0,1,0
189,140,79,1,0,0,1
189,116,11,0,0,0,1
189,75,87,1,0,1,1
189,29,73,1,0,1,1
189,93,105,0,0,1,0
189,77,104,0,0,1,1
189,20,42,0,1,1,0
189,72,130,0,0,1,1
189,136,70,1,1,0,1
189,34,115,1,0,1,1
189,60,134,0,0,1,1
189,12,80,1,0,1,1
189,133,143,0,0,1,0
189,132,48,0,0,0,0
189,22,85,0,0,1,1
189,40,51,0,0,1,1
189,97,6,0,0,0,1
189,61,120,0,0,1,1
189,127,96,0,0,0,1
189,46,149,0,0,1,0
189,13,45,0,0,1,0
189,103,145,0,0,1,0
189,56,138,0,0,1,0
189,4,33,1,0,1,1
189,43,106,0,0,1,0
189,9,118,1,0,1,1
189,94,44,0,0,0,1
189,17,31,1,0,1,0
189,16,125,1,0,1,1
189,37,113,0,0,1,1
189,114,146,0,0,1,1
189,126,8,0,1,0,0
189,141,36,0,0,0,1
189,57,84,0,0,1,0
189,53,111,0,0,1,0
189,128,98,0,0,0,0
189,121,142,0,0,1,1
189,112,68,0,0,0,1
189,1,150,1,0,1,1
189,95,78,0,0,0,0
189,23,82,0,0,1,1
189,69,63,0,0,0,1
189,108,38,0,0,0,1
189,124,119,0,0,0,0
189,101,71,0,0,0,1
189,52,59,0,0,1,1
189,18,148,1,0,1,1
189,83,147,0,0,1,0
189,65,41,0,0,0,0
189,24,32,1,0,1,1
189,67,39,0,0,0,1
189,129,117,0,0,0,1
189,58,109,0,0,1,1
189,26,100,0,0,1,1
189,89,28,0,0,0,0
189,76,91,0,0,1,0
189,55,122,0,0,1,0
190,86,25,0,0,0,1
190,5,49,1,0,1,1
190,144,62,0,1,0,0
190,88,137,0,0,1,1
190,131,99,0,0,0,0
190,139,19,0,0,0,0
190,92,30,0,0,0,1
190,90,14,0,0,0,1
190,15,123,0,0,1,0
190,7,135,1,0,1,1
190,74,102,0,0,1,1
190,54,2,0,1,0,0
190,10,107,0,0,1,1
190,66,50,0,0,0,0
190,35,21,0,0,0,1
190,47,27,0,0,0,1
190,81,3,0,1,0,0
190,64,110,0,0,1,1
190,140,79,1,0,0,1
190,116,11,0,0,0,1
190,75,87,0,0,1,0
190,29,73,0,1,1,0
190,93,105,0,0,1,0
190,77,104,0,0,1,1
190,20,42,0,1,1,0
190,72,130,0,0,1,1
190,136,70,0,0,0,1
190,34,115,1,0,1,1
190,60,134,0,0,1,1
190,12,80,1,0,1,1
190,133,143,0,0,1,0
190,132,48,0,1,0,0
190,22,85,0,0,1,0
190,40,51,1,0,1,1
190,97,6,0,0,0,0
190,61,120,0,0,1,1
190,127,96,0,0,0,1
190,46,149,0,0,1,0
190,13,45,0,0,1,0
190,103,145,0,0,1,1
190,56,138,0,0,1,0
190,4,33,1,0,1,1
190,43,106,0,1,1,0
190,9,118,0,0,1,1
190,94,44,0,0,0,0
190,17,31,0,0,1,0
190,16,125,0,0,1,1
190,37,113,0,0,1,0
190,114,146,0,0,1,1
190,126,8,0,0,0,0
190,141,36,0,1,0,0
190,57,84,0,0,1,1
190,53,111,0,0,1,1
190,128,98,0,0,0,1
190,121,142,0,0,1,0
190,112,68,0,0,0,1
190,1,150,1,0,1,1
190,95,78,0,0,0,1
190,23,82,0,0,1,1
190,69,63,0,0,0,1
190,108,38,0,0,0,1
190,124,119,0,0,0,1
190,101,71,0,0,0,0
190,52,59,0,0,1,1
190,18,148,0,0,1,1
190,83,147,0,0,1,0
190,65,41,0,0,0,0
190,24,32,0,0,1,1
190,67,39,0,0,0,1
190,129,117,0,0,0,0
190,58,109,0,0,1,1
190,26,100,1,0,1,1
190,89,28,0,0,0,1
190,76,91,0,1,1,0
190,55,122,0,0,1,1
191,86,25,0,0,0,1
191,5,49,1,0,1,1
191,144,62,0,0,0,0
191,88,137,0,0,1,0
191,131,99,0,0,0,0
191,139,19,1,0,0,1
191,92,30,0,0,0,0
191,90,14,0,1,0,0
191,15,123,0,0,1,1
191,7,135,1,0,1,1
191,74,102,0,0,1,1
191,54,2,0,1,0,0
191,10,107,1,0,1,1
191,66,50,1,0,0,1
191,35,21,1,0,0,1
191,47,27,0,0,0,0
191,81,3,0,0,0,0
191,64,110,0,0,1,0
191,140,79,0,0,0,1
191,116,11,0,0,0,0
191,75,87,0,1,1,0
191,29,73,1,1,1,0
191,93,105,0,0,1,0
191,77,104,0,0,1,1
191,20,42,0,1,1,0
191,72,130,0,0,1,1
191,136,70,0,0,0,0
191,34,115,0,0,1,0
191,60,134,0,0,1,0
191,12,80,0,0,1,1
191,133,143,0,0,1,1
191,132,48,0,0,0,0
191,22,85,0,0,1,1
191,40,51,1,0,1,1
191,97,6,0,0,0,1
191,61,120,0,0,1,1
191,127,96,0,0,0,1
191,46,149,0,0,1,0
191,13,45,1,0,1,1
191,103,145,1,1,1,0
191,56,138,0,0,1,0
191,4,33,1,0,1,1
191,43,106,0,0,1,0
191,9,118,0,1,1,0
191,94,44,1,0,0,1
191,17,31,0,0,1,0
191,16,125,0,0,1,1
191,37,113,0,0,1,1
191,114,146,0,0,1,1
191,126,8,0,0,0,0
191,141,36,0,1,0,0
191,57,84,0,0,1,0
191,53,111,0,0,1,1
191,128,98,0,0,0,0
191,121,142,0,0,1,0
191,112,68,1,0,0,1
191,1,150,1,0,1,1
191,95,78,0,0,0,0
191,23,82,0,0,1,1
191,69,63,1,0,0,1
191,108,38,0,0,0,0
191,124,119,0,0,0,0
191,101,71,0,0,0,1
191,52,59,0,0,1,0
191,18,148,0,0,1,0
191,83,147,0,1,1,0
191,65,41,0,0,0,0
191,24,32,0,0,1,0
191,67,39,0,0,0,1
191,129,117,0,0,0,0
191,58,109,0,0,1,1
191,26,100,1,0,1,1
191,89,28,0,0,0,0
191,76,91,0,1,1,1
191,55,122,0,0,1,0
192,86,25,0,0,0,1
192,5,49,1,0,1,1
192,144,62,0,0,0,0
192,88,137,0,0,1,1
192,131,99,0,0,0,0
192,139,19,0,0,0,1
192,92,30,0,0,0,0
192,90,14,0,1,0,0
192,15,123,0,0,1,0
192,7,135,1,0,1,1
192,74,102,0,0,1,1
192,54,2,0,1,0,0
192,10,107,0,0,1,1
192,66,50,0,1,0,0
192,35,21,0,0,0,1
192,47,27,0,0,0,1
192,81,3,0,0,0,0
192,64,110,0,0,1,0
192,140,79,0,0,0,1
192,116,11,0,0,0,1
192,75,87,0,0,1,0
192,29,73,0,1,1,0
192,93,105,0,0,1,0
192,77,104,0,0,1,1
192,20,42,0,0,1,0
192,72,130,0,0,1,1
192,136,70,0,0,0,1
192,34,115,1,0,1,0
192,60,134,0,0,1,1
192,12,80,0,0,1,1
192,133,143,0,0,1,0
192,132,48,0,1,0,0
192,22,85,0,0,1,0
192,40,51,1,0,1,1
192,97,6,0,0,0,1
192,61,120,0,0,1,1
192,127,96,0,0,0,1
192,46,149,0,0,1,0
192,13,45,0,0,1,0
192,103,145,0,0,1,0
192,56,138,0,0,1,1
192,4,33,1,0,1,1
192,43,106,0,0,1,1
192,9,118,0,0,1,1
192,94,44,0,0,0,0
192,17,31,0,0,1,0
192,16,125,1,0,1,1
192,37,113,0,0,1,1
192,114,146,0,0,1,0
192,126,8,0,0,0,0
192,141,36,0,1,0,0
192,57,84,0,0,1,0
192,53,111,0,0,1,1
192,128,98,0,0,0,0
192,121,142,0,0,1,0
192,112,68,0,0,0,1
192,1,150,1,0,1,1
192,95,78,0,0,0,0
192,23,82,0,0,1,0
192,69,63,1,0,0,1
192,108,38,0,0,0,1
192,124,119,0,0,0,0
192,101,71,0,0,0,1
192,52,59,0,0,1,0
192,18,148,0,0,1,1
192,83,147,0,0,1,1
192,65,41,0,0,0,0
192,24,32,0,0,1,1
192,67,39,0,0,0,1
192,129,117,0,0,0,0
192,58,109,0,0,1,1
192,26,100,1,0,1,1
192,89,28,0,0,0,0
192,76,91,0,1,1,0
192,55,122,0,0,1,0
193,86,25,0,1,0,0
193,5,49,1,1,1,1
193,144,62,0,1,0,0
193,88,137,0,1,1,0
193,131,99,0,1,0,0
193,139,19,0,1,0,0
193,92,30,0,0,0,0
193,90,14,0,1,0,0
193,15,123,1,1,1,0
193,7,135,1,1,1,1
193,74,102,1,0,1,1
193,54,2,0,1,0,0
193,10,107,1,1,1,1
193,66,50,1,1,0,1
193,35,21,0,0,0,1
193,47,27,1,0,0,1
193,81,3,0,1,0,0
193,64,110,0,0,1,0
193,140,79,1,0,0,1
193,116,11,0,0,0,1
193,75,87,1,0,1,1
193,29,73,1,1,1,1
193,93,105,1,1,1,0
193,77,104,0,0,1,1
193,20,42,0,1,1,0
193,72,130,1,1,1,1
193,136,70,1,1,0,1
193,34,115,1,1,1,0
193,60,134,1,1,1,0
193,12,80,1,0,1,1
193,133,143,0,0,1,1
193,132,48,1,1,0,0
193,22,85,1,1,1,0
193,40,51,1,0,1,0
193,97,6,1,1,0,0
193,61,120,0,0,1,1
193,127,96,1,0,0,1
193,46,149,0,1,1,0
193,13,45,1,1,1,1
193,103,145,1,1,1,1
193,56,138,0,1,1,0
193,4,33,1,1,1,1
193,43,106,1,1,1,1
193,9,118,1,0,1,1
193,94,44,0,0,0,0
193,17,31,1,1,1,0
193,16,125,1,0,1,1
193,37,113,0,0,1,0
193,114,146,0,0,1,1
193,126,8,0,1,0,0
193,141,36,1,1,0,1
193,57,84,0,1,1,0
193,53,111,0,0,1,0
193,128,98,0,0,0,0
193,121,142,0,0,1,1
193,112,68,0,0,0,1
193,1,150,1,0,1,1
193,95,78,0,1,0,0
193,23,82,1,0,1,1
193,69,63,1,1,0,1
193,108,38,1,1,0,0
193,124,119,0,1,0,0
193,101,71,0,1,0,0
193,52,59,0,1,1,0
193,18,148,1,1,1,1
193,83,147,0,1,1,0
193,65,41,0,1,0,0
193,24,32,1,0,1,1
193,67,39,0,0,0,0
193,129,117,0,0,0,0
193,58,109,0,0,1,1
193,26,100,1,0,1,1
193,89,28,1,1,0,0
193,76,91,1,1,1,0
193,55,122,1,0,1,1
194,86,25,0,0,0,1
194,5,49,0,0,1,1
194,144,62,0,0,0,0
194,88,137,0,0,1,0
194,131,99,0,0,0,0
194,139,19,0,0,0,1
194,92,30,0,0,0,1
194,90,14,0,1,0,0
194,15,123,1,0,1,1
194,7,135,1,0,1,1
194,74,102,0,0,1,1
194,54,2,0,1,0,0
194,10,107,1,0,1,1
194,66,50,0,1,0,0
194,35,21,0,0,0,0
194,47,27,0,0,0,1
194,81,3,0,0,0,1
194,64,110,0,0,1,1
194,140,79,0,0,0,1
194,116,11,0,0,0,1
194,75,87,0,0,1,1
194,29,73,1,1,1,0
194,93,105,0,0,1,1
194,77,104,0,0,1,1
194,20,42,0,1,1,0
194,72,130,1,0,1,1
194,136,70,1,0,0,1
194,34,115,0,0,1,1
194,60,134,1,0,1,0
194,12,80,1,0,1,1
194,133,143,0,0,1,0
194,132,48,0,1,0,0
194,22,85,0,0,1,0
194,40,51,1,0,1,1
194,97,6,0,0,0,0
194,61,120,0,0,1,1
194,127,96,0,0,0,1
194,46,149,0,0,1,1
194,13,45,0,1,1,1
194,103,145,0,0,1,0
194,56,138,0,0,1,1
194,4,33,1,0,1,1
194,43,106,0,0,1,0
194,9,118,0,0,1,1
194,94,44,0,0,0,1
194,17,31,0,0,1,0
194,16,125,1,0,1,1
194,37,113,0,0,1,0
194,114,146,0,0,1,0
194,126,8,0,1,0,0
194,141,36,0,1,0,0
194,57,84,0,0,1,0
194,53,111,0,0,1,1
194,128,98,0,0,0,0
194,121,142,0,0,1,0
194,112,68,0,0,0,1
194,1,150,1,0,1,1
194,95,78,0,0,0,0
194,23,82,0,0,1,0
194,69,63,0,1,0,0
194,108,38,1,0,0,1
194,124,119,0,0,0,0
194,101,71,0,0,0,0
194,52,59,0,0,1,0
194,18,148,0,0,1,0
194,83,147,0,0,1,0
194,65,41,0,0,0,0
194,24,32,1,0,1,1
194,67,39,0,0,0,1
194,129,117,0,1,0,1
194,58,109,0,0,1,1
194,26,100,1,0,1,1
194,89,28,0,0,0,1
194,76,91,0,1,1,0
194,55,122,1,0,1,1
195,86,25,0,0,0,1
195,5,49,1,0,1,1
195,144,62,0,0,0,0
195,88,137,0,0,1,1
195,131,99,0,1,0,0
195,139,19,0,0,0,1
195,92,30,0,0,0,1
195,90,14,0,1,0,0
195,15,123,0,1,1,0
195,7,135,1,0,1,1
195,74,102,0,0,1,1
195,54,2,0,1,0,0
195,10,107,0,0,1,1
195,66,50,0,1,0,0
195,35,21,0,0,0,1
195,47,27,0,0,0,1
195,81,3,0,1,0,0
195,64,110,0,0,1,1
195,140,79,0,0,0,1
195,116,11,0,0,0,1
195,75,87,0,1,1,0
195,29,73,0,1,1,0
195,93,105,0,0,1,1
195,77,104,0,0,1,0
195,20,42,0,0,1,0
195,72,130,1,0,1,1
195,136,70,1,0,0,0
195,34,115,1,0,1,1
195,60,134,0,1,1,0
195,12,80,1,0,1,1
195,133,143,0,0,1,1
195,132,48,0,0,0,0
195,22,85,0,0,1,0
195,40,51,0,0,1,1
195,97,6,0,1,0,0
195,61,120,0,0,1,1
195,127,96,0,0,0,1
195,46,149,0,0,1,1
195,13,45,0,0,1,0
195,103,145,0,0,1,0
195,56,138,0,0,1,0
195,4,33,1,0,1,1
195,43,106,1,0,1,1
195,9,118,1,0,1,1
195,94,44,0,0,0,0
195,17,31,0,1,1,0
195,16,125,1,0,1,1
195,37,113,0,0,1,1
195,114,146,0,0,1,1
195,126,8,0,0,0,0
195,141,36,0,1,0,0
195,57,84,0,1,1,0
195,53,111,0,0,1,0
195,128,98,0,0,0,0
195,121,142,0,0,1,0
195,112,68,0,0,0,1
195,1,150,1,0,1,1
195,95,78,0,0,0,0
195,23,82,0,0,1,1
195,69,63,0,0,0,1
195,108,38,0,0,0,1
195,124,119,0,0,0,0
195,101,71,0,0,0,1
195,52,59,0,0,1,0
195,18,148,0,0,1,1
195,83,147,0,0,1,0
195,65,41,0,0,0,0
195,24,32,0,0,1,1
195,67,39,0,0,0,1
195,129,117,0,0,0,1
195,58,109,0,0,1,1
195,26,100,1,0,1,1
195,89,28,0,0,0,1
195,76,91,1,0,1,0
195,55,122,0,0,1,0
196,86,25,0,0,0,1
196,5,49,1,1,1,0
196,144,62,0,1,0,0
196,88,137,1,0,1,1
196,131,99,0,0,0,1
196,139,19,0,0,0,0
196,92,30,0,0,0,1
196,90,14,1,1,0,0
196,15,123,0,1,1,0
196,7,135,1,0,1,1
196,74,102,1,0,1,1
196,54,2,0,1,0,0
196,10,107,1,0,1,1
196,66,50,0,1,0,0
196,35,21,0,0,0,1
196,47,27,0,0,0,1
196,81,3,0,1,0,0
196,64,110,0,0,1,1
196,140,79,1,0,0,1
196,116,11,0,0,0,1
196,75,87,0,0,1,0
196,29,73,1,0,1,1
196,93,105,0,0,1,1
196,77,104,0,0,1,1
196,20,42,0,1,1,0
196,72,130,0,0,1,1
196,136,70,1,1,0,1
196,34,115,1,0,1,1
196,60,134,1,1,1,0
196,12,80,1,0,1,1
196,133,143,0,0,1,1
196,132,48,0,1,0,0
196,22,85,0,1,1,0
196,40,51,0,0,1,1
196,97,6,0,0,0,1
196,61,120,0,0,1,1
196,127,96,0,0,0,1
196,46,149,0,0,1,1
196,13,45,1,1,1,0
196,103,145,1,1,1,0
196,56,138,0,0,1,1
196,4,33,1,0,1,1
196,43,106,1,0,1,1
196,9,118,1,1,1,1
196,94,44,0,1,0,0
196,17,31,1,1,1,1
196,16,125,1,0,1,1
196,37,113,0,0,1,1
196,114,146,0,0,1,0
196,126,8,0,1,0,0
196,141,36,1,1,0,0
196,57,84,0,0,1,1
196,53,111,0,0,1,1
196,128,98,0,0,0,1
196,121,142,0,0,1,0
196,112,68,1,0,0,1
196,1,150,1,0,1,1
196,95,78,0,0,0,0
196,23,82,1,0,1,1
196,69,63,0,1,0,0
196,108,38,1,0,0,1
196,124,119,1,1,0,1
196,101,71,0,0,0,1
196,52,59,0,1,1,0
196,18,148,1,0,1,1
196,83,147,0,1,1,0
196,65,41,0,1,0,0
196,24,32,1,0,1,1
196,67,39,0,0,0,1
196,129,117,0,0,0,1
196,58,109,0,0,1,1
196,26,100,0,0,1,1
196,89,28,0,1,0,0
196,76,91,1,1,1,1
196,55,122,0,0,1,1
197,86,25,0,0,0,1
197,5,49,1,1,1,1
197,144,62,0,0,0,0
197,88,137,0,0,1,0
197,131,99,0,0,0,1
197,139,19,0,0,0,1
197,92,30,0,0,0,1
197,90,14,0,1,0,0
197,15,123,0,0,1,0
197,7,135,1,0,1,1
197,74,102,0,0,1,1
197,54,2,0,1,0,0
197,10,107,0,0,1,1
197,66,50,0,0,0,0
197,35,21,0,0,0,0
197,47,27,0,0,0,1
197,81,3,1,0,0,1
197,64,110,0,0,1,1
197,140,79,0,0,0,1
197,116,11,0,0,0,1
197,75,87,0,0,1,0
197,29,73,0,1,1,0
197,93,105,0,0,1,1
197,77,104,0,0,1,0
197,20,42,0,0,1,0
197,72,130,1,0,1,1
197,136,70,1,0,0,1
197,34,115,1,0,1,1
197,60,134,1,0,1,1
197,12,80,0,0,1,1
197,133,143,0,0,1,0
197,132,48,0,0,0,0
197,22,85,0,0,1,1
197,40,51,0,0,1,1
197,97,6,0,0,0,1
197,61,120,0,0,1,0
197,127,96,0,0,0,1
197,46,149,0,0,1,0
197,13,45,1,0,1,0
197,103,145,0,0,1,0
197,56,138,0,0,1,0
197,4,33,1,0,1,1
197,43,106,0,0,1,1
197,9,118,0,0,1,1
197,94,44,0,0,0,1
197,17,31,0,0,1,0
197,16,125,1,0,1,1
197,37,113,0,0,1,0
197,114,146,0,0,1,0
197,126,8,1,0,0,1
197,141,36,0,0,0,1
197,57,84,0,0,1,0
197,53,111,0,0,1,0
197,128,98,0,0,0,0
197,121,142,0,0,1,0
197,112,68,0,0,0,1
197,1,150,1,0,1,1
197,95,78,0,0,0,0
197,23,82,0,0,1,1
197,69,63,1,0,0,1
197,108,38,0,0,0,1
197,124,119,0,0,0,0
197,101,71,0,0,0,1
197,52,59,0,0,1,0
197,18,148,0,0,1,0
197,83,147,0,0,1,1
197,65,41,0,0,0,0
197,24,32,0,0,1,1
197,67,39,0,0,0,1
197,129,117,0,0,0,0
197,58,109,0,0,1,0
197,26,100,1,0,1,1
197,89,28,0,0,0,1
197,76,91,0,1,1,0
197,55,122,0,0,1,1
198,86,25,0,0,0,1
198,5,49,1,0,1,1
198,144,62,0,1,0,0
198,88,137,1,0,1,1
198,131,99,0,1,0,0
198,139,19,0,0,0,1
198,92,30,0,0,0,0
198,90,14,0,1,0,0
198,15,123,0,1,1,1
198,7,135,1,1,1,1
198,74,102,1,0,1,1
198,54,2,0,1,0,0
198,10,107,1,1,1,1
198,66,50,0,1,0,1
198,35,21,1,0,0,1
198,47,27,0,0,0,0
198,81,3,0,0,0,0
198,64,110,0,0,1,1
198,140,79,1,0,0,1
198,116,11,0,0,0,1
198,75,87,0,0,1,0
198,29,73,1,1,1,1
198,93,105,0,1,1,0
198,77,104,0,0,1,0
198,20,42,1,1,1,0
198,72,130,1,0,1,1
198,136,70,1,1,0,1
198,34,115,1,0,1,1
198,60,134,1,0,1,1
198,12,80,1,0,1,1
198,133,143,0,0,1,1
198,132,48,0,1,0,1
198,22,85,0,0,1,1
198,40,51,1,0,1,1
198,97,6,0,0,0,1
198,61,120,1,0,1,1
198,127,96,0,0,0,1
198,46,149,0,0,1,0
198,13,45,1,1,1,0
198,103,145,1,1,1,1
198,56,138,0,0,1,0
198,4,33,1,0,1,1
198,43,106,1,0,1,0
198,9,118,1,1,1,1
198,94,44,0,1,0,0
198,17,31,1,1,1,1
198,16,125,1,1,1,1
198,37,113,0,1,1,0
198,114,146,1,0,1,1
198,126,8,1,1,0,0
198,141,36,1,1,0,1
198,57,84,0,1,1,1
198,53,111,1,0,1,1
198,128,98,0,0,0,0
198,121,142,0,0,1,0
198,112,68,1,0,0,0
198,1,150,1,0,1,1
198,95,78,0,0,0,0
198,23,82,1,0,1,1
198,69,63,0,1,0,1
198,108,38,0,1,0,0
198,124,119,0,0,0,1
198,101,71,0,1,0,1
198,52,59,0,1,1,1
198,18,148,1,1,1,0
198,83,147,0,1,1,0
198,65,41,0,1,0,0
198,24,32,1,0,1,1
198,67,39,0,0,0,1
198,129,117,1,0,0,0
198,58,109,0,0,1,1
198,26,100,1,1,1,1
198,89,28,0,1,0,1
198,76,91,1,1,1,1
198,55,122,1,0,1,1
199,86,25,0,0,0,0
199,5,49,1,0,1,1
199,144,62,0,0,0,0
199,88,137,0,0,1,1
199,131,99,0,0,0,0
199,139,19,0,0,0,0
199,92,30,0,0,0,0
199,90,14,0,1,0,0
199,15,123,1,0,1,0
199,7,135,0,0,1,1
199,74,102,0,0,1,0
199,54,2,0,1,0,0
199,10,107,0,0,1,1
199,66,50,0,0,0,0
199,35,21,0,0,0,0
199,47,27,0,0,0,1
199,81,3,0,1,0,0
199,64,110,0,0,1,0
199,140,79,0,0,0,1
199,116,11,0,0,0,1
199,75,87,0,0,1,0
199,29,73,0,0,1,1
199,93,105,0,0,1,0
199,77,104,0,0,1,1
199,20,42,0,0,1,0
199,72,130,0,0,1,0
199,136,70,0,0,0,1
199,34,115,0,0,1,1
199,60,134,0,0,1,1
199,12,80,0,0,1,1
199,133,143,0,0,1,1
199,132,48,0,0,0,1
199,22,85,0,0,1,1
199,40,51,0,0,1,1
199,97,6,0,0,0,0
199,61,120,0,0,1,1
199,127,96,0,0,0,1
199,46,149,0,0,1,0
199,13,45,0,0,1,0
199,103,145,0,0,1,1
199,56,138,0,0,1,0
199,4,33,1,0,1,1
199,43,106,0,0,1,1
199,9,118,0,0,1,1
199,94,44,0,0,0,1
199,17,31,0,0,1,1
199,16,125,0,0,1,0
199,37,113,0,0,1,1
199,114,146,0,0,1,1
199,126,8,0,0,0,0
199,141,36,0,1,0,0
199,57,84,0,0,1,1
199,53,111,0,0,1,0
199,128,98,0,0,0,0
199,121,142,0,0,1,1
199,112,68,0,0,0,1
199,1,150,0,0,1,1
199,95,78,0,0,0,1
199,23,82,0,0,1,0
199,69,63,0,0,0,0
199,108,38,0,0,0,1
199,124,119,0,0,0,0
199,101,71,0,0,0,0
199,52,59,0,0,1,1
199,18,148,1,0,1,1
199,83,147,0,0,1,0
199,65,41,0,0,0,1
