participant,itemA,itemB,recognizedA,recognizedB,aLarger
82,1,2,1,0,1
82,3,4,1,1,1
82,5,6,1,1,1
82,8,7,1,1,0
82,9,10,1,1,1
82,12,11,1,1,0
82,14,13,1,1,0
82,16,15,1,1,0
82,18,17,1,1,0
82,19,20,1,1,1
82,22,21,1,1,0
82,23,24,1,1,1
82,26,25,1,1,0
82,27,28,1,1,1
82,29,30,1,1,1
82,32,31,1,1,0
82,33,34,1,1,1
82,36,35,1,0,0
82,38,37,1,1,0
82,39,40,1,1,1
82,41,42,1,0,1
82,43,44,1,1,1
82,46,45,1,0,0
82,47,48,1,1,1
82,49,50,1,1,1
82,51,52,1,1,1
82,53,54,1,1,1
82,56,55,1,0,0
83,1,2,1,0,1
83,3,4,1,0,1
83,5,6,1,0,1
83,8,7,1,0,0
83,9,10,1,1,1
83,11,12,1,1,1
83,14,13,1,1,0
83,15,16,1,0,1
83,18,17,1,1,0
83,19,20,1,1,1
83,22,21,1,0,0
83,23,24,1,0,1
83,26,25,1,0,0
83,27,28,1,1,1
83,30,29,0,1,0
83,32,31,1,1,0
83,34,33,1,1,0
83,36,35,1,0,0
83,37,38,1,1,1
83,39,40,1,0,1
83,41,42,1,0,1
83,44,43,1,0,0
83,46,45,1,0,0
83,47,48,1,1,1
83,50,49,1,0,0
83,52,51,1,0,0
83,53,54,1,0,1
83,56,55,1,0,0
84,1,2,1,1,1
84,3,4,1,1,1
84,6,5,1,1,0
84,8,7,1,1,0
84,10,9,1,1,0
84,12,11,1,1,0
84,13,14,1,1,1
84,15,16,1,1,1
84,17,18,1,1,1
84,19,20,1,1,1
84,22,21,1,1,0
84,23,24,1,1,1
84,25,26,1,1,1
84,27,28,1,1,1
84,29,30,1,1,1
84,32,31,1,1,0
84,33,34,1,1,1
84,36,35,1,1,0
84,38,37,1,1,0
84,39,40,1,1,1
84,41,42,1,1,1
84,44,43,1,1,0
84,46,45,1,1,0
84,47,48,1,1,1
84,50,49,1,1,0
84,52,51,1,1,0
84,53,54,1,1,1
84,56,55,1,1,0
85,1,2,1,1,1
85,3,4,1,1,1
85,5,6,1,1,1
85,8,7,1,1,0
85,9,10,1,1,1
85,12,11,1,1,0
85,13,14,1,1,1
85,16,15,1,1,0
85,18,17,1,1,0
85,19,20,1,1,1
85,22,21,1,1,0
85,23,24,1,1,1
85,26,25,1,1,0
85,27,28,1,1,1
85,30,29,1,1,0
85,32,31,1,1,0
85,33,34,1,1,1
85,36,35,1,1,0
85,37,38,1,1,1
85,39,40,1,1,1
85,41,42,1,1,1
85,44,43,1,1,0
85,46,45,1,1,0
85,47,48,1,1,1
85,49,50,1,1,1
85,51,52,1,1,1
85,54,53,1,1,0
85,56,55,1,1,0
86,1,2,1,1,1
86,4,3,1,1,0
86,6,5,1,1,0
86,7,8,0,1,1
86,10,9,1,1,0
86,11,12,1,1,1
86,13,14,1,1,1
86,16,15,1,1,0
86,17,18,1,1,1
86,20,19,1,1,0
86,22,21,1,1,0
86,24,23,1,1,0
86,25,26,1,1,1
86,27,28,1,1,1
86,29,30,1,1,1
86,31,32,1,1,1
86,33,34,1,1,1
86,35,36,1,1,1
86,38,37,1,1,0
86,40,39,1,1,0
86,42,41,1,1,0
86,44,43,1,1,0
86,45,46,0,1,1
86,48,47,1,1,0
86,50,49,1,1,0
86,51,52,1,1,1
86,53,54,1,1,1
86,56,55,1,1,0
87,1,2,1,0,1
87,4,3,1,1,0
87,5,6,0,0,1
87,8,7,1,0,0
87,9,10,1,0,1
87,11,12,1,1,1
87,13,14,1,0,1
87,16,15,0,0,0
87,18,17,1,1,0
87,19,20,1,0,1
87,22,21,1,1,0
87,23,24,1,1,1
87,26,25,1,0,0
87,27,28,1,0,1
87,30,29,1,1,0
87,31,32,0,1,1
87,33,34,1,0,1
87,36,35,1,0,0
87,37,38,1,1,1
87,40,39,1,0,0
87,41,42,1,0,1
87,44,43,1,0,0
87,46,45,1,1,0
87,47,48,1,1,1
87,50,49,1,0,0
87,52,51,1,1,0
87,53,54,1,0,1
87,56,55,1,0,0
88,1,2,1,1,1
88,3,4,1,1,1
88,5,6,1,0,1
88,8,7,1,1,0
88,9,10,1,1,1
88,12,11,1,1,0
88,13,14,1,1,1
88,16,15,1,1,0
88,18,17,1,1,0
88,19,20,1,1,1
88,21,22,1,1,1
88,23,24,1,1,1
88,26,25,1,1,0
88,27,28,1,0,1
88,30,29,1,1,0
88,32,31,1,1,0
88,33,34,1,1,1
88,36,35,1,0,0
88,38,37,1,1,0
88,39,40,1,1,1
88,41,42,1,0,1
88,43,44,1,1,1
88,46,45,1,1,0
88,47,48,1,1,1
88,49,50,1,1,1
88,52,51,1,1,0
88,54,53,1,1,0
88,56,55,1,1,0
89,1,2,1,0,1
89,4,3,1,1,0
89,6,5,0,0,0
89,8,7,1,0,0
89,9,10,1,1,1
89,11,12,1,1,1
89,14,13,0,0,0
89,16,15,1,0,0
89,17,18,1,0,1
89,19,20,1,0,1
89,21,22,1,1,1
89,24,23,1,1,0
89,26,25,1,0,0
89,27,28,1,0,1
89,29,30,1,1,1
89,32,31,1,1,0
89,33,34,1,0,1
89,36,35,1,0,0
89,38,37,1,1,0
89,39,40,1,1,1
89,41,42,1,0,1
89,44,43,1,0,0
89,46,45,1,1,0
89,48,47,1,1,0
89,49,50,0,0,1
89,51,52,1,0,1
89,53,54,1,1,1
89,56,55,1,0,0
90,1,2,1,1,1
90,3,4,1,1,1
90,6,5,1,0,0
90,8,7,1,0,0
90,9,10,1,1,1
90,11,12,1,1,1
90,13,14,1,1,1
90,16,15,1,1,0
90,18,17,1,1,0
90,20,19,1,1,0
90,22,21,1,1,0
90,23,24,1,1,1
90,26,25,1,1,0
90,27,28,1,1,1
90,30,29,1,1,0
90,31,32,1,1,1
90,33,34,1,1,1
90,36,35,1,1,0
90,38,37,1,1,0
90,39,40,1,1,1
90,41,42,1,1,1
90,43,44,1,1,1
90,46,45,1,1,0
90,47,48,1,1,1
90,49,50,1,1,1
90,52,51,1,1,0
90,53,54,1,1,1
90,56,55,1,1,0
91,1,2,1,1,1
91,3,4,1,1,1
91,5,6,1,1,1
91,8,7,1,0,0
91,9,10,1,1,1
91,12,11,1,0,0
91,13,14,1,0,1
91,15,16,1,1,1
91,17,18,1,0,1
91,19,20,1,1,1
91,22,21,1,1,0
91,24,23,1,1,0
91,26,25,1,0,0
91,27,28,1,0,1
91,30,29,1,0,0
91,31,32,0,0,1
91,33,34,1,0,1
91,36,35,1,1,0
91,38,37,1,1,0
91,40,39,1,1,0
91,41,42,1,0,1
91,43,44,1,1,1
91,46,45,1,0,0
91,47,48,1,0,1
91,50,49,0,0,0
91,51,52,1,1,1
91,53,54,1,0,1
91,56,55,1,1,0
92,1,2,1,1,1
92,4,3,1,1,0
92,5,6,1,1,1
92,8,7,1,1,0
92,9,10,1,0,1
92,11,12,1,1,1
92,13,14,1,1,1
92,16,15,1,1,0
92,18,17,1,1,0
92,20,19,1,1,0
92,22,21,1,0,0
92,23,24,1,1,1
92,25,26,1,1,1
92,27,28,1,1,1
92,30,29,1,1,0
92,31,32,1,1,1
92,33,34,1,1,1
92,36,35,1,1,0
92,37,38,1,1,1
92,39,40,1,1,1
92,41,42,1,1,1
92,44,43,1,1,0
92,46,45,1,0,0
92,47,48,1,1,1
92,50,49,1,1,0
92,51,52,1,1,1
92,53,54,1,1,1
92,56,55,1,0,0
93,1,2,1,1,1
93,3,4,1,1,1
93,5,6,1,1,1
93,8,7,1,0,0
93,9,10,1,1,1
93,11,12,1,1,1
93,13,14,1,1,1
93,15,16,1,1,1
93,18,17,1,1,0
93,19,20,1,1,1
93,22,21,1,1,0
93,23,24,1,1,1
93,25,26,1,1,1
93,27,28,1,1,1
93,30,29,1,1,0
93,31,32,1,1,1
93,33,34,1,1,1
93,36,35,1,1,0
93,37,38,1,1,1
93,39,40,1,1,1
93,41,42,1,1,1
93,44,43,1,1,0
93,46,45,1,1,0
93,47,48,1,1,1
93,49,50,1,1,1
93,51,52,1,1,1
93,53,54,1,1,1
93,56,55,1,1,0
94,1,2,1,0,1
94,4,3,1,1,0
94,5,6,0,0,1
94,8,7,0,0,0
94,9,10,1,0,1
94,11,12,1,0,1
94,14,13,1,1,0
94,16,15,0,0,0
94,18,17,1,1,0
94,19,20,1,1,1
94,22,21,1,1,0
94,23,24,1,1,1
94,26,25,1,0,0
94,27,28,1,0,1
94,30,29,1,0,0
94,32,31,0,0,0
94,33,34,1,0,1
94,36,35,0,0,0
94,37,38,1,1,1
94,39,40,0,0,1
94,41,42,0,0,1
94,44,43,1,0,0
94,46,45,1,1,0
94,47,48,1,0,1
94,50,49,0,0,0
94,52,51,1,0,0
94,53,54,1,0,1
94,55,56,0,0,1
95,1,2,1,0,1
95,3,4,1,1,1
95,6,5,1,1,0
95,8,7,1,1,0
95,10,9,1,1,0
95,12,11,1,1,0
95,13,14,1,1,1
95,15,16,1,1,1
95,18,17,1,1,0
95,19,20,1,0,1
95,21,22,1,1,1
95,23,24,1,1,1
95,25,26,1,1,1
95,27,28,1,1,1
95,30,29,1,1,0
95,32,31,1,1,0
95,33,34,1,1,1
95,36,35,1,1,0
95,37,38,1,1,1
95,39,40,1,1,1
95,41,42,1,1,1
95,43,44,1,1,1
95,46,45,1,1,0
95,47,48,1,0,1
95,50,49,1,1,0
95,51,52,1,1,1
95,53,54,1,1,1
95,56,55,1,0,0
96,1,2,0,0,1
96,4,3,0,0,0
96,5,6,0,0,1
96,8,7,0,0,0
96,10,9,0,0,0
96,12,11,0,0,0
96,13,14,0,0,1
96,15,16,0,0,1
96,17,18,0,0,1
96,19,20,0,0,1
96,21,22,0,0,1
96,24,23,0,0,0
96,26,25,0,0,0
96,27,28,0,0,1
96,29,30,0,0,1
96,32,31,0,0,0
96,33,34,0,0,1
96,36,35,0,0,0
96,38,37,0,0,0
96,39,40,0,0,1
96,41,42,0,0,1
96,43,44,0,0,1
96,46,45,0,0,0
96,47,48,0,0,1
96,50,49,0,0,0
96,51,52,0,0,1
96,54,53,0,0,0
96,56,55,0,0,0
97,1,2,1,1,1
97,3,4,1,1,1
97,5,6,1,0,1
97,8,7,1,1,0
97,9,10,1,1,1
97,11,12,1,1,1
97,13,14,1,0,1
97,16,15,1,1,0
97,18,17,1,1,0
97,19,20,1,1,1
97,22,21,1,1,0
97,23,24,1,1,1
97,26,25,1,0,0
97,27,28,1,1,1
97,30,29,1,1,0
97,31,32,1,1,1
97,33,34,1,1,1
97,36,35,1,1,0
97,37,38,1,1,1
97,39,40,1,0,1
97,41,42,1,0,1
97,43,44,1,1,1
97,46,45,1,0,0
97,47,48,1,0,1
97,49,50,1,1,1
97,52,51,1,1,0
97,53,54,1,1,1
97,56,55,1,0,0
98,1,2,1,0,1
98,4,3,1,0,0
98,6,5,1,0,0
98,7,8,1,1,1
98,9,10,1,1,1
98,12,11,0,0,0
98,14,13,0,0,0
98,15,16,1,0,1
98,17,18,1,0,1
98,19,20,0,0,1
98,22,21,1,0,0
98,24,23,1,1,0
98,26,25,1,0,0
98,28,27,1,0,0
98,30,29,1,0,0
98,31,32,1,0,1
98,33,34,0,0,1
98,36,35,1,0,0
98,38,37,1,0,0
98,40,39,0,0,0
98,41,42,0,0,1
98,44,43,1,0,0
98,45,46,1,0,1
98,48,47,0,0,0
98,49,50,0,0,1
98,51,52,1,0,1
98,53,54,0,0,1
98,56,55,1,0,0
