participant,itemA,itemB,recognizedA,recognizedB,aLarger
3,27,46,1,1,1
3,60,39,1,1,0
3,90,94,1,0,0
3,34,64,1,0,1
3,40,41,0,0,0
3,78,29,1,0,0
3,9,23,1,0,1
3,99,75,1,1,0
3,5,80,1,0,1
3,30,54,0,0,1
3,77,61,1,1,0
3,4,53,1,1,1
3,6,84,1,0,1
3,37,73,1,0,1
4,100,21,1,0,0
4,96,47,0,0,0
4,44,12,1,1,0
4,87,71,1,0,0
4,56,92,0,0,1
4,66,2,1,0,0
4,50,7,1,1,0
4,19,81,1,0,1
4,51,11,1,0,0
4,10,83,1,1,1
4,43,45,1,1,1
4,15,17,1,0,0
4,72,68,1,0,0
4,89,52,1,1,0
4,65,28,0,0,0
4,3,20,1,1,1
4,74,24,1,0,0
4,18,82,1,1,1
4,25,98,1,0,1
4,38,62,1,1,1
4,69,16,1,0,0
4,79,63,1,0,0
4,8,22,1,0,1
4,14,67,1,1,1
4,1,58,0,0,1
4,36,85,1,1,1
4,86,70,1,1,0
4,91,95,1,0,1
4,31,42,1,0,1
4,49,26,1,0,0
4,33,97,1,0,1
4,48,59,1,1,1
4,35,57,1,1,1
4,55,13,1,0,0
4,88,32,1,1,0
4,93,76,1,1,0
4,27,46,1,1,1
4,39,60,1,1,1
4,90,94,1,0,0
4,64,34,1,0,0
4,41,40,0,0,0
4,78,29,0,0,0
4,9,23,1,0,1
4,99,75,1,0,0
4,5,80,1,1,1
4,30,54,0,0,1
4,77,61,1,1,0
4,53,4,1,1,0
4,6,84,1,0,1
4,37,73,1,0,1
5,100,21,1,1,0
5,96,47,1,0,0
5,44,12,0,1,0
5,87,71,1,1,0
5,56,92,1,1,1
5,66,2,0,1,0
5,7,50,1,1,1
5,19,81,0,1,1
5,11,51,1,0,1
5,10,83,1,0,1
5,45,43,1,1,0
5,17,15,1,0,0
5,68,72,1,0,1
5,89,52,1,1,0
5,28,65,1,0,1
5,20,3,0,1,0
5,24,74,1,1,1
5,18,82,1,0,1
5,25,98,1,1,1
5,38,62,1,1,1
5,16,69,0,1,1
5,79,63,1,0,0
5,22,8,0,1,0
5,67,14,1,1,0
5,58,1,0,1,0
5,36,85,0,1,1
5,70,86,1,0,1
5,91,95,0,1,1
5,42,31,0,1,0
5,49,26,1,0,0
5,33,97,0,1,1
5,48,59,0,1,1
5,35,57,1,1,1
5,13,55,1,0,1
5,88,32,1,1,0
5,93,76,0,1,0
5,46,27,0,1,0
5,39,60,1,0,1
5,94,90,0,1,0
5,64,34,1,0,0
5,41,40,1,1,0
5,78,29,0,1,0
5,9,23,0,1,1
5,99,75,0,1,0
5,80,5,1,0,0
5,30,54,1,0,1
5,77,61,0,1,0
5,53,4,1,1,0
5,84,6,1,0,0
5,37,73,1,0,1
6,100,21,0,0,0
6,96,47,1,1,0
6,12,44,1,1,1
6,71,87,1,1,1
6,92,56,0,0,0
6,66,2,1,0,0
6,7,50,1,1,1
6,19,81,1,1,1
6,11,51,1,1,1
6,10,83,1,1,1
6,43,45,1,1,1
6,15,17,1,0,0
6,72,68,1,0,0
6,89,52,1,1,0
6,65,28,1,0,0
6,3,20,1,1,1
6,74,24,1,0,0
6,18,82,1,1,1
6,25,98,1,1,1
6,38,62,1,1,1
6,69,16,1,0,0
6,79,63,1,0,0
6,8,22,1,0,1
6,14,67,1,1,1
6,58,1,1,1,0
6,36,85,1,1,1
6,86,70,1,1,0
6,95,91,1,1,0
6,31,42,1,0,1
6,49,26,1,0,0
6,33,97,1,1,1
6,48,59,1,1,1
6,35,57,1,1,1
6,13,55,1,1,1
6,32,88,1,1,1
6,93,76,1,1,0
6,27,46,1,1,1
6,39,60,1,1,1
6,94,90,1,1,0
6,34,64,1,0,1
6,41,40,0,0,0
6,78,29,1,0,0
6,9,23,1,1,1
6,99,75,1,1,0
6,5,80,1,1,1
6,54,30,0,0,0
6,77,61,1,1,0
6,4,53,1,1,1
6,6,84,1,0,1
6,37,73,1,0,1
7,100,21,1,0,0
7,47,96,1,1,1
7,12,44,1,1,1
7,87,71,1,1,0
7,56,92,0,1,1
7,2,66,1,1,1
7,7,50,1,1,1
7,19,81,1,1,1
7,51,11,1,1,0
7,10,83,1,1,1
7,43,45,1,1,1
7,15,17,1,0,0
7,72,68,1,0,0
7,52,89,1,1,1
7,65,28,1,1,0
7,3,20,1,1,1
7,74,24,1,0,0
7,18,82,1,1,1
7,25,98,1,1,1
7,38,62,1,1,1
7,69,16,1,0,0
7,79,63,1,0,0
7,8,22,1,0,1
7,14,67,1,1,1
7,1,58,1,1,1
7,85,36,1,1,0
7,70,86,1,1,1
7,95,91,1,1,0
7,31,42,1,1,1
7,49,26,1,1,0
7,33,97,1,1,1
7,59,48,1,1,0
7,35,57,1,1,1
7,55,13,1,1,0
7,32,88,1,1,1
7,76,93,1,1,1
7,27,46,1,1,1
7,39,60,1,1,1
7,90,94,1,1,0
7,64,34,1,1,0
7,41,40,1,1,0
7,78,29,1,0,0
7,9,23,1,1,1
7,99,75,1,1,0
7,5,80,1,1,1
7,54,30,1,1,0
7,61,77,1,1,1
7,4,53,1,1,1
7,6,84,1,1,1
7,37,73,1,1,1
8,100,21,0,0,0
8,96,47,1,0,0
8,12,44,1,0,1
8,87,71,1,1,0
8,56,92,0,0,1
8,66,2,1,0,0
8,7,50,1,1,1
8,19,81,1,0,1
8,51,11,1,1,0
8,83,10,1,1,0
8,43,45,1,1,1
8,15,17,1,0,0
8,72,68,1,0,0
8,89,52,1,1,0
8,65,28,1,0,0
8,3,20,1,1,1
8,74,24,1,0,0
8,18,82,1,1,1
8,25,98,1,0,1
8,38,62,1,1,1
8,69,16,1,0,0
8,79,63,1,0,0
8,8,22,1,0,1
8,14,67,1,1,1
8,1,58,1,1,1
8,85,36,1,1,0
8,86,70,1,1,0
8,91,95,1,1,1
8,31,42,1,0,1
8,49,26,1,0,0
8,33,97,1,1,1
8,48,59,1,1,1
8,35,57,1,1,1
8,55,13,1,1,0
8,32,88,1,1,1
8,93,76,1,1,0
8,27,46,1,1,1
8,60,39,1,1,0
8,90,94,1,1,0
8,34,64,1,0,1
8,41,40,1,0,0
8,29,78,1,1,1
8,9,23,1,0,1
8,99,75,1,1,0
8,5,80,1,1,1
8,30,54,1,1,1
8,77,61,1,1,0
8,4,53,1,1,1
8,6,84,1,0,1
8,37,73,1,0,1
9,21,100,0,1,1
9,96,47,1,1,0
9,12,44,1,0,1
9,87,71,1,1,0
9,92,56,0,1,0
9,66,2,1,1,0
9,7,50,1,1,1
9,19,81,1,0,1
9,11,51,1,1,1
9,10,83,1,1,1
9,43,45,1,1,1
9,15,17,1,0,0
9,72,68,1,1,0
9,89,52,1,1,0
9,65,28,1,0,0
9,3,20,1,1,1
9,74,24,1,0,0
9,18,82,1,1,1
9,25,98,1,0,1
9,38,62,1,1,1
9,69,16,1,0,0
9,79,63,1,0,0
9,8,22,1,0,1
9,14,67,1,1,1
9,1,58,1,1,1
9,36,85,1,1,1
9,70,86,1,1,1
9,91,95,1,1,1
9,31,42,1,0,1
9,49,26,1,0,0
9,33,97,1,1,1
9,48,59,1,1,1
9,35,57,1,1,1
9,55,13,1,0,0
9,32,88,1,1,1
9,93,76,1,1,0
9,27,46,1,1,1
9,39,60,1,1,1
9,90,94,1,0,0
9,34,64,1,0,1
9,41,40,0,0,0
9,78,29,1,0,0
9,9,23,1,0,1
9,99,75,0,1,0
9,5,80,1,1,1
9,30,54,0,0,1
9,77,61,1,1,0
9,4,53,1,1,1
9,6,84,1,0,1
9,37,73,1,0,1
10,21,100,1,0,1
10,96,47,0,0,0
10,12,44,1,0,1
10,87,71,1,1,0
10,56,92,0,0,1
10,66,2,1,0,0
10,7,50,1,1,1
10,19,81,1,0,1
10,51,11,1,1,0
10,10,83,1,1,1
10,45,43,1,1,0
10,15,17,1,0,0
10,72,68,1,0,0
10,52,89,1,1,1
10,65,28,1,0,0
10,3,20,1,1,1
10,74,24,1,0,0
10,18,82,1,1,1
10,25,98,1,0,1
10,62,38,1,1,0
10,69,16,1,0,0
10,79,63,1,0,0
10,8,22,1,0,1
10,14,67,1,1,1
10,58,1,0,0,0
10,36,85,1,0,1
10,70,86,1,1,1
10,91,95,0,0,1
10,31,42,1,0,1
10,49,26,1,0,0
10,33,97,1,1,1
10,48,59,1,1,1
10,35,57,1,1,1
10,55,13,1,0,0
10,32,88,1,1,1
10,93,76,1,1,0
10,27,46,1,0,1
10,60,39,1,1,0
10,90,94,1,0,0
10,34,64,0,0,1
10,40,41,0,0,0
10,78,29,0,0,0
10,9,23,1,0,1
10,99,75,1,0,0
10,5,80,1,1,1
10,30,54,0,0,1
