environment,item,criterion,cue,cueValue
Hamburgers,The All American,9.99,Calorie Menu,1
Hamburgers,The All American,9.99,Self-Serve Drinks,1
Hamburgers,The All American,9.99,Condiments,1
Hamburgers,The All American,9.99,Build Burger,0
Hamburgers,Ruby's Classic Burger,9.49,Meal Deal,1
Hamburgers,Ruby's Classic Burger,9.49,Drive Through,1
Hamburgers,Ruby's Classic Burger,9.49,24 Hours,1
Hamburgers,Ruby's Classic Burger,9.49,Calorie Menu,1
Hamburgers,Ruby's Classic Burger,9.49,Self-Serve Drinks,1
Hamburgers,Ruby's Classic Burger,9.49,Condiments,1
Hamburgers,Ruby's Classic Burger,9.49,Build Burger,0
Hamburgers,Sonic Burger,3.09,Meal Deal,0
Hamburgers,Sonic Burger,3.09,Drive Through,0
Hamburgers,Sonic Burger,3.09,24 Hours,0
Hamburgers,Sonic Burger,3.09,Calorie Menu,1
Hamburgers,Sonic Burger,3.09,Self-Serve Drinks,0
Hamburgers,Sonic Burger,3.09,Condiments,0
Hamburgers,Sonic Burger,3.09,Build Burger,0
Hamburgers,Classic American,8.99,Meal Deal,1
Hamburgers,Classic American,8.99,Drive Through,1
Hamburgers,Classic American,8.99,24 Hours,1
Hamburgers,Classic American,8.99,Calorie Menu,1
Hamburgers,Classic American,8.99,Self-Serve Drinks,1
Hamburgers,Classic American,8.99,Condiments,1
Hamburgers,Classic American,8.99,Build Burger,0
Hamburgers,1/4 Single,2.59,Meal Deal,0
Hamburgers,1/4 Single,2.59,Drive Through,0
Hamburgers,1/4 Single,2.59,24 Hours,0
Hamburgers,1/4 Single,2.59,Calorie Menu,0
Hamburgers,1/4 Single,2.59,Self-Serve Drinks,0
Hamburgers,1/4 Single,2.59,Condiments,0
Hamburgers,1/4 Single,2.59,Build Burger,0
Hamburgers,Whatburger,2.94,Meal Deal,0
Hamburgers,Whatburger,2.94,Drive Through,0
Hamburgers,Whatburger,2.94,24 Hours,0
Hamburgers,Whatburger,2.94,Calorie Menu,1
Hamburgers,Whatburger,2.94,Self-Serve Drinks,0
Hamburgers,Whatburger,2.94,Condiments,0
Hamburgers,Whatburger,2.94,Build Burger,0
Hamburgers,The Original Slider,0.69,Meal Deal,0
Hamburgers,The Original Slider,0.69,Drive Through,0
Hamburgers,The Original Slider,0.69,24 Hours,0
Hamburgers,The Original Slider,0.69,Calorie Menu,1
Hamburgers,The Original Slider,0.69,Self-Serve Drinks,0
Hamburgers,The Original Slider,0.69,Condiments,0
Hamburgers,The Original Slider,0.69,Build Burger,0
Theme Parks,The Magic Kingdom,17536000.0,Trademark,1
Theme Parks,The Magic Kingdom,17536000.0,Water-Rides,0
Theme Parks,The Magic Kingdom,17536000.0,Neighboring,1
Theme Parks,The Magic Kingdom,17536000.0,Seasonal,1
Theme Parks,The Magic Kingdom,17536000.0,Hotels,1
Theme Parks,The Magic Kingdom,17536000.0,Multiple Sites,1
Theme Parks,The Magic Kingdom,17536000.0,Parades,1
Theme Parks,Disneyland,15963000.0,Trademark,1
Theme Parks,Disneyland,15963000.0,Water-Rides,0
Theme Parks,Disneyland,15963000.0,Neighboring,1
Theme Parks,Disneyland,15963000.0,Seasonal,1
Theme Parks,Disneyland,15963000.0,Hotels,1
Theme Parks,Disneyland,15963000.0,Multiple Sites,1
Theme Parks,Disneyland,15963000.0,Parades,1
Theme Parks,Epcot at Walt Disney World,11063000.0,Trademark,1
Theme Parks,Epcot at Walt Disney World,11063000.0,Water-Rides,1
Theme Parks,Epcot at Walt Disney World,11063000.0,Neighboring,1
Theme Parks,Epcot at Walt Disney World,11063000.0,Seasonal,1
Theme Parks,Epcot at Walt Disney World,11063000.0,Hotels,1
Theme Parks,Epcot at Walt Disney World,11063000.0,Multiple Sites,1
Theme Parks,Epcot at Walt Disney World,11063000.0,Parades,0
Theme Parks,Disney's Animal Kingdom,9998000.0,Trademark,1
Theme Parks,Disney's Animal Kingdom,9998000.0,Water-Rides,0
Theme Parks,Disney's Animal Kingdom,9998000.0,Neighboring,1
Theme Parks,Disney's Animal Kingdom,9998000.0,Seasonal,1
Theme Parks,Disney's Animal Kingdom,9998000.0,Hotels,1
Theme Parks,Disney's Animal Kingdom,9998000.0,Multiple Sites,1
Theme Parks,Disney's Animal Kingdom,9998000.0,Parades,1
Theme Parks,Disney Hollywood Studios,9912000.0,Trademark,1
Theme Parks,Disney Hollywood Studios,9912000.0,Water-Rides,1
Theme Parks,Disney Hollywood Studios,9912000.0,Neighboring,1
Theme Parks,Disney Hollywood Studios,9912000.0,Seasonal,1
Theme Parks,Disney Hollywood Studios,9912000.0,Hotels,1
Theme Parks,Disney Hollywood Studios,9912000.0,Multiple Sites,1
Theme Parks,Disney Hollywood Studios,9912000.0,Parades,0
Theme Parks,Universal Studios Island of Adventure,7981000.0,Trademark,1
Theme Parks,Universal Studios Island of Adventure,7981000.0,Water-Rides,0
Theme Parks,Universal Studios Island of Adventure,7981000.0,Neighboring,1
Theme Parks,Universal Studios Island of Adventure,7981000.0,Seasonal,1
Theme Parks,Universal Studios Island of Adventure,7981000.0,Hotels,1
Theme Parks,Universal Studios Island of Adventure,7981000.0,Multiple Sites,1
Theme Parks,Universal Studios Island of Adventure,7981000.0,Parades,0
Theme Parks,Disney's California Adventure,7775000.0,Trademark,1
Theme Parks,Disney's California Adventure,7775000.0,Water-Rides,0
Theme Parks,Disney's California Adventure,7775000.0,Neighboring,1
Theme Parks,Disney's California Adventure,7775000.0,Seasonal,1
Theme Parks,Disney's California Adventure,7775000.0,Hotels,1
Theme Parks,Disney's California Adventure,7775000.0,Multiple Sites,1
Theme Parks,Disney's California Adventure,7775000.0,Parades,1
Theme Parks,Universal Studios Florida,6195000.0,Trademark,1
Theme Parks,Universal Studios Florida,6195000.0,Water-Rides,0
Theme Parks,Universal Studios Florida,6195000.0,Neighboring,1
Theme Parks,Universal Studios Florida,6195000.0,Seasonal,0
Theme Parks,Universal Studios Florida,6195000.0,Hotels,1
Theme Parks,Universal Studios Florida,6195000.0,Multiple Sites,1
Theme Parks,Universal Studios Florida,6195000.0,Parades,1
Theme Parks,Universal Studios Hollywood,5912000.0,Trademark,1
Theme Parks,Universal Studios Hollywood,5912000.0,Water-Rides,0
Theme Parks,Universal Studios Hollywood,5912000.0,Neighboring,0
Theme Parks,Universal Studios Hollywood,5912000.0,Seasonal,1
Theme Parks,Universal Studios Hollywood,5912000.0,Hotels,0
Theme Parks,Universal Studios Hollywood,5912000.0,Multiple Sites,1
Theme Parks,Universal Studios Hollywood,5912000.0,Parades,0
Theme Parks,Sea World Florida,5912000.0,Trademark,0
Theme Parks,Sea World Florida,5912000.0,Water-Rides,0
Theme Parks,Sea World Florida,5912000.0,Neighboring,0
Theme Parks,Sea World Florida,5912000.0,Seasonal,1
Theme Parks,Sea World Florida,5912000.0,Hotels,0
Theme Parks,Sea World Florida,5912000.0,Multiple Sites,1
Theme Parks,Sea World Florida,5912000.0,Parades,0
Theme Parks,Sea World San Diego,4444000.0,Trademark,0
Theme Parks,Sea World San Diego,4444000.0,Water-Rides,0
Theme Parks,Sea World San Diego,4444000.0,Neighboring,0
Theme Parks,Sea World San Diego,4444000.0,Seasonal,1
Theme Parks,Sea World San Diego,4444000.0,Hotels,0
Theme Parks,Sea World San Diego,4444000.0,Multiple Sites,1
Theme Parks,Sea World San Diego,4444000.0,Parades,0
Theme Parks,Busch Gardens,4348000.0,Trademark,1
Theme Parks,Busch Gardens,4348000.0,Water-Rides,0
Theme Parks,Busch Gardens,4348000.0,Neighboring,0
Theme Parks,Busch Gardens,4348000.0,Seasonal,1
Theme Parks,Busch Gardens,4348000.0,Hotels,0
Theme Parks,Busch Gardens,4348000.0,Multiple Sites,1
Theme Parks,Busch Gardens,4348000.0,Parades,0
Theme Parks,Canada Wonderland,3655000.0,Trademark,1
Theme Parks,Canada Wonderland,3655000.0,Water-Rides,0
Theme Parks,Canada Wonderland,3655000.0,Neighboring,0
Theme Parks,Canada Wonderland,3655000.0,Seasonal,0
Theme Parks,Canada Wonderland,3655000.0,Hotels,0
Theme Parks,Canada Wonderland,3655000.0,Multiple Sites,1
Theme Parks,Canada Wonderland,3655000.0,Parades,0
Theme Parks,Knott's Berry Farm,3508000.0,Trademark,1
Theme Parks,Knott's Berry Farm,3508000.0,Water-Rides,0
Theme Parks,Knott's Berry Farm,3508000.0,Neighboring,1
Theme Parks,Knott's Berry Farm,3508000.0,Seasonal,1
Theme Parks,Knott's Berry Farm,3508000.0,Hotels,1
Theme Parks,Knott's Berry Farm,3508000.0,Multiple Sites,1
Theme Parks,Knott's Berry Farm,3508000.0,Parades,1
Theme Parks,Cedar Point,3221000.0,Trademark,1
Theme Parks,Cedar Point,3221000.0,Water-Rides,0
Theme Parks,Cedar Point,3221000.0,Neighboring,1
Theme Parks,Cedar Point,3221000.0,Seasonal,0
Theme Parks,Cedar Point,3221000.0,Hotels,1
Theme Parks,Cedar Point,3221000.0,Multiple Sites,1
Theme Parks,Cedar Point,3221000.0,Parades,0
Theme Parks,Paramount's Kings Island,3206000.0,Trademark,1
Theme Parks,Paramount's Kings Island,3206000.0,Water-Rides,0
Theme Parks,Paramount's Kings Island,3206000.0,Neighboring,1
Theme Parks,Paramount's Kings Island,3206000.0,Seasonal,0
Theme Parks,Paramount's Kings Island,3206000.0,Hotels,0
Theme Parks,Paramount's Kings Island,3206000.0,Multiple Sites,1
Theme Parks,Paramount's Kings Island,3206000.0,Parades,0
Theme Parks,Bush Gardens Williamsburg,3140000.0,Trademark,1
Theme Parks,Bush Gardens Williamsburg,3140000.0,Water-Rides,0
Theme Parks,Bush Gardens Williamsburg,3140000.0,Neighboring,0
Theme Parks,Bush Gardens Williamsburg,3140000.0,Seasonal,1
Theme Parks,Bush Gardens Williamsburg,3140000.0,Hotels,0
Theme Parks,Bush Gardens Williamsburg,3140000.0,Multiple Sites,1
Theme Parks,Bush Gardens Williamsburg,3140000.0,Parades,0
Theme Parks,Hershey Park,2854000.0,Trademark,1
Theme Parks,Hershey Park,2854000.0,Water-Rides,0
Theme Parks,Hershey Park,2854000.0,Neighboring,0
Theme Parks,Hershey Park,2854000.0,Seasonal,0
Theme Parks,Hershey Park,2854000.0,Hotels,0
Theme Parks,Hershey Park,2854000.0,Multiple Sites,0
Theme Parks,Hershey Park,2854000.0,Parades,1
Theme Parks,Six Flags Magic Mountain,2808000.0,Trademark,1
Theme Parks,Six Flags Magic Mountain,2808000.0,Water-Rides,0
Theme Parks,Six Flags Magic Mountain,2808000.0,Neighboring,1
Theme Parks,Six Flags Magic Mountain,2808000.0,Seasonal,1
Theme Parks,Six Flags Magic Mountain,2808000.0,Hotels,0
Theme Parks,Six Flags Magic Mountain,2808000.0,Multiple Sites,1
Theme Parks,Six Flags Magic Mountain,2808000.0,Parades,1
Theme Parks,Sea World Texas,2678000.0,Trademark,0
Theme Parks,Sea World Texas,2678000.0,Water-Rides,0
Theme Parks,Sea World Texas,2678000.0,Neighboring,0
Theme Parks,Sea World Texas,2678000.0,Seasonal,1
Theme Parks,Sea World Texas,2678000.0,Hotels,0
Theme Parks,Sea World Texas,2678000.0,Multiple Sites,1
Theme Parks,Sea World Texas,2678000.0,Parades,0
US Universities,California Institute of Technology,94.9,Public,1
US Universities,California Institute of Technology,94.9,Research,1
US Universities,California Institute of Technology,94.9,Smoke Free,1
US Universities,California Institute of Technology,94.9,NCAA D1,1
US Universities,California Institute of Technology,94.9,Capital,1
US Universities,California Institute of Technology,94.9,ROTC,1
US Universities,California Institute of Technology,94.9,Quarter,1
US Universities,California Institute of Technology,94.9,President,0
US Universities,California Institute of Technology,94.9,Online,0
US Universities,Harvard University,93.9,Public,1
US Universities,Harvard University,93.9,Research,1
US Universities,Harvard University,93.9,Smoke Free,1
US Universities,Harvard University,93.9,NCAA D1,0
US Universities,Harvard University,93.9,Capital,1
US Universities,Harvard University,93.9,ROTC,0
US Universities,Harvard University,93.9,Quarter,0
US Universities,Harvard University,93.9,President,1
US Universities,Harvard University,93.9,Online,1
US Universities,Stanford University,93.8,Public,1
US Universities,Stanford University,93.8,Research,1
US Universities,Stanford University,93.8,Smoke Free,1
US Universities,Stanford University,93.8,NCAA D1,0
US Universities,Stanford University,93.8,Capital,1
US Universities,Stanford University,93.8,ROTC,0
US Universities,Stanford University,93.8,Quarter,1
US Universities,Stanford University,93.8,President,1
US Universities,Stanford University,93.8,Online,1
US Universities,Massachusetts Institute of Technology,93.0,Public,1
US Universities,Massachusetts Institute of Technology,93.0,Research,1
US Universities,Massachusetts Institute of Technology,93.0,Smoke Free,1
US Universities,Massachusetts Institute of Technology,93.0,NCAA D1,1
US Universities,Massachusetts Institute of Technology,93.0,Capital,1
US Universities,Massachusetts Institute of Technology,93.0,ROTC,0
US Universities,Massachusetts Institute of Technology,93.0,Quarter,0
US Universities,Massachusetts Institute of Technology,93.0,President,0
US Universities,Massachusetts Institute of Technology,93.0,Online,0
US Universities,Princeton University,92.7,Public,1
US Universities,Princeton University,92.7,Research,1
US Universities,Princeton University,92.7,Smoke Free,1
US Universities,Princeton University,92.7,NCAA D1,0
US Universities,Princeton University,92.7,Capital,1
US Universities,Princeton University,92.7,ROTC,0
US Universities,Princeton University,92.7,Quarter,0
US Universities,Princeton University,92.7,President,1
US Universities,Princeton University,92.7,Online,0
US Universities,"University of California, Berkeley",89.8,Public,0
US Universities,"University of California, Berkeley",89.8,Research,1
US Universities,"University of California, Berkeley",89.8,Smoke Free,0
US Universities,"University of California, Berkeley",89.8,NCAA D1,0
US Universities,"University of California, Berkeley",89.8,Capital,1
US Universities,"University of California, Berkeley",89.8,ROTC,0
US Universities,"University of California, Berkeley",89.8,Quarter,1
US Universities,"University of California, Berkeley",89.8,President,0
US Universities,"University of California, Berkeley",89.8,Online,1
US Universities,University of Chicago,87.8,Public,1
US Universities,University of Chicago,87.8,Research,1
US Universities,University of Chicago,87.8,Smoke Free,0
US Universities,University of Chicago,87.8,NCAA D1,1
US Universities,University of Chicago,87.8,Capital,1
US Universities,University of Chicago,87.8,ROTC,1
US Universities,University of Chicago,87.8,Quarter,1
US Universities,University of Chicago,87.8,President,0
US Universities,University of Chicago,87.8,Online,1
US Universities,Yale University,87.4,Public,1
US Universities,Yale University,87.4,Research,1
US Universities,Yale University,87.4,Smoke Free,1
US Universities,Yale University,87.4,NCAA D1,0
US Universities,Yale University,87.4,Capital,1
US Universities,Yale University,87.4,ROTC,1
US Universities,Yale University,87.4,Quarter,0
US Universities,Yale University,87.4,President,1
US Universities,Yale University,87.4,Online,1
US Universities,"University of California, Los Angeles",86.3,Public,0
US Universities,"University of California, Los Angeles",86.3,Research,1
US Universities,"University of California, Los Angeles",86.3,Smoke Free,0
US Universities,"University of California, Los Angeles",86.3,NCAA D1,0
US Universities,"University of California, Los Angeles",86.3,Capital,1
US Universities,"University of California, Los Angeles",86.3,ROTC,0
US Universities,"University of California, Los Angeles",86.3,Quarter,1
US Universities,"University of California, Los Angeles",86.3,President,0
US Universities,"University of California, Los Angeles",86.3,Online,1
US Universities,Columbia University,85.2,Public,1
US Universities,Columbia University,85.2,Research,1
US Universities,Columbia University,85.2,Smoke Free,1
US Universities,Columbia University,85.2,NCAA D1,0
US Universities,Columbia University,85.2,Capital,1
US Universities,Columbia University,85.2,ROTC,0
US Universities,Columbia University,85.2,Quarter,0
US Universities,Columbia University,85.2,President,1
US Universities,Columbia University,85.2,Online,1
US Universities,Johns Hopkins University,83.7,Public,1
US Universities,Johns Hopkins University,83.7,Research,1
US Universities,Johns Hopkins University,83.7,Smoke Free,1
US Universities,Johns Hopkins University,83.7,NCAA D1,1
US Universities,Johns Hopkins University,83.7,Capital,1
US Universities,Johns Hopkins University,83.7,ROTC,0
US Universities,Johns Hopkins University,83.7,Quarter,0
US Universities,Johns Hopkins University,83.7,President,1
US Universities,Johns Hopkins University,83.7,Online,1
US Universities,University of Pennsylvania,81.0,Public,1
US Universities,University of Pennsylvania,81.0,Research,1
US Universities,University of Pennsylvania,81.0,Smoke Free,1
US Universities,University of Pennsylvania,81.0,NCAA D1,0
US Universities,University of Pennsylvania,81.0,Capital,1
US Universities,University of Pennsylvania,81.0,ROTC,0
US Universities,University of Pennsylvania,81.0,Quarter,0
US Universities,University of Pennsylvania,81.0,President,1
US Universities,University of Pennsylvania,81.0,Online,1
US Universities,Duke University,79.3,Public,1
US Universities,Duke University,79.3,Research,1
US Universities,Duke University,79.3,Smoke Free,1
US Universities,Duke University,79.3,NCAA D1,0
US Universities,Duke University,79.3,Capital,1
US Universities,Duke University,79.3,ROTC,0
US Universities,Duke University,79.3,Quarter,0
US Universities,Duke University,79.3,President,1
US Universities,Duke University,79.3,Online,1
US Universities,"University of Michigan, Ann Arbor",79.2,Public,0
US Universities,"University of Michigan, Ann Arbor",79.2,Research,1
US Universities,"University of Michigan, Ann Arbor",79.2,Smoke Free,0
US Universities,"University of Michigan, Ann Arbor",79.2,NCAA D1,0
US Universities,"University of Michigan, Ann Arbor",79.2,Capital,1
US Universities,"University of Michigan, Ann Arbor",79.2,ROTC,1
US Universities,"University of Michigan, Ann Arbor",79.2,Quarter,0
US Universities,"University of Michigan, Ann Arbor",79.2,President,1
US Universities,"University of Michigan, Ann Arbor",79.2,Online,1
US Universities,Cornell University,79.1,Public,1
US Universities,Cornell University,79.1,Research,1
US Universities,Cornell University,79.1,Smoke Free,1
US Universities,Cornell University,79.1,NCAA D1,0
US Universities,Cornell University,79.1,Capital,1
US Universities,Cornell University,79.1,ROTC,0
US Universities,Cornell University,79.1,Quarter,0
US Universities,Cornell University,79.1,President,0
US Universities,Cornell University,79.1,Online,1
US Universities,Northwestern University,77.1,Public,1
US Universities,Northwestern University,77.1,Research,1
US Universities,Northwestern University,77.1,Smoke Free,1
US Universities,Northwestern University,77.1,NCAA D1,0
US Universities,Northwestern University,77.1,Capital,1
US Universities,Northwestern University,77.1,ROTC,1
US Universities,Northwestern University,77.1,Quarter,1
US Universities,Northwestern University,77.1,President,0
US Universities,Northwestern University,77.1,Online,1
US Universities,Carnegie Mellon University,76.0,Public,1
US Universities,Carnegie Mellon University,76.0,Research,1
US Universities,Carnegie Mellon University,76.0,Smoke Free,1
US Universities,Carnegie Mellon University,76.0,NCAA D1,1
US Universities,Carnegie Mellon University,76.0,Capital,1
US Universities,Carnegie Mellon University,76.0,ROTC,1
US Universities,Carnegie Mellon University,76.0,Quarter,0
US Universities,Carnegie Mellon University,76.0,President,0
US Universities,Carnegie Mellon University,76.0,Online,1
US Universities,University of Washington at Seattle,73.4,Public,0
US Universities,University of Washington at Seattle,73.4,Research,1
US Universities,University of Washington at Seattle,73.4,Smoke Free,1
US Universities,University of Washington at Seattle,73.4,NCAA D1,0
US Universities,University of Washington at Seattle,73.4,Capital,1
US Universities,University of Washington at Seattle,73.4,ROTC,1
US Universities,University of Washington at Seattle,73.4,Quarter,1
US Universities,University of Washington at Seattle,73.4,President,0
US Universities,University of Washington at Seattle,73.4,Online,1
US Universities,University of Texas at Austin,72.2,Public,0
US Universities,University of Texas at Austin,72.2,Research,0
US Universities,University of Texas at Austin,72.2,Smoke Free,0
US Universities,University of Texas at Austin,72.2,NCAA D1,0
US Universities,University of Texas at Austin,72.2,Capital,0
US Universities,University of Texas at Austin,72.2,ROTC,0
US Universities,University of Texas at Austin,72.2,Quarter,0
US Universities,University of Texas at Austin,72.2,President,0
US Universities,University of Texas at Austin,72.2,Online,1
US Universities,Georgia Institute of Technology,71.6,Public,0
US Universities,Georgia Institute of Technology,71.6,Research,1
US Universities,Georgia Institute of Technology,71.6,Smoke Free,1
US Universities,Georgia Institute of Technology,71.6,NCAA D1,1
US Universities,Georgia Institute of Technology,71.6,Capital,0
US Universities,Georgia Institute of Technology,71.6,ROTC,0
US Universities,Georgia Institute of Technology,71.6,Quarter,0
US Universities,Georgia Institute of Technology,71.6,President,1
US Universities,Georgia Institute of Technology,71.6,Online,1
US Universities,University of Illinois at Urbana Champaign,71.4,Public,0
US Universities,University of Illinois at Urbana Champaign,71.4,Research,1
US Universities,University of Illinois at Urbana Champaign,71.4,Smoke Free,0
US Universities,University of Illinois at Urbana Champaign,71.4,NCAA D1,0
US Universities,University of Illinois at Urbana Champaign,71.4,Capital,1
US Universities,University of Illinois at Urbana Champaign,71.4,ROTC,0
US Universities,University of Illinois at Urbana Champaign,71.4,Quarter,0
US Universities,University of Illinois at Urbana Champaign,71.4,President,0
US Universities,University of Illinois at Urbana Champaign,71.4,Online,1
US Universities,University of Wisconsin - Madison,71.1,Public,0
US Universities,University of Wisconsin - Madison,71.1,Research,1
US Universities,University of Wisconsin - Madison,71.1,Smoke Free,1
US Universities,University of Wisconsin - Madison,71.1,NCAA D1,0
US Universities,University of Wisconsin - Madison,71.1,Capital,0
US Universities,University of Wisconsin - Madison,71.1,ROTC,0
US Universities,University of Wisconsin - Madison,71.1,Quarter,0
US Universities,University of Wisconsin - Madison,71.1,President,0
US Universities,University of Wisconsin - Madison,71.1,Online,0
US Universities,"University of California, Santa Barbara",68.4,Public,0
US Universities,"University of California, Santa Barbara",68.4,Research,1
US Universities,"University of California, Santa Barbara",68.4,Smoke Free,0
US Universities,"University of California, Santa Barbara",68.4,NCAA D1,0
US Universities,"University of California, Santa Barbara",68.4,Capital,1
US Universities,"University of California, Santa Barbara",68.4,ROTC,0
US Universities,"University of California, Santa Barbara",68.4,Quarter,1
US Universities,"University of California, Santa Barbara",68.4,President,0
US Universities,"University of California, Santa Barbara",68.4,Online,0
US Universities,New York University,67.4,Public,1
US Universities,New York University,67.4,Research,1
US Universities,New York University,67.4,Smoke Free,0
US Universities,New York University,67.4,NCAA D1,1
US Universities,New York University,67.4,Capital,1
US Universities,New York University,67.4,ROTC,0
US Universities,New York University,67.4,Quarter,0
US Universities,New York University,67.4,President,0
US Universities,New York University,67.4,Online,1
US Universities,"University of California, San Diego",67.4,Public,0
US Universities,"University of California, San Diego",67.4,Research,1
US Universities,"University of California, San Diego",67.4,Smoke Free,0
US Universities,"University of California, San Diego",67.4,NCAA D1,0
US Universities,"University of California, San Diego",67.4,Capital,1
US Universities,"University of California, San Diego",67.4,ROTC,0
US Universities,"University of California, San Diego",67.4,Quarter,1
US Universities,"University of California, San Diego",67.4,President,0
US Universities,"University of California, San Diego",67.4,Online,0
US Universities,Washington University in St. Louis,67.2,Public,0
US Universities,Washington University in St. Louis,67.2,Research,1
US Universities,Washington University in St. Louis,67.2,Smoke Free,0
US Universities,Washington University in St. Louis,67.2,NCAA D1,1
US Universities,Washington University in St. Louis,67.2,Capital,1
US Universities,Washington University in St. Louis,67.2,ROTC,0
US Universities,Washington University in St. Louis,67.2,Quarter,0
US Universities,Washington University in St. Louis,67.2,President,0
US Universities,Washington University in St. Louis,67.2,Online,0
US Universities,University of Minnesota,64.9,Public,0
US Universities,University of Minnesota,64.9,Research,1
US Universities,University of Minnesota,64.9,Smoke Free,0
US Universities,University of Minnesota,64.9,NCAA D1,0
US Universities,University of Minnesota,64.9,Capital,1
US Universities,University of Minnesota,64.9,ROTC,1
US Universities,University of Minnesota,64.9,Quarter,0
US Universities,University of Minnesota,64.9,President,1
US Universities,University of Minnesota,64.9,Online,1
US Universities,University of North Carolina at Chapel Hill,64.5,Public,0
US Universities,University of North Carolina at Chapel Hill,64.5,Research,1
US Universities,University of North Carolina at Chapel Hill,64.5,Smoke Free,1
US Universities,University of North Carolina at Chapel Hill,64.5,NCAA D1,0
US Universities,University of North Carolina at Chapel Hill,64.5,Capital,1
US Universities,University of North Carolina at Chapel Hill,64.5,ROTC,0
US Universities,University of North Carolina at Chapel Hill,64.5,Quarter,0
US Universities,University of North Carolina at Chapel Hill,64.5,President,1
US Universities,University of North Carolina at Chapel Hill,64.5,Online,1
US Universities,Pennsylvania State University,64.2,Public,0
US Universities,Pennsylvania State University,64.2,Research,1
US Universities,Pennsylvania State University,64.2,Smoke Free,1
US Universities,Pennsylvania State University,64.2,NCAA D1,0
US Universities,Pennsylvania State University,64.2,Capital,1
US Universities,Pennsylvania State University,64.2,ROTC,0
US Universities,Pennsylvania State University,64.2,Quarter,0
US Universities,Pennsylvania State University,64.2,President,0
US Universities,Pennsylvania State University,64.2,Online,1
US Universities,Boston University,63.5,Public,1
US Universities,Boston University,63.5,Research,1
US Universities,Boston University,63.5,Smoke Free,1
US Universities,Boston University,63.5,NCAA D1,0
US Universities,Boston University,63.5,Capital,0
US Universities,Boston University,63.5,ROTC,0
US Universities,Boston University,63.5,Quarter,0
US Universities,Boston University,63.5,President,0
US Universities,Boston University,63.5,Online,1
US Universities,Brown University,63.2,Public,1
US Universities,Brown University,63.2,Research,1
US Universities,Brown University,63.2,Smoke Free,1
US Universities,Brown University,63.2,NCAA D1,0
US Universities,Brown University,63.2,Capital,0
US Universities,Brown University,63.2,ROTC,1
US Universities,Brown University,63.2,Quarter,0
US Universities,Brown University,63.2,President,0
US Universities,Brown University,63.2,Online,0
US Universities,"University of California, Davis",63.2,Public,0
US Universities,"University of California, Davis",63.2,Research,1
US Universities,"University of California, Davis",63.2,Smoke Free,0
US Universities,"University of California, Davis",63.2,NCAA D1,0
US Universities,"University of California, Davis",63.2,Capital,1
US Universities,"University of California, Davis",63.2,ROTC,0
US Universities,"University of California, Davis",63.2,Quarter,1
US Universities,"University of California, Davis",63.2,President,0
US Universities,"University of California, Davis",63.2,Online,0
US Universities,Ohio State University at Columbus,62.0,Public,0
US Universities,Ohio State University at Columbus,62.0,Research,1
US Universities,Ohio State University at Columbus,62.0,Smoke Free,1
US Universities,Ohio State University at Columbus,62.0,NCAA D1,0
US Universities,Ohio State University at Columbus,62.0,Capital,0
US Universities,Ohio State University at Columbus,62.0,ROTC,0
US Universities,Ohio State University at Columbus,62.0,Quarter,0
US Universities,Ohio State University at Columbus,62.0,President,0
US Universities,Ohio State University at Columbus,62.0,Online,1
US Universities,Purdue University,60.7,Public,0
US Universities,Purdue University,60.7,Research,1
US Universities,Purdue University,60.7,Smoke Free,0
US Universities,Purdue University,60.7,NCAA D1,0
US Universities,Purdue University,60.7,Capital,1
US Universities,Purdue University,60.7,ROTC,0
US Universities,Purdue University,60.7,Quarter,0
US Universities,Purdue University,60.7,President,0
US Universities,Purdue University,60.7,Online,1
US Universities,Rice University,59.8,Public,1
US Universities,Rice University,59.8,Research,1
US Universities,Rice University,59.8,Smoke Free,1
US Universities,Rice University,59.8,NCAA D1,0
US Universities,Rice University,59.8,Capital,1
US Universities,Rice University,59.8,ROTC,1
US Universities,Rice University,59.8,Quarter,0
US Universities,Rice University,59.8,President,0
US Universities,Rice University,59.8,Online,0
US Universities,University of Southern California,59.0,Public,1
US Universities,University of Southern California,59.0,Research,1
US Universities,University of Southern California,59.0,Smoke Free,1
US Universities,University of Southern California,59.0,NCAA D1,0
US Universities,University of Southern California,59.0,Capital,1
US Universities,University of Southern California,59.0,ROTC,0
US Universities,University of Southern California,59.0,Quarter,0
US Universities,University of Southern California,59.0,President,0
US Universities,University of Southern California,59.0,Online,1
US Universities,University of Pittsburgh,56.7,Public,0
US Universities,University of Pittsburgh,56.7,Research,1
US Universities,University of Pittsburgh,56.7,Smoke Free,1
US Universities,University of Pittsburgh,56.7,NCAA D1,0
US Universities,University of Pittsburgh,56.7,Capital,1
US Universities,University of Pittsburgh,56.7,ROTC,0
US Universities,University of Pittsburgh,56.7,Quarter,0
US Universities,University of Pittsburgh,56.7,President,0
US Universities,University of Pittsburgh,56.7,Online,1
US Universities,Emory University,56.1,Public,1
US Universities,Emory University,56.1,Research,1
US Universities,Emory University,56.1,Smoke Free,0
US Universities,Emory University,56.1,NCAA D1,1
US Universities,Emory University,56.1,Capital,0
US Universities,Emory University,56.1,ROTC,0
US Universities,Emory University,56.1,Quarter,0
US Universities,Emory University,56.1,President,0
US Universities,Emory University,56.1,Online,1
US Universities,Tufts University,56.1,Public,1
