environment,item,criterion,cue,cueValue
Bridges,General W.K. Wilson Jr. Bridge,32106.0,Box-Girder,1
Bridges,General W.K. Wilson Jr. Bridge,32106.0,Cable-Stayed,1
Bridges,General W.K. Wilson Jr. Bridge,32106.0,Suspension,1
Bridges,General W.K. Wilson Jr. Bridge,32106.0,Steel,1
Bridges,General W.K. Wilson Jr. Bridge,32106.0,Concrete,1
Bridges,General W.K. Wilson Jr. Bridge,32106.0,Rail,0
Bridges,General W.K. Wilson Jr. Bridge,32106.0,Car,0
Bridges,Twin Span Bridge of Interstate 10,29039.0,Toll,0
Bridges,Twin Span Bridge of Interstate 10,29039.0,Capital,0
Bridges,Twin Span Bridge of Interstate 10,29039.0,Guinness,0
Bridges,Twin Span Bridge of Interstate 10,29039.0,Long,0
Bridges,Twin Span Bridge of Interstate 10,29039.0,Viaduct,0
Bridges,Twin Span Bridge of Interstate 10,29039.0,Box-Girder,0
Bridges,Twin Span Bridge of Interstate 10,29039.0,Cable-Stayed,1
Bridges,Twin Span Bridge of Interstate 10,29039.0,Suspension,1
Bridges,Twin Span Bridge of Interstate 10,29039.0,Steel,1
Bridges,Twin Span Bridge of Interstate 10,29039.0,Concrete,1
Bridges,Twin Span Bridge of Interstate 10,29039.0,Rail,0
Bridges,Twin Span Bridge of Interstate 10,29039.0,Car,0
Bridges,Richmond-San Rafael Bridge,29039.0,Toll,1
Bridges,Richmond-San Rafael Bridge,29039.0,Capital,0
Bridges,Richmond-San Rafael Bridge,29039.0,Guinness,0
Bridges,Richmond-San Rafael Bridge,29039.0,Long,0
Bridges,Richmond-San Rafael Bridge,29039.0,Viaduct,0
Bridges,Richmond-San Rafael Bridge,29039.0,Box-Girder,1
Bridges,Richmond-San Rafael Bridge,29039.0,Cable-Stayed,1
Bridges,Richmond-San Rafael Bridge,29039.0,Suspension,1
Bridges,Richmond-San Rafael Bridge,29039.0,Steel,1
Bridges,Richmond-San Rafael Bridge,29039.0,Concrete,0
Bridges,Richmond-San Rafael Bridge,29039.0,Rail,0
Bridges,Richmond-San Rafael Bridge,29039.0,Car,0
Bridges,General Rafael Urdaneta Bridge,28471.0,Toll,0
Bridges,General Rafael Urdaneta Bridge,28471.0,Capital,0
Bridges,General Rafael Urdaneta Bridge,28471.0,Guinness,0
Bridges,General Rafael Urdaneta Bridge,28471.0,Long,0
Bridges,General Rafael Urdaneta Bridge,28471.0,Viaduct,0
Bridges,General Rafael Urdaneta Bridge,28471.0,Box-Girder,1
Bridges,General Rafael Urdaneta Bridge,28471.0,Cable-Stayed,0
Bridges,General Rafael Urdaneta Bridge,28471.0,Suspension,1
Bridges,General Rafael Urdaneta Bridge,28471.0,Steel,1
Bridges,General Rafael Urdaneta Bridge,28471.0,Concrete,1
Bridges,General Rafael Urdaneta Bridge,28471.0,Rail,0
Bridges,General Rafael Urdaneta Bridge,28471.0,Car,0
Bridges,Virginia Dare Memorial Bridge,27457.0,Toll,0
Bridges,Virginia Dare Memorial Bridge,27457.0,Capital,0
Bridges,Virginia Dare Memorial Bridge,27457.0,Guinness,0
Bridges,Virginia Dare Memorial Bridge,27457.0,Long,0
Bridges,Virginia Dare Memorial Bridge,27457.0,Viaduct,0
Bridges,Virginia Dare Memorial Bridge,27457.0,Box-Girder,0
Bridges,Virginia Dare Memorial Bridge,27457.0,Cable-Stayed,1
Bridges,Virginia Dare Memorial Bridge,27457.0,Suspension,1
Bridges,Virginia Dare Memorial Bridge,27457.0,Steel,0
Bridges,Virginia Dare Memorial Bridge,27457.0,Concrete,1
Bridges,Virginia Dare Memorial Bridge,27457.0,Rail,0
Bridges,Virginia Dare Memorial Bridge,27457.0,Car,0
Bridges,Yangpu Bridge,27408.0,Toll,0
Bridges,Yangpu Bridge,27408.0,Capital,0
Bridges,Yangpu Bridge,27408.0,Guinness,0
Bridges,Yangpu Bridge,27408.0,Long,0
Bridges,Yangpu Bridge,27408.0,Viaduct,0
Bridges,Yangpu Bridge,27408.0,Box-Girder,1
Bridges,Yangpu Bridge,27408.0,Cable-Stayed,0
Bridges,Yangpu Bridge,27408.0,Suspension,1
Bridges,Yangpu Bridge,27408.0,Steel,1
Bridges,Yangpu Bridge,27408.0,Concrete,1
Bridges,Yangpu Bridge,27408.0,Rail,0
Bridges,Yangpu Bridge,27408.0,Car,0
Bridges,O?resund Bridge,25738.0,Toll,1
Bridges,O?resund Bridge,25738.0,Capital,1
Bridges,O?resund Bridge,25738.0,Guinness,0
Bridges,O?resund Bridge,25738.0,Long,1
Bridges,O?resund Bridge,25738.0,Viaduct,0
Bridges,O?resund Bridge,25738.0,Box-Girder,1
Bridges,O?resund Bridge,25738.0,Cable-Stayed,0
Bridges,O?resund Bridge,25738.0,Suspension,1
Bridges,O?resund Bridge,25738.0,Steel,1
Bridges,O?resund Bridge,25738.0,Concrete,1
Bridges,O?resund Bridge,25738.0,Rail,1
Bridges,O?resund Bridge,25738.0,Car,0
Bridges,Gwangan Bridge,24340.0,Toll,0
Bridges,Gwangan Bridge,24340.0,Capital,0
Bridges,Gwangan Bridge,24340.0,Guinness,0
Bridges,Gwangan Bridge,24340.0,Long,0
Bridges,Gwangan Bridge,24340.0,Viaduct,0
Bridges,Gwangan Bridge,24340.0,Box-Girder,1
Bridges,Gwangan Bridge,24340.0,Cable-Stayed,1
Bridges,Gwangan Bridge,24340.0,Suspension,0
Bridges,Gwangan Bridge,24340.0,Steel,1
Bridges,Gwangan Bridge,24340.0,Concrete,0
Bridges,Gwangan Bridge,24340.0,Rail,0
Bridges,Gwangan Bridge,24340.0,Car,0
Bridges,Champlain Bridge,24324.0,Toll,0
Bridges,Champlain Bridge,24324.0,Capital,0
Bridges,Champlain Bridge,24324.0,Guinness,0
Bridges,Champlain Bridge,24324.0,Long,0
Bridges,Champlain Bridge,24324.0,Viaduct,0
Bridges,Champlain Bridge,24324.0,Box-Girder,1
Bridges,Champlain Bridge,24324.0,Cable-Stayed,1
Bridges,Champlain Bridge,24324.0,Suspension,1
Bridges,Champlain Bridge,24324.0,Steel,1
Bridges,Champlain Bridge,24324.0,Concrete,0
Bridges,Champlain Bridge,24324.0,Rail,0
Bridges,Champlain Bridge,24324.0,Car,0
Bridges,Great Belt Bridge,22280.0,Toll,1
Bridges,Great Belt Bridge,22280.0,Capital,0
Bridges,Great Belt Bridge,22280.0,Guinness,0
Bridges,Great Belt Bridge,22280.0,Long,0
Bridges,Great Belt Bridge,22280.0,Viaduct,0
Bridges,Great Belt Bridge,22280.0,Box-Girder,0
Bridges,Great Belt Bridge,22280.0,Cable-Stayed,1
Bridges,Great Belt Bridge,22280.0,Suspension,0
Bridges,Great Belt Bridge,22280.0,Steel,0
Bridges,Great Belt Bridge,22280.0,Concrete,1
Bridges,Great Belt Bridge,22280.0,Rail,1
Bridges,Great Belt Bridge,22280.0,Car,0
Bridges,O?land Bridge,19921.0,Toll,0
Bridges,O?land Bridge,19921.0,Capital,0
Bridges,O?land Bridge,19921.0,Guinness,0
Bridges,O?land Bridge,19921.0,Long,1
Bridges,O?land Bridge,19921.0,Viaduct,0
Bridges,O?land Bridge,19921.0,Box-Girder,0
Bridges,O?land Bridge,19921.0,Cable-Stayed,1
Bridges,O?land Bridge,19921.0,Suspension,1
Bridges,O?land Bridge,19921.0,Steel,0
Bridges,O?land Bridge,19921.0,Concrete,1
Bridges,O?land Bridge,19921.0,Rail,0
Bridges,O?land Bridge,19921.0,Car,0
Bridges,Yolo Causeway,17100.0,Toll,0
Bridges,Yolo Causeway,17100.0,Capital,0
Bridges,Yolo Causeway,17100.0,Guinness,0
Bridges,Yolo Causeway,17100.0,Long,0
Bridges,Yolo Causeway,17100.0,Viaduct,1
Bridges,Yolo Causeway,17100.0,Box-Girder,1
Bridges,Yolo Causeway,17100.0,Cable-Stayed,1
Bridges,Yolo Causeway,17100.0,Suspension,1
Bridges,Yolo Causeway,17100.0,Steel,0
Bridges,Yolo Causeway,17100.0,Concrete,0
Bridges,Yolo Causeway,17100.0,Rail,0
Bridges,Yolo Causeway,17100.0,Car,0
Bridges,Zeeland Bridge,16476.0,Toll,0
Bridges,Zeeland Bridge,16476.0,Capital,0
Bridges,Zeeland Bridge,16476.0,Guinness,0
Bridges,Zeeland Bridge,16476.0,Long,1
Bridges,Zeeland Bridge,16476.0,Viaduct,0
Bridges,Zeeland Bridge,16476.0,Box-Girder,0
Bridges,Zeeland Bridge,16476.0,Cable-Stayed,1
Bridges,Zeeland Bridge,16476.0,Suspension,1
Bridges,Zeeland Bridge,16476.0,Steel,0
Bridges,Zeeland Bridge,16476.0,Concrete,1
Bridges,Zeeland Bridge,16476.0,Rail,0
Bridges,Zeeland Bridge,16476.0,Car,0
Bridges,Sault Ste. Marie International Bridge,14700.0,Toll,1
Bridges,Sault Ste. Marie International Bridge,14700.0,Capital,0
Bridges,Sault Ste. Marie International Bridge,14700.0,Guinness,0
Bridges,Sault Ste. Marie International Bridge,14700.0,Long,0
Bridges,Sault Ste. Marie International Bridge,14700.0,Viaduct,0
Bridges,Sault Ste. Marie International Bridge,14700.0,Box-Girder,1
Bridges,Sault Ste. Marie International Bridge,14700.0,Cable-Stayed,1
Bridges,Sault Ste. Marie International Bridge,14700.0,Suspension,1
Bridges,Sault Ste. Marie International Bridge,14700.0,Steel,1
Bridges,Sault Ste. Marie International Bridge,14700.0,Concrete,0
Bridges,Sault Ste. Marie International Bridge,14700.0,Rail,0
Bridges,Sault Ste. Marie International Bridge,14700.0,Car,0
Bridges,Bayside Bridge,14010.0,Toll,1
Bridges,Bayside Bridge,14010.0,Capital,0
Bridges,Bayside Bridge,14010.0,Guinness,0
Bridges,Bayside Bridge,14010.0,Long,0
Bridges,Bayside Bridge,14010.0,Viaduct,0
Bridges,Bayside Bridge,14010.0,Box-Girder,1
Bridges,Bayside Bridge,14010.0,Cable-Stayed,1
Bridges,Bayside Bridge,14010.0,Suspension,1
Bridges,Bayside Bridge,14010.0,Steel,0
Bridges,Bayside Bridge,14010.0,Concrete,1
Bridges,Bayside Bridge,14010.0,Rail,0
Bridges,Bayside Bridge,14010.0,Car,0
Bridges,Rosario-Victoria Bridge,13445.0,Toll,0
Bridges,Rosario-Victoria Bridge,13445.0,Capital,0
Bridges,Rosario-Victoria Bridge,13445.0,Guinness,0
Bridges,Rosario-Victoria Bridge,13445.0,Long,0
Bridges,Rosario-Victoria Bridge,13445.0,Viaduct,1
Bridges,Rosario-Victoria Bridge,13445.0,Box-Girder,1
Bridges,Rosario-Victoria Bridge,13445.0,Cable-Stayed,0
Bridges,Rosario-Victoria Bridge,13445.0,Suspension,1
Bridges,Rosario-Victoria Bridge,13445.0,Steel,1
Bridges,Rosario-Victoria Bridge,13445.0,Concrete,1
Bridges,Rosario-Victoria Bridge,13445.0,Rail,0
Bridges,Rosario-Victoria Bridge,13445.0,Car,0
Bridges,Crescent City Connection,13428.0,Toll,1
Bridges,Crescent City Connection,13428.0,Capital,0
Bridges,Crescent City Connection,13428.0,Guinness,0
Bridges,Crescent City Connection,13428.0,Long,0
Bridges,Crescent City Connection,13428.0,Viaduct,0
Bridges,Crescent City Connection,13428.0,Box-Girder,1
Bridges,Crescent City Connection,13428.0,Cable-Stayed,1
Bridges,Crescent City Connection,13428.0,Suspension,1
Bridges,Crescent City Connection,13428.0,Steel,1
Bridges,Crescent City Connection,13428.0,Concrete,0
Bridges,Crescent City Connection,13428.0,Rail,0
Bridges,Crescent City Connection,13428.0,Car,0
Bridges,Anghel Saligny Bridge,13412.0,Toll,0
Bridges,Anghel Saligny Bridge,13412.0,Capital,0
Bridges,Anghel Saligny Bridge,13412.0,Guinness,0
Bridges,Anghel Saligny Bridge,13412.0,Long,1
Bridges,Anghel Saligny Bridge,13412.0,Viaduct,0
Bridges,Anghel Saligny Bridge,13412.0,Box-Girder,0
Bridges,Anghel Saligny Bridge,13412.0,Cable-Stayed,1
Bridges,Anghel Saligny Bridge,13412.0,Suspension,1
Bridges,Anghel Saligny Bridge,13412.0,Steel,1
Bridges,Anghel Saligny Bridge,13412.0,Concrete,0
Bridges,Anghel Saligny Bridge,13412.0,Rail,1
Bridges,Anghel Saligny Bridge,13412.0,Car,1
Bridges,Arthur Ravenel Jr. Bridge,13199.0,Toll,0
Bridges,Arthur Ravenel Jr. Bridge,13199.0,Capital,0
Bridges,Arthur Ravenel Jr. Bridge,13199.0,Guinness,0
Bridges,Arthur Ravenel Jr. Bridge,13199.0,Long,1
Bridges,Arthur Ravenel Jr. Bridge,13199.0,Viaduct,0
Bridges,Arthur Ravenel Jr. Bridge,13199.0,Box-Girder,1
Bridges,Arthur Ravenel Jr. Bridge,13199.0,Cable-Stayed,0
Bridges,Arthur Ravenel Jr. Bridge,13199.0,Suspension,1
Bridges,Arthur Ravenel Jr. Bridge,13199.0,Steel,1
Bridges,Arthur Ravenel Jr. Bridge,13199.0,Concrete,1
Bridges,Arthur Ravenel Jr. Bridge,13199.0,Rail,0
Bridges,Arthur Ravenel Jr. Bridge,13199.0,Car,0
Bridges,Fred Hartman Bridge,13000.0,Toll,0
Bridges,Fred Hartman Bridge,13000.0,Capital,0
Bridges,Fred Hartman Bridge,13000.0,Guinness,0
Bridges,Fred Hartman Bridge,13000.0,Long,1
Bridges,Fred Hartman Bridge,13000.0,Viaduct,0
Bridges,Fred Hartman Bridge,13000.0,Box-Girder,1
Bridges,Fred Hartman Bridge,13000.0,Cable-Stayed,0
Bridges,Fred Hartman Bridge,13000.0,Suspension,1
Bridges,Fred Hartman Bridge,13000.0,Steel,1
Bridges,Fred Hartman Bridge,13000.0,Concrete,1
Bridges,Fred Hartman Bridge,13000.0,Rail,0
Bridges,Fred Hartman Bridge,13000.0,Car,0
Bridges,Zacatal Bridge,12972.0,Toll,0
Bridges,Zacatal Bridge,12972.0,Capital,0
Bridges,Zacatal Bridge,12972.0,Guinness,0
Bridges,Zacatal Bridge,12972.0,Long,0
Bridges,Zacatal Bridge,12972.0,Viaduct,0
Bridges,Zacatal Bridge,12972.0,Box-Girder,0
Bridges,Zacatal Bridge,12972.0,Cable-Stayed,1
Bridges,Zacatal Bridge,12972.0,Suspension,1
Bridges,Zacatal Bridge,12972.0,Steel,0
Bridges,Zacatal Bridge,12972.0,Concrete,1
Bridges,Zacatal Bridge,12972.0,Rail,0
Bridges,Zacatal Bridge,12972.0,Car,0
Bridges,Köhlbrandbrücke,12930.0,Toll,0
Bridges,Köhlbrandbrücke,12930.0,Capital,0
Bridges,Köhlbrandbrücke,12930.0,Guinness,0
Bridges,Köhlbrandbrücke,12930.0,Long,0
Bridges,Köhlbrandbrücke,12930.0,Viaduct,0
Bridges,Köhlbrandbrücke,12930.0,Box-Girder,1
Bridges,Köhlbrandbrücke,12930.0,Cable-Stayed,0
Bridges,Köhlbrandbrücke,12930.0,Suspension,1
Bridges,Köhlbrandbrücke,12930.0,Steel,1
Bridges,Köhlbrandbrücke,12930.0,Concrete,1
Bridges,Köhlbrandbrücke,12930.0,Rail,0
Bridges,Köhlbrandbrücke,12930.0,Car,0
Bridges,Akashi-Kaikyo Bridge,12831.0,Toll,1
Bridges,Akashi-Kaikyo Bridge,12831.0,Capital,0
Bridges,Akashi-Kaikyo Bridge,12831.0,Guinness,0
Bridges,Akashi-Kaikyo Bridge,12831.0,Long,1
Bridges,Akashi-Kaikyo Bridge,12831.0,Viaduct,0
Bridges,Akashi-Kaikyo Bridge,12831.0,Box-Girder,1
Bridges,Akashi-Kaikyo Bridge,12831.0,Cable-Stayed,1
Bridges,Akashi-Kaikyo Bridge,12831.0,Suspension,0
Bridges,Akashi-Kaikyo Bridge,12831.0,Steel,1
Bridges,Akashi-Kaikyo Bridge,12831.0,Concrete,1
Bridges,Akashi-Kaikyo Bridge,12831.0,Rail,0
Bridges,Akashi-Kaikyo Bridge,12831.0,Car,0
Bridges,Suez Canal Bridge,12800.0,Toll,0
Bridges,Suez Canal Bridge,12800.0,Capital,0
Bridges,Suez Canal Bridge,12800.0,Guinness,0
Bridges,Suez Canal Bridge,12800.0,Long,0
Bridges,Suez Canal Bridge,12800.0,Viaduct,0
Bridges,Suez Canal Bridge,12800.0,Box-Girder,0
Bridges,Suez Canal Bridge,12800.0,Cable-Stayed,0
Bridges,Suez Canal Bridge,12800.0,Suspension,1
Bridges,Suez Canal Bridge,12800.0,Steel,1
Bridges,Suez Canal Bridge,12800.0,Concrete,1
Bridges,Suez Canal Bridge,12800.0,Rail,0
Bridges,Suez Canal Bridge,12800.0,Car,0
Bridges,Ponte Della Liberta,12630.0,Toll,1
Bridges,Ponte Della Liberta,12630.0,Capital,0
Bridges,Ponte Della Liberta,12630.0,Guinness,0
Bridges,Ponte Della Liberta,12630.0,Long,1
Bridges,Ponte Della Liberta,12630.0,Viaduct,0
Bridges,Ponte Della Liberta,12630.0,Box-Girder,1
Bridges,Ponte Della Liberta,12630.0,Cable-Stayed,1
Bridges,Ponte Della Liberta,12630.0,Suspension,1
Bridges,Ponte Della Liberta,12630.0,Steel,0
Bridges,Ponte Della Liberta,12630.0,Concrete,1
Bridges,Ponte Della Liberta,12630.0,Rail,0
Bridges,Ponte Della Liberta,12630.0,Car,0
Bridges,Saint-Nazaire Bridge,11010.0,Toll,0
Bridges,Saint-Nazaire Bridge,11010.0,Capital,0
Bridges,Saint-Nazaire Bridge,11010.0,Guinness,0
Bridges,Saint-Nazaire Bridge,11010.0,Long,0
Bridges,Saint-Nazaire Bridge,11010.0,Viaduct,0
Bridges,Saint-Nazaire Bridge,11010.0,Box-Girder,0
Bridges,Saint-Nazaire Bridge,11010.0,Cable-Stayed,0
Bridges,Saint-Nazaire Bridge,11010.0,Suspension,1
Bridges,Saint-Nazaire Bridge,11010.0,Steel,1
Bridges,Saint-Nazaire Bridge,11010.0,Concrete,1
Bridges,Saint-Nazaire Bridge,11010.0,Rail,0
Bridges,Saint-Nazaire Bridge,11010.0,Car,0
Bridges,Deputy Darcy Castelo de Mendoca Bridge,10800.0,Toll,1
Bridges,Deputy Darcy Castelo de Mendoca Bridge,10800.0,Capital,0
Bridges,Deputy Darcy Castelo de Mendoca Bridge,10800.0,Guinness,0
Bridges,Deputy Darcy Castelo de Mendoca Bridge,10800.0,Long,0
Bridges,Deputy Darcy Castelo de Mendoca Bridge,10800.0,Viaduct,0
Bridges,Deputy Darcy Castelo de Mendoca Bridge,10800.0,Box-Girder,0
Bridges,Deputy Darcy Castelo de Mendoca Bridge,10800.0,Cable-Stayed,1
Bridges,Deputy Darcy Castelo de Mendoca Bridge,10800.0,Suspension,1
Bridges,Deputy Darcy Castelo de Mendoca Bridge,10800.0,Steel,0
Bridges,Deputy Darcy Castelo de Mendoca Bridge,10800.0,Concrete,1
Bridges,Deputy Darcy Castelo de Mendoca Bridge,10800.0,Rail,0
Bridges,Deputy Darcy Castelo de Mendoca Bridge,10800.0,Car,0
Hamburgers,Hamburger,2.0,Meal Deal,0
Hamburgers,Hamburger,2.0,Drive Through,0
Hamburgers,Hamburger,2.0,24 Hours,0
Hamburgers,Hamburger,2.0,Calorie Menu,1
Hamburgers,Hamburger,2.0,Self-Serve Drinks,0
Hamburgers,Hamburger,2.0,Condiments,1
Hamburgers,Hamburger,2.0,Build Burger,0
Hamburgers,Hamburger,6.99,Meal Deal,1
Hamburgers,Hamburger,6.99,Drive Through,1
Hamburgers,Hamburger,6.99,24 Hours,1
Hamburgers,Hamburger,6.99,Calorie Menu,1
Hamburgers,Hamburger,6.99,Self-Serve Drinks,1
Hamburgers,Hamburger,6.99,Condiments,0
Hamburgers,Hamburger,6.99,Build Burger,0
Hamburgers,The Original Big Boy,7.99,Meal Deal,1
Hamburgers,The Original Big Boy,7.99,Drive Through,0
Hamburgers,The Original Big Boy,7.99,24 Hours,0
Hamburgers,The Original Big Boy,7.99,Calorie Menu,1
Hamburgers,The Original Big Boy,7.99,Self-Serve Drinks,1
Hamburgers,The Original Big Boy,7.99,Condiments,0
Hamburgers,The Original Big Boy,7.99,Build Burger,1
Hamburgers,Classic Burger,9.25,Meal Deal,1
Hamburgers,Classic Burger,9.25,Drive Through,1
Hamburgers,Classic Burger,9.25,24 Hours,1
Hamburgers,Classic Burger,9.25,Calorie Menu,0
Hamburgers,Classic Burger,9.25,Self-Serve Drinks,1
Hamburgers,Classic Burger,9.25,Condiments,1
Hamburgers,Classic Burger,9.25,Build Burger,0
Hamburgers,Hamburger,8.79,Meal Deal,1
Hamburgers,Hamburger,8.79,Drive Through,1
Hamburgers,Hamburger,8.79,24 Hours,1
Hamburgers,Hamburger,8.79,Calorie Menu,1
Hamburgers,Hamburger,8.79,Self-Serve Drinks,1
Hamburgers,Hamburger,8.79,Condiments,1
Hamburgers,Hamburger,8.79,Build Burger,1
Hamburgers,Whopper,3.79,Meal Deal,0
Hamburgers,Whopper,3.79,Drive Through,0
Hamburgers,Whopper,3.79,24 Hours,0
Hamburgers,Whopper,3.79,Calorie Menu,1
Hamburgers,Whopper,3.79,Self-Serve Drinks,0
Hamburgers,Whopper,3.79,Condiments,1
Hamburgers,Whopper,3.79,Build Burger,0
Hamburgers,Famous Star,2.89,Meal Deal,0
Hamburgers,Famous Star,2.89,Drive Through,0
Hamburgers,Famous Star,2.89,24 Hours,0
Hamburgers,Famous Star,2.89,Calorie Menu,1
Hamburgers,Famous Star,2.89,Self-Serve Drinks,0
Hamburgers,Famous Star,2.89,Condiments,1
Hamburgers,Famous Star,2.89,Build Burger,0
Hamburgers,The Old Fashioned Burger,9.95,Meal Deal,1
Hamburgers,The Old Fashioned Burger,9.95,Drive Through,1
Hamburgers,The Old Fashioned Burger,9.95,24 Hours,1
Hamburgers,The Old Fashioned Burger,9.95,Calorie Menu,0
Hamburgers,The Old Fashioned Burger,9.95,Self-Serve Drinks,1
Hamburgers,The Old Fashioned Burger,9.95,Condiments,0
Hamburgers,The Old Fashioned Burger,9.95,Build Burger,0
Hamburgers,Classic Cheeseburger,10.29,Meal Deal,1
Hamburgers,Classic Cheeseburger,10.29,Drive Through,1
Hamburgers,Classic Cheeseburger,10.29,24 Hours,1
Hamburgers,Classic Cheeseburger,10.29,Calorie Menu,1
Hamburgers,Classic Cheeseburger,10.29,Self-Serve Drinks,1
Hamburgers,Classic Cheeseburger,10.29,Condiments,0
Hamburgers,Classic Cheeseburger,10.29,Build Burger,0
Hamburgers,The Culver's Deluxe,2.89,Meal Deal,0
Hamburgers,The Culver's Deluxe,2.89,Drive Through,0
Hamburgers,The Culver's Deluxe,2.89,24 Hours,1
Hamburgers,The Culver's Deluxe,2.89,Calorie Menu,1
Hamburgers,The Culver's Deluxe,2.89,Self-Serve Drinks,0
Hamburgers,The Culver's Deluxe,2.89,Condiments,0
Hamburgers,The Culver's Deluxe,2.89,Build Burger,0
Hamburgers,Original Cheeseburger,1.99,Meal Deal,0
Hamburgers,Original Cheeseburger,1.99,Drive Through,0
Hamburgers,Original Cheeseburger,1.99,24 Hours,1
Hamburgers,Original Cheeseburger,1.99,Calorie Menu,1
Hamburgers,Original Cheeseburger,1.99,Self-Serve Drinks,0
Hamburgers,Original Cheeseburger,1.99,Condiments,0
Hamburgers,Original Cheeseburger,1.99,Build Burger,0
Hamburgers,Cheeseburger,1.59,Meal Deal,0
Hamburgers,Cheeseburger,1.59,Drive Through,0
Hamburgers,Cheeseburger,1.59,24 Hours,0
Hamburgers,Cheeseburger,1.59,Calorie Menu,1
Hamburgers,Cheeseburger,1.59,Self-Serve Drinks,0
Hamburgers,Cheeseburger,1.59,Condiments,0
Hamburgers,Cheeseburger,1.59,Build Burger,0
Hamburgers,Fatburger,3.49,Meal Deal,0
Hamburgers,Fatburger,3.49,Drive Through,0
Hamburgers,Fatburger,3.49,24 Hours,0
Hamburgers,Fatburger,3.49,Calorie Menu,1
Hamburgers,Fatburger,3.49,Self-Serve Drinks,0
Hamburgers,Fatburger,3.49,Condiments,0
Hamburgers,Fatburger,3.49,Build Burger,0
Hamburgers,Hamburger,5.79,Meal Deal,1
Hamburgers,Hamburger,5.79,Drive Through,1
Hamburgers,Hamburger,5.79,24 Hours,1
Hamburgers,Hamburger,5.79,Calorie Menu,1
Hamburgers,Hamburger,5.79,Self-Serve Drinks,0
Hamburgers,Hamburger,5.79,Condiments,0
Hamburgers,Hamburger,5.79,Build Burger,0
Hamburgers,Legendary Burger,14.45,Meal Deal,1
Hamburgers,Legendary Burger,14.45,Drive Through,1
Hamburgers,Legendary Burger,14.45,24 Hours,1
Hamburgers,Legendary Burger,14.45,Calorie Menu,1
Hamburgers,Legendary Burger,14.45,Self-Serve Drinks,1
Hamburgers,Legendary Burger,14.45,Condiments,0
Hamburgers,Legendary Burger,14.45,Build Burger,0
Hamburgers,Burger,6.99,Meal Deal,1
Hamburgers,Burger,6.99,Drive Through,1
Hamburgers,Burger,6.99,24 Hours,1
Hamburgers,Burger,6.99,Calorie Menu,1
Hamburgers,Burger,6.99,Self-Serve Drinks,1
Hamburgers,Burger,6.99,Condiments,0
Hamburgers,Burger,6.99,Build Burger,1
Hamburgers,The Original,6.99,Meal Deal,1
Hamburgers,The Original,6.99,Drive Through,1
Hamburgers,The Original,6.99,24 Hours,1
Hamburgers,The Original,6.99,Calorie Menu,1
Hamburgers,The Original,6.99,Self-Serve Drinks,1
Hamburgers,The Original,6.99,Condiments,0
Hamburgers,The Original,6.99,Build Burger,1
Hamburgers,Hamburger,1.9,Meal Deal,0
Hamburgers,Hamburger,1.9,Drive Through,0
Hamburgers,Hamburger,1.9,24 Hours,1
Hamburgers,Hamburger,1.9,Calorie Menu,1
Hamburgers,Hamburger,1.9,Self-Serve Drinks,0
Hamburgers,Hamburger,1.9,Condiments,1
Hamburgers,Hamburger,1.9,Build Burger,0
Hamburgers,Big Wave,6.79,Meal Deal,1
Hamburgers,Big Wave,6.79,Drive Through,1
Hamburgers,Big Wave,6.79,24 Hours,1
Hamburgers,Big Wave,6.79,Calorie Menu,0
Hamburgers,Big Wave,6.79,Self-Serve Drinks,1
Hamburgers,Big Wave,6.79,Condiments,0
Hamburgers,Big Wave,6.79,Build Burger,0
Hamburgers,Jumbo Jack w/Cheese,2.69,Meal Deal,0
Hamburgers,Jumbo Jack w/Cheese,2.69,Drive Through,0
Hamburgers,Jumbo Jack w/Cheese,2.69,24 Hours,0
Hamburgers,Jumbo Jack w/Cheese,2.69,Calorie Menu,1
Hamburgers,Jumbo Jack w/Cheese,2.69,Self-Serve Drinks,0
Hamburgers,Jumbo Jack w/Cheese,2.69,Condiments,0
Hamburgers,Jumbo Jack w/Cheese,2.69,Build Burger,0
Hamburgers,Hamburger,1.19,Meal Deal,0
Hamburgers,Hamburger,1.19,Drive Through,0
Hamburgers,Hamburger,1.19,24 Hours,0
Hamburgers,Hamburger,1.19,Calorie Menu,0
Hamburgers,Hamburger,1.19,Self-Serve Drinks,0
Hamburgers,Hamburger,1.19,Condiments,1
Hamburgers,Hamburger,1.19,Build Burger,0
Hamburgers,Rainforest Burger,13.99,Meal Deal,1
Hamburgers,Rainforest Burger,13.99,Drive Through,1
Hamburgers,Rainforest Burger,13.99,24 Hours,1
Hamburgers,Rainforest Burger,13.99,Calorie Menu,1
Hamburgers,Rainforest Burger,13.99,Self-Serve Drinks,1
Hamburgers,Rainforest Burger,13.99,Condiments,0
Hamburgers,Rainforest Burger,13.99,Build Burger,0
Hamburgers,Big Red's Tavern,8.79,Meal Deal,1
Hamburgers,Big Red's Tavern,8.79,Drive Through,1
Hamburgers,Big Red's Tavern,8.79,24 Hours,1
Hamburgers,Big Red's Tavern,8.79,Calorie Menu,1
Hamburgers,Big Red's Tavern,8.79,Self-Serve Drinks,1
Hamburgers,Big Red's Tavern,8.79,Condiments,1
Hamburgers,Big Red's Tavern,8.79,Build Burger,0
Hamburgers,The All American,9.99,Meal Deal,1
Hamburgers,The All American,9.99,Drive Through,1
Hamburgers,The All American,9.99,24 Hours,1
