environment,item,criterion,cue,cueValue,year
United States,Anaheim,1456.0,Sport Team,0,1900
United States,Anaheim,1456.0,Airport,0,1900
United States,Anaheim,1456.0,Metro Station,0,1900
United States,Anaheim,1456.0,Rail Station,0,1900
United States,Anaheim,1456.0,Exposition Site,0,1900
United States,Anaheim,1456.0,National Capital,0,1900
United States,Tampa,15839.0,State Capital,0,1900
United States,Tampa,15839.0,Sport Team,0,1900
United States,Tampa,15839.0,Airport,0,1900
United States,Tampa,15839.0,Metro Station,0,1900
United States,Tampa,15839.0,Rail Station,0,1900
United States,Tampa,15839.0,Exposition Site,0,1900
United States,Tampa,15839.0,National Capital,0,1900
United States,Aurora,202.0,State Capital,0,1900
United States,Aurora,202.0,Sport Team,0,1900
United States,Aurora,202.0,Airport,0,1900
United States,Aurora,202.0,Metro Station,0,1900
United States,Aurora,202.0,Rail Station,0,1900
United States,Aurora,202.0,Exposition Site,0,1900
United States,Aurora,202.0,National Capital,0,1900
United States,Santa Ana,4933.0,State Capital,0,1900
United States,Santa Ana,4933.0,Sport Team,0,1900
United States,Santa Ana,4933.0,Airport,0,1900
United States,Santa Ana,4933.0,Metro Station,0,1900
United States,Santa Ana,4933.0,Rail Station,0,1900
United States,Santa Ana,4933.0,Exposition Site,0,1900
United States,Santa Ana,4933.0,National Capital,0,1900
United States,Saint Louis,575238.0,State Capital,0,1900
United States,Saint Louis,575238.0,Sport Team,1,1900
United States,Saint Louis,575238.0,Airport,0,1900
United States,Saint Louis,575238.0,Metro Station,0,1900
United States,Saint Louis,575238.0,Rail Station,1,1900
United States,Saint Louis,575238.0,Exposition Site,0,1900
United States,Saint Louis,575238.0,National Capital,0,1900
United States,Pittsburgh,321616.0,State Capital,0,1900
United States,Pittsburgh,321616.0,Sport Team,1,1900
United States,Pittsburgh,321616.0,Airport,0,1900
United States,Pittsburgh,321616.0,Metro Station,0,1900
United States,Pittsburgh,321616.0,Rail Station,0,1900
United States,Pittsburgh,321616.0,Exposition Site,0,1900
United States,Pittsburgh,321616.0,National Capital,0,1900
United States,Corpus Christi,4703.0,State Capital,0,1900
United States,Corpus Christi,4703.0,Sport Team,0,1900
United States,Corpus Christi,4703.0,Airport,0,1900
United States,Corpus Christi,4703.0,Metro Station,0,1900
United States,Corpus Christi,4703.0,Rail Station,0,1900
United States,Corpus Christi,4703.0,Exposition Site,0,1900
United States,Corpus Christi,4703.0,National Capital,0,1900
United States,Riverside,7973.0,State Capital,0,1900
United States,Riverside,7973.0,Sport Team,0,1900
United States,Riverside,7973.0,Airport,0,1900
United States,Riverside,7973.0,Metro Station,0,1900
United States,Riverside,7973.0,Rail Station,0,1900
United States,Riverside,7973.0,Exposition Site,0,1900
United States,Riverside,7973.0,National Capital,0,1900
United States,Cincinnati,325902.0,State Capital,0,1900
United States,Cincinnati,325902.0,Sport Team,1,1900
United States,Cincinnati,325902.0,Airport,0,1900
United States,Cincinnati,325902.0,Metro Station,0,1900
United States,Cincinnati,325902.0,Rail Station,0,1900
United States,Cincinnati,325902.0,Exposition Site,0,1900
United States,Cincinnati,325902.0,National Capital,0,1900
United States,Lexington,42071.0,State Capital,0,1900
United States,Lexington,42071.0,Sport Team,0,1900
United States,Lexington,42071.0,Airport,0,1900
United States,Lexington,42071.0,Metro Station,0,1900
United States,Lexington,42071.0,Rail Station,0,1900
United States,Lexington,42071.0,Exposition Site,0,1900
United States,Lexington,42071.0,National Capital,0,1900
United States,Anchorage,0.0,State Capital,0,1900
United States,Anchorage,0.0,Sport Team,0,1900
United States,Anchorage,0.0,Airport,0,1900
United States,Anchorage,0.0,Metro Station,0,1900
United States,Anchorage,0.0,Rail Station,0,1900
United States,Anchorage,0.0,Exposition Site,0,1900
United States,Anchorage,0.0,National Capital,0,1900
United States,Stockton,17506.0,State Capital,0,1900
United States,Stockton,17506.0,Sport Team,0,1900
United States,Stockton,17506.0,Airport,0,1900
United States,Stockton,17506.0,Metro Station,0,1900
United States,Stockton,17506.0,Rail Station,0,1900
United States,Stockton,17506.0,Exposition Site,0,1900
United States,Stockton,17506.0,National Capital,0,1900
United States,Toledo,131822.0,State Capital,0,1900
United States,Toledo,131822.0,Sport Team,0,1900
United States,Toledo,131822.0,Airport,0,1900
United States,Toledo,131822.0,Metro Station,0,1900
United States,Toledo,131822.0,Rail Station,0,1900
United States,Toledo,131822.0,Exposition Site,0,1900
United States,Toledo,131822.0,National Capital,0,1900
United States,Saint Paul,163065.0,State Capital,1,1900
United States,Saint Paul,163065.0,Sport Team,0,1900
United States,Saint Paul,163065.0,Airport,0,1900
United States,Saint Paul,163065.0,Metro Station,0,1900
United States,Saint Paul,163065.0,Rail Station,0,1900
United States,Saint Paul,163065.0,Exposition Site,0,1900
United States,Saint Paul,163065.0,National Capital,0,1900
United States,Newark,246070.0,State Capital,0,1900
United States,Newark,246070.0,Sport Team,0,1900
United States,Newark,246070.0,Airport,0,1900
United States,Newark,246070.0,Metro Station,0,1900
United States,Newark,246070.0,Rail Station,0,1900
United States,Newark,246070.0,Exposition Site,0,1900
United States,Newark,246070.0,National Capital,0,1900
United States,Greensboro,10035.0,State Capital,0,1900
United States,Greensboro,10035.0,Sport Team,0,1900
United States,Greensboro,10035.0,Airport,0,1900
United States,Greensboro,10035.0,Metro Station,0,1900
United States,Greensboro,10035.0,Rail Station,0,1900
United States,Greensboro,10035.0,Exposition Site,0,1900
United States,Greensboro,10035.0,National Capital,0,1900
United States,Buffalo,352387.0,State Capital,0,1900
United States,Buffalo,352387.0,Sport Team,0,1900
United States,Buffalo,352387.0,Airport,0,1900
United States,Buffalo,352387.0,Metro Station,0,1900
United States,Buffalo,352387.0,Rail Station,0,1900
United States,Buffalo,352387.0,Exposition Site,0,1900
United States,Buffalo,352387.0,National Capital,0,1900
United States,Plano,1304.0,State Capital,0,1900
United States,Plano,1304.0,Sport Team,0,1900
United States,Plano,1304.0,Airport,0,1900
United States,Plano,1304.0,Metro Station,0,1900
United States,Plano,1304.0,Rail Station,0,1900
United States,Plano,1304.0,Exposition Site,0,1900
United States,Plano,1304.0,National Capital,0,1900
United States,Lincoln,40169.0,State Capital,1,1900
United States,Lincoln,40169.0,Sport Team,0,1900
United States,Lincoln,40169.0,Airport,0,1900
United States,Lincoln,40169.0,Metro Station,0,1900
United States,Lincoln,40169.0,Rail Station,0,1900
United States,Lincoln,40169.0,Exposition Site,0,1900
United States,Lincoln,40169.0,National Capital,0,1900
United States,Henderson,0.0,State Capital,0,1900
United States,Henderson,0.0,Sport Team,0,1900
United States,Henderson,0.0,Airport,0,1900
United States,Henderson,0.0,Metro Station,0,1900
United States,Henderson,0.0,Rail Station,0,1900
United States,Henderson,0.0,Exposition Site,0,1900
United States,Henderson,0.0,National Capital,0,1900
United States,Fort Wayne,45115.0,State Capital,0,1900
United States,Fort Wayne,45115.0,Sport Team,0,1900
United States,Fort Wayne,45115.0,Airport,0,1900
United States,Fort Wayne,45115.0,Metro Station,0,1900
United States,Fort Wayne,45115.0,Rail Station,0,1900
United States,Fort Wayne,45115.0,Exposition Site,0,1900
United States,Fort Wayne,45115.0,National Capital,0,1900
United Kingdom,London,7519009.0,National Capital,1,2005
United Kingdom,London,7519009.0,Airport,1,2005
United Kingdom,London,7519009.0,Premier League,1,2005
United Kingdom,London,7519009.0,Rail Station,1,2005
United Kingdom,London,7519009.0,County,0,2005
United Kingdom,London,7519009.0,University,1,2005
United Kingdom,Birmingham,1014650.0,National Capital,0,2005
United Kingdom,Birmingham,1014650.0,Airport,1,2005
United Kingdom,Birmingham,1014650.0,Premier League,1,2005
United Kingdom,Birmingham,1014650.0,Rail Station,1,2005
United Kingdom,Birmingham,1014650.0,County,1,2005
United Kingdom,Birmingham,1014650.0,University,1,2005
United Kingdom,Glasgow,569240.0,National Capital,0,2005
United Kingdom,Glasgow,569240.0,Airport,1,2005
United Kingdom,Glasgow,569240.0,Premier League,0,2005
United Kingdom,Glasgow,569240.0,Rail Station,1,2005
United Kingdom,Glasgow,569240.0,County,1,2005
United Kingdom,Glasgow,569240.0,University,1,2005
United Kingdom,Liverpool,452278.0,National Capital,0,2005
United Kingdom,Liverpool,452278.0,Airport,1,2005
United Kingdom,Liverpool,452278.0,Premier League,1,2005
United Kingdom,Liverpool,452278.0,Rail Station,1,2005
United Kingdom,Liverpool,452278.0,County,0,2005
United Kingdom,Liverpool,452278.0,University,1,2005
United Kingdom,Leeds,735054.0,National Capital,0,2005
United Kingdom,Leeds,735054.0,Airport,1,2005
United Kingdom,Leeds,735054.0,Premier League,0,2005
United Kingdom,Leeds,735054.0,Rail Station,1,2005
United Kingdom,Leeds,735054.0,County,1,2005
United Kingdom,Leeds,735054.0,University,1,2005
United Kingdom,Sheffield,525721.0,National Capital,0,2005
United Kingdom,Sheffield,525721.0,Airport,1,2005
United Kingdom,Sheffield,525721.0,Premier League,0,2005
United Kingdom,Sheffield,525721.0,Rail Station,1,2005
United Kingdom,Sheffield,525721.0,County,0,2005
United Kingdom,Sheffield,525721.0,University,1,2005
United Kingdom,Edinburgh,449480.0,National Capital,1,2005
United Kingdom,Edinburgh,449480.0,Airport,1,2005
United Kingdom,Edinburgh,449480.0,Premier League,0,2005
United Kingdom,Edinburgh,449480.0,Rail Station,1,2005
United Kingdom,Edinburgh,449480.0,County,0,2005
United Kingdom,Edinburgh,449480.0,University,1,2005
United Kingdom,Bristol,405407.0,National Capital,0,2005
United Kingdom,Bristol,405407.0,Airport,1,2005
United Kingdom,Bristol,405407.0,Premier League,0,2005
United Kingdom,Bristol,405407.0,Rail Station,1,2005
United Kingdom,Bristol,405407.0,County,1,2005
United Kingdom,Bristol,405407.0,University,1,2005
United Kingdom,Manchester,455745.0,National Capital,0,2005
United Kingdom,Manchester,455745.0,Airport,1,2005
United Kingdom,Manchester,455745.0,Premier League,1,2005
United Kingdom,Manchester,455745.0,Rail Station,1,2005
United Kingdom,Manchester,455745.0,County,0,2005
United Kingdom,Manchester,455745.0,University,1,2005
United Kingdom,Leicester,301543.0,National Capital,0,2005
United Kingdom,Leicester,301543.0,Airport,1,2005
United Kingdom,Leicester,301543.0,Premier League,0,2005
United Kingdom,Leicester,301543.0,Rail Station,1,2005
United Kingdom,Leicester,301543.0,County,1,2005
United Kingdom,Leicester,301543.0,University,1,2005
United Kingdom,Coventry,298386.0,National Capital,0,2005
United Kingdom,Coventry,298386.0,Airport,1,2005
United Kingdom,Coventry,298386.0,Premier League,0,2005
United Kingdom,Coventry,298386.0,Rail Station,1,2005
United Kingdom,Coventry,298386.0,County,0,2005
United Kingdom,Coventry,298386.0,University,1,2005
United Kingdom,Kingston upon Hull,256400.0,National Capital,0,2005
United Kingdom,Kingston upon Hull,256400.0,Airport,1,2005
United Kingdom,Kingston upon Hull,256400.0,Premier League,0,2005
United Kingdom,Kingston upon Hull,256400.0,Rail Station,1,2005
United Kingdom,Kingston upon Hull,256400.0,County,1,2005
United Kingdom,Kingston upon Hull,256400.0,University,1,2005
United Kingdom,Bradford,491361.0,National Capital,0,2005
United Kingdom,Bradford,491361.0,Airport,1,2005
United Kingdom,Bradford,491361.0,Premier League,0,2005
United Kingdom,Bradford,491361.0,Rail Station,1,2005
United Kingdom,Bradford,491361.0,County,0,2005
United Kingdom,Bradford,491361.0,University,1,2005
United Kingdom,Cardiff,321001.0,National Capital,1,2005
United Kingdom,Cardiff,321001.0,Airport,1,2005
United Kingdom,Cardiff,321001.0,Premier League,0,2005
United Kingdom,Cardiff,321001.0,Rail Station,1,2005
United Kingdom,Cardiff,321001.0,County,1,2005
United Kingdom,Cardiff,321001.0,University,1,2005
United Kingdom,Belfast,273738.0,National Capital,1,2005
United Kingdom,Belfast,273738.0,Airport,1,2005
United Kingdom,Belfast,273738.0,Premier League,0,2005
United Kingdom,Belfast,273738.0,Rail Station,1,2005
United Kingdom,Belfast,273738.0,County,0,2005
United Kingdom,Belfast,273738.0,University,1,2005
United Kingdom,Stoke-on-Trent,241481.0,National Capital,0,2005
United Kingdom,Stoke-on-Trent,241481.0,Airport,0,2005
United Kingdom,Stoke-on-Trent,241481.0,Premier League,0,2005
United Kingdom,Stoke-on-Trent,241481.0,Rail Station,1,2005
United Kingdom,Stoke-on-Trent,241481.0,County,1,2005
United Kingdom,Stoke-on-Trent,241481.0,University,1,2005
United Kingdom,Wolverhampton,241647.0,National Capital,0,2005
United Kingdom,Wolverhampton,241647.0,Airport,1,2005
United Kingdom,Wolverhampton,241647.0,Premier League,0,2005
United Kingdom,Wolverhampton,241647.0,Rail Station,1,2005
United Kingdom,Wolverhampton,241647.0,County,0,2005
United Kingdom,Wolverhampton,241647.0,University,1,2005
United Kingdom,Nottingham,284834.0,National Capital,0,2005
United Kingdom,Nottingham,284834.0,Airport,1,2005
United Kingdom,Nottingham,284834.0,Premier League,0,2005
United Kingdom,Nottingham,284834.0,Rail Station,1,2005
United Kingdom,Nottingham,284834.0,County,1,2005
United Kingdom,Nottingham,284834.0,University,1,2005
United Kingdom,Plymouth,247516.0,National Capital,0,2005
United Kingdom,Plymouth,247516.0,Airport,1,2005
United Kingdom,Plymouth,247516.0,Premier League,0,2005
United Kingdom,Plymouth,247516.0,Rail Station,1,2005
United Kingdom,Plymouth,247516.0,County,1,2005
United Kingdom,Plymouth,247516.0,University,1,2005
United Kingdom,Southampton,226655.0,National Capital,0,2005
United Kingdom,Southampton,226655.0,Airport,1,2005
United Kingdom,Southampton,226655.0,Premier League,1,2005
United Kingdom,Southampton,226655.0,Rail Station,1,2005
United Kingdom,Southampton,226655.0,County,1,2005
United Kingdom,Southampton,226655.0,University,1,2005
United Kingdom,Reading,146940.0,National Capital,0,2005
United Kingdom,Reading,146940.0,Airport,0,2005
United Kingdom,Reading,146940.0,Premier League,0,2005
United Kingdom,Reading,146940.0,Rail Station,1,2005
United Kingdom,Reading,146940.0,County,1,2005
United Kingdom,Reading,146940.0,University,1,2005
United Kingdom,Derby,236470.0,National Capital,0,2005
United Kingdom,Derby,236470.0,Airport,1,2005
United Kingdom,Derby,236470.0,Premier League,0,2005
United Kingdom,Derby,236470.0,Rail Station,1,2005
United Kingdom,Derby,236470.0,County,1,2005
United Kingdom,Derby,236470.0,University,1,2005
United Kingdom,Dudley,307004.0,National Capital,0,2005
United Kingdom,Dudley,307004.0,Airport,0,2005
United Kingdom,Dudley,307004.0,Premier League,0,2005
United Kingdom,Dudley,307004.0,Rail Station,1,2005
United Kingdom,Dudley,307004.0,County,0,2005
United Kingdom,Dudley,307004.0,University,1,2005
United Kingdom,Newcastle upon Tyne,269608.0,National Capital,0,2005
United Kingdom,Newcastle upon Tyne,269608.0,Airport,1,2005
United Kingdom,Newcastle upon Tyne,269608.0,Premier League,1,2005
United Kingdom,Newcastle upon Tyne,269608.0,Rail Station,1,2005
United Kingdom,Newcastle upon Tyne,269608.0,County,1,2005
United Kingdom,Newcastle upon Tyne,269608.0,University,1,2005
United Kingdom,Northampton,196807.0,National Capital,0,2005
United Kingdom,Northampton,196807.0,Airport,0,2005
United Kingdom,Northampton,196807.0,Premier League,0,2005
United Kingdom,Northampton,196807.0,Rail Station,1,2005
United Kingdom,Northampton,196807.0,County,0,2005
United Kingdom,Northampton,196807.0,University,1,2005
United Kingdom,Portsmouth,196318.0,National Capital,0,2005
United Kingdom,Portsmouth,196318.0,Airport,0,2005
United Kingdom,Portsmouth,196318.0,Premier League,1,2005
United Kingdom,Portsmouth,196318.0,Rail Station,1,2005
United Kingdom,Portsmouth,196318.0,County,1,2005
United Kingdom,Portsmouth,196318.0,University,1,2005
United Kingdom,Luton,185392.0,National Capital,0,2005
United Kingdom,Luton,185392.0,Airport,1,2005
United Kingdom,Luton,185392.0,Premier League,0,2005
United Kingdom,Luton,185392.0,Rail Station,1,2005
United Kingdom,Luton,185392.0,County,1,2005
United Kingdom,Luton,185392.0,University,0,2005
United Kingdom,Preston,136200.0,National Capital,0,2005
United Kingdom,Preston,136200.0,Airport,0,2005
United Kingdom,Preston,136200.0,Premier League,0,2005
United Kingdom,Preston,136200.0,Rail Station,1,2005
United Kingdom,Preston,136200.0,County,0,2005
United Kingdom,Preston,136200.0,University,1,2005
United Kingdom,Aberdeen,208690.0,National Capital,0,2005
United Kingdom,Aberdeen,208690.0,Airport,1,2005
United Kingdom,Aberdeen,208690.0,Premier League,0,2005
United Kingdom,Aberdeen,208690.0,Rail Station,1,2005
United Kingdom,Aberdeen,208690.0,County,1,2005
United Kingdom,Aberdeen,208690.0,University,1,2005
United Kingdom,Milton Keynes,223462.0,National Capital,0,2005
United Kingdom,Milton Keynes,223462.0,Airport,0,2005
United Kingdom,Milton Keynes,223462.0,Premier League,0,2005
United Kingdom,Milton Keynes,223462.0,Rail Station,1,2005
United Kingdom,Milton Keynes,223462.0,County,0,2005
United Kingdom,Milton Keynes,223462.0,University,1,2005
United Kingdom,Sunderland,279199.0,National Capital,0,2005
United Kingdom,Sunderland,279199.0,Airport,0,2005
United Kingdom,Sunderland,279199.0,Premier League,0,2005
United Kingdom,Sunderland,279199.0,Rail Station,1,2005
United Kingdom,Sunderland,279199.0,County,1,2005
United Kingdom,Sunderland,279199.0,University,1,2005
United Kingdom,Norwich,125630.0,National Capital,0,2005
United Kingdom,Norwich,125630.0,Airport,1,2005
United Kingdom,Norwich,125630.0,Premier League,1,2005
United Kingdom,Norwich,125630.0,Rail Station,1,2005
United Kingdom,Norwich,125630.0,County,1,2005
United Kingdom,Norwich,125630.0,University,1,2005
United Kingdom,Walsall,258172.0,National Capital,0,2005
United Kingdom,Walsall,258172.0,Airport,0,2005
United Kingdom,Walsall,258172.0,Premier League,0,2005
United Kingdom,Walsall,258172.0,Rail Station,1,2005
United Kingdom,Walsall,258172.0,County,0,2005
United Kingdom,Walsall,258172.0,University,1,2005
United Kingdom,Swansea,229347.0,National Capital,0,2005
United Kingdom,Swansea,229347.0,Airport,1,2005
United Kingdom,Swansea,229347.0,Premier League,0,2005
United Kingdom,Swansea,229347.0,Rail Station,1,2005
United Kingdom,Swansea,229347.0,County,1,2005
United Kingdom,Swansea,229347.0,University,1,2005
United Kingdom,Bournemouth,165990.0,National Capital,0,2005
United Kingdom,Bournemouth,165990.0,Airport,1,2005
United Kingdom,Bournemouth,165990.0,Premier League,0,2005
United Kingdom,Bournemouth,165990.0,Rail Station,1,2005
United Kingdom,Bournemouth,165990.0,County,1,2005
United Kingdom,Bournemouth,165990.0,University,1,2005
United Kingdom,Southend-on-Sea,162645.0,National Capital,0,2005
United Kingdom,Southend-on-Sea,162645.0,Airport,1,2005
United Kingdom,Southend-on-Sea,162645.0,Premier League,0,2005
United Kingdom,Southend-on-Sea,162645.0,Rail Station,1,2005
United Kingdom,Southend-on-Sea,162645.0,County,1,2005
United Kingdom,Southend-on-Sea,162645.0,University,1,2005
United Kingdom,Swindon,189684.0,National Capital,0,2005
United Kingdom,Swindon,189684.0,Airport,0,2005
United Kingdom,Swindon,189684.0,Premier League,0,2005
United Kingdom,Swindon,189684.0,Rail Station,1,2005
United Kingdom,Swindon,189684.0,County,0,2005
United Kingdom,Swindon,189684.0,University,0,2005
United Kingdom,Dundee,143600.0,National Capital,0,2005
United Kingdom,Dundee,143600.0,Airport,1,2005
United Kingdom,Dundee,143600.0,Premier League,0,2005
United Kingdom,Dundee,143600.0,Rail Station,1,2005
United Kingdom,Dundee,143600.0,County,1,2005
United Kingdom,Dundee,143600.0,University,1,2005
United Kingdom,Poole,139853.0,National Capital,0,2005
United Kingdom,Poole,139853.0,Airport,0,2005
United Kingdom,Poole,139853.0,Premier League,0,2005
United Kingdom,Poole,139853.0,Rail Station,1,2005
United Kingdom,Poole,139853.0,County,1,2005
United Kingdom,Poole,139853.0,University,1,2005
United Kingdom,Oxford,145383.0,National Capital,0,2005
United Kingdom,Oxford,145383.0,Airport,1,2005
United Kingdom,Oxford,145383.0,Premier League,0,2005
United Kingdom,Oxford,145383.0,Rail Station,1,2005
United Kingdom,Oxford,145383.0,County,1,2005
United Kingdom,Oxford,145383.0,University,1,2005
United Kingdom,Middlesbrough,138517.0,National Capital,0,2005
United Kingdom,Middlesbrough,138517.0,Airport,0,2005
United Kingdom,Middlesbrough,138517.0,Premier League,1,2005
United Kingdom,Middlesbrough,138517.0,Rail Station,1,2005
United Kingdom,Middlesbrough,138517.0,County,1,2005
United Kingdom,Middlesbrough,138517.0,University,1,2005
United Kingdom,Blackpool,143688.0,National Capital,0,2005
United Kingdom,Blackpool,143688.0,Airport,1,2005
United Kingdom,Blackpool,143688.0,Premier League,0,2005
United Kingdom,Blackpool,143688.0,Rail Station,1,2005
United Kingdom,Blackpool,143688.0,County,1,2005
United Kingdom,Blackpool,143688.0,University,0,2005
United Kingdom,Bolton,265016.0,National Capital,0,2005
United Kingdom,Bolton,265016.0,Airport,0,2005
United Kingdom,Bolton,265016.0,Premier League,1,2005
United Kingdom,Bolton,265016.0,Rail Station,1,2005
United Kingdom,Bolton,265016.0,County,0,2005
United Kingdom,Bolton,265016.0,University,1,2005
United Kingdom,Ipswich,124028.0,National Capital,0,2005
United Kingdom,Ipswich,124028.0,Airport,0,2005
United Kingdom,Ipswich,124028.0,Premier League,0,2005
United Kingdom,Ipswich,124028.0,Rail Station,1,2005
United Kingdom,Ipswich,124028.0,County,1,2005
United Kingdom,Ipswich,124028.0,University,0,2005
United Kingdom,Telford,161535.0,National Capital,0,2005
United Kingdom,Telford,161535.0,Airport,0,2005
United Kingdom,Telford,161535.0,Premier League,0,2005
United Kingdom,Telford,161535.0,Rail Station,1,2005
United Kingdom,Telford,161535.0,County,0,2005
United Kingdom,Telford,161535.0,University,1,2005
United Kingdom,York,188214.0,National Capital,0,2005
United Kingdom,York,188214.0,Airport,0,2005
United Kingdom,York,188214.0,Premier League,0,2005
United Kingdom,York,188214.0,Rail Station,1,2005
United Kingdom,York,188214.0,County,1,2005
United Kingdom,York,188214.0,University,1,2005
United Kingdom,Peterborough,167220.0,National Capital,0,2005
United Kingdom,Peterborough,167220.0,Airport,0,2005
United Kingdom,Peterborough,167220.0,Premier League,0,2005
United Kingdom,Peterborough,167220.0,Rail Station,1,2005
United Kingdom,Peterborough,167220.0,County,1,2005
United Kingdom,Peterborough,167220.0,University,1,2005
United Kingdom,Stockport,281195.0,National Capital,0,2005
United Kingdom,Stockport,281195.0,Airport,1,2005
United Kingdom,Stockport,281195.0,Premier League,0,2005
United Kingdom,Stockport,281195.0,Rail Station,1,2005
United Kingdom,Stockport,281195.0,County,0,2005
United Kingdom,Stockport,281195.0,University,0,2005
United Kingdom,Brighton,252863.0,National Capital,0,2005
United Kingdom,Brighton,252863.0,Airport,1,2005
United Kingdom,Brighton,252863.0,Premier League,0,2005
United Kingdom,Brighton,252863.0,Rail Station,1,2005
United Kingdom,Brighton,252863.0,County,0,2005
United Kingdom,Brighton,252863.0,University,1,2005
United Kingdom,Slough,122874.0,National Capital,0,2005
United Kingdom,Slough,122874.0,Airport,0,2005
United Kingdom,Slough,122874.0,Premier League,0,2005
United Kingdom,Slough,122874.0,Rail Station,1,2005
United Kingdom,Slough,122874.0,County,1,2005
United Kingdom,Slough,122874.0,University,1,2005
United Kingdom,Gloucester,113876.0,National Capital,0,2005
United Kingdom,Gloucester,113876.0,Airport,1,2005
United Kingdom,Gloucester,113876.0,Premier League,0,2005
United Kingdom,Gloucester,113876.0,Rail Station,1,2005
United Kingdom,Gloucester,113876.0,County,1,2005
United Kingdom,Gloucester,113876.0,University,1,2005
United Kingdom,Watford,82138.0,National Capital,0,2005
United Kingdom,Watford,82138.0,Airport,0,2005
United Kingdom,Watford,82138.0,Premier League,0,2005
United Kingdom,Watford,82138.0,Rail Station,1,2005
United Kingdom,Watford,82138.0,County,0,2005
United Kingdom,Watford,82138.0,University,0,2005
United Kingdom,Rotherham,252675.0,National Capital,0,2005
United Kingdom,Rotherham,252675.0,Airport,0,2005
United Kingdom,Rotherham,252675.0,Premier League,0,2005
United Kingdom,Rotherham,252675.0,Rail Station,1,2005
United Kingdom,Rotherham,252675.0,County,0,2005
United Kingdom,Rotherham,252675.0,University,0,2005
United Kingdom,Newport,139617.0,National Capital,0,2005
United Kingdom,Newport,139617.0,Airport,0,2005
United Kingdom,Newport,139617.0,Premier League,0,2005
United Kingdom,Newport,139617.0,Rail Station,1,2005
United Kingdom,Newport,139617.0,County,0,2005
United Kingdom,Newport,139617.0,University,1,2005
United Kingdom,Cambridge,117217.0,National Capital,0,2005
United Kingdom,Cambridge,117217.0,Airport,1,2005
United Kingdom,Cambridge,117217.0,Premier League,0,2005
United Kingdom,Cambridge,117217.0,Rail Station,1,2005
United Kingdom,Cambridge,117217.0,County,1,2005
United Kingdom,Cambridge,117217.0,University,1,2005
United Kingdom,Exeter,112970.0,National Capital,0,2005
United Kingdom,Exeter,112970.0,Airport,1,2005
United Kingdom,Exeter,112970.0,Premier League,0,2005
United Kingdom,Exeter,112970.0,Rail Station,1,2005
United Kingdom,Exeter,112970.0,County,0,2005
United Kingdom,Exeter,112970.0,University,1,2005
United Kingdom,Eastbourne,95500.0,National Capital,0,2005
United Kingdom,Eastbourne,95500.0,Airport,0,2005
United Kingdom,Eastbourne,95500.0,Premier League,0,2005
United Kingdom,Eastbourne,95500.0,Rail Station,1,2005
United Kingdom,Eastbourne,95500.0,County,0,2005
United Kingdom,Eastbourne,95500.0,University,1,2005
United Kingdom,Sutton Coldfield,182103.0,National Capital,0,2005
United Kingdom,Sutton Coldfield,182103.0,Airport,0,2005
United Kingdom,Sutton Coldfield,182103.0,Premier League,0,2005
United Kingdom,Sutton Coldfield,182103.0,Rail Station,1,2005
United Kingdom,Sutton Coldfield,182103.0,County,0,2005
United Kingdom,Sutton Coldfield,182103.0,University,0,2005
United Kingdom,Blackburn,142145.0,National Capital,0,2005
United Kingdom,Blackburn,142145.0,Airport,0,2005
United Kingdom,Blackburn,142145.0,Premier League,1,2005
United Kingdom,Blackburn,142145.0,Rail Station,1,2005
United Kingdom,Blackburn,142145.0,County,1,2005
United Kingdom,Blackburn,142145.0,University,0,2005
United Kingdom,Colchester,162038.0,National Capital,0,2005
United Kingdom,Colchester,162038.0,Airport,0,2005
United Kingdom,Colchester,162038.0,Premier League,0,2005
United Kingdom,Colchester,162038.0,Rail Station,1,2005
United Kingdom,Colchester,162038.0,County,0,2005
United Kingdom,Colchester,162038.0,University,1,2005
United Kingdom,Oldham,219288.0,National Capital,0,2005
United Kingdom,Oldham,219288.0,Airport,0,2005
United Kingdom,Oldham,219288.0,Premier League,0,2005
United Kingdom,Oldham,219288.0,Rail Station,0,2005
United Kingdom,Oldham,219288.0,County,0,2005
United Kingdom,Oldham,219288.0,University,1,2005
United Kingdom,St. Helens,175361.0,National Capital,0,2005
United Kingdom,St. Helens,175361.0,Airport,0,2005
United Kingdom,St. Helens,175361.0,Premier League,0,2005
United Kingdom,St. Helens,175361.0,Rail Station,1,2005
United Kingdom,St. Helens,175361.0,County,0,2005
United Kingdom,St. Helens,175361.0,University,0,2005
United Kingdom,Woking,91072.0,National Capital,0,2005
United Kingdom,Woking,91072.0,Airport,0,2005
United Kingdom,Woking,91072.0,Premier League,0,2005
United Kingdom,Woking,91072.0,Rail Station,1,2005
United Kingdom,Woking,91072.0,County,0,2005
United Kingdom,Woking,91072.0,University,0,2005
United Kingdom,Crawley,99703.0,National Capital,0,2005
United Kingdom,Crawley,99703.0,Airport,1,2005
United Kingdom,Crawley,99703.0,Premier League,0,2005
United Kingdom,Crawley,99703.0,Rail Station,1,2005
United Kingdom,Crawley,99703.0,County,0,2005
United Kingdom,Crawley,99703.0,University,0,2005
United Kingdom,London,7322403.0,National Capital,1,2001
United Kingdom,London,7322403.0,Airport,1,2001
United Kingdom,London,7322403.0,Premier League,1,2001
United Kingdom,London,7322403.0,Rail Station,1,2001
United Kingdom,London,7322403.0,County,0,2001
