environment,item,criterion,cue,cueValue,year
Italy,Foggia,154780.0,Serie A,0,2005
Italy,Foggia,154780.0,Rail Station,1,2005
Italy,Foggia,154780.0,Airport,1,2005
Italy,Foggia,154780.0,National Capital,0,2005
Italy,Foggia,154780.0,University,1,2005
Italy,Foggia,154780.0,Serie B,0,2005
Italy,Foggia,154780.0,Po Valley,0,2005
Italy,Rimini,134700.0,Regional Capital,0,2005
Italy,Rimini,134700.0,Serie A,0,2005
Italy,Rimini,134700.0,Rail Station,1,2005
Italy,Rimini,134700.0,Airport,1,2005
Italy,Rimini,134700.0,National Capital,0,2005
Italy,Rimini,134700.0,University,0,2005
Italy,Rimini,134700.0,Serie B,0,2005
Italy,Rimini,134700.0,Po Valley,1,2005
Italy,Salerno,135818.0,Regional Capital,0,2005
Italy,Salerno,135818.0,Serie A,0,2005
Italy,Salerno,135818.0,Rail Station,1,2005
Italy,Salerno,135818.0,Airport,0,2005
Italy,Salerno,135818.0,National Capital,0,2005
Italy,Salerno,135818.0,University,1,2005
Italy,Salerno,135818.0,Serie B,1,2005
Italy,Salerno,135818.0,Po Valley,0,2005
Italy,Ferrara,131907.0,Regional Capital,0,2005
Italy,Ferrara,131907.0,Serie A,0,2005
Italy,Ferrara,131907.0,Rail Station,1,2005
Italy,Ferrara,131907.0,Airport,0,2005
Italy,Ferrara,131907.0,National Capital,0,2005
Italy,Ferrara,131907.0,University,1,2005
Italy,Ferrara,131907.0,Serie B,0,2005
Italy,Ferrara,131907.0,Po Valley,1,2005
Italy,Sassari,124929.0,Regional Capital,0,2005
Italy,Sassari,124929.0,Serie A,0,2005
Italy,Sassari,124929.0,Rail Station,1,2005
Italy,Sassari,124929.0,Airport,0,2005
Italy,Sassari,124929.0,National Capital,0,2005
Italy,Sassari,124929.0,University,1,2005
Italy,Sassari,124929.0,Serie B,0,2005
Italy,Sassari,124929.0,Po Valley,0,2005
Italy,Syracuse,123332.0,Regional Capital,0,2005
Italy,Syracuse,123332.0,Serie A,0,2005
Italy,Syracuse,123332.0,Rail Station,1,2005
Italy,Syracuse,123332.0,Airport,0,2005
Italy,Syracuse,123332.0,National Capital,0,2005
Italy,Syracuse,123332.0,University,0,2005
Italy,Syracuse,123332.0,Serie B,0,2005
Italy,Syracuse,123332.0,Po Valley,0,2005
Italy,Pescara,122577.0,Regional Capital,0,2005
Italy,Pescara,122577.0,Serie A,0,2005
Italy,Pescara,122577.0,Rail Station,1,2005
Italy,Pescara,122577.0,Airport,1,2005
Italy,Pescara,122577.0,National Capital,0,2005
Italy,Pescara,122577.0,University,0,2005
Italy,Pescara,122577.0,Serie B,0,2005
Italy,Pescara,122577.0,Po Valley,0,2005
Italy,Monza,122263.0,Regional Capital,0,2005
Italy,Monza,122263.0,Serie A,0,2005
Italy,Monza,122263.0,Rail Station,1,2005
Italy,Monza,122263.0,Airport,0,2005
Italy,Monza,122263.0,National Capital,0,2005
Italy,Monza,122263.0,University,0,2005
Italy,Monza,122263.0,Serie B,0,2005
Italy,Monza,122263.0,Po Valley,1,2005
Italy,Latina,111946.0,Regional Capital,0,2005
Italy,Latina,111946.0,Serie A,0,2005
Italy,Latina,111946.0,Rail Station,0,2005
Italy,Latina,111946.0,Airport,0,2005
Italy,Latina,111946.0,National Capital,0,2005
Italy,Latina,111946.0,University,0,2005
Italy,Latina,111946.0,Serie B,0,2005
Italy,Latina,111946.0,Po Valley,0,2005
Italy,Bergamo,116510.0,Regional Capital,0,2005
Italy,Bergamo,116510.0,Serie A,1,2005
Italy,Bergamo,116510.0,Rail Station,1,2005
Italy,Bergamo,116510.0,Airport,1,2005
Italy,Bergamo,116510.0,National Capital,0,2005
Italy,Bergamo,116510.0,University,1,2005
Italy,Bergamo,116510.0,Serie B,0,2005
Italy,Bergamo,116510.0,Po Valley,1,2005
Italy,Forlì,111495.0,Regional Capital,0,2005
Italy,Forlì,111495.0,Serie A,0,2005
Italy,Forlì,111495.0,Rail Station,1,2005
Italy,Forlì,111495.0,Airport,1,2005
Italy,Forlì,111495.0,National Capital,0,2005
Italy,Forlì,111495.0,University,0,2005
Italy,Forlì,111495.0,Serie B,0,2005
Italy,Forlì,111495.0,Po Valley,1,2005
Italy,Giugliano,105951.0,Regional Capital,0,2005
Italy,Giugliano,105951.0,Serie A,0,2005
Italy,Giugliano,105951.0,Rail Station,0,2005
Italy,Giugliano,105951.0,Airport,0,2005
Italy,Giugliano,105951.0,National Capital,0,2005
Italy,Giugliano,105951.0,University,0,2005
Italy,Giugliano,105951.0,Serie B,0,2005
Italy,Giugliano,105951.0,Po Valley,0,2005
Italy,Trento,110142.0,Regional Capital,1,2005
Italy,Trento,110142.0,Serie A,0,2005
Italy,Trento,110142.0,Rail Station,1,2005
Italy,Trento,110142.0,Airport,0,2005
Italy,Trento,110142.0,National Capital,0,2005
Italy,Trento,110142.0,University,1,2005
Italy,Trento,110142.0,Serie B,0,2005
Italy,Trento,110142.0,Po Valley,0,2005
Italy,Vicenza,113483.0,Regional Capital,0,2005
Italy,Vicenza,113483.0,Serie A,0,2005
Italy,Vicenza,113483.0,Rail Station,1,2005
Italy,Vicenza,113483.0,Airport,1,2005
Italy,Vicenza,113483.0,National Capital,0,2005
Italy,Vicenza,113483.0,University,0,2005
Italy,Vicenza,113483.0,Serie B,1,2005
Italy,Vicenza,113483.0,Po Valley,1,2005
Italy,Terni,108999.0,Regional Capital,0,2005
Italy,Terni,108999.0,Serie A,0,2005
Italy,Terni,108999.0,Rail Station,1,2005
Italy,Terni,108999.0,Airport,0,2005
Italy,Terni,108999.0,National Capital,0,2005
Italy,Terni,108999.0,University,0,2005
Italy,Terni,108999.0,Serie B,1,2005
Italy,Terni,108999.0,Po Valley,0,2005
Italy,Novara,102746.0,Regional Capital,0,2005
Italy,Novara,102746.0,Serie A,0,2005
Italy,Novara,102746.0,Rail Station,1,2005
Italy,Novara,102746.0,Airport,0,2005
Italy,Novara,102746.0,National Capital,0,2005
Italy,Novara,102746.0,University,0,2005
Italy,Novara,102746.0,Serie B,0,2005
Italy,Novara,102746.0,Po Valley,1,2005
Italy,Bolzano,97236.0,Regional Capital,1,2005
Italy,Bolzano,97236.0,Serie A,0,2005
Italy,Bolzano,97236.0,Rail Station,1,2005
Italy,Bolzano,97236.0,Airport,1,2005
Italy,Bolzano,97236.0,National Capital,0,2005
Italy,Bolzano,97236.0,University,1,2005
Italy,Bolzano,97236.0,Serie B,0,2005
Italy,Bolzano,97236.0,Po Valley,0,2005
Italy,Piacenza,99150.0,Regional Capital,0,2005
Italy,Piacenza,99150.0,Serie A,0,2005
Italy,Piacenza,99150.0,Rail Station,1,2005
Italy,Piacenza,99150.0,Airport,0,2005
Italy,Piacenza,99150.0,National Capital,0,2005
Italy,Piacenza,99150.0,University,0,2005
Italy,Piacenza,99150.0,Serie B,1,2005
Italy,Piacenza,99150.0,Po Valley,1,2005
Italy,Ancona,101797.0,Regional Capital,1,2005
Italy,Ancona,101797.0,Serie A,0,2005
Italy,Ancona,101797.0,Rail Station,1,2005
Italy,Ancona,101797.0,Airport,1,2005
Italy,Ancona,101797.0,National Capital,0,2005
Italy,Ancona,101797.0,University,1,2005
Italy,Ancona,101797.0,Serie B,0,2005
Italy,Ancona,101797.0,Po Valley,0,2005
Italy,Arezzo,94675.0,Regional Capital,0,2005
Italy,Arezzo,94675.0,Serie A,0,2005
Italy,Arezzo,94675.0,Rail Station,1,2005
Italy,Arezzo,94675.0,Airport,0,2005
Italy,Arezzo,94675.0,National Capital,0,2005
Italy,Arezzo,94675.0,University,0,2005
Italy,Arezzo,94675.0,Serie B,1,2005
Italy,Arezzo,94675.0,Po Valley,0,2005
Italy,Andria,97382.0,Regional Capital,0,2005
Italy,Andria,97382.0,Serie A,0,2005
Italy,Andria,97382.0,Rail Station,0,2005
Italy,Andria,97382.0,Airport,0,2005
Italy,Andria,97382.0,National Capital,0,2005
Italy,Andria,97382.0,University,0,2005
Italy,Andria,97382.0,Serie B,0,2005
Italy,Andria,97382.0,Po Valley,0,2005
Italy,Rome,2570489.0,Regional Capital,1,2000
Italy,Rome,2570489.0,Serie A,1,2000
Italy,Rome,2570489.0,Rail Station,1,2000
Italy,Rome,2570489.0,Airport,1,2000
Italy,Rome,2570489.0,National Capital,1,2000
Italy,Rome,2570489.0,University,1,2000
Italy,Rome,2570489.0,Serie B,0,2000
Italy,Rome,2570489.0,Po Valley,0,2000
Italy,Milan,1268062.0,Regional Capital,1,2000
Italy,Milan,1268062.0,Serie A,1,2000
Italy,Milan,1268062.0,Rail Station,1,2000
Italy,Milan,1268062.0,Airport,1,2000
Italy,Milan,1268062.0,National Capital,0,2000
Italy,Milan,1268062.0,University,1,2000
Italy,Milan,1268062.0,Serie B,0,2000
Italy,Milan,1268062.0,Po Valley,1,2000
Italy,Naples,1007464.0,Regional Capital,1,2000
Italy,Naples,1007464.0,Serie A,0,2000
Italy,Naples,1007464.0,Rail Station,1,2000
Italy,Naples,1007464.0,Airport,1,2000
Italy,Naples,1007464.0,National Capital,0,2000
Italy,Naples,1007464.0,University,1,2000
Italy,Naples,1007464.0,Serie B,1,2000
Italy,Naples,1007464.0,Po Valley,0,2000
Italy,Turin,879285.0,Regional Capital,1,2000
Italy,Turin,879285.0,Serie A,1,2000
Italy,Turin,879285.0,Rail Station,1,2000
Italy,Turin,879285.0,Airport,1,2000
Italy,Turin,879285.0,National Capital,0,2000
Italy,Turin,879285.0,University,1,2000
Italy,Turin,879285.0,Serie B,0,2000
Italy,Turin,879285.0,Po Valley,1,2000
Italy,Palermo,694912.0,Regional Capital,1,2000
Italy,Palermo,694912.0,Serie A,0,2000
Italy,Palermo,694912.0,Rail Station,1,2000
Italy,Palermo,694912.0,Airport,1,2000
Italy,Palermo,694912.0,National Capital,0,2000
Italy,Palermo,694912.0,University,1,2000
Italy,Palermo,694912.0,Serie B,0,2000
Italy,Palermo,694912.0,Po Valley,0,2000
Italy,Genoa,620920.0,Regional Capital,1,2000
Italy,Genoa,620920.0,Serie A,0,2000
Italy,Genoa,620920.0,Rail Station,1,2000
Italy,Genoa,620920.0,Airport,1,2000
Italy,Genoa,620920.0,National Capital,0,2000
Italy,Genoa,620920.0,University,1,2000
Italy,Genoa,620920.0,Serie B,1,2000
Italy,Genoa,620920.0,Po Valley,1,2000
Italy,Bologna,372644.0,Regional Capital,1,2000
Italy,Bologna,372644.0,Serie A,1,2000
Italy,Bologna,372644.0,Rail Station,1,2000
Italy,Bologna,372644.0,Airport,1,2000
Italy,Bologna,372644.0,National Capital,0,2000
Italy,Bologna,372644.0,University,1,2000
Italy,Bologna,372644.0,Serie B,0,2000
Italy,Bologna,372644.0,Po Valley,1,2000
Italy,Florence,362828.0,Regional Capital,1,2000
Italy,Florence,362828.0,Serie A,1,2000
Italy,Florence,362828.0,Rail Station,1,2000
Italy,Florence,362828.0,Airport,1,2000
Italy,Florence,362828.0,National Capital,0,2000
Italy,Florence,362828.0,University,1,2000
Italy,Florence,362828.0,Serie B,0,2000
Italy,Florence,362828.0,Po Valley,0,2000
Italy,Bari,322080.0,Regional Capital,1,2000
Italy,Bari,322080.0,Serie A,1,2000
Italy,Bari,322080.0,Rail Station,1,2000
Italy,Bari,322080.0,Airport,1,2000
Italy,Bari,322080.0,National Capital,0,2000
Italy,Bari,322080.0,University,1,2000
Italy,Bari,322080.0,Serie B,0,2000
Italy,Bari,322080.0,Po Valley,0,2000
Italy,Catania,316516.0,Regional Capital,0,2000
Italy,Catania,316516.0,Serie A,0,2000
Italy,Catania,316516.0,Rail Station,1,2000
Italy,Catania,316516.0,Airport,1,2000
Italy,Catania,316516.0,National Capital,0,2000
Italy,Catania,316516.0,University,1,2000
Italy,Catania,316516.0,Serie B,0,2000
Italy,Catania,316516.0,Po Valley,0,2000
Italy,Venice,273988.0,Regional Capital,1,2000
Italy,Venice,273988.0,Serie A,1,2000
Italy,Venice,273988.0,Rail Station,1,2000
Italy,Venice,273988.0,Airport,1,2000
Italy,Venice,273988.0,National Capital,0,2000
Italy,Venice,273988.0,University,1,2000
Italy,Venice,273988.0,Serie B,0,2000
Italy,Venice,273988.0,Po Valley,1,2000
Italy,Verona,251140.0,Regional Capital,0,2000
Italy,Verona,251140.0,Serie A,1,2000
Italy,Verona,251140.0,Rail Station,1,2000
Italy,Verona,251140.0,Airport,1,2000
Italy,Verona,251140.0,National Capital,0,2000
Italy,Verona,251140.0,University,1,2000
Italy,Verona,251140.0,Serie B,1,2000
Italy,Verona,251140.0,Po Valley,1,2000
Italy,Messina,247936.0,Regional Capital,0,2000
Italy,Messina,247936.0,Serie A,0,2000
Italy,Messina,247936.0,Rail Station,1,2000
Italy,Messina,247936.0,Airport,0,2000
Italy,Messina,247936.0,National Capital,0,2000
Italy,Messina,247936.0,University,1,2000
Italy,Messina,247936.0,Serie B,0,2000
Italy,Messina,247936.0,Po Valley,0,2000
Italy,Padua,205551.0,Regional Capital,0,2000
Italy,Padua,205551.0,Serie A,0,2000
Italy,Padua,205551.0,Rail Station,1,2000
Italy,Padua,205551.0,Airport,1,2000
Italy,Padua,205551.0,National Capital,0,2000
Italy,Padua,205551.0,University,1,2000
Italy,Padua,205551.0,Serie B,0,2000
Italy,Padua,205551.0,Po Valley,1,2000
Italy,Trieste,213957.0,Regional Capital,1,2000
Italy,Trieste,213957.0,Serie A,0,2000
Italy,Trieste,213957.0,Rail Station,1,2000
Italy,Trieste,213957.0,Airport,1,2000
Italy,Trieste,213957.0,National Capital,0,2000
Italy,Trieste,213957.0,University,1,2000
Italy,Trieste,213957.0,Serie B,0,2000
Italy,Trieste,213957.0,Po Valley,1,2000
Italy,Brescia,187682.0,Regional Capital,0,2000
Italy,Brescia,187682.0,Serie A,0,2000
Italy,Brescia,187682.0,Rail Station,1,2000
Italy,Brescia,187682.0,Airport,1,2000
Italy,Brescia,187682.0,National Capital,0,2000
Italy,Brescia,187682.0,University,0,2000
Italy,Brescia,187682.0,Serie B,1,2000
Italy,Brescia,187682.0,Po Valley,1,2000
Italy,Taranto,205881.0,Regional Capital,0,2000
Italy,Taranto,205881.0,Serie A,0,2000
Italy,Taranto,205881.0,Rail Station,1,2000
Italy,Taranto,205881.0,Airport,0,2000
Italy,Taranto,205881.0,National Capital,0,2000
Italy,Taranto,205881.0,University,1,2000
Italy,Taranto,205881.0,Serie B,0,2000
Italy,Taranto,205881.0,Po Valley,0,2000
Italy,Prato,170263.0,Regional Capital,0,2000
Italy,Prato,170263.0,Serie A,0,2000
Italy,Prato,170263.0,Rail Station,1,2000
Italy,Prato,170263.0,Airport,0,2000
Italy,Prato,170263.0,National Capital,0,2000
Italy,Prato,170263.0,University,0,2000
Italy,Prato,170263.0,Serie B,0,2000
Italy,Prato,170263.0,Po Valley,0,2000
Italy,Parma,162833.0,Regional Capital,0,2000
Italy,Parma,162833.0,Serie A,1,2000
Italy,Parma,162833.0,Rail Station,0,2000
Italy,Parma,162833.0,Airport,1,2000
Italy,Parma,162833.0,National Capital,0,2000
Italy,Parma,162833.0,University,1,2000
Italy,Parma,162833.0,Serie B,0,2000
Italy,Parma,162833.0,Po Valley,1,2000
Italy,Reggio Calabria,180077.0,Regional Capital,0,2000
Italy,Reggio Calabria,180077.0,Serie A,1,2000
Italy,Reggio Calabria,180077.0,Rail Station,1,2000
Italy,Reggio Calabria,180077.0,Airport,1,2000
Italy,Reggio Calabria,180077.0,National Capital,0,2000
Italy,Reggio Calabria,180077.0,University,1,2000
Italy,Reggio Calabria,180077.0,Serie B,0,2000
Italy,Reggio Calabria,180077.0,Po Valley,0,2000
Italy,Modena,175998.0,Regional Capital,0,2000
Italy,Modena,175998.0,Serie A,0,2000
Italy,Modena,175998.0,Rail Station,0,2000
Italy,Modena,175998.0,Airport,0,2000
Italy,Modena,175998.0,National Capital,0,2000
Italy,Modena,175998.0,University,0,2000
Italy,Modena,175998.0,Serie B,0,2000
Italy,Modena,175998.0,Po Valley,1,2000
Italy,Reggio Emilia,139801.0,Regional Capital,0,2000
Italy,Reggio Emilia,139801.0,Serie A,0,2000
Italy,Reggio Emilia,139801.0,Rail Station,1,2000
Italy,Reggio Emilia,139801.0,Airport,0,2000
Italy,Reggio Emilia,139801.0,National Capital,0,2000
Italy,Reggio Emilia,139801.0,University,1,2000
Italy,Reggio Emilia,139801.0,Serie B,0,2000
Italy,Reggio Emilia,139801.0,Po Valley,1,2000
Italy,Perugia,148260.0,Regional Capital,1,2000
Italy,Perugia,148260.0,Serie A,1,2000
Italy,Perugia,148260.0,Rail Station,1,2000
Italy,Perugia,148260.0,Airport,1,2000
Italy,Perugia,148260.0,National Capital,0,2000
Italy,Perugia,148260.0,University,1,2000
Italy,Perugia,148260.0,Serie B,0,2000
Italy,Perugia,148260.0,Po Valley,0,2000
Italy,Livorno,157663.0,Regional Capital,0,2000
Italy,Livorno,157663.0,Serie A,0,2000
Italy,Livorno,157663.0,Rail Station,1,2000
Italy,Livorno,157663.0,Airport,0,2000
Italy,Livorno,157663.0,National Capital,0,2000
Italy,Livorno,157663.0,University,0,2000
Italy,Livorno,157663.0,Serie B,0,2000
Italy,Livorno,157663.0,Po Valley,0,2000
Italy,Ravenna,133729.0,Regional Capital,0,2000
Italy,Ravenna,133729.0,Serie A,0,2000
Italy,Ravenna,133729.0,Rail Station,1,2000
Italy,Ravenna,133729.0,Airport,0,2000
Italy,Ravenna,133729.0,National Capital,0,2000
Italy,Ravenna,133729.0,University,0,2000
Italy,Ravenna,133729.0,Serie B,1,2000
Italy,Ravenna,133729.0,Po Valley,1,2000
Italy,Cagliari,168470.0,Regional Capital,1,2000
Italy,Cagliari,168470.0,Serie A,1,2000
Italy,Cagliari,168470.0,Rail Station,1,2000
Italy,Cagliari,168470.0,Airport,1,2000
Italy,Cagliari,168470.0,National Capital,0,2000
Italy,Cagliari,168470.0,University,1,2000
Italy,Cagliari,168470.0,Serie B,0,2000
Italy,Cagliari,168470.0,Po Valley,0,2000
Italy,Foggia,155755.0,Regional Capital,0,2000
Italy,Foggia,155755.0,Serie A,0,2000
Italy,Foggia,155755.0,Rail Station,1,2000
Italy,Foggia,155755.0,Airport,1,2000
Italy,Foggia,155755.0,National Capital,0,2000
Italy,Foggia,155755.0,University,1,2000
Italy,Foggia,155755.0,Serie B,0,2000
Italy,Foggia,155755.0,Po Valley,0,2000
Italy,Rimini,128045.0,Regional Capital,0,2000
Italy,Rimini,128045.0,Serie A,0,2000
Italy,Rimini,128045.0,Rail Station,1,2000
Italy,Rimini,128045.0,Airport,1,2000
Italy,Rimini,128045.0,National Capital,0,2000
Italy,Rimini,128045.0,University,0,2000
Italy,Rimini,128045.0,Serie B,0,2000
Italy,Rimini,128045.0,Po Valley,1,2000
Italy,Salerno,140218.0,Regional Capital,0,2000
Italy,Salerno,140218.0,Serie A,0,2000
Italy,Salerno,140218.0,Rail Station,1,2000
Italy,Salerno,140218.0,Airport,0,2000
Italy,Salerno,140218.0,National Capital,0,2000
Italy,Salerno,140218.0,University,1,2000
Italy,Salerno,140218.0,Serie B,1,2000
Italy,Salerno,140218.0,Po Valley,0,2000
Italy,Ferrara,131382.0,Regional Capital,0,2000
Italy,Ferrara,131382.0,Serie A,0,2000
Italy,Ferrara,131382.0,Rail Station,1,2000
Italy,Ferrara,131382.0,Airport,0,2000
Italy,Ferrara,131382.0,National Capital,0,2000
Italy,Ferrara,131382.0,University,1,2000
Italy,Ferrara,131382.0,Serie B,0,2000
Italy,Ferrara,131382.0,Po Valley,1,2000
Italy,Sassari,120348.0,Regional Capital,0,2000
Italy,Sassari,120348.0,Serie A,0,2000
Italy,Sassari,120348.0,Rail Station,1,2000
Italy,Sassari,120348.0,Airport,1,2000
Italy,Sassari,120348.0,National Capital,0,2000
Italy,Sassari,120348.0,University,1,2000
Italy,Sassari,120348.0,Serie B,0,2000
Italy,Sassari,120348.0,Po Valley,0,2000
Italy,Syracuse,124365.0,Regional Capital,0,2000
Italy,Syracuse,124365.0,Serie A,0,2000
Italy,Syracuse,124365.0,Rail Station,1,2000
Italy,Syracuse,124365.0,Airport,0,2000
Italy,Syracuse,124365.0,National Capital,0,2000
Italy,Syracuse,124365.0,University,0,2000
Italy,Syracuse,124365.0,Serie B,0,2000
Italy,Syracuse,124365.0,Po Valley,0,2000
Italy,Pescara,117405.0,Regional Capital,0,2000
Italy,Pescara,117405.0,Serie A,0,2000
Italy,Pescara,117405.0,Rail Station,1,2000
Italy,Pescara,117405.0,Airport,1,2000
Italy,Pescara,117405.0,National Capital,0,2000
Italy,Pescara,117405.0,University,0,2000
Italy,Pescara,117405.0,Serie B,1,2000
Italy,Pescara,117405.0,Po Valley,0,2000
Italy,Monza,117949.0,Regional Capital,0,2000
Italy,Monza,117949.0,Serie A,0,2000
Italy,Monza,117949.0,Rail Station,1,2000
Italy,Monza,117949.0,Airport,0,2000
Italy,Monza,117949.0,National Capital,0,2000
Italy,Monza,117949.0,University,0,2000
Italy,Monza,117949.0,Serie B,1,2000
Italy,Monza,117949.0,Po Valley,1,2000
Italy,Latina,107768.0,Regional Capital,0,2000
Italy,Latina,107768.0,Serie A,0,2000
Italy,Latina,107768.0,Rail Station,0,2000
Italy,Latina,107768.0,Airport,0,2000
Italy,Latina,107768.0,National Capital,0,2000
Italy,Latina,107768.0,University,0,2000
Italy,Latina,107768.0,Serie B,0,2000
Italy,Latina,107768.0,Po Valley,0,2000
Italy,Bergamo,114148.0,Regional Capital,0,2000
Italy,Bergamo,114148.0,Serie A,0,2000
Italy,Bergamo,114148.0,Rail Station,1,2000
Italy,Bergamo,114148.0,Airport,1,2000
Italy,Bergamo,114148.0,National Capital,0,2000
Italy,Bergamo,114148.0,University,1,2000
Italy,Bergamo,114148.0,Serie B,1,2000
Italy,Bergamo,114148.0,Po Valley,1,2000
Italy,Forlì,107643.0,Regional Capital,0,2000
Italy,Forlì,107643.0,Serie A,0,2000
Italy,Forlì,107643.0,Rail Station,1,2000
Italy,Forlì,107643.0,Airport,1,2000
Italy,Forlì,107643.0,National Capital,0,2000
Italy,Forlì,107643.0,University,0,2000
Italy,Forlì,107643.0,Serie B,0,2000
Italy,Forlì,107643.0,Po Valley,1,2000
Italy,Giugliano,93403.0,Regional Capital,0,2000
Italy,Giugliano,93403.0,Serie A,0,2000
Italy,Giugliano,93403.0,Rail Station,0,2000
Italy,Giugliano,93403.0,Airport,0,2000
Italy,Giugliano,93403.0,National Capital,0,2000
Italy,Giugliano,93403.0,University,0,2000
Italy,Giugliano,93403.0,Serie B,0,2000
Italy,Giugliano,93403.0,Po Valley,0,2000
Italy,Trento,103182.0,Regional Capital,1,2000
Italy,Trento,103182.0,Serie A,0,2000
Italy,Trento,103182.0,Rail Station,1,2000
Italy,Trento,103182.0,Airport,0,2000
Italy,Trento,103182.0,National Capital,0,2000
Italy,Trento,103182.0,University,1,2000
Italy,Trento,103182.0,Serie B,0,2000
Italy,Trento,103182.0,Po Valley,0,2000
Italy,Vicenza,106503.0,Regional Capital,0,2000
Italy,Vicenza,106503.0,Serie A,0,2000
Italy,Vicenza,106503.0,Rail Station,1,2000
Italy,Vicenza,106503.0,Airport,1,2000
Italy,Vicenza,106503.0,National Capital,0,2000
Italy,Vicenza,106503.0,University,0,2000
Italy,Vicenza,106503.0,Serie B,1,2000
Italy,Vicenza,106503.0,Po Valley,1,2000
Italy,Terni,105486.0,Regional Capital,0,2000
Italy,Terni,105486.0,Serie A,0,2000
Italy,Terni,105486.0,Rail Station,1,2000
Italy,Terni,105486.0,Airport,0,2000
Italy,Terni,105486.0,National Capital,0,2000
Italy,Terni,105486.0,University,0,2000
Italy,Terni,105486.0,Serie B,1,2000
Italy,Terni,105486.0,Po Valley,0,2000
Italy,Novara,100705.0,Regional Capital,0,2000
Italy,Novara,100705.0,Serie A,0,2000
Italy,Novara,100705.0,Rail Station,1,2000
Italy,Novara,100705.0,Airport,0,2000
Italy,Novara,100705.0,National Capital,0,2000
Italy,Novara,100705.0,University,0,2000
Italy,Novara,100705.0,Serie B,0,2000
Italy,Novara,100705.0,Po Valley,1,2000
Italy,Bolzano,94861.0,Regional Capital,1,2000
Italy,Bolzano,94861.0,Serie A,0,2000
Italy,Bolzano,94861.0,Rail Station,1,2000
Italy,Bolzano,94861.0,Airport,1,2000
Italy,Bolzano,94861.0,National Capital,0,2000
Italy,Bolzano,94861.0,University,1,2000
Italy,Bolzano,94861.0,Serie B,0,2000
Italy,Bolzano,94861.0,Po Valley,0,2000
Italy,Piacenza,96337.0,Regional Capital,0,2000
Italy,Piacenza,96337.0,Serie A,1,2000
Italy,Piacenza,96337.0,Rail Station,1,2000
Italy,Piacenza,96337.0,Airport,0,2000
Italy,Piacenza,96337.0,National Capital,0,2000
Italy,Piacenza,96337.0,University,0,2000
Italy,Piacenza,96337.0,Serie B,0,2000
Italy,Piacenza,96337.0,Po Valley,1,2000
Italy,Ancona,99884.0,Regional Capital,1,2000
Italy,Ancona,99884.0,Serie A,0,2000
Italy,Ancona,99884.0,Rail Station,1,2000
Italy,Ancona,99884.0,Airport,0,2000
Italy,Ancona,99884.0,National Capital,0,2000
Italy,Ancona,99884.0,University,1,2000
Italy,Ancona,99884.0,Serie B,0,2000
Italy,Ancona,99884.0,Po Valley,0,2000
Italy,Arezzo,91015.0,Regional Capital,0,2000
Italy,Arezzo,91015.0,Serie A,0,2000
Italy,Arezzo,91015.0,Rail Station,1,2000
Italy,Arezzo,91015.0,Airport,0,2000
Italy,Arezzo,91015.0,National Capital,0,2000
Italy,Arezzo,91015.0,University,0,2000
Italy,Arezzo,91015.0,Serie B,0,2000
Italy,Arezzo,91015.0,Po Valley,0,2000
Italy,Andria,94634.0,Regional Capital,0,2000
Italy,Andria,94634.0,Serie A,0,2000
Italy,Andria,94634.0,Rail Station,0,2000
Italy,Andria,94634.0,Airport,0,2000
Italy,Andria,94634.0,National Capital,0,2000
Italy,Andria,94634.0,University,0,2000
Italy,Andria,94634.0,Serie B,0,2000
Italy,Andria,94634.0,Po Valley,0,2000
Italy,Rome,2674863.0,Regional Capital,1,1995
Italy,Rome,2674863.0,Serie A,1,1995
Italy,Rome,2674863.0,Rail Station,1,1995
Italy,Rome,2674863.0,Airport,1,1995
Italy,Rome,2674863.0,National Capital,1,1995
Italy,Rome,2674863.0,University,1,1995
Italy,Rome,2674863.0,Serie B,0,1995
Italy,Rome,2674863.0,Po Valley,0,1995
Italy,Milan,1319140.0,Regional Capital,1,1995
Italy,Milan,1319140.0,Serie A,1,1995
Italy,Milan,1319140.0,Rail Station,1,1995
Italy,Milan,1319140.0,Airport,1,1995
Italy,Milan,1319140.0,National Capital,0,1995
Italy,Milan,1319140.0,University,1,1995
Italy,Milan,1319140.0,Serie B,0,1995
Italy,Milan,1319140.0,Po Valley,1,1995
Italy,Naples,1039675.0,Regional Capital,1,1995
Italy,Naples,1039675.0,Serie A,1,1995
Italy,Naples,1039675.0,Rail Station,1,1995
Italy,Naples,1039675.0,Airport,1,1995
Italy,Naples,1039675.0,National Capital,0,1995
Italy,Naples,1039675.0,University,1,1995
Italy,Naples,1039675.0,Serie B,0,1995
Italy,Naples,1039675.0,Po Valley,0,1995
Italy,Turin,934918.0,Regional Capital,1,1995
Italy,Turin,934918.0,Serie A,1,1995
Italy,Turin,934918.0,Rail Station,1,1995
Italy,Turin,934918.0,Airport,1,1995
Italy,Turin,934918.0,National Capital,0,1995
Italy,Turin,934918.0,University,1,1995
Italy,Turin,934918.0,Serie B,0,1995
Italy,Turin,934918.0,Po Valley,1,1995
Italy,Palermo,689720.0,Regional Capital,1,1995
Italy,Palermo,689720.0,Serie A,0,1995
Italy,Palermo,689720.0,Rail Station,1,1995
Italy,Palermo,689720.0,Airport,1,1995
Italy,Palermo,689720.0,National Capital,0,1995
Italy,Palermo,689720.0,University,1,1995
Italy,Palermo,689720.0,Serie B,1,1995
