study,subject,trial,gambleType,gain,loss,cert,tookGamble
study_1,153,33,gain_loss,6,-9.0,0,0
study_1,153,34,gain_loss,14,-22.75,0,0
study_1,153,35,gain_loss,8,-4.0,0,1
study_1,153,36,gain_loss,12,-19.5,0,0
study_1,153,37,gain_loss,10,-2.5,0,1
study_1,153,38,gain_loss,5,-5.0,0,0
study_1,153,39,gain_loss,14,-8.75,0,1
study_1,153,40,gain_loss,6,-5.25,0,1
study_1,153,41,gain_loss,2,-3.75,0,0
study_1,153,42,gain_loss,16,-22.0,0,0
study_1,153,43,gain_loss,15,-20.625,0,0
study_1,153,44,gain_loss,8,-11.0,0,0
study_1,153,45,gain_loss,16,-28.0,0,0
study_1,153,46,gain_loss,5,-9.375,0,0
study_1,153,47,gain_loss,14,-19.25,0,0
study_1,153,48,gain_loss,6,-12.0,0,0
study_1,153,49,gain_loss,8,-7.0,0,1
study_1,153,50,gain_loss,14,-5.25,0,1
study_1,153,51,gain_loss,12,-4.5,0,1
study_1,153,52,gain_loss,4,-7.5,0,0
study_1,153,53,gain_loss,16,-20.0,0,0
study_1,153,54,gain_loss,2,-2.25,0,0
study_1,153,55,gain_loss,8,-5.0,0,1
study_1,153,56,gain_loss,9,-13.5,0,0
study_1,153,57,gain_loss,14,-12.25,0,0
study_1,153,58,gain_loss,10,-10.0,0,0
study_1,153,59,gain_loss,6,-3.0,0,1
study_1,153,60,gain_loss,14,-28.0,0,0
study_1,153,61,gain_loss,15,-11.25,0,1
study_1,153,62,gain_loss,4,-2.0,0,1
study_1,153,63,gain_loss,10,-15.0,0,0
study_1,153,64,gain_loss,9,-9.0,0,1
study_1,153,65,gain_loss,14,-17.5,0,0
study_1,153,66,gain_loss,4,-6.0,0,0
study_1,153,67,gain_loss,4,-7.0,0,0
study_1,153,68,gain_loss,8,-10.0,0,0
study_1,153,69,gain_loss,5,-3.125,0,1
study_1,153,70,gain_loss,4,-6.5,0,0
study_1,153,71,gain_loss,6,-10.5,0,0
study_1,153,72,gain_loss,2,-4.0,0,0
study_1,153,73,gain_loss,2,-2.75,0,0
study_1,153,74,gain_loss,16,-16.0,0,1
study_1,153,75,gain_loss,9,-16.875,0,0
study_1,153,76,gain_loss,2,-3.5,0,0
study_1,153,77,gain_loss,4,-4.0,0,1
study_1,153,78,gain_loss,4,-3.0,0,1
study_1,153,79,gain_loss,10,-12.5,0,0
study_1,153,80,gain_loss,6,-3.75,0,1
study_1,153,81,gain_loss,15,-24.375,0,0
study_1,153,82,gain_loss,9,-18.0,0,0
study_1,153,83,gain_loss,5,-4.375,0,1
study_1,153,84,gain_loss,5,-2.5,0,1
study_1,153,85,gain_loss,12,-6.0,0,1
study_1,153,86,gain_loss,5,-1.25,0,1
study_1,153,87,gain_loss,12,-16.5,0,0
study_1,153,88,gain_loss,14,-14.0,0,1
study_1,153,89,gain_loss,4,-2.5,0,1
study_1,153,90,gain_loss,15,-15.0,0,1
study_1,153,91,gain_loss,8,-8.0,0,1
study_1,153,92,gain_loss,14,-24.5,0,0
study_1,153,93,gain_loss,2,-2.0,0,1
study_1,153,94,gain_loss,4,-1.5,0,1
study_1,153,95,gain_loss,14,-10.5,0,1
study_1,153,96,gain_loss,10,-18.75,0,0
study_1,153,97,gain_loss,10,-3.75,0,1
study_1,153,98,gain_loss,9,-7.875,0,1
study_1,153,99,gain_loss,12,-13.5,0,0
study_1,153,100,gain_loss,10,-13.75,0,0
study_1,153,101,gain_loss,14,-15.75,0,0
study_1,153,102,gain_loss,8,-6.0,0,1
study_1,153,103,gain_loss,14,-7.0,0,1
study_1,153,104,gain_loss,8,-2.0,0,1
study_1,153,105,gain_loss,9,-11.25,0,0
study_1,153,106,gain_loss,12,-7.5,0,1
study_1,153,107,gain_loss,12,-21.0,0,0
study_1,153,108,gain_loss,10,-16.25,0,0
study_1,153,109,gain_loss,16,-8.0,0,1
study_1,153,110,gain_loss,16,-24.0,0,0
study_1,153,111,gain_loss,5,-5.625,0,0
study_1,153,112,gain_loss,9,-6.75,0,1
study_1,153,113,gain_loss,9,-12.375,0,0
study_1,153,114,gain_loss,9,-3.375,0,1
study_1,153,115,gain_loss,2,-0.75,0,1
study_1,153,116,gain_loss,6,-1.5,0,1
study_1,153,117,gain_loss,2,-3.25,0,1
study_1,153,118,gain_loss,8,-9.0,0,0
study_1,153,119,gain_loss,16,-30.0,0,0
study_1,153,120,gain_loss,15,-26.25,0,0
study_1,153,121,gain_loss,15,-16.875,0,0
study_1,153,122,gain_loss,6,-8.25,0,0
study_1,153,123,gain_loss,16,-6.0,0,1
study_1,153,124,gain_loss,16,-4.0,0,1
study_1,153,125,gain_loss,6,-2.25,0,1
study_1,153,126,gain_loss,5,-1.875,0,1
study_1,153,127,gain_loss,5,-7.5,0,0
study_1,153,128,gain_loss,10,-6.25,0,1
study_1,153,129,gain_loss,15,-13.125,0,1
study_1,153,130,gain_loss,10,-20.0,0,0
study_1,153,131,gain_loss,2,-1.25,0,1
study_1,153,132,gain_loss,2,-3.0,0,0
study_1,153,133,gain_loss,16,-14.0,0,1
study_1,153,134,gain_loss,10,-5.0,0,1
study_1,153,135,gain_loss,10,-11.25,0,0
study_1,153,136,gain_loss,15,-18.75,0,0
study_1,153,137,gain_loss,12,-12.0,0,1
study_1,153,138,gain_loss,10,-7.5,0,1
study_1,153,139,gain_loss,6,-4.5,0,1
study_1,153,140,gain_loss,8,-13.0,0,0
study_1,153,141,gain_loss,2,-2.5,0,0
study_1,153,142,gain_loss,6,-6.75,0,0
study_1,153,143,gain_loss,12,-9.0,0,1
study_1,153,144,gain_loss,10,-8.75,0,1
study_1,153,145,gain_loss,15,-30.0,0,0
study_1,153,146,gain_loss,15,-22.5,0,0
study_1,153,147,gain_loss,12,-10.5,0,1
study_1,153,148,gain_loss,4,-1.0,0,1
study_1,153,149,gain_loss,15,-3.75,0,1
study_1,153,150,gain_loss,5,-6.875,0,0
study_1,153,151,gain_loss,8,-15.0,0,0
study_1,153,152,gain_loss,9,-14.625,0,0
study_1,153,153,gain_loss,12,-24.0,0,0
study_1,153,154,gain_loss,4,-5.0,0,0
study_1,153,155,gain_loss,4,-4.5,0,0
study_1,153,156,gain_loss,14,-21.0,0,0
study_1,153,157,gain_loss,6,-6.0,0,1
study_1,153,158,gain_loss,5,-8.125,0,0
study_1,153,159,gain_loss,9,-10.125,0,0
study_1,153,160,gain_loss,5,-3.75,0,1
study_1,153,161,gain_loss,4,-8.0,0,0
study_1,153,162,gain_loss,16,-12.0,0,1
study_1,153,163,gain_loss,12,-15.0,0,0
study_1,153,164,gain_loss,5,-8.75,0,0
study_1,153,165,gain_loss,8,-14.0,0,0
study_1,153,166,gain_loss,15,-7.5,0,1
study_1,153,167,gain_loss,16,-32.0,0,0
study_1,153,168,gain_loss,12,-18.0,0,0
study_1,153,169,gain_loss,6,-11.25,0,0
study_1,153,170,gain_loss,8,-3.0,0,1
study_1,153,171,gain_loss,8,-12.0,0,0
study_1,153,172,gain_loss,14,-26.25,0,0
study_1,153,173,gain_loss,2,-0.5,0,1
study_1,154,9,gain_loss,9,-4.5,0,1
study_1,154,10,gain_loss,16,-6.0,0,1
study_1,154,11,gain_loss,9,-14.625,0,0
study_1,154,12,gain_loss,10,-7.5,0,1
study_1,154,13,gain_loss,6,-6.0,0,1
study_1,154,14,gain_loss,9,-13.5,0,0
study_1,154,15,gain_loss,9,-6.75,0,1
study_1,154,16,gain_loss,12,-13.5,0,0
study_1,154,17,gain_loss,14,-7.0,0,1
study_1,154,18,gain_loss,14,-3.5,0,1
study_1,154,19,gain_loss,2,-2.5,0,0
study_1,154,20,gain_loss,12,-12.0,0,1
study_1,154,21,gain_loss,10,-20.0,0,0
study_1,154,22,gain_loss,14,-28.0,0,0
study_1,154,23,gain_loss,8,-5.0,0,1
study_1,154,24,gain_loss,4,-6.5,0,1
study_1,154,25,gain_loss,12,-21.0,0,0
study_1,154,26,gain_loss,14,-14.0,0,1
study_1,154,27,gain_loss,8,-8.0,0,1
study_1,154,28,gain_loss,6,-8.25,0,0
study_1,154,29,gain_loss,4,-6.0,0,1
study_1,154,30,gain_loss,6,-4.5,0,1
study_1,154,31,gain_loss,14,-21.0,0,0
study_1,154,32,gain_loss,15,-30.0,0,1
study_1,154,33,gain_loss,16,-10.0,0,1
study_1,154,34,gain_loss,5,-3.75,0,1
study_1,154,35,gain_loss,16,-4.0,0,1
study_1,154,36,gain_loss,16,-28.0,0,1
study_1,154,37,gain_loss,9,-5.625,0,1
study_1,154,38,gain_loss,15,-24.375,0,1
study_1,154,39,gain_loss,8,-14.0,0,0
study_1,154,40,gain_loss,16,-32.0,0,1
study_1,154,41,gain_loss,2,-1.0,0,1
study_1,154,42,gain_loss,6,-6.75,0,1
study_1,154,43,gain_loss,5,-5.0,0,1
study_1,154,44,gain_loss,5,-2.5,0,1
study_1,154,45,gain_loss,16,-18.0,0,1
study_1,154,46,gain_loss,15,-20.625,0,1
study_1,154,47,gain_loss,12,-4.5,0,1
study_1,154,48,gain_loss,2,-3.5,0,0
study_1,154,49,gain_loss,8,-10.0,0,1
study_1,154,50,gain_loss,2,-2.75,0,1
study_1,154,51,gain_loss,14,-17.5,0,1
study_1,154,52,gain_loss,8,-13.0,0,0
study_1,154,53,gain_loss,9,-10.125,0,1
study_1,154,54,gain_loss,9,-18.0,0,1
study_1,154,55,gain_loss,15,-3.75,0,1
study_1,154,56,gain_loss,14,-12.25,0,1
study_1,154,57,gain_loss,8,-16.0,0,0
study_1,154,58,gain_loss,16,-24.0,0,1
study_1,154,59,gain_loss,6,-12.0,0,1
study_1,154,60,gain_loss,15,-28.125,0,0
study_1,154,61,gain_loss,15,-11.25,0,1
study_1,154,62,gain_loss,10,-12.5,0,1
study_1,154,63,gain_loss,10,-17.5,0,0
study_1,154,64,gain_loss,5,-1.25,0,1
study_1,154,65,gain_loss,5,-1.875,0,1
study_1,154,66,gain_loss,4,-5.0,0,1
study_1,154,67,gain_loss,10,-8.75,0,1
study_1,154,68,gain_loss,9,-15.75,0,0
study_1,154,69,gain_loss,16,-16.0,0,1
study_1,154,70,gain_loss,5,-4.375,0,1
study_1,154,71,gain_loss,4,-2.0,0,1
study_1,154,72,gain_loss,5,-8.75,0,1
study_1,154,73,gain_loss,5,-9.375,0,1
study_1,154,74,gain_loss,15,-15.0,0,1
study_1,154,75,gain_loss,2,-3.25,0,1
study_1,154,76,gain_loss,16,-26.0,0,0
study_1,154,77,gain_loss,12,-24.0,0,1
study_1,154,78,gain_loss,4,-7.5,0,1
study_1,154,79,gain_loss,10,-13.75,0,1
study_1,154,80,gain_loss,14,-24.5,0,0
study_1,154,81,gain_loss,6,-1.5,0,1
study_1,154,82,gain_loss,2,-3.0,0,1
study_1,154,83,gain_loss,2,-0.75,0,1
study_1,154,84,gain_loss,16,-12.0,0,1
study_1,154,85,gain_loss,12,-18.0,0,1
study_1,154,86,gain_loss,10,-18.75,0,0
study_1,154,87,gain_loss,10,-11.25,0,1
study_1,154,88,gain_loss,6,-3.0,0,1
study_1,154,89,gain_loss,6,-9.75,0,1
study_1,154,90,gain_loss,8,-4.0,0,1
study_1,154,91,gain_loss,9,-16.875,0,0
study_1,154,92,gain_loss,12,-15.0,0,1
study_1,154,93,gain_loss,16,-22.0,0,1
study_1,154,94,gain_loss,14,-19.25,0,1
study_1,154,95,gain_loss,15,-22.5,0,1
study_1,154,96,gain_loss,14,-22.75,0,1
study_1,154,97,gain_loss,6,-7.5,0,1
study_1,154,98,gain_loss,9,-2.25,0,1
study_1,154,99,gain_loss,12,-6.0,0,1
study_1,154,100,gain_loss,14,-26.25,0,0
study_1,154,101,gain_loss,8,-15.0,0,1
study_1,154,102,gain_loss,14,-15.75,0,1
study_1,154,103,gain_loss,4,-4.0,0,1
study_1,154,104,gain_loss,15,-9.375,0,1
study_1,154,105,gain_loss,12,-19.5,0,0
study_1,154,106,gain_loss,4,-4.5,0,1
study_1,154,107,gain_loss,9,-12.375,0,1
study_1,154,108,gain_loss,6,-3.75,0,1
study_1,154,109,gain_loss,9,-9.0,0,1
study_1,154,110,gain_loss,2,-4.0,0,1
study_1,154,111,gain_loss,9,-3.375,0,1
study_1,154,112,gain_loss,5,-6.25,0,1
study_1,154,113,gain_loss,5,-10.0,0,1
study_1,154,114,gain_loss,6,-5.25,0,1
study_1,154,115,gain_loss,14,-10.5,0,1
study_1,154,116,gain_loss,4,-3.0,0,1
study_1,154,117,gain_loss,4,-1.5,0,1
study_1,154,118,gain_loss,12,-22.5,0,0
study_1,154,119,gain_loss,15,-18.75,0,1
study_1,154,120,gain_loss,6,-9.0,0,1
study_1,154,121,gain_loss,10,-3.75,0,1
study_1,154,122,gain_loss,2,-1.25,0,1
study_1,154,123,gain_loss,2,-2.0,0,1
study_1,154,124,gain_loss,4,-3.5,0,1
study_1,154,125,gain_loss,9,-7.875,0,1
study_1,154,126,gain_loss,8,-7.0,0,1
study_1,154,127,gain_loss,2,-3.75,0,1
study_1,154,128,gain_loss,15,-16.875,0,1
study_1,154,129,gain_loss,5,-7.5,0,1
study_1,154,130,gain_loss,8,-2.0,0,1
study_1,154,131,gain_loss,8,-9.0,0,1
study_1,154,132,gain_loss,4,-2.5,0,1
study_1,154,133,gain_loss,6,-11.25,0,0
study_1,154,134,gain_loss,2,-2.25,0,1
study_1,154,135,gain_loss,10,-2.5,0,1
study_1,154,136,gain_loss,14,-5.25,0,1
study_1,154,137,gain_loss,5,-8.125,0,0
study_1,154,138,gain_loss,5,-6.875,0,1
study_1,154,139,gain_loss,16,-20.0,0,1
study_1,154,140,gain_loss,2,-1.5,0,1
study_1,154,141,gain_loss,12,-3.0,0,1
study_1,154,142,gain_loss,4,-7.0,0,0
study_1,154,143,gain_loss,8,-11.0,0,1
study_1,154,144,gain_loss,16,-30.0,0,0
study_1,154,145,gain_loss,4,-5.5,0,1
study_1,154,146,gain_loss,5,-3.125,0,1
study_1,154,147,gain_loss,10,-15.0,0,1
study_1,154,148,gain_loss,2,-1.75,0,1
study_1,154,149,gain_loss,15,-13.125,0,1
study_1,154,150,gain_loss,6,-2.25,0,1
study_1,154,151,gain_loss,15,-7.5,0,1
study_1,154,152,gain_loss,4,-8.0,0,0
study_1,154,153,gain_loss,10,-10.0,0,1
study_1,154,154,gain_loss,2,-0.5,0,1
study_1,154,155,gain_loss,6,-10.5,0,0
study_1,154,156,gain_loss,10,-5.0,0,1
study_1,154,157,gain_loss,10,-16.25,0,0
study_1,154,158,gain_loss,16,-8.0,0,1
study_1,154,159,gain_loss,15,-26.25,0,0
study_1,154,160,gain_loss,12,-16.5,0,0
study_1,154,161,gain_loss,14,-8.75,0,1
study_1,154,162,gain_loss,8,-12.0,0,1
study_1,154,163,gain_loss,4,-1.0,0,1
study_1,154,164,gain_loss,10,-6.25,0,1
study_1,154,165,gain_loss,12,-7.5,0,1
study_1,154,166,gain_loss,9,-11.25,0,0
study_1,154,167,gain_loss,12,-10.5,0,0
study_1,154,168,gain_loss,15,-5.625,0,1
study_1,154,169,gain_loss,8,-6.0,0,0
study_1,154,170,gain_loss,5,-5.625,0,0
study_1,154,171,gain_loss,8,-3.0,0,1
study_1,154,172,gain_loss,12,-9.0,0,1
study_1,154,173,gain_loss,16,-14.0,0,1
study_1,155,9,gain_loss,15,-26.25,0,1
study_1,155,10,gain_loss,8,-9.0,0,1
study_1,155,11,gain_loss,9,-11.25,0,0
study_1,155,12,gain_loss,8,-14.0,0,0
study_1,155,13,gain_loss,15,-20.625,0,0
study_1,155,14,gain_loss,8,-12.0,0,0
study_1,155,15,gain_loss,6,-2.25,0,1
study_1,155,16,gain_loss,2,-1.5,0,1
study_1,155,17,gain_loss,14,-5.25,0,1
study_1,155,18,gain_loss,14,-24.5,0,0
study_1,155,19,gain_loss,4,-7.0,0,0
study_1,155,20,gain_loss,2,-3.75,0,1
study_1,155,21,gain_loss,16,-10.0,0,1
study_1,155,22,gain_loss,4,-1.0,0,1
study_1,155,23,gain_loss,4,-4.0,0,1
study_1,155,24,gain_loss,6,-10.5,0,0
study_1,155,25,gain_loss,12,-10.5,0,1
study_1,155,26,gain_loss,12,-19.5,0,0
study_1,155,27,gain_loss,6,-3.0,0,1
study_1,155,28,gain_loss,4,-3.0,0,1
study_1,155,29,gain_loss,14,-7.0,0,1
study_1,155,30,gain_loss,9,-15.75,0,0
study_1,155,31,gain_loss,9,-3.375,0,1
study_1,155,32,gain_loss,4,-6.0,0,0
study_1,155,33,gain_loss,12,-3.0,0,1
study_1,155,34,gain_loss,2,-2.25,0,0
study_1,155,35,gain_loss,10,-8.75,0,1
study_1,155,36,gain_loss,15,-15.0,0,1
study_1,155,37,gain_loss,6,-11.25,0,0
study_1,155,38,gain_loss,12,-22.5,0,0
study_1,155,39,gain_loss,10,-11.25,0,0
study_1,155,40,gain_loss,9,-2.25,0,1
study_1,155,41,gain_loss,5,-3.125,0,1
study_1,155,42,gain_loss,14,-15.75,0,0
study_1,155,43,gain_loss,6,-9.75,0,0
study_1,155,44,gain_loss,16,-12.0,0,1
study_1,155,45,gain_loss,10,-7.5,0,1
study_1,155,46,gain_loss,9,-4.5,0,1
study_1,155,47,gain_loss,15,-16.875,0,0
study_1,155,48,gain_loss,14,-22.75,0,0
study_1,155,49,gain_loss,8,-2.0,0,1
study_1,155,50,gain_loss,10,-13.75,0,0
study_1,155,51,gain_loss,15,-3.75,0,1
study_1,155,52,gain_loss,10,-2.5,0,1
study_1,155,53,gain_loss,9,-6.75,0,1
study_1,155,54,gain_loss,9,-16.875,0,1
study_1,155,55,gain_loss,10,-20.0,0,0
study_1,155,56,gain_loss,2,-0.5,0,1
study_1,155,57,gain_loss,5,-6.875,0,0
study_1,155,58,gain_loss,8,-5.0,0,1
study_1,155,59,gain_loss,16,-14.0,0,1
study_1,155,60,gain_loss,10,-12.5,0,0
study_1,155,61,gain_loss,5,-5.0,0,1
study_1,155,62,gain_loss,4,-1.5,0,1
study_1,155,63,gain_loss,8,-13.0,0,0
study_1,155,64,gain_loss,5,-2.5,0,1
study_1,155,65,gain_loss,8,-15.0,0,0
study_1,155,66,gain_loss,6,-12.0,0,0
study_1,155,67,gain_loss,2,-3.5,0,0
study_1,155,68,gain_loss,8,-7.0,0,1
study_1,155,69,gain_loss,16,-30.0,0,0
study_1,155,70,gain_loss,16,-32.0,0,0
study_1,155,71,gain_loss,5,-8.125,0,0
study_1,155,72,gain_loss,2,-1.75,0,1
study_1,155,73,gain_loss,8,-4.0,0,1
study_1,155,74,gain_loss,10,-16.25,0,0
study_1,155,75,gain_loss,6,-6.0,0,1
study_1,155,76,gain_loss,6,-1.5,0,1
study_1,155,77,gain_loss,9,-12.375,0,0
study_1,155,78,gain_loss,2,-3.0,0,0
study_1,155,79,gain_loss,15,-22.5,0,0
study_1,155,80,gain_loss,16,-6.0,0,1
study_1,155,81,gain_loss,16,-8.0,0,1
study_1,155,82,gain_loss,10,-10.0,0,1
study_1,155,83,gain_loss,6,-7.5,0,0
study_1,155,84,gain_loss,4,-6.5,0,0
study_1,155,85,gain_loss,5,-1.875,0,1
study_1,155,86,gain_loss,15,-13.125,0,1
study_1,155,87,gain_loss,14,-14.0,0,1
study_1,155,88,gain_loss,9,-13.5,0,0
study_1,155,89,gain_loss,10,-3.75,0,1
study_1,155,90,gain_loss,16,-22.0,0,0
study_1,155,91,gain_loss,2,-3.25,0,0
study_1,155,92,gain_loss,2,-2.75,0,0
study_1,155,93,gain_loss,8,-6.0,0,1
study_1,155,94,gain_loss,12,-16.5,0,0
study_1,155,95,gain_loss,4,-2.5,0,1
study_1,155,96,gain_loss,6,-3.75,0,1
study_1,155,97,gain_loss,14,-21.0,0,0
study_1,155,98,gain_loss,14,-8.75,0,1
study_1,155,99,gain_loss,10,-18.75,0,0
study_1,155,100,gain_loss,10,-15.0,0,0
study_1,155,101,gain_loss,2,-2.0,0,1
study_1,155,102,gain_loss,12,-6.0,0,0
study_1,155,103,gain_loss,16,-4.0,0,1
study_1,155,104,gain_loss,16,-20.0,0,0
study_1,155,105,gain_loss,12,-12.0,0,1
study_1,155,106,gain_loss,12,-24.0,0,0
study_1,155,107,gain_loss,14,-28.0,0,1
study_1,155,108,gain_loss,16,-16.0,0,1
study_1,155,109,gain_loss,2,-0.75,0,1
study_1,155,110,gain_loss,15,-9.375,0,1
study_1,155,111,gain_loss,8,-16.0,0,0
study_1,155,112,gain_loss,10,-5.0,0,1
study_1,155,113,gain_loss,9,-10.125,0,0
study_1,155,114,gain_loss,4,-5.5,0,0
study_1,155,115,gain_loss,12,-15.0,0,0
study_1,155,116,gain_loss,16,-28.0,0,0
study_1,155,117,gain_loss,4,-3.5,0,1
study_1,155,118,gain_loss,5,-9.375,0,0
study_1,155,119,gain_loss,15,-7.5,0,1
study_1,155,120,gain_loss,4,-4.5,0,0
study_1,155,121,gain_loss,2,-4.0,0,0
study_1,155,122,gain_loss,5,-5.625,0,0
study_1,155,123,gain_loss,12,-21.0,0,0
study_1,155,124,gain_loss,15,-28.125,0,0
study_1,155,125,gain_loss,15,-30.0,0,0
study_1,155,126,gain_loss,14,-19.25,0,0
study_1,155,127,gain_loss,16,-18.0,0,0
study_1,155,128,gain_loss,14,-26.25,0,0
study_1,155,129,gain_loss,10,-6.25,0,0
study_1,155,130,gain_loss,15,-11.25,0,1
study_1,155,131,gain_loss,14,-3.5,0,1
study_1,155,132,gain_loss,9,-18.0,0,0
study_1,155,133,gain_loss,12,-7.5,0,1
study_1,155,134,gain_loss,5,-1.25,0,1
study_1,155,135,gain_loss,5,-4.375,0,1
study_1,155,136,gain_loss,8,-8.0,0,1
study_1,155,137,gain_loss,5,-3.75,0,1
study_1,155,138,gain_loss,5,-8.75,0,0
study_1,155,139,gain_loss,15,-5.625,0,0
study_1,155,140,gain_loss,15,-18.75,0,0
study_1,155,141,gain_loss,9,-7.875,0,1
study_1,155,142,gain_loss,14,-10.5,0,1
study_1,155,143,gain_loss,4,-2.0,0,1
study_1,155,144,gain_loss,10,-17.5,0,0
study_1,155,145,gain_loss,12,-4.5,0,1
study_1,155,146,gain_loss,5,-6.25,0,0
study_1,155,147,gain_loss,2,-1.25,0,1
study_1,155,148,gain_loss,5,-7.5,0,0
study_1,155,149,gain_loss,16,-24.0,0,0
study_1,155,150,gain_loss,9,-9.0,0,1
study_1,155,151,gain_loss,4,-5.0,0,0
study_1,155,152,gain_loss,14,-17.5,0,0
study_1,155,153,gain_loss,15,-24.375,0,0
study_1,155,154,gain_loss,6,-5.25,0,1
study_1,155,155,gain_loss,6,-4.5,0,1
study_1,155,156,gain_loss,2,-2.5,0,0
study_1,155,157,gain_loss,9,-5.625,0,1
study_1,155,158,gain_loss,8,-10.0,0,0
study_1,155,159,gain_loss,12,-9.0,0,1
study_1,155,160,gain_loss,8,-3.0,0,1
study_1,155,161,gain_loss,4,-8.0,0,0
study_1,155,162,gain_loss,2,-1.0,0,1
study_1,155,163,gain_loss,14,-12.25,0,1
study_1,155,164,gain_loss,6,-8.25,0,0
study_1,155,165,gain_loss,8,-11.0,0,0
study_1,155,166,gain_loss,5,-10.0,0,0
study_1,155,167,gain_loss,9,-14.625,0,0
study_1,155,168,gain_loss,12,-13.5,0,0
study_1,155,169,gain_loss,6,-9.0,0,0
study_1,155,170,gain_loss,4,-7.5,0,0
study_1,155,171,gain_loss,6,-6.75,0,0
study_1,155,172,gain_loss,12,-18.0,0,0
study_1,155,173,gain_loss,16,-26.0,0,0
study_1,156,9,gain_loss,5,-10.0,0,0
study_1,156,10,gain_loss,16,-24.0,0,0
study_1,156,11,gain_loss,2,-2.5,0,0
study_1,156,12,gain_loss,12,-4.5,0,1
study_1,156,13,gain_loss,15,-15.0,0,1
study_1,156,14,gain_loss,4,-6.5,0,0
study_1,156,15,gain_loss,5,-1.875,0,1
study_1,156,16,gain_loss,5,-6.25,0,0
study_1,156,17,gain_loss,6,-11.25,0,0
study_1,156,18,gain_loss,9,-13.5,0,0
study_1,156,19,gain_loss,2,-2.25,0,0
study_1,156,20,gain_loss,6,-3.0,0,1
study_1,156,21,gain_loss,12,-6.0,0,1
study_1,156,22,gain_loss,4,-7.5,0,0
study_1,156,23,gain_loss,5,-7.5,0,0
study_1,156,24,gain_loss,15,-3.75,0,1
study_1,156,25,gain_loss,5,-4.375,0,1
study_1,156,26,gain_loss,16,-26.0,0,0
study_1,156,27,gain_loss,8,-2.0,0,1
study_1,156,28,gain_loss,9,-10.125,0,0
study_1,156,29,gain_loss,6,-1.5,0,1
study_1,156,30,gain_loss,4,-3.0,0,1
study_1,156,31,gain_loss,6,-9.75,0,0
study_1,156,32,gain_loss,4,-5.5,0,0
study_1,156,33,gain_loss,5,-5.0,0,1
study_1,156,34,gain_loss,4,-4.0,0,1
study_1,156,35,gain_loss,14,-3.5,0,1
study_1,156,36,gain_loss,5,-6.875,0,0
study_1,156,37,gain_loss,16,-14.0,0,1
study_1,156,38,gain_loss,5,-8.125,0,0
study_1,156,39,gain_loss,16,-10.0,0,1
study_1,156,40,gain_loss,12,-15.0,0,0
study_1,156,41,gain_loss,8,-6.0,0,1
study_1,156,42,gain_loss,5,-1.25,0,1
study_1,156,43,gain_loss,8,-14.0,0,0
study_1,156,44,gain_loss,2,-1.0,0,1
study_1,156,45,gain_loss,5,-3.125,0,1
study_1,156,46,gain_loss,14,-24.5,0,0
study_1,156,47,gain_loss,2,-1.5,0,1
study_1,156,48,gain_loss,14,-28.0,0,0
study_1,156,49,gain_loss,2,-3.0,0,0
study_1,156,50,gain_loss,2,-1.25,0,1
study_1,156,51,gain_loss,6,-5.25,0,1
study_1,156,52,gain_loss,2,-2.75,0,0
study_1,156,53,gain_loss,9,-3.375,0,1
study_1,156,54,gain_loss,10,-3.75,0,1
study_1,156,55,gain_loss,10,-17.5,0,0
study_1,156,56,gain_loss,14,-12.25,0,1
study_1,156,57,gain_loss,2,-4.0,0,0
study_1,156,58,gain_loss,6,-2.25,0,1
study_1,156,59,gain_loss,15,-30.0,0,0
study_1,156,60,gain_loss,14,-26.25,0,0
study_1,156,61,gain_loss,12,-19.5,0,0
study_1,156,62,gain_loss,14,-8.75,0,1
study_1,156,63,gain_loss,8,-7.0,0,1
study_1,156,64,gain_loss,9,-9.0,0,1
study_1,156,65,gain_loss,16,-18.0,0,0
study_1,156,66,gain_loss,4,-1.0,0,1
study_1,156,67,gain_loss,2,-3.25,0,0
study_1,156,68,gain_loss,14,-21.0,0,0
study_1,156,69,gain_loss,16,-16.0,0,1
study_1,156,70,gain_loss,12,-22.5,0,0
study_1,156,71,gain_loss,14,-5.25,0,1
study_1,156,72,gain_loss,4,-6.0,0,0
study_1,156,73,gain_loss,12,-10.5,0,1
study_1,156,74,gain_loss,12,-9.0,0,1
study_1,156,75,gain_loss,4,-5.0,0,0
study_1,156,76,gain_loss,14,-15.75,0,0
study_1,156,77,gain_loss,14,-22.75,0,0
study_1,156,78,gain_loss,12,-24.0,0,0
study_1,156,79,gain_loss,16,-12.0,0,1
study_1,156,80,gain_loss,8,-12.0,0,0
study_1,156,81,gain_loss,10,-10.0,0,1
study_1,156,82,gain_loss,4,-4.5,0,0
study_1,156,83,gain_loss,16,-22.0,0,0
study_1,156,84,gain_loss,10,-7.5,0,1
study_1,156,85,gain_loss,2,-1.75,0,1
study_1,156,86,gain_loss,5,-8.75,0,0
study_1,156,87,gain_loss,10,-11.25,0,0
study_1,156,88,gain_loss,15,-16.875,0,0
study_1,156,89,gain_loss,10,-12.5,0,0
study_1,156,90,gain_loss,16,-6.0,0,1
study_1,156,91,gain_loss,8,-3.0,0,1
study_1,156,92,gain_loss,9,-5.625,0,1
study_1,156,93,gain_loss,6,-8.25,0,0
study_1,156,94,gain_loss,12,-7.5,0,1
study_1,156,95,gain_loss,8,-9.0,0,0
