participant,horizon,environment,environmentCode,game,trial,choice,reward
4,16,neutral,A1-B1,34,9,1,1
4,16,neutral,A1-B1,34,10,1,1
4,16,neutral,A1-B1,34,11,1,1
4,16,neutral,A1-B1,34,12,1,1
4,16,neutral,A1-B1,34,13,1,1
4,16,neutral,A1-B1,34,14,1,1
4,16,neutral,A1-B1,34,15,1,1
4,16,neutral,A1-B1,34,16,1,1
4,16,neutral,A1-B1,35,1,2,1
4,16,neutral,A1-B1,35,2,2,0
4,16,neutral,A1-B1,35,3,1,0
4,16,neutral,A1-B1,35,4,2,1
4,16,neutral,A1-B1,35,5,2,0
4,16,neutral,A1-B1,35,6,2,0
4,16,neutral,A1-B1,35,7,2,1
4,16,neutral,A1-B1,35,8,2,1
4,16,neutral,A1-B1,35,9,2,0
4,16,neutral,A1-B1,35,10,2,0
4,16,neutral,A1-B1,35,11,2,1
4,16,neutral,A1-B1,35,12,2,1
4,16,neutral,A1-B1,35,13,2,0
4,16,neutral,A1-B1,35,14,2,0
4,16,neutral,A1-B1,35,15,2,1
4,16,neutral,A1-B1,35,16,2,1
4,16,neutral,A1-B1,36,1,2,1
4,16,neutral,A1-B1,36,2,2,1
4,16,neutral,A1-B1,36,3,2,1
4,16,neutral,A1-B1,36,4,2,0
4,16,neutral,A1-B1,36,5,2,1
4,16,neutral,A1-B1,36,6,2,0
4,16,neutral,A1-B1,36,7,2,1
4,16,neutral,A1-B1,36,8,2,1
4,16,neutral,A1-B1,36,9,2,0
4,16,neutral,A1-B1,36,10,2,0
4,16,neutral,A1-B1,36,11,1,1
4,16,neutral,A1-B1,36,12,1,0
4,16,neutral,A1-B1,36,13,1,1
4,16,neutral,A1-B1,36,14,1,1
4,16,neutral,A1-B1,36,15,1,1
4,16,neutral,A1-B1,36,16,1,1
4,16,neutral,A1-B1,37,1,1,1
4,16,neutral,A1-B1,37,2,1,1
4,16,neutral,A1-B1,37,3,1,1
4,16,neutral,A1-B1,37,4,1,1
4,16,neutral,A1-B1,37,5,1,1
4,16,neutral,A1-B1,37,6,1,0
4,16,neutral,A1-B1,37,7,1,0
4,16,neutral,A1-B1,37,8,1,1
4,16,neutral,A1-B1,37,9,1,1
4,16,neutral,A1-B1,37,10,1,0
4,16,neutral,A1-B1,37,11,1,1
4,16,neutral,A1-B1,37,12,1,1
4,16,neutral,A1-B1,37,13,1,1
4,16,neutral,A1-B1,37,14,1,0
4,16,neutral,A1-B1,37,15,1,0
4,16,neutral,A1-B1,37,16,1,1
4,16,neutral,A1-B1,38,1,1,0
4,16,neutral,A1-B1,38,2,2,1
4,16,neutral,A1-B1,38,3,2,1
4,16,neutral,A1-B1,38,4,2,1
4,16,neutral,A1-B1,38,5,2,1
4,16,neutral,A1-B1,38,6,2,1
4,16,neutral,A1-B1,38,7,2,1
4,16,neutral,A1-B1,38,8,2,1
4,16,neutral,A1-B1,38,9,2,0
4,16,neutral,A1-B1,38,10,2,1
4,16,neutral,A1-B1,38,11,2,1
4,16,neutral,A1-B1,38,12,2,1
4,16,neutral,A1-B1,38,13,2,0
4,16,neutral,A1-B1,38,14,2,0
4,16,neutral,A1-B1,38,15,2,0
4,16,neutral,A1-B1,38,16,2,1
4,16,neutral,A1-B1,39,1,2,0
4,16,neutral,A1-B1,39,2,1,0
4,16,neutral,A1-B1,39,3,2,0
4,16,neutral,A1-B1,39,4,1,0
4,16,neutral,A1-B1,39,5,2,0
4,16,neutral,A1-B1,39,6,1,0
4,16,neutral,A1-B1,39,7,2,1
4,16,neutral,A1-B1,39,8,2,0
4,16,neutral,A1-B1,39,9,2,0
4,16,neutral,A1-B1,39,10,2,1
4,16,neutral,A1-B1,39,11,2,0
4,16,neutral,A1-B1,39,12,2,0
4,16,neutral,A1-B1,39,13,2,0
4,16,neutral,A1-B1,39,14,2,0
4,16,neutral,A1-B1,39,15,2,1
4,16,neutral,A1-B1,39,16,2,1
4,16,neutral,A1-B1,40,1,1,1
4,16,neutral,A1-B1,40,2,1,1
4,16,neutral,A1-B1,40,3,1,1
4,16,neutral,A1-B1,40,4,1,0
4,16,neutral,A1-B1,40,5,1,1
4,16,neutral,A1-B1,40,6,1,1
4,16,neutral,A1-B1,40,7,1,1
4,16,neutral,A1-B1,40,8,1,1
4,16,neutral,A1-B1,40,9,1,0
4,16,neutral,A1-B1,40,10,1,1
4,16,neutral,A1-B1,40,11,1,0
4,16,neutral,A1-B1,40,12,1,1
4,16,neutral,A1-B1,40,13,1,1
4,16,neutral,A1-B1,40,14,1,1
4,16,neutral,A1-B1,40,15,1,1
4,16,neutral,A1-B1,40,16,1,1
4,16,neutral,A1-B1,41,1,1,0
4,16,neutral,A1-B1,41,2,2,1
4,16,neutral,A1-B1,41,3,2,0
4,16,neutral,A1-B1,41,4,2,0
4,16,neutral,A1-B1,41,5,1,1
4,16,neutral,A1-B1,41,6,1,0
4,16,neutral,A1-B1,41,7,2,0
4,16,neutral,A1-B1,41,8,1,0
4,16,neutral,A1-B1,41,9,2,0
4,16,neutral,A1-B1,41,10,2,0
4,16,neutral,A1-B1,41,11,2,0
4,16,neutral,A1-B1,41,12,1,0
4,16,neutral,A1-B1,41,13,1,0
4,16,neutral,A1-B1,41,14,1,1
4,16,neutral,A1-B1,41,15,1,0
4,16,neutral,A1-B1,41,16,1,1
4,16,neutral,A1-B1,42,1,1,1
4,16,neutral,A1-B1,42,2,1,1
4,16,neutral,A1-B1,42,3,1,1
4,16,neutral,A1-B1,42,4,1,1
4,16,neutral,A1-B1,42,5,1,1
4,16,neutral,A1-B1,42,6,1,1
4,16,neutral,A1-B1,42,7,1,1
4,16,neutral,A1-B1,42,8,1,1
4,16,neutral,A1-B1,42,9,1,1
4,16,neutral,A1-B1,42,10,1,1
4,16,neutral,A1-B1,42,11,1,1
4,16,neutral,A1-B1,42,12,1,1
4,16,neutral,A1-B1,42,13,1,1
4,16,neutral,A1-B1,42,14,1,1
4,16,neutral,A1-B1,42,15,1,1
4,16,neutral,A1-B1,42,16,1,1
4,16,neutral,A1-B1,43,1,1,1
4,16,neutral,A1-B1,43,2,1,1
4,16,neutral,A1-B1,43,3,1,0
4,16,neutral,A1-B1,43,4,1,1
4,16,neutral,A1-B1,43,5,1,1
4,16,neutral,A1-B1,43,6,1,0
4,16,neutral,A1-B1,43,7,1,0
4,16,neutral,A1-B1,43,8,2,0
4,16,neutral,A1-B1,43,9,2,1
4,16,neutral,A1-B1,43,10,2,0
4,16,neutral,A1-B1,43,11,1,0
4,16,neutral,A1-B1,43,12,1,1
4,16,neutral,A1-B1,43,13,1,0
4,16,neutral,A1-B1,43,14,1,1
4,16,neutral,A1-B1,43,15,1,1
4,16,neutral,A1-B1,43,16,1,1
4,16,neutral,A1-B1,44,1,1,0
4,16,neutral,A1-B1,44,2,2,1
4,16,neutral,A1-B1,44,3,2,0
4,16,neutral,A1-B1,44,4,2,1
4,16,neutral,A1-B1,44,5,2,1
4,16,neutral,A1-B1,44,6,2,1
4,16,neutral,A1-B1,44,7,2,1
4,16,neutral,A1-B1,44,8,2,1
4,16,neutral,A1-B1,44,9,2,1
4,16,neutral,A1-B1,44,10,2,0
4,16,neutral,A1-B1,44,11,2,0
4,16,neutral,A1-B1,44,12,2,1
4,16,neutral,A1-B1,44,13,2,1
4,16,neutral,A1-B1,44,14,2,1
4,16,neutral,A1-B1,44,15,2,1
4,16,neutral,A1-B1,44,16,2,1
4,16,neutral,A1-B1,45,1,2,1
4,16,neutral,A1-B1,45,2,2,1
4,16,neutral,A1-B1,45,3,2,1
4,16,neutral,A1-B1,45,4,2,1
4,16,neutral,A1-B1,45,5,2,1
4,16,neutral,A1-B1,45,6,2,1
4,16,neutral,A1-B1,45,7,2,0
4,16,neutral,A1-B1,45,8,2,1
4,16,neutral,A1-B1,45,9,2,0
4,16,neutral,A1-B1,45,10,2,0
4,16,neutral,A1-B1,45,11,2,0
4,16,neutral,A1-B1,45,12,1,0
4,16,neutral,A1-B1,45,13,2,0
4,16,neutral,A1-B1,45,14,2,0
4,16,neutral,A1-B1,45,15,2,0
4,16,neutral,A1-B1,45,16,2,0
4,16,neutral,A1-B1,46,1,2,0
4,16,neutral,A1-B1,46,2,1,1
4,16,neutral,A1-B1,46,3,1,1
4,16,neutral,A1-B1,46,4,1,1
4,16,neutral,A1-B1,46,5,1,1
4,16,neutral,A1-B1,46,6,1,1
4,16,neutral,A1-B1,46,7,1,1
4,16,neutral,A1-B1,46,8,1,1
4,16,neutral,A1-B1,46,9,1,1
4,16,neutral,A1-B1,46,10,1,1
4,16,neutral,A1-B1,46,11,1,1
4,16,neutral,A1-B1,46,12,1,1
4,16,neutral,A1-B1,46,13,1,1
4,16,neutral,A1-B1,46,14,1,1
4,16,neutral,A1-B1,46,15,1,1
4,16,neutral,A1-B1,46,16,1,1
4,16,neutral,A1-B1,47,1,1,0
4,16,neutral,A1-B1,47,2,2,0
4,16,neutral,A1-B1,47,3,2,0
4,16,neutral,A1-B1,47,4,1,0
4,16,neutral,A1-B1,47,5,2,0
4,16,neutral,A1-B1,47,6,1,1
4,16,neutral,A1-B1,47,7,1,0
4,16,neutral,A1-B1,47,8,1,0
4,16,neutral,A1-B1,47,9,1,1
4,16,neutral,A1-B1,47,10,1,0
4,16,neutral,A1-B1,47,11,1,0
4,16,neutral,A1-B1,47,12,2,0
4,16,neutral,A1-B1,47,13,1,0
4,16,neutral,A1-B1,47,14,1,0
4,16,neutral,A1-B1,47,15,1,0
4,16,neutral,A1-B1,47,16,1,0
4,16,neutral,A1-B1,48,1,1,1
4,16,neutral,A1-B1,48,2,1,0
4,16,neutral,A1-B1,48,3,1,1
4,16,neutral,A1-B1,48,4,1,1
4,16,neutral,A1-B1,48,5,1,1
4,16,neutral,A1-B1,48,6,1,1
4,16,neutral,A1-B1,48,7,1,1
4,16,neutral,A1-B1,48,8,1,1
4,16,neutral,A1-B1,48,9,1,1
4,16,neutral,A1-B1,48,10,1,1
4,16,neutral,A1-B1,48,11,1,0
4,16,neutral,A1-B1,48,12,1,1
4,16,neutral,A1-B1,48,13,1,0
4,16,neutral,A1-B1,48,14,1,1
4,16,neutral,A1-B1,48,15,1,1
4,16,neutral,A1-B1,48,16,1,1
4,16,neutral,A1-B1,49,1,1,1
4,16,neutral,A1-B1,49,2,1,1
4,16,neutral,A1-B1,49,3,1,1
4,16,neutral,A1-B1,49,4,1,1
4,16,neutral,A1-B1,49,5,1,0
4,16,neutral,A1-B1,49,6,1,1
4,16,neutral,A1-B1,49,7,1,1
4,16,neutral,A1-B1,49,8,1,1
4,16,neutral,A1-B1,49,9,1,0
4,16,neutral,A1-B1,49,10,1,1
4,16,neutral,A1-B1,49,11,1,1
4,16,neutral,A1-B1,49,12,1,1
4,16,neutral,A1-B1,49,13,1,1
4,16,neutral,A1-B1,49,14,1,1
4,16,neutral,A1-B1,49,15,1,1
4,16,neutral,A1-B1,49,16,1,1
4,16,neutral,A1-B1,50,1,1,0
4,16,neutral,A1-B1,50,2,2,0
4,16,neutral,A1-B1,50,3,1,0
4,16,neutral,A1-B1,50,4,2,0
4,16,neutral,A1-B1,50,5,1,0
4,16,neutral,A1-B1,50,6,2,0
4,16,neutral,A1-B1,50,7,1,0
4,16,neutral,A1-B1,50,8,2,0
4,16,neutral,A1-B1,50,9,2,0
4,16,neutral,A1-B1,50,10,1,0
4,16,neutral,A1-B1,50,11,2,0
4,16,neutral,A1-B1,50,12,1,0
4,16,neutral,A1-B1,50,13,2,1
4,16,neutral,A1-B1,50,14,2,1
4,16,neutral,A1-B1,50,15,2,0
4,16,neutral,A1-B1,50,16,2,0
4,16,sparse,A2-B4,1,1,1,0
4,16,sparse,A2-B4,1,2,2,1
4,16,sparse,A2-B4,1,3,2,0
4,16,sparse,A2-B4,1,4,2,1
4,16,sparse,A2-B4,1,5,2,0
4,16,sparse,A2-B4,1,6,2,0
4,16,sparse,A2-B4,1,7,2,1
4,16,sparse,A2-B4,1,8,2,1
4,16,sparse,A2-B4,1,9,2,1
4,16,sparse,A2-B4,1,10,2,1
4,16,sparse,A2-B4,1,11,2,1
4,16,sparse,A2-B4,1,12,2,1
4,16,sparse,A2-B4,1,13,2,1
4,16,sparse,A2-B4,1,14,2,1
4,16,sparse,A2-B4,1,15,2,1
4,16,sparse,A2-B4,1,16,2,1
4,16,sparse,A2-B4,2,1,2,1
4,16,sparse,A2-B4,2,2,2,0
4,16,sparse,A2-B4,2,3,2,1
4,16,sparse,A2-B4,2,4,2,1
4,16,sparse,A2-B4,2,5,2,0
4,16,sparse,A2-B4,2,6,2,0
4,16,sparse,A2-B4,2,7,2,1
4,16,sparse,A2-B4,2,8,2,1
4,16,sparse,A2-B4,2,9,2,0
4,16,sparse,A2-B4,2,10,2,1
4,16,sparse,A2-B4,2,11,2,0
4,16,sparse,A2-B4,2,12,2,1
4,16,sparse,A2-B4,2,13,2,1
4,16,sparse,A2-B4,2,14,2,1
4,16,sparse,A2-B4,2,15,2,1
4,16,sparse,A2-B4,2,16,2,0
4,16,sparse,A2-B4,3,1,2,0
4,16,sparse,A2-B4,3,2,2,0
4,16,sparse,A2-B4,3,3,1,1
4,16,sparse,A2-B4,3,4,1,0
4,16,sparse,A2-B4,3,5,1,0
4,16,sparse,A2-B4,3,6,1,0
4,16,sparse,A2-B4,3,7,1,0
4,16,sparse,A2-B4,3,8,1,0
4,16,sparse,A2-B4,3,9,1,0
4,16,sparse,A2-B4,3,10,1,0
4,16,sparse,A2-B4,3,11,1,1
4,16,sparse,A2-B4,3,12,1,0
4,16,sparse,A2-B4,3,13,1,0
4,16,sparse,A2-B4,3,14,1,0
4,16,sparse,A2-B4,3,15,1,0
4,16,sparse,A2-B4,3,16,1,0
4,16,sparse,A2-B4,4,1,2,0
4,16,sparse,A2-B4,4,2,1,1
4,16,sparse,A2-B4,4,3,1,0
4,16,sparse,A2-B4,4,4,1,0
4,16,sparse,A2-B4,4,5,1,1
4,16,sparse,A2-B4,4,6,1,0
4,16,sparse,A2-B4,4,7,1,0
4,16,sparse,A2-B4,4,8,1,0
4,16,sparse,A2-B4,4,9,1,0
4,16,sparse,A2-B4,4,10,1,0
4,16,sparse,A2-B4,4,11,1,0
4,16,sparse,A2-B4,4,12,1,0
4,16,sparse,A2-B4,4,13,1,0
4,16,sparse,A2-B4,4,14,1,0
4,16,sparse,A2-B4,4,15,1,0
4,16,sparse,A2-B4,4,16,1,0
4,16,sparse,A2-B4,5,1,1,1
4,16,sparse,A2-B4,5,2,1,0
4,16,sparse,A2-B4,5,3,1,0
4,16,sparse,A2-B4,5,4,1,1
4,16,sparse,A2-B4,5,5,1,0
4,16,sparse,A2-B4,5,6,1,1
4,16,sparse,A2-B4,5,7,1,1
4,16,sparse,A2-B4,5,8,1,1
4,16,sparse,A2-B4,5,9,1,1
4,16,sparse,A2-B4,5,10,1,1
4,16,sparse,A2-B4,5,11,1,1
4,16,sparse,A2-B4,5,12,1,1
4,16,sparse,A2-B4,5,13,1,0
4,16,sparse,A2-B4,5,14,1,1
4,16,sparse,A2-B4,5,15,1,1
4,16,sparse,A2-B4,5,16,1,1
4,16,sparse,A2-B4,6,1,1,0
4,16,sparse,A2-B4,6,2,2,0
4,16,sparse,A2-B4,6,3,1,0
4,16,sparse,A2-B4,6,4,2,0
4,16,sparse,A2-B4,6,5,1,0
4,16,sparse,A2-B4,6,6,2,0
4,16,sparse,A2-B4,6,7,1,0
4,16,sparse,A2-B4,6,8,2,0
4,16,sparse,A2-B4,6,9,1,0
4,16,sparse,A2-B4,6,10,2,1
4,16,sparse,A2-B4,6,11,2,0
4,16,sparse,A2-B4,6,12,2,1
4,16,sparse,A2-B4,6,13,2,0
4,16,sparse,A2-B4,6,14,2,0
4,16,sparse,A2-B4,6,15,2,1
4,16,sparse,A2-B4,6,16,2,1
4,16,sparse,A2-B4,7,1,1,0
4,16,sparse,A2-B4,7,2,2,0
4,16,sparse,A2-B4,7,3,1,1
4,16,sparse,A2-B4,7,4,1,0
4,16,sparse,A2-B4,7,5,1,0
4,16,sparse,A2-B4,7,6,1,0
4,16,sparse,A2-B4,7,7,1,1
4,16,sparse,A2-B4,7,8,1,1
4,16,sparse,A2-B4,7,9,1,0
4,16,sparse,A2-B4,7,10,1,0
4,16,sparse,A2-B4,7,11,1,0
4,16,sparse,A2-B4,7,12,1,0
4,16,sparse,A2-B4,7,13,1,0
4,16,sparse,A2-B4,7,14,1,0
4,16,sparse,A2-B4,7,15,1,0
4,16,sparse,A2-B4,7,16,1,0
4,16,sparse,A2-B4,8,1,1,0
4,16,sparse,A2-B4,8,2,2,0
4,16,sparse,A2-B4,8,3,2,1
4,16,sparse,A2-B4,8,4,2,1
4,16,sparse,A2-B4,8,5,2,1
4,16,sparse,A2-B4,8,6,2,1
4,16,sparse,A2-B4,8,7,2,1
4,16,sparse,A2-B4,8,8,2,1
4,16,sparse,A2-B4,8,9,2,1
4,16,sparse,A2-B4,8,10,2,1
4,16,sparse,A2-B4,8,11,2,1
4,16,sparse,A2-B4,8,12,2,0
4,16,sparse,A2-B4,8,13,2,1
4,16,sparse,A2-B4,8,14,2,0
4,16,sparse,A2-B4,8,15,2,0
4,16,sparse,A2-B4,8,16,2,0
4,16,sparse,A2-B4,9,1,1,0
4,16,sparse,A2-B4,9,2,2,0
4,16,sparse,A2-B4,9,3,1,0
4,16,sparse,A2-B4,9,4,2,0
4,16,sparse,A2-B4,9,5,1,0
4,16,sparse,A2-B4,9,6,2,1
4,16,sparse,A2-B4,9,7,2,1
4,16,sparse,A2-B4,9,8,2,0
4,16,sparse,A2-B4,9,9,2,0
4,16,sparse,A2-B4,9,10,2,0
4,16,sparse,A2-B4,9,11,2,0
4,16,sparse,A2-B4,9,12,2,0
4,16,sparse,A2-B4,9,13,2,0
4,16,sparse,A2-B4,9,14,2,0
4,16,sparse,A2-B4,9,15,2,0
4,16,sparse,A2-B4,9,16,2,0
4,16,sparse,A2-B4,10,1,1,0
4,16,sparse,A2-B4,10,2,2,0
4,16,sparse,A2-B4,10,3,1,0
4,16,sparse,A2-B4,10,4,2,0
4,16,sparse,A2-B4,10,5,1,0
4,16,sparse,A2-B4,10,6,2,0
4,16,sparse,A2-B4,10,7,1,1
4,16,sparse,A2-B4,10,8,1,0
4,16,sparse,A2-B4,10,9,1,0
4,16,sparse,A2-B4,10,10,1,0
4,16,sparse,A2-B4,10,11,1,1
4,16,sparse,A2-B4,10,12,1,1
4,16,sparse,A2-B4,10,13,1,0
4,16,sparse,A2-B4,10,14,1,0
4,16,sparse,A2-B4,10,15,1,0
4,16,sparse,A2-B4,10,16,1,1
4,16,sparse,A2-B4,11,1,2,1
4,16,sparse,A2-B4,11,2,2,0
4,16,sparse,A2-B4,11,3,2,0
4,16,sparse,A2-B4,11,4,2,0
4,16,sparse,A2-B4,11,5,1,0
4,16,sparse,A2-B4,11,6,1,0
4,16,sparse,A2-B4,11,7,2,0
4,16,sparse,A2-B4,11,8,2,1
4,16,sparse,A2-B4,11,9,2,0
4,16,sparse,A2-B4,11,10,2,0
4,16,sparse,A2-B4,11,11,2,0
4,16,sparse,A2-B4,11,12,2,0
4,16,sparse,A2-B4,11,13,2,0
4,16,sparse,A2-B4,11,14,2,0
4,16,sparse,A2-B4,11,15,2,0
4,16,sparse,A2-B4,11,16,2,1
4,16,sparse,A2-B4,12,1,2,1
4,16,sparse,A2-B4,12,2,2,1
4,16,sparse,A2-B4,12,3,2,0
4,16,sparse,A2-B4,12,4,2,0
4,16,sparse,A2-B4,12,5,2,0
4,16,sparse,A2-B4,12,6,2,0
4,16,sparse,A2-B4,12,7,2,0
4,16,sparse,A2-B4,12,8,2,0
4,16,sparse,A2-B4,12,9,2,0
4,16,sparse,A2-B4,12,10,2,1
4,16,sparse,A2-B4,12,11,2,1
4,16,sparse,A2-B4,12,12,2,0
4,16,sparse,A2-B4,12,13,2,0
4,16,sparse,A2-B4,12,14,2,0
4,16,sparse,A2-B4,12,15,2,0
4,16,sparse,A2-B4,12,16,2,0
4,16,sparse,A2-B4,13,1,1,1
4,16,sparse,A2-B4,13,2,1,0
4,16,sparse,A2-B4,13,3,1,1
4,16,sparse,A2-B4,13,4,1,1
4,16,sparse,A2-B4,13,5,1,0
4,16,sparse,A2-B4,13,6,1,0
4,16,sparse,A2-B4,13,7,1,0
4,16,sparse,A2-B4,13,8,1,1
4,16,sparse,A2-B4,13,9,1,1
4,16,sparse,A2-B4,13,10,1,0
4,16,sparse,A2-B4,13,11,1,1
4,16,sparse,A2-B4,13,12,1,1
4,16,sparse,A2-B4,13,13,1,1
4,16,sparse,A2-B4,13,14,1,1
4,16,sparse,A2-B4,13,15,1,0
4,16,sparse,A2-B4,13,16,1,0
4,16,sparse,A2-B4,14,1,1,0
4,16,sparse,A2-B4,14,2,1,1
4,16,sparse,A2-B4,14,3,1,0
4,16,sparse,A2-B4,14,4,1,0
4,16,sparse,A2-B4,14,5,2,1
4,16,sparse,A2-B4,14,6,2,0
4,16,sparse,A2-B4,14,7,2,0
4,16,sparse,A2-B4,14,8,2,1
4,16,sparse,A2-B4,14,9,2,1
4,16,sparse,A2-B4,14,10,2,1
4,16,sparse,A2-B4,14,11,2,1
4,16,sparse,A2-B4,14,12,2,0
4,16,sparse,A2-B4,14,13,2,0
4,16,sparse,A2-B4,14,14,2,1
4,16,sparse,A2-B4,14,15,2,1
4,16,sparse,A2-B4,14,16,2,1
4,16,sparse,A2-B4,15,1,1,0
4,16,sparse,A2-B4,15,2,2,0
4,16,sparse,A2-B4,15,3,1,1
4,16,sparse,A2-B4,15,4,1,1
4,16,sparse,A2-B4,15,5,1,0
4,16,sparse,A2-B4,15,6,1,0
4,16,sparse,A2-B4,15,7,1,1
4,16,sparse,A2-B4,15,8,1,1
4,16,sparse,A2-B4,15,9,1,0
4,16,sparse,A2-B4,15,10,1,1
4,16,sparse,A2-B4,15,11,1,0
4,16,sparse,A2-B4,15,12,1,0
4,16,sparse,A2-B4,15,13,1,0
4,16,sparse,A2-B4,15,14,1,0
4,16,sparse,A2-B4,15,15,1,0
4,16,sparse,A2-B4,15,16,1,0
4,16,sparse,A2-B4,16,1,2,0
4,16,sparse,A2-B4,16,2,1,0
4,16,sparse,A2-B4,16,3,2,1
4,16,sparse,A2-B4,16,4,2,0
4,16,sparse,A2-B4,16,5,2,0
4,16,sparse,A2-B4,16,6,2,1
4,16,sparse,A2-B4,16,7,2,0
4,16,sparse,A2-B4,16,8,2,0
4,16,sparse,A2-B4,16,9,2,1
4,16,sparse,A2-B4,16,10,2,1
4,16,sparse,A2-B4,16,11,2,1
4,16,sparse,A2-B4,16,12,2,1
4,16,sparse,A2-B4,16,13,2,0
4,16,sparse,A2-B4,16,14,2,0
4,16,sparse,A2-B4,16,15,2,0
4,16,sparse,A2-B4,16,16,2,1
4,16,sparse,A2-B4,17,1,1,0
4,16,sparse,A2-B4,17,2,2,1
4,16,sparse,A2-B4,17,3,2,1
4,16,sparse,A2-B4,17,4,2,1
4,16,sparse,A2-B4,17,5,2,1
4,16,sparse,A2-B4,17,6,2,1
4,16,sparse,A2-B4,17,7,2,0
4,16,sparse,A2-B4,17,8,2,1
4,16,sparse,A2-B4,17,9,2,0
4,16,sparse,A2-B4,17,10,2,1
4,16,sparse,A2-B4,17,11,2,1
4,16,sparse,A2-B4,17,12,2,1
4,16,sparse,A2-B4,17,13,2,1
4,16,sparse,A2-B4,17,14,2,1
4,16,sparse,A2-B4,17,15,2,1
4,16,sparse,A2-B4,17,16,2,1
4,16,sparse,A2-B4,18,1,1,0
4,16,sparse,A2-B4,18,2,1,1
4,16,sparse,A2-B4,18,3,1,0
4,16,sparse,A2-B4,18,4,2,0
4,16,sparse,A2-B4,18,5,2,0
4,16,sparse,A2-B4,18,6,1,0
4,16,sparse,A2-B4,18,7,1,1
4,16,sparse,A2-B4,18,8,1,0
4,16,sparse,A2-B4,18,9,1,0
4,16,sparse,A2-B4,18,10,1,0
4,16,sparse,A2-B4,18,11,1,1
4,16,sparse,A2-B4,18,12,1,0
4,16,sparse,A2-B4,18,13,1,0
4,16,sparse,A2-B4,18,14,1,0
4,16,sparse,A2-B4,18,15,1,0
4,16,sparse,A2-B4,18,16,1,0
4,16,sparse,A2-B4,19,1,2,1
4,16,sparse,A2-B4,19,2,2,1
4,16,sparse,A2-B4,19,3,2,1
4,16,sparse,A2-B4,19,4,2,1
4,16,sparse,A2-B4,19,5,2,0
4,16,sparse,A2-B4,19,6,2,1
4,16,sparse,A2-B4,19,7,2,0
4,16,sparse,A2-B4,19,8,2,1
4,16,sparse,A2-B4,19,9,2,1
4,16,sparse,A2-B4,19,10,2,1
4,16,sparse,A2-B4,19,11,2,1
4,16,sparse,A2-B4,19,12,2,1
4,16,sparse,A2-B4,19,13,2,1
4,16,sparse,A2-B4,19,14,2,0
4,16,sparse,A2-B4,19,15,2,0
4,16,sparse,A2-B4,19,16,2,0
4,16,sparse,A2-B4,20,1,1,0
4,16,sparse,A2-B4,20,2,2,0
4,16,sparse,A2-B4,20,3,2,0
4,16,sparse,A2-B4,20,4,1,1
4,16,sparse,A2-B4,20,5,1,1
4,16,sparse,A2-B4,20,6,1,1
4,16,sparse,A2-B4,20,7,1,0
4,16,sparse,A2-B4,20,8,1,1
4,16,sparse,A2-B4,20,9,1,1
4,16,sparse,A2-B4,20,10,1,0
4,16,sparse,A2-B4,20,11,1,1
4,16,sparse,A2-B4,20,12,1,1
4,16,sparse,A2-B4,20,13,1,0
4,16,sparse,A2-B4,20,14,1,1
4,16,sparse,A2-B4,20,15,1,0
4,16,sparse,A2-B4,20,16,1,0
4,16,sparse,A2-B4,21,1,2,0
4,16,sparse,A2-B4,21,2,1,0
4,16,sparse,A2-B4,21,3,1,0
4,16,sparse,A2-B4,21,4,2,0
4,16,sparse,A2-B4,21,5,2,0
4,16,sparse,A2-B4,21,6,1,0
4,16,sparse,A2-B4,21,7,2,0
4,16,sparse,A2-B4,21,8,1,0
4,16,sparse,A2-B4,21,9,2,0
4,16,sparse,A2-B4,21,10,1,0
4,16,sparse,A2-B4,21,11,2,1
4,16,sparse,A2-B4,21,12,2,0
4,16,sparse,A2-B4,21,13,2,1
4,16,sparse,A2-B4,21,14,2,1
4,16,sparse,A2-B4,21,15,2,0
4,16,sparse,A2-B4,21,16,2,1
4,16,sparse,A2-B4,22,1,2,0
4,16,sparse,A2-B4,22,2,1,0
4,16,sparse,A2-B4,22,3,2,0
4,16,sparse,A2-B4,22,4,1,0
4,16,sparse,A2-B4,22,5,2,0
4,16,sparse,A2-B4,22,6,1,0
4,16,sparse,A2-B4,22,7,2,0
4,16,sparse,A2-B4,22,8,1,0
4,16,sparse,A2-B4,22,9,2,0
4,16,sparse,A2-B4,22,10,1,0
4,16,sparse,A2-B4,22,11,2,0
4,16,sparse,A2-B4,22,12,1,0
4,16,sparse,A2-B4,22,13,1,0
4,16,sparse,A2-B4,22,14,2,0
4,16,sparse,A2-B4,22,15,1,0
4,16,sparse,A2-B4,22,16,2,1
4,16,sparse,A2-B4,23,1,2,0
4,16,sparse,A2-B4,23,2,1,0
4,16,sparse,A2-B4,23,3,2,1
4,16,sparse,A2-B4,23,4,2,0
4,16,sparse,A2-B4,23,5,2,0
4,16,sparse,A2-B4,23,6,2,0
4,16,sparse,A2-B4,23,7,1,0
4,16,sparse,A2-B4,23,8,2,0
4,16,sparse,A2-B4,23,9,2,1
4,16,sparse,A2-B4,23,10,2,0
4,16,sparse,A2-B4,23,11,2,0
4,16,sparse,A2-B4,23,12,2,0
4,16,sparse,A2-B4,23,13,2,0
4,16,sparse,A2-B4,23,14,2,0
4,16,sparse,A2-B4,23,15,2,1
4,16,sparse,A2-B4,23,16,2,1
4,16,sparse,A2-B4,24,1,2,1
4,16,sparse,A2-B4,24,2,2,0
4,16,sparse,A2-B4,24,3,2,0
