heuristic,participant,game,prediction,truth,correct
home team,6,255,0,0,1
home team,6,256,1,0,0
home team,7,241,1,1,1
home team,7,242,1,1,1
home team,7,243,1,1,1
home team,7,244,1,1,1
home team,7,245,0,1,0
home team,7,246,1,0,0
home team,7,247,1,1,1
home team,7,248,1,1,1
home team,7,249,1,0,0
home team,7,250,0,0,1
home team,7,251,0,1,0
home team,7,252,0,1,0
home team,7,253,0,0,1
home team,7,254,1,1,1
home team,7,255,1,0,0
home team,7,256,1,0,0
home team,8,241,1,1,1
home team,8,242,1,1,1
home team,8,243,1,1,1
home team,8,244,1,1,1
home team,8,245,0,1,0
home team,8,246,0,0,1
home team,8,247,1,1,1
home team,8,248,1,1,1
home team,8,249,1,0,0
home team,8,250,1,0,0
home team,8,251,0,1,0
home team,8,252,0,1,0
home team,8,253,1,0,0
home team,8,254,1,1,1
home team,8,255,0,0,1
home team,8,256,1,0,0
home team,9,241,1,1,1
home team,9,242,1,1,1
home team,9,243,1,1,1
home team,9,244,1,1,1
home team,9,245,0,1,0
home team,9,246,1,0,0
home team,9,247,1,1,1
home team,9,248,1,1,1
home team,9,249,1,0,0
home team,9,250,1,0,0
home team,9,251,0,1,0
home team,9,252,0,1,0
home team,9,253,1,0,0
home team,9,254,1,1,1
home team,9,255,0,0,1
home team,9,256,1,0,0
home team,10,241,1,1,1
home team,10,242,1,1,1
home team,10,243,1,1,1
home team,10,244,1,1,1
home team,10,245,0,1,0
home team,10,246,1,0,0
home team,10,247,1,1,1
home team,10,248,1,1,1
home team,10,249,1,0,0
home team,10,250,1,0,0
home team,10,251,0,1,0
home team,10,252,0,1,0
home team,10,253,0,0,1
home team,10,254,1,1,1
home team,10,255,1,0,0
home team,10,256,1,0,0
home team,11,241,1,1,1
home team,11,242,0,1,0
home team,11,243,1,1,1
home team,11,244,1,1,1
home team,11,245,0,1,0
home team,11,246,0,0,1
home team,11,247,1,1,1
home team,11,248,0,1,0
home team,11,249,1,0,0
home team,11,250,0,0,1
home team,11,251,0,1,0
home team,11,252,0,1,0
home team,11,253,1,0,0
home team,11,254,1,1,1
home team,11,255,0,0,1
home team,11,256,1,0,0
home team,12,241,1,1,1
home team,12,242,1,1,1
home team,12,243,1,1,1
home team,12,244,1,1,1
home team,12,245,0,1,0
home team,12,246,0,0,1
home team,12,247,1,1,1
home team,12,248,0,1,0
home team,12,249,1,0,0
home team,12,250,0,0,1
home team,12,251,0,1,0
home team,12,252,0,1,0
home team,12,253,0,0,1
home team,12,254,1,1,1
home team,12,255,1,0,0
home team,12,256,1,0,0
home team,13,241,1,1,1
home team,13,242,1,1,1
home team,13,243,1,1,1
home team,13,244,1,1,1
home team,13,245,0,1,0
home team,13,246,0,0,1
home team,13,247,1,1,1
home team,13,248,1,1,1
home team,13,249,1,0,0
home team,13,250,0,0,1
home team,13,251,0,1,0
home team,13,252,0,1,0
home team,13,253,0,0,1
home team,13,254,1,1,1
home team,13,255,0,0,1
home team,13,256,1,0,0
home team,14,241,1,1,1
home team,14,242,1,1,1
home team,14,243,1,1,1
home team,14,244,1,1,1
home team,14,245,0,1,0
home team,14,246,1,0,0
home team,14,247,1,1,1
home team,14,248,0,1,0
home team,14,249,1,0,0
home team,14,250,0,0,1
home team,14,251,0,1,0
home team,14,253,0,0,1
home team,14,254,1,1,1
home team,14,255,0,0,1
home team,14,256,1,0,0
home team,15,241,1,1,1
home team,15,242,0,1,0
home team,15,243,1,1,1
home team,15,245,0,1,0
home team,15,246,1,0,0
home team,15,247,1,1,1
home team,15,248,0,1,0
home team,15,249,1,0,0
home team,15,250,0,0,1
home team,15,251,0,1,0
home team,15,252,0,1,0
home team,15,253,0,0,1
home team,15,254,1,1,1
home team,15,255,1,0,0
home team,15,256,1,0,0
home team,16,241,1,1,1
home team,16,242,1,1,1
home team,16,243,1,1,1
home team,16,244,1,1,1
home team,16,245,0,1,0
home team,16,246,0,0,1
home team,16,247,1,1,1
home team,16,248,0,1,0
home team,16,249,1,0,0
home team,16,250,0,0,1
home team,16,251,0,1,0
home team,16,252,0,1,0
home team,16,253,0,0,1
home team,16,254,1,1,1
home team,16,255,0,0,1
home team,16,256,1,0,0
home team,17,241,1,1,1
home team,17,242,1,1,1
home team,17,243,1,1,1
home team,17,244,1,1,1
home team,17,245,0,1,0
home team,17,246,1,0,0
home team,17,247,1,1,1
home team,17,248,1,1,1
home team,17,249,1,0,0
home team,17,250,1,0,0
home team,17,251,0,1,0
home team,17,252,0,1,0
home team,17,253,0,0,1
home team,17,254,1,1,1
home team,17,255,1,0,0
home team,17,256,1,0,0
home team,18,241,1,1,1
home team,18,242,0,1,0
home team,18,243,1,1,1
home team,18,244,1,1,1
home team,18,245,0,1,0
home team,18,246,1,0,0
home team,18,247,1,1,1
home team,18,248,0,1,0
home team,18,249,1,0,0
home team,18,250,1,0,0
home team,18,251,0,1,0
home team,18,252,0,1,0
home team,18,253,0,0,1
home team,18,254,1,1,1
home team,18,255,0,0,1
home team,18,256,1,0,0
home team,19,241,1,1,1
home team,19,242,1,1,1
home team,19,243,1,1,1
home team,19,244,1,1,1
home team,19,245,0,1,0
home team,19,246,0,0,1
home team,19,247,1,1,1
home team,19,248,0,1,0
home team,19,249,1,0,0
home team,19,250,0,0,1
home team,19,251,0,1,0
home team,19,252,0,1,0
home team,19,253,1,0,0
home team,19,254,1,1,1
home team,19,255,0,0,1
home team,19,256,1,0,0
home team,20,241,1,1,1
home team,20,242,1,1,1
home team,20,243,1,1,1
home team,20,244,1,1,1
home team,20,245,0,1,0
home team,20,246,0,0,1
home team,20,247,1,1,1
home team,20,248,1,1,1
home team,20,249,1,0,0
home team,20,250,0,0,1
home team,20,251,0,1,0
home team,20,252,0,1,0
home team,20,253,0,0,1
home team,20,254,1,1,1
home team,20,255,1,0,0
home team,20,256,1,0,0
home team,21,241,1,1,1
home team,21,242,1,1,1
home team,21,243,1,1,1
home team,21,244,1,1,1
home team,21,245,0,1,0
home team,21,246,0,0,1
home team,21,247,1,1,1
home team,21,248,1,1,1
home team,21,249,1,0,0
home team,21,250,1,0,0
home team,21,251,0,1,0
home team,21,252,0,1,0
home team,21,253,0,0,1
home team,21,254,1,1,1
home team,21,255,1,0,0
home team,21,256,1,0,0
home team,22,241,0,1,0
home team,22,242,0,1,0
home team,22,243,1,1,1
home team,22,244,0,1,0
home team,22,245,0,1,0
home team,22,246,1,0,0
home team,22,247,1,1,1
home team,22,248,0,1,0
home team,22,249,0,0,1
home team,22,250,0,0,1
home team,22,251,0,1,0
home team,22,252,0,1,0
home team,22,253,0,0,1
home team,22,254,1,1,1
home team,22,255,0,0,1
home team,22,256,0,0,1
home team,23,241,1,1,1
home team,23,242,0,1,0
home team,23,243,1,1,1
home team,23,244,1,1,1
home team,23,245,0,1,0
home team,23,246,0,0,1
home team,23,247,1,1,1
home team,23,248,0,1,0
home team,23,249,1,0,0
home team,23,250,1,0,0
home team,23,251,0,1,0
home team,23,252,0,1,0
home team,23,253,0,0,1
home team,23,254,1,1,1
home team,23,255,1,0,0
home team,23,256,1,0,0
home team,24,241,1,1,1
home team,24,242,1,1,1
home team,24,243,1,1,1
home team,24,244,1,1,1
home team,24,245,0,1,0
home team,24,246,0,0,1
home team,24,247,1,1,1
home team,24,248,1,1,1
home team,24,249,1,0,0
home team,24,250,0,0,1
home team,24,251,0,1,0
home team,24,252,0,1,0
home team,24,253,1,0,0
home team,24,254,1,1,1
home team,24,255,0,0,1
home team,24,256,1,0,0
home team,25,241,1,1,1
home team,25,242,1,1,1
home team,25,243,1,1,1
home team,25,244,1,1,1
home team,25,245,0,1,0
home team,25,246,0,0,1
home team,25,247,1,1,1
home team,25,248,0,1,0
home team,25,249,1,0,0
home team,25,250,0,0,1
home team,25,251,0,1,0
home team,25,252,0,1,0
home team,25,253,0,0,1
home team,25,254,1,1,1
home team,25,255,0,0,1
home team,25,256,1,0,0
home team,26,241,1,1,1
home team,26,242,1,1,1
home team,26,243,1,1,1
home team,26,244,1,1,1
home team,26,245,0,1,0
home team,26,246,0,0,1
home team,26,247,1,1,1
home team,26,248,1,1,1
home team,26,249,1,0,0
home team,26,250,0,0,1
home team,26,251,0,1,0
home team,26,252,0,1,0
home team,26,253,0,0,1
home team,26,254,1,1,1
home team,26,255,0,0,1
home team,26,256,1,0,0
home team,27,241,1,1,1
home team,27,242,1,1,1
home team,27,243,1,1,1
home team,27,244,1,1,1
home team,27,245,1,1,1
home team,27,246,1,0,0
home team,27,247,1,1,1
home team,27,248,1,1,1
home team,27,249,1,0,0
home team,27,250,0,0,1
home team,27,251,0,1,0
home team,27,253,0,0,1
home team,27,254,1,1,1
home team,27,255,1,0,0
home team,27,256,1,0,0
home team,28,241,1,1,1
home team,28,242,0,1,0
home team,28,243,1,1,1
home team,28,244,1,1,1
home team,28,245,0,1,0
home team,28,246,1,0,0
home team,28,247,1,1,1
home team,28,248,0,1,0
home team,28,249,1,0,0
home team,28,250,0,0,1
home team,28,251,0,1,0
home team,28,252,0,1,0
home team,28,253,0,0,1
home team,28,254,1,1,1
home team,28,255,1,0,0
home team,28,256,1,0,0
home team,29,241,1,1,1
home team,29,242,1,1,1
home team,29,243,1,1,1
home team,29,244,1,1,1
home team,29,245,0,1,0
home team,29,246,0,0,1
home team,29,247,1,1,1
home team,29,248,1,1,1
home team,29,249,1,0,0
home team,29,250,0,0,1
home team,29,251,0,1,0
home team,29,252,0,1,0
home team,29,253,1,0,0
home team,29,254,1,1,1
home team,29,255,0,0,1
home team,29,256,1,0,0
home team,30,241,1,1,1
home team,30,242,1,1,1
home team,30,243,1,1,1
home team,30,244,1,1,1
home team,30,245,1,1,1
home team,30,246,0,0,1
home team,30,247,1,1,1
home team,30,248,0,1,0
home team,30,249,1,0,0
home team,30,250,1,0,0
home team,30,251,0,1,0
home team,30,253,1,0,0
home team,30,254,1,1,1
home team,30,255,0,0,1
home team,30,256,1,0,0
home team,31,241,1,1,1
home team,31,242,1,1,1
home team,31,243,1,1,1
home team,31,244,1,1,1
home team,31,245,0,1,0
home team,31,246,1,0,0
home team,31,247,1,1,1
home team,31,248,1,1,1
home team,31,249,1,0,0
home team,31,250,1,0,0
home team,31,251,0,1,0
home team,31,252,0,1,0
home team,31,253,0,0,1
home team,31,254,1,1,1
home team,31,255,1,0,0
home team,31,256,1,0,0
home team,32,241,1,1,1
home team,32,242,1,1,1
home team,32,243,1,1,1
home team,32,244,1,1,1
home team,32,245,0,1,0
home team,32,246,1,0,0
home team,32,247,1,1,1
home team,32,248,0,1,0
home team,32,249,1,0,0
home team,32,250,0,0,1
home team,32,251,0,1,0
home team,32,252,0,1,0
home team,32,253,0,0,1
home team,32,254,1,1,1
home team,32,255,1,0,0
home team,32,256,1,0,0
home team,33,241,1,1,1
home team,33,242,1,1,1
home team,33,243,1,1,1
home team,33,244,1,1,1
home team,33,245,0,1,0
home team,33,246,1,0,0
home team,33,247,1,1,1
home team,33,248,1,1,1
home team,33,249,1,0,0
home team,33,250,0,0,1
home team,33,251,0,1,0
home team,33,252,0,1,0
home team,33,253,0,0,1
home team,33,254,1,1,1
home team,33,255,1,0,0
home team,33,256,1,0,0
home team,34,241,1,1,1
home team,34,242,1,1,1
home team,34,243,1,1,1
home team,34,244,1,1,1
home team,34,245,0,1,0
home team,34,246,0,0,1
home team,34,247,1,1,1
home team,34,248,1,1,1
home team,34,249,1,0,0
home team,34,250,0,0,1
home team,34,251,0,1,0
home team,34,252,0,1,0
home team,34,253,1,0,0
home team,34,254,1,1,1
home team,34,255,0,0,1
home team,34,256,1,0,0
home team,35,241,1,1,1
home team,35,242,1,1,1
home team,35,243,1,1,1
home team,35,244,1,1,1
home team,35,245,0,1,0
home team,35,246,1,0,0
home team,35,247,1,1,1
home team,35,248,0,1,0
home team,35,249,1,0,0
home team,35,250,1,0,0
home team,35,251,0,1,0
home team,35,252,0,1,0
home team,35,253,0,0,1
home team,35,254,1,1,1
home team,35,255,1,0,0
home team,35,256,1,0,0
home team,36,241,0,1,0
home team,36,242,1,1,1
home team,36,243,1,1,1
home team,36,244,1,1,1
home team,36,245,0,1,0
home team,36,246,0,0,1
home team,36,247,1,1,1
home team,36,248,1,1,1
home team,36,249,1,0,0
home team,36,250,0,0,1
home team,36,251,0,1,0
home team,36,253,1,0,0
home team,36,254,1,1,1
home team,36,255,0,0,1
home team,36,256,1,0,0
home team,37,241,1,1,1
home team,37,242,1,1,1
home team,37,243,1,1,1
home team,37,244,1,1,1
home team,37,245,0,1,0
home team,37,246,0,0,1
home team,37,247,1,1,1
home team,37,248,1,1,1
home team,37,249,1,0,0
home team,37,250,0,0,1
home team,37,251,0,1,0
home team,37,252,0,1,0
home team,37,253,0,0,1
home team,37,254,1,1,1
home team,37,255,1,0,0
home team,37,256,1,0,0
home team,38,241,0,1,0
home team,38,242,1,1,1
home team,38,243,1,1,1
home team,38,244,1,1,1
home team,38,245,0,1,0
home team,38,246,1,0,0
home team,38,247,1,1,1
home team,38,248,1,1,1
home team,38,249,1,0,0
home team,38,250,0,0,1
home team,38,251,0,1,0
home team,38,252,0,1,0
home team,38,253,0,0,1
home team,38,254,1,1,1
home team,38,255,0,0,1
home team,38,256,1,0,0
home team,39,241,1,1,1
home team,39,242,1,1,1
home team,39,243,1,1,1
home team,39,244,1,1,1
home team,39,245,1,1,1
home team,39,246,0,0,1
home team,39,247,1,1,1
home team,39,248,0,1,0
home team,39,249,1,0,0
home team,39,250,0,0,1
home team,39,251,0,1,0
home team,39,252,0,1,0
home team,39,253,0,0,1
home team,39,254,1,1,1
home team,39,255,0,0,1
home team,39,256,1,0,0
home team,40,241,1,1,1
home team,40,242,1,1,1
home team,40,243,1,1,1
home team,40,244,1,1,1
home team,40,245,0,1,0
home team,40,246,0,0,1
home team,40,247,1,1,1
home team,40,248,0,1,0
home team,40,249,1,0,0
home team,40,250,0,0,1
home team,40,251,0,1,0
home team,40,252,0,1,0
home team,40,253,0,0,1
home team,40,254,1,1,1
home team,40,255,1,0,0
home team,40,256,1,0,0
home team,41,241,1,1,1
home team,41,242,1,1,1
home team,41,243,1,1,1
home team,41,244,1,1,1
home team,41,245,0,1,0
home team,41,246,0,0,1
home team,41,247,1,1,1
home team,41,248,0,1,0
home team,41,249,1,0,0
home team,41,250,0,0,1
home team,41,251,0,1,0
home team,41,253,0,0,1
home team,41,254,1,1,1
home team,41,255,1,0,0
home team,41,256,1,0,0
home team,42,241,1,1,1
home team,42,242,1,1,1
home team,42,243,1,1,1
home team,42,244,1,1,1
home team,42,245,0,1,0
home team,42,246,0,0,1
home team,42,247,1,1,1
home team,42,248,1,1,1
home team,42,249,1,0,0
home team,42,250,0,0,1
home team,42,251,0,1,0
home team,42,252,0,1,0
home team,42,253,0,0,1
home team,42,254,1,1,1
home team,42,255,0,0,1
home team,42,256,1,0,0
home team,43,241,1,1,1
home team,43,242,1,1,1
home team,43,243,1,1,1
home team,43,244,1,1,1
home team,43,245,0,1,0
home team,43,246,0,0,1
home team,43,247,1,1,1
home team,43,248,1,1,1
home team,43,249,1,0,0
home team,43,250,0,0,1
home team,43,251,0,1,0
home team,43,252,0,1,0
home team,43,253,1,0,0
home team,43,254,1,1,1
home team,43,255,0,0,1
home team,43,256,1,0,0
home team,44,241,1,1,1
home team,44,242,1,1,1
home team,44,243,1,1,1
home team,44,244,1,1,1
home team,44,245,0,1,0
home team,44,246,0,0,1
home team,44,247,1,1,1
home team,44,248,1,1,1
home team,44,249,1,0,0
home team,44,250,0,0,1
home team,44,251,0,1,0
home team,44,253,0,0,1
home team,44,254,1,1,1
home team,44,255,0,0,1
home team,44,256,1,0,0
home team,45,241,1,1,1
home team,45,242,1,1,1
home team,45,243,1,1,1
home team,45,244,1,1,1
home team,45,245,0,1,0
home team,45,246,0,0,1
home team,45,247,1,1,1
home team,45,248,1,1,1
home team,45,249,1,0,0
home team,45,250,0,0,1
home team,45,251,0,1,0
home team,45,253,0,0,1
home team,45,254,1,1,1
home team,45,255,1,0,0
home team,45,256,1,0,0
home team,46,241,1,1,1
home team,46,242,1,1,1
home team,46,243,1,1,1
home team,46,244,1,1,1
home team,46,245,0,1,0
home team,46,246,0,0,1
home team,46,247,1,1,1
home team,46,248,1,1,1
home team,46,249,1,0,0
home team,46,250,1,0,0
home team,46,251,0,1,0
home team,46,252,0,1,0
home team,46,253,1,0,0
home team,46,254,1,1,1
home team,46,255,0,0,1
home team,46,256,1,0,0
home team,47,241,1,1,1
home team,47,242,1,1,1
home team,47,243,1,1,1
home team,47,244,1,1,1
home team,47,245,0,1,0
home team,47,246,0,0,1
home team,47,247,1,1,1
home team,47,248,0,1,0
home team,47,249,1,0,0
home team,47,250,1,0,0
home team,47,251,0,1,0
home team,47,252,0,1,0
home team,47,253,0,0,1
home team,47,254,1,1,1
home team,47,255,1,0,0
home team,47,256,1,0,0
home team,48,241,0,1,0
home team,48,242,0,1,0
home team,48,243,1,1,1
home team,48,244,1,1,1
home team,48,245,0,1,0
home team,48,246,1,0,0
home team,48,247,1,1,1
home team,48,248,1,1,1
home team,48,249,1,0,0
home team,48,250,0,0,1
home team,48,251,0,1,0
home team,48,252,0,1,0
home team,48,253,0,0,1
home team,48,254,1,1,1
home team,48,255,1,0,0
home team,48,256,1,0,0
home team,49,241,0,1,0
home team,49,242,1,1,1
home team,49,243,1,1,1
home team,49,244,1,1,1
home team,49,245,1,1,1
home team,49,246,1,0,0
home team,49,247,1,1,1
home team,49,248,1,1,1
home team,49,249,1,0,0
home team,49,250,1,0,0
home team,49,251,0,1,0
home team,49,252,0,1,0
home team,49,253,0,0,1
home team,49,254,1,1,1
home team,49,255,1,0,0
home team,49,256,1,0,0
home team,50,241,1,1,1
home team,50,242,0,1,0
home team,50,243,1,1,1
home team,50,244,1,1,1
home team,50,245,0,1,0
home team,50,246,0,0,1
home team,50,247,1,1,1
home team,50,248,1,1,1
home team,50,249,1,0,0
home team,50,250,0,0,1
home team,50,251,0,1,0
home team,50,252,0,1,0
home team,50,253,1,0,0
home team,50,254,1,1,1
home team,50,255,0,0,1
home team,50,256,1,0,0
home team,51,241,1,1,1
home team,51,242,1,1,1
home team,51,243,1,1,1
home team,51,244,1,1,1
home team,51,245,0,1,0
home team,51,246,0,0,1
home team,51,247,1,1,1
home team,51,248,0,1,0
home team,51,249,1,0,0
home team,51,250,0,0,1
home team,51,251,0,1,0
home team,51,253,0,0,1
home team,51,254,1,1,1
home team,51,255,0,0,1
home team,51,256,1,0,0
home team,52,241,1,1,1
home team,52,242,1,1,1
home team,52,243,1,1,1
home team,52,244,1,1,1
home team,52,245,1,1,1
home team,52,246,0,0,1
home team,52,247,1,1,1
home team,52,248,0,1,0
home team,52,249,1,0,0
home team,52,250,1,0,0
home team,52,251,0,1,0
home team,52,252,0,1,0
home team,52,253,0,0,1
home team,52,254,1,1,1
home team,52,255,1,0,0
home team,52,256,1,0,0
home team,53,241,1,1,1
home team,53,242,1,1,1
home team,53,243,1,1,1
home team,53,244,1,1,1
home team,53,245,0,1,0
home team,53,246,1,0,0
home team,53,247,1,1,1
home team,53,248,0,1,0
home team,53,249,1,0,0
home team,53,250,0,0,1
home team,53,251,0,1,0
home team,53,252,0,1,0
home team,53,253,0,0,1
home team,53,254,1,1,1
home team,53,255,0,0,1
home team,53,256,1,0,0
home team,54,241,1,1,1
home team,54,242,1,1,1
home team,54,243,1,1,1
home team,54,244,1,1,1
home team,54,245,0,1,0
home team,54,246,0,0,1
home team,54,247,1,1,1
home team,54,248,1,1,1
home team,54,249,1,0,0
home team,54,250,0,0,1
home team,54,251,0,1,0
home team,54,253,1,0,0
home team,54,254,1,1,1
home team,54,255,0,0,1
home team,54,256,1,0,0
home team,55,241,1,1,1
home team,55,242,1,1,1
home team,55,243,1,1,1
home team,55,244,1,1,1
home team,55,245,0,1,0
home team,55,246,0,0,1
home team,55,247,1,1,1
home team,55,248,1,1,1
home team,55,249,1,0,0
home team,55,250,0,0,1
home team,55,251,0,1,0
home team,55,253,1,0,0
home team,55,254,1,1,1
home team,55,255,0,0,1
home team,55,256,1,0,0
home team,56,241,1,1,1
home team,56,242,1,1,1
home team,56,243,1,1,1
home team,56,244,1,1,1
home team,56,245,0,1,0
home team,56,246,1,0,0
home team,56,247,1,1,1
home team,56,248,0,1,0
home team,56,249,1,0,0
home team,56,250,0,0,1
home team,56,251,0,1,0
home team,56,252,0,1,0
home team,56,253,1,0,0
home team,56,254,1,1,1
home team,56,255,0,0,1
home team,56,256,1,0,0
home team,57,241,1,1,1
home team,57,242,1,1,1
home team,57,243,1,1,1
home team,57,244,1,1,1
home team,57,245,0,1,0
home team,57,246,1,0,0
home team,57,247,1,1,1
home team,57,248,0,1,0
home team,57,249,1,0,0
home team,57,250,0,0,1
home team,57,251,0,1,0
home team,57,253,0,0,1
home team,57,254,1,1,1
home team,57,255,1,0,0
home team,57,256,1,0,0
home team,58,241,1,1,1
home team,58,242,1,1,1
home team,58,243,1,1,1
home team,58,244,1,1,1
home team,58,245,0,1,0
home team,58,246,0,0,1
home team,58,247,1,1,1
home team,58,248,1,1,1
home team,58,249,1,0,0
home team,58,250,1,0,0
home team,58,251,0,1,0
home team,58,252,0,1,0
home team,58,253,1,0,0
home team,58,254,1,1,1
home team,58,255,1,0,0
home team,58,256,1,0,0
home team,59,241,1,1,1
home team,59,242,1,1,1
home team,59,243,1,1,1
home team,59,244,1,1,1
home team,59,245,0,1,0
home team,59,246,0,0,1
home team,59,247,1,1,1
home team,59,248,1,1,1
home team,59,249,1,0,0
home team,59,250,1,0,0
home team,59,251,0,1,0
home team,59,252,0,1,0
home team,59,253,0,0,1
home team,59,254,1,1,1
home team,59,255,0,0,1
home team,59,256,1,0,0
home team,60,241,1,1,1
home team,60,242,1,1,1
home team,60,243,1,1,1
home team,60,244,1,1,1
home team,60,245,0,1,0
home team,60,246,0,0,1
home team,60,247,1,1,1
home team,60,248,1,1,1
home team,60,249,1,0,0
home team,60,250,0,0,1
home team,60,251,0,1,0
home team,60,253,1,0,0
home team,60,254,1,1,1
home team,60,255,0,0,1
home team,60,256,1,0,0
home team,61,241,1,1,1
home team,61,242,0,1,0
home team,61,243,1,1,1
home team,61,244,1,1,1
home team,61,245,0,1,0
home team,61,246,1,0,0
home team,61,247,1,1,1
home team,61,248,0,1,0
home team,61,249,1,0,0
home team,61,250,0,0,1
home team,61,251,0,1,0
home team,61,252,0,1,0
home team,61,253,0,0,1
home team,61,254,1,1,1
home team,61,255,1,0,0
home team,61,256,1,0,0
home team,62,241,1,1,1
home team,62,242,0,1,0
home team,62,243,1,1,1
home team,62,244,1,1,1
home team,62,245,0,1,0
home team,62,246,0,0,1
home team,62,247,1,1,1
home team,62,248,0,1,0
home team,62,249,1,0,0
home team,62,250,1,0,0
home team,62,251,0,1,0
home team,62,253,1,0,0
home team,62,254,1,1,1
home team,62,255,0,0,1
home team,62,256,1,0,0
home team,63,241,1,1,1
home team,63,242,1,1,1
home team,63,243,1,1,1
home team,63,244,1,1,1
home team,63,245,0,1,0
home team,63,246,0,0,1
home team,63,247,1,1,1
home team,63,248,0,1,0
home team,63,249,1,0,0
home team,63,250,0,0,1
home team,63,251,0,1,0
home team,63,252,0,1,0
home team,63,253,0,0,1
home team,63,254,1,1,1
home team,63,255,1,0,0
home team,63,256,1,0,0
home team,64,241,1,1,1
home team,64,242,1,1,1
home team,64,243,1,1,1
home team,64,244,1,1,1
home team,64,245,0,1,0
home team,64,246,0,0,1
home team,64,247,1,1,1
home team,64,248,1,1,1
home team,64,249,1,0,0
home team,64,250,0,0,1
home team,64,251,1,1,1
home team,64,253,0,0,1
home team,64,254,1,1,1
home team,64,255,0,0,1
home team,64,256,1,0,0
home team,65,241,1,1,1
home team,65,242,1,1,1
home team,65,243,1,1,1
home team,65,244,1,1,1
home team,65,245,0,1,0
home team,65,246,0,0,1
home team,65,247,1,1,1
home team,65,248,1,1,1
home team,65,249,1,0,0
home team,65,250,0,0,1
home team,65,251,0,1,0
home team,65,252,0,1,0
home team,65,253,1,0,0
home team,65,254,1,1,1
home team,65,255,0,0,1
home team,65,256,1,0,0
home team,66,241,1,1,1
home team,66,242,1,1,1
home team,66,243,1,1,1
home team,66,244,1,1,1
home team,66,245,0,1,0
home team,66,246,1,0,0
home team,66,247,1,1,1
home team,66,248,0,1,0
home team,66,249,1,0,0
home team,66,250,1,0,0
home team,66,251,0,1,0
home team,66,252,0,1,0
home team,66,253,1,0,0
home team,66,254,1,1,1
home team,66,255,1,0,0
home team,66,256,1,0,0
home team,67,241,1,1,1
home team,67,242,1,1,1
home team,67,243,1,1,1
home team,67,244,1,1,1
home team,67,245,0,1,0
home team,67,246,1,0,0
home team,67,247,1,1,1
home team,67,248,1,1,1
home team,67,249,1,0,0
home team,67,250,1,0,0
home team,67,251,0,1,0
home team,67,253,0,0,1
home team,67,254,1,1,1
home team,67,255,1,0,0
home team,67,256,1,0,0
home team,68,241,1,1,1
home team,68,242,1,1,1
home team,68,243,1,1,1
home team,68,244,1,1,1
home team,68,245,0,1,0
home team,68,246,0,0,1
home team,68,247,1,1,1
home team,68,248,1,1,1
home team,68,249,1,0,0
home team,68,250,1,0,0
home team,68,251,0,1,0
home team,68,253,1,0,0
home team,68,254,1,1,1
home team,68,255,0,0,1
home team,68,256,1,0,0
home team,69,241,1,1,1
home team,69,242,1,1,1
home team,69,243,1,1,1
home team,69,244,1,1,1
home team,69,245,0,1,0
home team,69,246,1,0,0
home team,69,247,1,1,1
home team,69,248,0,1,0
home team,69,249,1,0,0
home team,69,250,1,0,0
home team,69,251,0,1,0
home team,69,252,0,1,0
home team,69,253,0,0,1
home team,69,254,1,1,1
home team,69,255,1,0,0
home team,69,256,1,0,0
home team,70,241,0,1,0
home team,70,242,1,1,1
home team,70,243,1,1,1
home team,70,244,1,1,1
home team,70,245,0,1,0
home team,70,246,0,0,1
home team,70,247,1,1,1
home team,70,248,0,1,0
home team,70,249,1,0,0
home team,70,250,0,0,1
home team,70,251,0,1,0
home team,70,252,0,1,0
home team,70,253,1,0,0
home team,70,254,1,1,1
home team,70,255,0,0,1
home team,70,256,1,0,0
home team,71,241,1,1,1
home team,71,242,1,1,1
home team,71,243,1,1,1
home team,71,244,1,1,1
home team,71,245,0,1,0
home team,71,246,0,0,1
home team,71,247,1,1,1
home team,71,248,1,1,1
home team,71,249,1,0,0
home team,71,250,0,0,1
home team,71,251,0,1,0
home team,71,252,0,1,0
home team,71,253,0,0,1
home team,71,254,1,1,1
home team,71,255,0,0,1
home team,71,256,1,0,0
win-loss,1,1,0,1,0
win-loss,1,2,0,0,0
win-loss,1,3,1,1,1
win-loss,1,4,1,0,1
win-loss,1,5,1,1,1
win-loss,2,1,1,1,1
win-loss,2,2,0,0,0
win-loss,2,3,1,1,1
win-loss,2,4,0,0,0
win-loss,2,5,0,1,0
win-loss,3,1,1,1,1
win-loss,3,2,0,0,0
win-loss,3,3,1,1,1
win-loss,3,4,0,0,0
win-loss,3,5,0,1,0
win-loss,4,1,1,1,1
win-loss,4,2,1,0,1
win-loss,4,3,1,1,1
win-loss,4,4,1,0,1
win-loss,4,5,1,1,1
win-loss,5,1,1,1,1
win-loss,5,2,1,0,1
win-loss,5,3,1,1,1
win-loss,5,4,0,0,0
win-loss,5,5,0,1,0
win-loss,6,1,1,1,1
win-loss,6,2,0,0,0
win-loss,6,3,1,1,1
win-loss,6,4,0,0,0
win-loss,6,5,0,1,0
win-loss,7,1,1,1,1
win-loss,7,2,1,0,1
win-loss,7,3,1,1,1
win-loss,7,4,1,0,1
win-loss,7,5,0,1,0
win-loss,8,1,1,1,1
win-loss,8,2,1,0,1
win-loss,8,3,1,1,1
win-loss,8,4,0,0,0
win-loss,8,5,1,1,1
win-loss,9,1,1,1,1
win-loss,9,2,1,0,1
win-loss,9,3,1,1,1
