participant,condition,conditionIndex,problem,trial,horizon,pLeft,pRight,choiceRight,reward,rewardLeft,rewardRight,problemOrder
1,horizon8_neutral,0,1,1,8,0.0689879,0.159411,0,0,0,0,8
1,horizon8_neutral,0,1,2,8,0.0689879,0.159411,0,0,0,0,8
1,horizon8_neutral,0,1,3,8,0.0689879,0.159411,1,0,0,0,8
1,horizon8_neutral,0,1,4,8,0.0689879,0.159411,1,0,0,0,8
1,horizon8_neutral,0,1,5,8,0.0689879,0.159411,1,1,0,1,8
1,horizon8_neutral,0,1,6,8,0.0689879,0.159411,0,0,0,0,8
1,horizon8_neutral,0,1,7,8,0.0689879,0.159411,0,0,0,0,8
1,horizon8_neutral,0,1,8,8,0.0689879,0.159411,0,0,0,0,8
1,horizon8_neutral,0,2,1,8,0.379277,0.926561,1,1,0,1,38
1,horizon8_neutral,0,2,2,8,0.379277,0.926561,0,0,0,1,38
1,horizon8_neutral,0,2,3,8,0.379277,0.926561,1,1,0,1,38
1,horizon8_neutral,0,2,4,8,0.379277,0.926561,0,1,1,1,38
1,horizon8_neutral,0,2,5,8,0.379277,0.926561,1,1,1,1,38
1,horizon8_neutral,0,2,6,8,0.379277,0.926561,1,0,0,0,38
1,horizon8_neutral,0,2,7,8,0.379277,0.926561,1,1,0,1,38
1,horizon8_neutral,0,2,8,8,0.379277,0.926561,1,1,0,1,38
1,horizon8_neutral,0,3,1,8,0.400041,0.62891,1,1,1,1,37
1,horizon8_neutral,0,3,2,8,0.400041,0.62891,1,1,1,1,37
1,horizon8_neutral,0,3,3,8,0.400041,0.62891,1,1,1,1,37
1,horizon8_neutral,0,3,4,8,0.400041,0.62891,1,1,0,1,37
1,horizon8_neutral,0,3,5,8,0.400041,0.62891,1,1,1,1,37
1,horizon8_neutral,0,3,6,8,0.400041,0.62891,1,1,1,1,37
1,horizon8_neutral,0,3,7,8,0.400041,0.62891,1,0,0,0,37
1,horizon8_neutral,0,3,8,8,0.400041,0.62891,1,1,1,1,37
1,horizon8_neutral,0,4,1,8,0.32759,0.281665,1,1,1,1,13
1,horizon8_neutral,0,4,2,8,0.32759,0.281665,0,1,1,1,13
1,horizon8_neutral,0,4,3,8,0.32759,0.281665,0,0,0,0,13
1,horizon8_neutral,0,4,4,8,0.32759,0.281665,0,1,1,1,13
1,horizon8_neutral,0,4,5,8,0.32759,0.281665,0,0,0,0,13
1,horizon8_neutral,0,4,6,8,0.32759,0.281665,1,0,0,0,13
1,horizon8_neutral,0,4,7,8,0.32759,0.281665,0,0,0,0,13
1,horizon8_neutral,0,4,8,8,0.32759,0.281665,0,0,0,0,13
1,horizon8_neutral,0,5,1,8,0.157703,0.391911,0,0,0,1,7
1,horizon8_neutral,0,5,2,8,0.157703,0.391911,0,0,0,1,7
1,horizon8_neutral,0,5,3,8,0.157703,0.391911,0,1,1,1,7
1,horizon8_neutral,0,5,4,8,0.157703,0.391911,0,0,0,0,7
1,horizon8_neutral,0,5,5,8,0.157703,0.391911,1,1,1,1,7
1,horizon8_neutral,0,5,6,8,0.157703,0.391911,0,0,0,1,7
1,horizon8_neutral,0,5,7,8,0.157703,0.391911,0,0,0,1,7
1,horizon8_neutral,0,5,8,8,0.157703,0.391911,0,0,0,0,7
1,horizon8_neutral,0,6,1,8,0.306489,0.760867,0,0,0,1,5
1,horizon8_neutral,0,6,2,8,0.306489,0.760867,0,0,0,1,5
1,horizon8_neutral,0,6,3,8,0.306489,0.760867,0,0,0,0,5
1,horizon8_neutral,0,6,4,8,0.306489,0.760867,1,1,0,1,5
1,horizon8_neutral,0,6,5,8,0.306489,0.760867,1,1,1,1,5
1,horizon8_neutral,0,6,6,8,0.306489,0.760867,1,0,0,0,5
1,horizon8_neutral,0,6,7,8,0.306489,0.760867,1,1,0,1,5
1,horizon8_neutral,0,6,8,8,0.306489,0.760867,1,0,0,0,5
1,horizon8_neutral,0,7,1,8,0.932859,0.603628,0,1,1,1,29
1,horizon8_neutral,0,7,2,8,0.932859,0.603628,0,1,1,0,29
1,horizon8_neutral,0,7,3,8,0.932859,0.603628,0,0,0,0,29
1,horizon8_neutral,0,7,4,8,0.932859,0.603628,0,1,1,1,29
1,horizon8_neutral,0,7,5,8,0.932859,0.603628,0,1,1,0,29
1,horizon8_neutral,0,7,6,8,0.932859,0.603628,0,1,1,1,29
1,horizon8_neutral,0,7,7,8,0.932859,0.603628,0,1,1,0,29
1,horizon8_neutral,0,7,8,8,0.932859,0.603628,0,1,1,1,29
1,horizon8_neutral,0,8,1,8,0.587431,0.70064,1,1,0,1,35
1,horizon8_neutral,0,8,2,8,0.587431,0.70064,1,0,0,0,35
1,horizon8_neutral,0,8,3,8,0.587431,0.70064,1,0,0,0,35
1,horizon8_neutral,0,8,4,8,0.587431,0.70064,1,0,0,0,35
1,horizon8_neutral,0,8,5,8,0.587431,0.70064,1,1,1,1,35
1,horizon8_neutral,0,8,6,8,0.587431,0.70064,1,1,1,1,35
1,horizon8_neutral,0,8,7,8,0.587431,0.70064,1,1,1,1,35
1,horizon8_neutral,0,8,8,8,0.587431,0.70064,1,0,0,0,35
1,horizon8_neutral,0,9,1,8,0.347876,0.184021,0,0,0,0,26
1,horizon8_neutral,0,9,2,8,0.347876,0.184021,0,0,0,0,26
1,horizon8_neutral,0,9,3,8,0.347876,0.184021,1,0,0,0,26
1,horizon8_neutral,0,9,4,8,0.347876,0.184021,1,1,1,1,26
1,horizon8_neutral,0,9,5,8,0.347876,0.184021,1,0,1,0,26
1,horizon8_neutral,0,9,6,8,0.347876,0.184021,1,1,1,1,26
1,horizon8_neutral,0,9,7,8,0.347876,0.184021,0,1,1,0,26
1,horizon8_neutral,0,9,8,8,0.347876,0.184021,0,1,1,0,26
1,horizon8_neutral,0,10,1,8,0.425532,0.771318,1,1,0,1,21
1,horizon8_neutral,0,10,2,8,0.425532,0.771318,1,0,0,0,21
1,horizon8_neutral,0,10,3,8,0.425532,0.771318,1,0,0,0,21
1,horizon8_neutral,0,10,4,8,0.425532,0.771318,1,1,0,1,21
1,horizon8_neutral,0,10,5,8,0.425532,0.771318,1,1,1,1,21
1,horizon8_neutral,0,10,6,8,0.425532,0.771318,1,1,0,1,21
1,horizon8_neutral,0,10,7,8,0.425532,0.771318,1,1,0,1,21
1,horizon8_neutral,0,10,8,8,0.425532,0.771318,1,1,1,1,21
1,horizon8_neutral,0,11,1,8,0.24548,0.635497,1,0,0,0,16
1,horizon8_neutral,0,11,2,8,0.24548,0.635497,0,1,1,1,16
1,horizon8_neutral,0,11,3,8,0.24548,0.635497,0,0,0,1,16
1,horizon8_neutral,0,11,4,8,0.24548,0.635497,0,1,1,1,16
1,horizon8_neutral,0,11,5,8,0.24548,0.635497,1,1,0,1,16
1,horizon8_neutral,0,11,6,8,0.24548,0.635497,1,1,0,1,16
1,horizon8_neutral,0,11,7,8,0.24548,0.635497,1,1,0,1,16
1,horizon8_neutral,0,11,8,8,0.24548,0.635497,1,1,1,1,16
1,horizon8_neutral,0,12,1,8,0.0877554,0.375167,1,0,0,0,28
1,horizon8_neutral,0,12,2,8,0.0877554,0.375167,1,0,0,0,28
1,horizon8_neutral,0,12,3,8,0.0877554,0.375167,1,1,0,1,28
1,horizon8_neutral,0,12,4,8,0.0877554,0.375167,0,0,0,0,28
1,horizon8_neutral,0,12,5,8,0.0877554,0.375167,0,0,0,0,28
1,horizon8_neutral,0,12,6,8,0.0877554,0.375167,0,0,0,0,28
1,horizon8_neutral,0,12,7,8,0.0877554,0.375167,1,0,0,0,28
1,horizon8_neutral,0,12,8,8,0.0877554,0.375167,1,1,1,1,28
1,horizon8_neutral,0,13,1,8,0.709625,0.501548,0,0,0,0,10
1,horizon8_neutral,0,13,2,8,0.709625,0.501548,0,1,1,1,10
1,horizon8_neutral,0,13,3,8,0.709625,0.501548,0,1,1,1,10
1,horizon8_neutral,0,13,4,8,0.709625,0.501548,0,1,1,0,10
1,horizon8_neutral,0,13,5,8,0.709625,0.501548,0,1,1,1,10
1,horizon8_neutral,0,13,6,8,0.709625,0.501548,0,1,1,1,10
1,horizon8_neutral,0,13,7,8,0.709625,0.501548,0,1,1,1,10
1,horizon8_neutral,0,13,8,8,0.709625,0.501548,0,1,1,1,10
1,horizon8_neutral,0,14,1,8,0.961939,0.0217724,1,0,1,0,14
1,horizon8_neutral,0,14,2,8,0.961939,0.0217724,1,0,1,0,14
1,horizon8_neutral,0,14,3,8,0.961939,0.0217724,1,0,1,0,14
1,horizon8_neutral,0,14,4,8,0.961939,0.0217724,1,0,1,0,14
1,horizon8_neutral,0,14,5,8,0.961939,0.0217724,1,0,1,0,14
1,horizon8_neutral,0,14,6,8,0.961939,0.0217724,0,1,1,0,14
1,horizon8_neutral,0,14,7,8,0.961939,0.0217724,0,1,1,0,14
1,horizon8_neutral,0,14,8,8,0.961939,0.0217724,0,1,1,0,14
1,horizon8_neutral,0,15,1,8,0.261122,0.98662,1,1,0,1,36
1,horizon8_neutral,0,15,2,8,0.261122,0.98662,1,1,0,1,36
1,horizon8_neutral,0,15,3,8,0.261122,0.98662,1,1,0,1,36
1,horizon8_neutral,0,15,4,8,0.261122,0.98662,1,1,0,1,36
1,horizon8_neutral,0,15,5,8,0.261122,0.98662,1,1,1,1,36
1,horizon8_neutral,0,15,6,8,0.261122,0.98662,1,1,0,1,36
1,horizon8_neutral,0,15,7,8,0.261122,0.98662,1,1,0,1,36
1,horizon8_neutral,0,15,8,8,0.261122,0.98662,1,1,0,1,36
1,horizon8_neutral,0,16,1,8,0.987544,0.492687,1,1,1,1,30
1,horizon8_neutral,0,16,2,8,0.987544,0.492687,0,1,1,0,30
1,horizon8_neutral,0,16,3,8,0.987544,0.492687,0,1,1,1,30
1,horizon8_neutral,0,16,4,8,0.987544,0.492687,0,1,1,0,30
1,horizon8_neutral,0,16,5,8,0.987544,0.492687,0,1,1,0,30
1,horizon8_neutral,0,16,6,8,0.987544,0.492687,0,1,1,0,30
1,horizon8_neutral,0,16,7,8,0.987544,0.492687,0,1,1,1,30
1,horizon8_neutral,0,16,8,8,0.987544,0.492687,0,1,1,1,30
1,horizon8_neutral,0,17,1,8,0.434607,0.214041,0,1,1,0,20
1,horizon8_neutral,0,17,2,8,0.434607,0.214041,1,1,1,1,20
1,horizon8_neutral,0,17,3,8,0.434607,0.214041,1,0,1,0,20
1,horizon8_neutral,0,17,4,8,0.434607,0.214041,0,0,0,0,20
1,horizon8_neutral,0,17,5,8,0.434607,0.214041,0,0,0,0,20
1,horizon8_neutral,0,17,6,8,0.434607,0.214041,0,0,0,0,20
1,horizon8_neutral,0,17,7,8,0.434607,0.214041,0,0,0,0,20
1,horizon8_neutral,0,17,8,8,0.434607,0.214041,0,1,1,0,20
1,horizon8_neutral,0,18,1,8,0.39926,0.351254,1,1,1,1,31
1,horizon8_neutral,0,18,2,8,0.39926,0.351254,1,1,1,1,31
1,horizon8_neutral,0,18,3,8,0.39926,0.351254,1,0,1,0,31
1,horizon8_neutral,0,18,4,8,0.39926,0.351254,1,1,1,1,31
1,horizon8_neutral,0,18,5,8,0.39926,0.351254,1,0,0,0,31
1,horizon8_neutral,0,18,6,8,0.39926,0.351254,1,0,1,0,31
1,horizon8_neutral,0,18,7,8,0.39926,0.351254,1,1,1,1,31
1,horizon8_neutral,0,18,8,8,0.39926,0.351254,1,0,0,0,31
1,horizon8_neutral,0,19,1,8,0.540344,0.839767,1,1,1,1,17
1,horizon8_neutral,0,19,2,8,0.540344,0.839767,1,1,1,1,17
1,horizon8_neutral,0,19,3,8,0.540344,0.839767,1,1,1,1,17
1,horizon8_neutral,0,19,4,8,0.540344,0.839767,1,1,1,1,17
1,horizon8_neutral,0,19,5,8,0.540344,0.839767,0,1,1,1,17
1,horizon8_neutral,0,19,6,8,0.540344,0.839767,0,1,1,1,17
1,horizon8_neutral,0,19,7,8,0.540344,0.839767,0,0,0,1,17
1,horizon8_neutral,0,19,8,8,0.540344,0.839767,0,1,1,1,17
1,horizon8_neutral,0,20,1,8,0.255648,0.453277,0,1,1,1,33
1,horizon8_neutral,0,20,2,8,0.255648,0.453277,1,0,0,0,33
1,horizon8_neutral,0,20,3,8,0.255648,0.453277,1,0,0,0,33
1,horizon8_neutral,0,20,4,8,0.255648,0.453277,0,0,0,1,33
1,horizon8_neutral,0,20,5,8,0.255648,0.453277,0,0,0,0,33
1,horizon8_neutral,0,20,6,8,0.255648,0.453277,0,0,0,0,33
1,horizon8_neutral,0,20,7,8,0.255648,0.453277,0,0,0,0,33
1,horizon8_neutral,0,20,8,8,0.255648,0.453277,0,0,0,1,33
1,horizon8_neutral,0,21,1,8,0.2402,0.759028,0,1,1,1,4
1,horizon8_neutral,0,21,2,8,0.2402,0.759028,1,1,0,1,4
1,horizon8_neutral,0,21,3,8,0.2402,0.759028,1,1,0,1,4
1,horizon8_neutral,0,21,4,8,0.2402,0.759028,1,1,0,1,4
1,horizon8_neutral,0,21,5,8,0.2402,0.759028,1,1,0,1,4
1,horizon8_neutral,0,21,6,8,0.2402,0.759028,1,1,1,1,4
1,horizon8_neutral,0,21,7,8,0.2402,0.759028,1,0,0,0,4
1,horizon8_neutral,0,21,8,8,0.2402,0.759028,1,1,0,1,4
1,horizon8_neutral,0,22,1,8,0.757957,0.482185,0,1,1,0,23
1,horizon8_neutral,0,22,2,8,0.757957,0.482185,1,0,1,0,23
1,horizon8_neutral,0,22,3,8,0.757957,0.482185,0,1,1,0,23
1,horizon8_neutral,0,22,4,8,0.757957,0.482185,0,1,1,1,23
1,horizon8_neutral,0,22,5,8,0.757957,0.482185,0,1,1,1,23
1,horizon8_neutral,0,22,6,8,0.757957,0.482185,0,1,1,1,23
1,horizon8_neutral,0,22,7,8,0.757957,0.482185,0,1,1,1,23
1,horizon8_neutral,0,22,8,8,0.757957,0.482185,0,1,1,1,23
1,horizon8_neutral,0,23,1,8,0.125867,0.866507,1,1,0,1,9
1,horizon8_neutral,0,23,2,8,0.125867,0.866507,1,1,0,1,9
1,horizon8_neutral,0,23,3,8,0.125867,0.866507,1,1,0,1,9
1,horizon8_neutral,0,23,4,8,0.125867,0.866507,1,1,0,1,9
1,horizon8_neutral,0,23,5,8,0.125867,0.866507,1,1,0,1,9
1,horizon8_neutral,0,23,6,8,0.125867,0.866507,1,1,0,1,9
1,horizon8_neutral,0,23,7,8,0.125867,0.866507,1,0,0,0,9
1,horizon8_neutral,0,23,8,8,0.125867,0.866507,1,1,0,1,9
1,horizon8_neutral,0,24,1,8,0.563301,0.639002,1,0,0,0,34
1,horizon8_neutral,0,24,2,8,0.563301,0.639002,1,1,1,1,34
1,horizon8_neutral,0,24,3,8,0.563301,0.639002,0,1,1,1,34
1,horizon8_neutral,0,24,4,8,0.563301,0.639002,0,0,0,0,34
1,horizon8_neutral,0,24,5,8,0.563301,0.639002,0,1,1,1,34
1,horizon8_neutral,0,24,6,8,0.563301,0.639002,0,0,0,0,34
1,horizon8_neutral,0,24,7,8,0.563301,0.639002,0,0,0,0,34
1,horizon8_neutral,0,24,8,8,0.563301,0.639002,1,1,1,1,34
1,horizon8_neutral,0,25,1,8,0.961383,0.107965,1,0,1,0,3
1,horizon8_neutral,0,25,2,8,0.961383,0.107965,1,0,1,0,3
1,horizon8_neutral,0,25,3,8,0.961383,0.107965,1,0,1,0,3
1,horizon8_neutral,0,25,4,8,0.961383,0.107965,1,0,1,0,3
1,horizon8_neutral,0,25,5,8,0.961383,0.107965,0,1,1,0,3
1,horizon8_neutral,0,25,6,8,0.961383,0.107965,0,1,1,0,3
1,horizon8_neutral,0,25,7,8,0.961383,0.107965,0,1,1,0,3
1,horizon8_neutral,0,25,8,8,0.961383,0.107965,0,1,1,0,3
1,horizon8_neutral,0,26,1,8,0.42814,0.0812971,1,0,1,0,39
1,horizon8_neutral,0,26,2,8,0.42814,0.0812971,1,0,0,0,39
1,horizon8_neutral,0,26,3,8,0.42814,0.0812971,1,1,1,1,39
1,horizon8_neutral,0,26,4,8,0.42814,0.0812971,0,1,1,1,39
1,horizon8_neutral,0,26,5,8,0.42814,0.0812971,0,0,0,0,39
1,horizon8_neutral,0,26,6,8,0.42814,0.0812971,0,1,1,0,39
1,horizon8_neutral,0,26,7,8,0.42814,0.0812971,0,1,1,0,39
1,horizon8_neutral,0,26,8,8,0.42814,0.0812971,0,0,0,0,39
1,horizon8_neutral,0,27,1,8,0.825204,0.714817,1,0,0,0,1
1,horizon8_neutral,0,27,2,8,0.825204,0.714817,1,1,1,1,1
1,horizon8_neutral,0,27,3,8,0.825204,0.714817,0,1,1,0,1
1,horizon8_neutral,0,27,4,8,0.825204,0.714817,0,1,1,1,1
1,horizon8_neutral,0,27,5,8,0.825204,0.714817,0,0,0,0,1
1,horizon8_neutral,0,27,6,8,0.825204,0.714817,0,1,1,1,1
1,horizon8_neutral,0,27,7,8,0.825204,0.714817,0,1,1,1,1
1,horizon8_neutral,0,27,8,8,0.825204,0.714817,0,1,1,1,1
1,horizon8_neutral,0,28,1,8,0.452258,0.569096,0,1,1,1,19
1,horizon8_neutral,0,28,2,8,0.452258,0.569096,1,1,0,1,19
1,horizon8_neutral,0,28,3,8,0.452258,0.569096,1,1,0,1,19
1,horizon8_neutral,0,28,4,8,0.452258,0.569096,1,1,1,1,19
1,horizon8_neutral,0,28,5,8,0.452258,0.569096,1,0,0,0,19
1,horizon8_neutral,0,28,6,8,0.452258,0.569096,1,0,0,0,19
1,horizon8_neutral,0,28,7,8,0.452258,0.569096,1,1,1,1,19
1,horizon8_neutral,0,28,8,8,0.452258,0.569096,1,1,0,1,19
1,horizon8_neutral,0,29,1,8,0.236251,0.470049,0,0,0,0,40
1,horizon8_neutral,0,29,2,8,0.236251,0.470049,1,0,0,0,40
1,horizon8_neutral,0,29,3,8,0.236251,0.470049,1,0,0,0,40
1,horizon8_neutral,0,29,4,8,0.236251,0.470049,1,1,1,1,40
1,horizon8_neutral,0,29,5,8,0.236251,0.470049,1,1,1,1,40
1,horizon8_neutral,0,29,6,8,0.236251,0.470049,1,0,0,0,40
1,horizon8_neutral,0,29,7,8,0.236251,0.470049,1,1,1,1,40
1,horizon8_neutral,0,29,8,8,0.236251,0.470049,1,1,0,1,40
1,horizon8_neutral,0,30,1,8,0.0202559,0.357467,0,0,0,1,2
1,horizon8_neutral,0,30,2,8,0.0202559,0.357467,0,0,0,0,2
1,horizon8_neutral,0,30,3,8,0.0202559,0.357467,1,0,0,0,2
1,horizon8_neutral,0,30,4,8,0.0202559,0.357467,1,0,0,0,2
1,horizon8_neutral,0,30,5,8,0.0202559,0.357467,1,0,0,0,2
1,horizon8_neutral,0,30,6,8,0.0202559,0.357467,1,0,0,0,2
1,horizon8_neutral,0,30,7,8,0.0202559,0.357467,1,0,0,0,2
1,horizon8_neutral,0,30,8,8,0.0202559,0.357467,1,0,0,0,2
1,horizon8_neutral,0,31,1,8,0.842345,0.502955,1,0,1,0,18
1,horizon8_neutral,0,31,2,8,0.842345,0.502955,0,1,1,0,18
1,horizon8_neutral,0,31,3,8,0.842345,0.502955,0,1,1,0,18
1,horizon8_neutral,0,31,4,8,0.842345,0.502955,0,1,1,0,18
1,horizon8_neutral,0,31,5,8,0.842345,0.502955,0,1,1,1,18
1,horizon8_neutral,0,31,6,8,0.842345,0.502955,0,1,1,1,18
1,horizon8_neutral,0,31,7,8,0.842345,0.502955,0,1,1,0,18
1,horizon8_neutral,0,31,8,8,0.842345,0.502955,0,1,1,1,18
1,horizon8_neutral,0,32,1,8,0.24432,0.658433,0,0,0,1,6
1,horizon8_neutral,0,32,2,8,0.24432,0.658433,0,1,1,1,6
1,horizon8_neutral,0,32,3,8,0.24432,0.658433,0,0,0,1,6
1,horizon8_neutral,0,32,4,8,0.24432,0.658433,0,0,0,1,6
1,horizon8_neutral,0,32,5,8,0.24432,0.658433,0,0,0,1,6
1,horizon8_neutral,0,32,6,8,0.24432,0.658433,0,0,0,1,6
1,horizon8_neutral,0,32,7,8,0.24432,0.658433,0,1,1,1,6
1,horizon8_neutral,0,32,8,8,0.24432,0.658433,0,1,1,1,6
1,horizon8_neutral,0,33,1,8,0.253233,0.667871,1,1,1,1,11
1,horizon8_neutral,0,33,2,8,0.253233,0.667871,1,0,0,0,11
1,horizon8_neutral,0,33,3,8,0.253233,0.667871,1,1,0,1,11
1,horizon8_neutral,0,33,4,8,0.253233,0.667871,1,1,0,1,11
1,horizon8_neutral,0,33,5,8,0.253233,0.667871,1,0,0,0,11
1,horizon8_neutral,0,33,6,8,0.253233,0.667871,1,1,0,1,11
1,horizon8_neutral,0,33,7,8,0.253233,0.667871,1,0,0,0,11
1,horizon8_neutral,0,33,8,8,0.253233,0.667871,1,1,0,1,11
1,horizon8_neutral,0,34,1,8,0.280059,0.913421,0,0,0,1,22
1,horizon8_neutral,0,34,2,8,0.280059,0.913421,0,0,0,1,22
1,horizon8_neutral,0,34,3,8,0.280059,0.913421,1,1,1,1,22
1,horizon8_neutral,0,34,4,8,0.280059,0.913421,1,1,0,1,22
1,horizon8_neutral,0,34,5,8,0.280059,0.913421,1,1,0,1,22
1,horizon8_neutral,0,34,6,8,0.280059,0.913421,1,1,0,1,22
1,horizon8_neutral,0,34,7,8,0.280059,0.913421,1,1,0,1,22
1,horizon8_neutral,0,34,8,8,0.280059,0.913421,1,1,0,1,22
1,horizon8_neutral,0,35,1,8,0.373052,0.0646987,1,0,0,0,24
1,horizon8_neutral,0,35,2,8,0.373052,0.0646987,0,1,1,0,24
1,horizon8_neutral,0,35,3,8,0.373052,0.0646987,0,1,1,0,24
1,horizon8_neutral,0,35,4,8,0.373052,0.0646987,0,1,1,0,24
1,horizon8_neutral,0,35,5,8,0.373052,0.0646987,0,1,1,0,24
1,horizon8_neutral,0,35,6,8,0.373052,0.0646987,1,0,1,0,24
1,horizon8_neutral,0,35,7,8,0.373052,0.0646987,1,0,0,0,24
1,horizon8_neutral,0,35,8,8,0.373052,0.0646987,1,0,0,0,24
1,horizon8_neutral,0,36,1,8,0.215653,0.202098,0,0,0,0,25
1,horizon8_neutral,0,36,2,8,0.215653,0.202098,0,0,0,0,25
1,horizon8_neutral,0,36,3,8,0.215653,0.202098,0,0,0,0,25
1,horizon8_neutral,0,36,4,8,0.215653,0.202098,0,1,1,1,25
1,horizon8_neutral,0,36,5,8,0.215653,0.202098,1,0,0,0,25
1,horizon8_neutral,0,36,6,8,0.215653,0.202098,1,0,0,0,25
1,horizon8_neutral,0,36,7,8,0.215653,0.202098,1,0,1,0,25
1,horizon8_neutral,0,36,8,8,0.215653,0.202098,0,1,1,1,25
1,horizon8_neutral,0,37,1,8,0.171519,0.262928,1,0,0,0,32
1,horizon8_neutral,0,37,2,8,0.171519,0.262928,1,0,0,0,32
1,horizon8_neutral,0,37,3,8,0.171519,0.262928,1,0,0,0,32
1,horizon8_neutral,0,37,4,8,0.171519,0.262928,0,0,0,1,32
1,horizon8_neutral,0,37,5,8,0.171519,0.262928,0,0,0,0,32
1,horizon8_neutral,0,37,6,8,0.171519,0.262928,0,0,0,0,32
1,horizon8_neutral,0,37,7,8,0.171519,0.262928,1,0,0,0,32
1,horizon8_neutral,0,37,8,8,0.171519,0.262928,0,0,0,0,32
1,horizon8_neutral,0,38,1,8,0.384349,0.788446,0,1,1,1,27
1,horizon8_neutral,0,38,2,8,0.384349,0.788446,0,0,0,0,27
1,horizon8_neutral,0,38,3,8,0.384349,0.788446,1,1,0,1,27
1,horizon8_neutral,0,38,4,8,0.384349,0.788446,1,1,1,1,27
1,horizon8_neutral,0,38,5,8,0.384349,0.788446,1,0,0,0,27
1,horizon8_neutral,0,38,6,8,0.384349,0.788446,1,1,0,1,27
1,horizon8_neutral,0,38,7,8,0.384349,0.788446,1,1,1,1,27
1,horizon8_neutral,0,38,8,8,0.384349,0.788446,1,1,1,1,27
1,horizon8_neutral,0,39,1,8,0.967593,0.884185,1,1,1,1,12
1,horizon8_neutral,0,39,2,8,0.967593,0.884185,0,1,1,1,12
1,horizon8_neutral,0,39,3,8,0.967593,0.884185,0,0,0,0,12
1,horizon8_neutral,0,39,4,8,0.967593,0.884185,0,1,1,1,12
1,horizon8_neutral,0,39,5,8,0.967593,0.884185,0,1,1,0,12
1,horizon8_neutral,0,39,6,8,0.967593,0.884185,0,1,1,0,12
1,horizon8_neutral,0,39,7,8,0.967593,0.884185,0,1,1,1,12
1,horizon8_neutral,0,39,8,8,0.967593,0.884185,0,1,1,1,12
1,horizon8_neutral,0,40,1,8,0.803479,0.535217,0,1,1,1,15
1,horizon8_neutral,0,40,2,8,0.803479,0.535217,0,1,1,0,15
1,horizon8_neutral,0,40,3,8,0.803479,0.535217,0,1,1,0,15
1,horizon8_neutral,0,40,4,8,0.803479,0.535217,0,1,1,1,15
1,horizon8_neutral,0,40,5,8,0.803479,0.535217,0,1,1,1,15
1,horizon8_neutral,0,40,6,8,0.803479,0.535217,0,1,1,1,15
1,horizon8_neutral,0,40,7,8,0.803479,0.535217,0,1,1,0,15
1,horizon8_neutral,0,40,8,8,0.803479,0.535217,0,1,1,0,15
1,horizon8_plentiful,1,1,1,8,0.790747,0.607393,1,0,1,0,8
1,horizon8_plentiful,1,1,2,8,0.790747,0.607393,1,1,1,1,8
1,horizon8_plentiful,1,1,3,8,0.790747,0.607393,0,1,1,1,8
1,horizon8_plentiful,1,1,4,8,0.790747,0.607393,0,0,0,0,8
1,horizon8_plentiful,1,1,5,8,0.790747,0.607393,0,1,1,1,8
1,horizon8_plentiful,1,1,6,8,0.790747,0.607393,0,1,1,1,8
1,horizon8_plentiful,1,1,7,8,0.790747,0.607393,0,0,0,0,8
1,horizon8_plentiful,1,1,8,8,0.790747,0.607393,0,1,1,1,8
1,horizon8_plentiful,1,2,1,8,0.75317,0.773463,1,1,1,1,38
1,horizon8_plentiful,1,2,2,8,0.75317,0.773463,1,1,1,1,38
1,horizon8_plentiful,1,2,3,8,0.75317,0.773463,1,1,1,1,38
1,horizon8_plentiful,1,2,4,8,0.75317,0.773463,1,1,1,1,38
1,horizon8_plentiful,1,2,5,8,0.75317,0.773463,1,1,1,1,38
1,horizon8_plentiful,1,2,6,8,0.75317,0.773463,1,1,1,1,38
1,horizon8_plentiful,1,2,7,8,0.75317,0.773463,1,1,1,1,38
1,horizon8_plentiful,1,2,8,8,0.75317,0.773463,1,1,1,1,38
1,horizon8_plentiful,1,3,1,8,0.570109,0.562753,1,0,0,0,37
1,horizon8_plentiful,1,3,2,8,0.570109,0.562753,1,1,1,1,37
1,horizon8_plentiful,1,3,3,8,0.570109,0.562753,1,0,0,0,37
1,horizon8_plentiful,1,3,4,8,0.570109,0.562753,0,0,0,0,37
1,horizon8_plentiful,1,3,5,8,0.570109,0.562753,0,0,0,0,37
1,horizon8_plentiful,1,3,6,8,0.570109,0.562753,0,0,0,0,37
1,horizon8_plentiful,1,3,7,8,0.570109,0.562753,0,0,0,0,37
1,horizon8_plentiful,1,3,8,8,0.570109,0.562753,0,1,1,1,37
1,horizon8_plentiful,1,4,1,8,0.648558,0.300531,1,0,0,0,13
1,horizon8_plentiful,1,4,2,8,0.648558,0.300531,1,0,0,0,13
1,horizon8_plentiful,1,4,3,8,0.648558,0.300531,0,0,0,0,13
1,horizon8_plentiful,1,4,4,8,0.648558,0.300531,0,1,1,1,13
1,horizon8_plentiful,1,4,5,8,0.648558,0.300531,0,0,0,0,13
1,horizon8_plentiful,1,4,6,8,0.648558,0.300531,0,1,1,1,13
1,horizon8_plentiful,1,4,7,8,0.648558,0.300531,0,0,0,0,13
1,horizon8_plentiful,1,4,8,8,0.648558,0.300531,0,0,0,0,13
1,horizon8_plentiful,1,5,1,8,0.655079,0.701565,1,1,1,1,7
1,horizon8_plentiful,1,5,2,8,0.655079,0.701565,1,1,1,1,7
1,horizon8_plentiful,1,5,3,8,0.655079,0.701565,1,1,0,1,7
