decision,majority,crowd,accuracy
1,85,98,1
2,62,98,1
3,69,98,1
4,86,98,0
5,82,98,1
6,58,98,1
7,67,98,1
8,60,98,0
9,62,98,0
10,79,98,1
11,71,98,0
12,75,98,1
13,57,98,0
14,70,98,1
15,61,98,0
16,55,98,1
17,88,98,1
18,82,98,0
19,54,98,1
20,75,98,1
21,82,98,1
22,56,98,0
23,72,98,0
24,81,98,1
25,51,98,1
26,54,98,1
27,71,98,1
28,85,98,0
