decision,majority,crowd,accuracy
1,659,1000,0
2,516,1000,0
3,553,1000,1
4,505,1000,0
5,525,1000,0
6,3012,4405,1
7,2288,4405,0
8,2398,4405,1
9,2254,4405,0
10,2346,4405,1
11,4553,5685,0
12,3154,5685,0
13,3211,5685,0
14,3036,5685,1
15,2843,5685,0
16,706,1341,1
17,674,1341,1
18,677,1341,1
19,747,1341,1
20,692,1341,0
21,2771,5033,1
22,2538,5033,0
23,2637,5033,1
24,2556,5033,0
25,2562,5033,1
26,1428,2644,1
27,1434,2644,1
28,1371,2644,1
29,1334,2644,1
30,1333,2644,1
