decision,majority,crowd,accuracy
3213,87,91,1
3214,48,52,1
3215,83,83,1
3216,83,83,1
3217,89,92,0
3218,92,92,1
3219,90,92,1
3220,68,92,0
3221,90,92,1
3222,92,92,1
3223,92,92,1
3224,80,92,0
3225,91,92,1
3226,90,92,0
3227,91,92,1
3228,87,92,1
3229,92,92,1
3230,92,92,1
3231,92,92,1
3232,92,92,1
3233,78,92,1
3234,92,92,1
3235,92,92,1
3236,92,92,1
3237,90,92,1
3238,92,92,0
3239,85,92,1
3240,92,92,1
3241,62,92,0
3242,92,92,1
3243,92,92,1
3244,92,92,1
3245,82,92,0
3246,92,92,1
3247,89,92,0
3248,92,92,1
3249,92,92,0
3250,92,92,0
3251,84,92,1
3252,92,92,0
3253,90,92,1
3254,92,92,0
3255,92,92,0
3256,90,92,1
3257,74,92,1
3258,92,92,0
3259,91,92,1
3260,92,92,0
3261,92,92,1
3262,63,92,1
3263,92,92,0
3264,91,92,0
3265,92,92,0
3266,92,92,0
3267,91,92,1
3268,92,92,0
3269,92,92,1
3270,66,92,0
3271,92,92,1
3272,90,92,0
3273,92,92,1
3274,90,92,1
3275,92,92,0
3276,92,92,1
3277,92,92,1
3278,91,92,1
3279,92,92,1
3280,91,92,0
3281,60,92,0
3282,92,92,0
3283,92,92,1
3284,92,92,0
3285,92,92,0
3286,92,92,0
3287,46,92,1
3288,92,92,0
3289,92,92,0
3290,86,92,1
3291,92,92,1
3292,92,92,1
3293,92,92,1
3294,92,92,1
3295,80,88,1
3296,88,90,1
3297,68,83,0
3298,55,80,0
3299,92,92,1
3300,88,92,0
3301,92,92,0
3302,91,92,0
3303,92,92,0
3304,92,92,1
3305,92,92,0
3306,92,92,0
3307,92,92,0
3308,88,92,1
3309,91,92,1
3310,85,92,0
3311,92,92,0
3312,92,92,0
3313,92,92,0
3314,92,92,0
3315,92,92,1
3316,92,92,0
3317,92,92,0
3318,92,92,0
3319,92,92,1
3320,93,93,0
3321,93,93,1
3322,93,93,0
3323,93,93,1
3324,89,92,0
3325,82,89,1
3326,82,90,1
3327,91,92,0
3328,91,91,0
3329,54,84,1
3330,56,92,0
3331,70,92,0
3332,54,92,1
3333,92,92,1
3334,92,92,1
3335,89,92,0
3336,80,92,1
3337,90,92,1
3338,83,92,0
3339,52,92,0
3340,62,92,1
3341,92,92,1
3342,92,92,1
3343,85,89,0
3344,79,91,1
3345,89,92,1
3346,81,89,0
3347,91,92,0
3348,75,92,0
3349,92,92,0
3350,92,92,0
3351,86,91,1
3352,87,92,0
3353,92,92,0
3354,79,91,1
3355,92,92,1
3356,58,92,1
3357,92,92,0
3358,93,93,1
3359,93,93,1
3360,91,93,0
3361,81,93,1
3362,92,93,1
3363,88,93,0
3364,93,93,1
3365,93,93,1
3366,93,93,1
3367,93,93,1
3368,93,93,1
3369,93,93,1
3370,90,93,0
3371,67,93,0
3372,93,93,0
3373,88,90,1
3374,93,93,1
3375,59,69,1
3376,81,93,0
3377,90,90,1
3378,93,93,0
3379,81,81,0
3380,80,81,1
3381,81,81,1
3382,80,81,0
3383,81,81,1
3384,81,81,0
3385,81,81,0
3386,81,81,1
3387,81,81,1
3388,81,81,0
3389,81,81,0
3390,72,81,0
3391,81,81,0
3392,81,81,0
3393,80,81,1
3394,81,81,0
3395,81,81,0
3396,81,81,1
3397,81,81,1
3398,81,81,0
3399,81,81,0
3400,81,81,0
3401,81,81,0
3402,58,81,0
3403,70,80,1
3404,61,81,0
3405,69,80,1
3406,76,80,0
3407,67,81,1
3408,69,80,1
3409,79,80,1
3410,66,81,0
3411,66,81,1
3412,66,81,0
3413,74,81,0
3414,57,81,0
3415,76,81,0
3416,77,81,0
3417,66,80,1
3418,79,80,1
3419,78,80,1
3420,73,81,0
3421,76,81,1
3422,74,81,1
3423,66,81,1
3424,77,81,1
3425,72,81,0
3426,73,81,0
3427,76,81,0
3428,53,81,1
3429,73,81,1
3430,79,81,0
3431,53,81,1
3432,65,81,1
3433,63,81,1
3434,79,81,0
3435,66,81,0
3436,67,81,0
3437,80,81,0
3438,60,81,1
3439,81,81,0
3440,81,81,1
3441,81,81,0
3442,79,81,0
3443,80,81,0
3444,73,81,0
3445,54,81,1
3446,59,79,0
3447,64,79,0
3448,79,81,1
3449,48,80,0
3450,71,77,0
3451,78,81,1
3452,79,81,1
3453,75,81,1
3454,66,80,0
3455,74,81,1
3456,80,81,1
3457,65,81,0
3458,79,80,1
3459,75,76,0
3460,73,78,0
3461,63,80,0
3462,54,78,0
3463,71,79,0
3464,51,81,1
3465,66,78,1
3466,69,80,0
3467,70,81,1
3468,41,81,1
3469,73,79,1
3470,70,81,0
3471,75,81,1
3472,78,81,0
3473,72,80,0
3474,64,80,1
3475,75,81,0
3476,74,78,0
3477,71,81,1
3478,77,77,1
3479,76,77,1
3480,63,80,0
3481,57,81,1
3482,74,79,1
3483,51,80,1
3484,48,74,0
3485,75,81,1
3486,68,80,0
3487,52,76,0
3488,76,81,1
3489,79,81,1
3490,80,81,1
3491,56,73,0
3492,69,78,1
3493,80,81,0
3494,52,69,0
3495,76,80,1
3496,63,65,0
3497,62,65,1
3498,48,75,1
3499,58,79,1
3500,49,75,0
3501,65,80,1
3502,78,81,0
3503,72,80,0
3504,58,78,1
3505,78,81,0
3506,78,81,0
3507,78,81,0
3508,58,80,1
3509,72,80,1
3510,79,81,0
3511,57,76,1
3512,78,80,0
3513,72,73,1
3514,71,74,1
3515,60,80,0
3516,66,80,0
3517,48,79,1
3518,71,81,0
3519,74,81,1
3520,81,81,1
3521,50,81,0
3522,57,81,1
3523,59,81,0
3524,77,81,0
3525,64,81,0
3526,71,81,0
3527,78,81,0
3528,61,81,1
3529,81,81,1
3530,81,81,1
3531,77,81,0
3532,77,81,1
3533,77,81,1
3534,75,81,1
3535,77,80,0
3536,74,81,1
3537,78,81,1
3538,77,81,1
3539,75,81,0
3540,63,81,1
3541,78,81,1
3542,75,81,0
3543,74,80,1
3544,80,80,0
3545,79,80,0
3546,66,81,0
3547,60,81,0
3548,76,81,0
3549,56,81,0
3550,81,81,1
3551,80,81,1
3552,80,81,1
3553,28,56,0
3554,77,80,1
3555,81,81,0
3556,31,56,0
3557,80,80,1
3558,44,45,0
3559,43,48,1
3560,63,77,1
3561,72,79,1
3562,33,56,1
3563,79,80,1
3564,54,81,1
3565,61,81,1
3566,79,81,0
3567,64,81,0
3568,68,81,0
3569,78,81,0
3570,62,81,1
3571,81,81,1
3572,81,81,1
3573,77,81,0
3574,76,81,0
3575,81,81,0
3576,73,81,1
3577,58,81,0
3578,80,81,0
3579,70,81,0
3580,60,82,0
3581,80,81,0
3582,42,82,0
3583,81,81,1
3584,81,81,1
3585,80,81,0
3586,80,81,1
3587,81,81,1
3588,77,81,1
3589,81,81,0
3590,72,81,0
3591,43,81,0
3592,81,81,0
3593,52,81,0
3594,81,81,1
3595,81,81,1
3596,78,81,0
3597,75,81,0
3598,81,81,0
3599,77,81,1
3600,74,79,1
3601,81,81,0
3602,24,42,1
3603,77,81,0
3604,37,39,1
3605,34,40,1
3606,63,77,1
3607,65,78,0
3608,37,58,0
3609,73,80,0
3610,72,81,0
3611,76,79,1
3612,68,81,0
3613,78,78,1
3614,78,78,1
3615,73,80,1
3616,69,81,1
3617,78,78,1
3618,68,80,1
3619,78,81,0
3620,67,82,0
3621,81,81,0
3622,81,81,0
3623,79,81,0
3624,80,81,0
3625,80,81,0
3626,77,81,0
3627,76,81,0
3628,34,36,1
3629,31,37,1
3630,59,75,1
3631,64,79,0
3632,36,59,0
3633,74,80,0
3634,80,80,1
3635,80,80,1
3636,77,81,0
3637,78,81,1
3638,77,81,1
3639,71,81,1
3640,20,24,0
3641,74,74,1
3642,76,76,1
3643,50,50,1
3644,80,80,1
3645,72,74,1
3646,75,77,1
3647,46,51,1
3648,79,80,1
3649,58,79,0
3650,61,76,1
3651,62,80,0
3652,66,77,0
3653,53,81,0
3654,73,80,0
3655,58,86,0
3656,82,86,0
3657,54,86,1
3658,84,86,0
3659,85,86,0
3660,84,86,0
3661,82,86,0
3662,85,86,0
3663,85,86,0
3664,75,86,0
3665,85,86,0
3666,82,86,0
3667,62,86,1
3668,85,86,0
3669,86,86,0
3670,85,86,0
3671,83,86,1
3672,86,86,0
3673,86,86,1
3674,63,86,0
3675,84,86,0
3676,83,86,0
3677,76,86,0
3678,84,86,0
3679,77,86,1
3680,63,87,1
3681,86,86,1
3682,85,86,1
3683,77,86,0
3684,75,86,1
3685,83,86,0
3686,85,86,0
3687,86,86,0
3688,84,86,1
3689,86,86,0
3690,86,86,1
3691,74,86,0
3692,85,86,1
3693,75,83,0
3694,70,86,0
3695,73,86,0
3696,79,82,1
3697,80,81,1
3698,83,86,0
3699,58,83,1
3700,83,86,0
3701,83,85,0
3702,29,43,0
3703,22,39,1
3704,86,86,0
3705,67,75,0
3706,74,86,0
3707,83,86,1
3708,85,86,1
3709,82,86,0
3710,63,86,1
3711,85,85,0
3712,84,85,0
3713,78,86,1
3714,75,86,0
3715,28,38,1
3716,86,86,0
3717,67,72,0
3718,86,86,1
3719,70,71,1
3720,82,86,1
3721,93,93,1
3722,51,93,0
3723,61,93,0
3724,70,93,1
3725,55,93,1
3726,93,93,1
3727,92,93,0
3728,93,93,0
3729,93,93,1
3730,92,93,0
3731,93,93,0
3732,93,93,1
3733,93,93,1
3734,93,93,1
3735,86,93,1
3736,83,93,0
3737,93,93,1
3738,93,93,1
3739,93,93,0
3740,93,93,1
3741,77,92,1
3742,85,93,1
3743,77,93,1
3744,90,93,1
3745,73,93,1
3746,91,91,0
3747,57,93,0
3748,75,93,1
3749,81,93,1
3750,68,93,0
3751,93,93,1
3752,63,93,1
3753,57,93,1
3754,92,93,1
3755,93,93,1
3756,93,93,0
3757,93,93,1
3758,70,93,1
3759,89,93,0
3760,93,93,0
3761,93,93,1
3762,93,93,1
3763,93,93,1
3764,87,93,1
3765,85,93,0
3766,65,93,1
3767,51,93,0
3768,93,93,1
3769,93,93,1
3770,93,93,1
3771,90,93,0
3772,93,93,0
3773,93,93,1
3774,93,93,1
3775,92,93,1
3776,93,93,1
3777,93,93,1
3778,80,93,1
3779,93,93,0
3780,93,93,0
3781,86,93,0
3782,93,93,0
3783,93,93,0
3784,92,93,0
3785,93,93,0
3786,93,93,0
3787,93,93,0
3788,80,93,0
3789,93,93,0
3790,93,93,0
3791,93,93,1
3792,93,93,0
3793,82,93,0
3794,90,93,0
3795,84,93,0
3796,93,93,1
3797,90,93,0
3798,91,93,0
3799,63,93,1
3800,84,93,0
3801,93,93,0
3802,91,93,0
3803,93,93,1
3804,93,93,1
3805,75,93,0
3806,77,93,0
3807,75,93,0
3808,79,93,1
3809,93,93,1
3810,74,93,1
3811,89,92,1
3812,86,93,1
3813,91,93,1
3814,84,92,1
3815,84,86,0
3816,80,93,0
3817,89,92,1
3818,91,93,1
3819,66,91,1
3820,93,93,1
3821,66,88,1
3822,80,93,1
3823,93,93,1
3824,74,93,0
3825,83,93,1
3826,93,93,1
3827,83,93,0
3828,84,93,0
3829,93,93,1
3830,87,93,1
3831,78,92,0
3832,63,93,1
3833,67,93,1
3834,88,92,1
3835,89,93,0
3836,90,93,1
3837,88,93,1
3838,54,93,0
3839,91,92,0
3840,66,94,1
3841,56,93,0
3842,58,93,0
3843,82,93,1
3844,92,93,0
3845,78,92,0
3846,82,92,1
3847,88,93,1
3848,89,93,1
3849,88,93,1
3850,86,93,1
3851,91,93,1
3852,75,93,0
3853,75,93,1
3854,92,92,1
3855,65,93,1
3856,60,93,0
3857,69,93,0
3858,79,92,1
3859,92,93,0
3860,72,92,1
3861,93,93,0
3862,44,74,0
3863,80,80,0
3864,83,84,0
3865,74,93,1
3866,76,93,1
3867,65,93,0
3868,79,93,0
3869,57,93,0
3870,84,92,1
3871,93,93,0
3872,89,93,0
3873,92,93,1
3874,93,93,1
3875,93,93,1
3876,60,93,1
3877,78,80,1
3878,84,84,1
3879,61,86,1
3880,89,96,1
3881,69,95,0
3882,93,96,0
3883,95,96,0
3884,86,96,0
3885,94,96,0
3886,94,95,0
3887,94,96,0
3888,95,95,1
3889,95,95,0
3890,95,96,0
3891,95,95,0
3892,95,95,1
3893,95,95,0
3894,95,95,0
3895,95,96,0
3896,70,96,1
3897,96,96,0
3898,96,96,0
3899,96,96,0
3900,95,96,1
3901,96,96,1
3902,96,96,1
3903,96,96,1
3904,96,96,1
3905,96,96,1
3906,96,96,1
3907,96,96,1
3908,95,96,1
3909,96,96,0
3910,85,96,1
3911,93,96,1
3912,95,96,1
3913,94,96,1
3914,96,96,1
3915,96,96,1
3916,96,96,0
3917,96,96,1
3918,96,96,1
3919,96,96,1
3920,78,96,0
3921,70,96,1
3922,55,96,0
3923,96,96,1
3924,96,96,1
3925,96,96,0
3926,96,96,0
3927,96,96,1
3928,96,96,0
3929,96,96,1
3930,91,96,0
3931,93,96,0
3932,96,96,1
3933,96,96,1
3934,77,96,1
3935,96,96,1
3936,69,96,0
3937,86,96,0
3938,71,96,0
3939,96,96,1
3940,96,96,0
3941,95,96,0
3942,96,96,0
3943,96,96,1
3944,96,96,0
3945,92,96,0
3946,96,96,1
3947,96,96,0
3948,96,96,0
3949,94,96,0
3950,96,96,1
3951,73,96,0
3952,95,95,1
3953,95,96,0
3954,95,96,0
3955,94,95,0
3956,94,96,1
3957,95,95,0
3958,95,96,1
3959,96,96,1
3960,96,96,0
3961,96,96,0
3962,96,96,0
3963,96,96,1
3964,96,96,0
3965,96,96,1
3966,45,81,1
3967,87,94,1
3968,93,95,1
3969,91,95,0
3970,68,79,0
3971,93,96,1
3972,68,86,1
3973,83,93,1
3974,92,96,1
3975,87,96,0
3976,63,80,0
3977,59,84,0
3978,91,96,0
3979,62,96,0
3980,91,93,1
3981,93,96,0
3982,81,93,1
3983,89,96,1
3984,95,95,1
3985,94,96,1
3986,94,95,0
3987,85,95,0
3988,93,96,1
3989,77,84,0
3990,93,95,1
3991,94,95,0
3992,95,96,0
3993,94,95,1
3994,95,96,0
3995,94,95,0
3996,95,96,0
3997,95,96,0
3998,94,95,0
3999,81,82,0
4000,95,96,0
4001,87,96,0
4002,53,96,0
4003,91,96,1
4004,95,96,0
4005,90,96,1
4006,58,96,0
4007,77,96,1
4008,62,96,0
4009,95,96,0
4010,95,95,0
4011,90,96,0
4012,84,96,0
4013,78,93,0
4014,95,96,0
4015,96,96,0
4016,92,96,0
4017,95,96,1
4018,73,93,0
4019,91,92,0
4020,95,96,1
4021,75,96,1
4022,92,96,0
4023,96,96,0
4024,96,96,0
4025,78,96,0
4026,95,96,1
4027,92,96,0
4028,95,96,0
4029,95,96,0
4030,59,96,1
4031,95,96,1
4032,95,95,1
4033,89,96,0
4034,96,96,1
4035,96,96,0
4036,81,96,1
4037,95,96,1
4038,90,96,0
4039,95,96,0
4040,96,96,0
4041,96,96,0
4042,93,96,0
4043,96,96,1
4044,49,87,1
4045,75,76,0
4046,92,96,1
4047,95,96,1
4048,95,96,0
4049,96,96,0
4050,96,96,0
4051,90,96,0
4052,79,96,0
4053,96,96,0
4054,96,96,0
4055,73,96,1
4056,91,96,0
4057,96,96,0
4058,96,96,1
4059,96,96,0
4060,80,81,0
4061,84,85,1
4062,82,85,1
4063,85,85,1
4064,85,85,1
4065,84,85,0
4066,85,85,1
4067,83,85,1
4068,85,85,1
4069,85,85,1
4070,83,85,0
4071,67,85,0
4072,68,85,1
4073,84,85,1
4074,82,85,1
4075,74,85,1
4076,84,85,0
4077,67,85,1
4078,85,85,1
4079,85,85,1
4080,83,85,1
4081,85,85,1
4082,84,85,1
4083,83,85,0
4084,79,85,0
4085,81,84,1
4086,65,85,1
4087,67,85,0
4088,69,85,1
4089,79,85,1
4090,76,84,0
4091,80,84,1
4092,75,85,1
4093,80,85,1
4094,80,85,1
4095,79,85,0
4096,64,85,1
4097,79,85,0
4098,67,85,0
4099,79,85,0
4100,82,84,0
4101,79,84,1
4102,59,85,1
4103,83,84,1
4104,59,85,0
4105,62,85,1
4106,84,85,1
4107,84,85,1
4108,83,85,0
4109,83,85,1
4110,58,85,1
4111,83,85,0
4112,84,85,1
4113,50,85,0
4114,70,85,1
4115,68,85,1
4116,84,85,0
4117,72,85,0
4118,71,85,1
4119,84,85,0
4120,71,85,1
4121,85,85,0
4122,85,85,0
4123,82,85,1
4124,85,85,1
4125,80,85,0
4126,79,85,0
4127,76,83,1
4128,59,70,1
4129,74,80,1
4130,84,85,1
4131,74,81,1
4132,27,52,0
4133,84,85,1
4134,85,85,1
4135,84,85,1
4136,47,68,1
4137,83,85,1
4138,84,85,1
4139,47,59,1
4140,84,85,1
4141,28,41,0
4142,28,44,0
4143,78,83,1
4144,36,39,0
4145,78,85,1
4146,83,85,1
4147,60,80,0
4148,60,82,1
4149,82,85,1
4150,68,83,0
4151,77,81,0
4152,79,85,1
4153,84,85,1
4154,84,85,1
4155,74,80,0
4156,76,84,1
4157,84,85,1
4158,59,79,0
4159,85,85,1
4160,77,78,0
4161,74,78,0
4162,62,82,0
4163,77,78,0
4164,62,84,1
4165,72,85,1
4166,53,83,0
4167,82,85,0
4168,48,82,1
4169,57,78,1
4170,77,85,1
4171,84,85,1
4172,83,85,0
4173,54,80,1
4174,76,84,0
4175,83,85,0
4176,50,67,0
4177,84,85,0
4178,61,64,1
4179,57,64,1
4180,66,83,0
4181,62,63,1
4182,66,84,0
4183,73,85,1
4184,79,85,1
4185,52,83,0
4186,73,82,0
4187,81,85,1
4188,82,85,1
4189,81,85,1
4190,64,82,0
4191,75,85,1
4192,82,85,1
4193,54,78,0
4194,82,85,1
4195,75,78,0
4196,72,79,0
4197,69,84,1
4198,76,77,0
4199,74,85,1
4200,77,85,1
4201,84,85,0
4202,85,85,1
4203,58,85,0
4204,64,85,1
4205,65,85,1
4206,84,85,1
4207,71,85,0
4208,71,85,0
4209,83,85,0
4210,77,85,0
4211,85,85,1
4212,85,85,1
4213,81,85,1
4214,85,85,1
4215,81,85,0
4216,81,85,0
4217,73,80,1
4218,82,85,1
4219,84,85,1
4220,84,85,1
4221,61,82,1
4222,80,85,1
4223,83,85,0
4224,57,83,0
4225,83,85,0
4226,75,81,1
4227,72,81,1
4228,72,84,0
4229,78,80,1
4230,72,85,1
4231,79,85,1
4232,85,85,1
4233,84,85,1
4234,84,85,1
4235,48,60,1
4236,83,84,1
4237,85,85,1
4238,46,68,1
4239,85,85,1
4240,34,45,0
4241,29,47,0
4242,78,82,0
4243,40,43,0
4244,82,84,1
4245,83,85,1
4246,66,85,0
4247,62,85,0
4248,83,85,1
4249,61,85,1
4250,74,85,0
4251,79,85,0
4252,82,85,0
4253,85,85,1
4254,84,85,1
4255,77,85,1
4256,85,85,1
4257,76,85,1
4258,76,85,1
4259,52,85,1
4260,84,85,1
4261,81,85,1
4262,54,85,0
4263,85,85,0
4264,59,85,0
4265,85,85,1
4266,85,85,1
4267,84,85,1
4268,85,85,1
4269,83,85,1
4270,80,85,1
4271,82,85,1
4272,78,85,0
4273,52,85,0
4274,85,85,0
4275,58,85,0
4276,85,85,1
4277,85,85,1
4278,83,85,1
4279,84,85,1
4280,82,85,0
4281,79,85,0
4282,81,84,1
4283,84,85,0
4284,42,78,1
4285,84,85,0
4286,50,55,0
4287,45,56,1
4288,73,81,0
4289,53,55,1
4290,76,84,1
4291,81,85,1
4292,77,85,0
4293,81,84,0
4294,80,85,0
4295,84,84,1
4296,82,84,1
4297,74,84,1
4298,84,84,1
4299,76,85,0
4300,69,85,0
4301,84,85,0
4302,61,85,1
4303,85,85,0
4304,85,85,0
4305,81,85,1
4306,85,85,1
4307,83,85,0
4308,80,85,0
4309,83,85,0
4310,48,51,1
4311,45,51,1
4312,67,82,0
4313,49,50,1
4314,70,83,0
4315,75,85,0
4316,85,85,0
4317,85,85,1
4318,82,85,1
4319,85,85,1
4320,85,85,0
4321,81,85,0
4322,16,25,0
4323,80,81,0
4324,20,22,1
4325,83,83,1
4326,84,85,1
4327,78,81,0
4328,23,25,1
4329,79,83,1
4330,84,85,1
4331,81,81,0
4332,45,84,0
4333,71,86,1
4334,82,83,1
4335,85,85,1
4336,66,85,1
4337,82,89,0
4338,53,89,1
4339,87,89,1
4340,89,89,0
4341,89,89,1
4342,88,89,1
4343,87,89,1
4344,89,89,0
4345,88,89,0
4346,49,89,1
4347,89,89,1
4348,86,91,0
4349,87,91,1
4350,91,91,0
4351,89,91,1
4352,91,91,1
4353,89,91,1
4354,91,91,0
4355,89,91,0
4356,86,91,1
4357,88,91,1
4358,89,91,1
4359,90,91,0
4360,91,91,1
4361,90,91,1
4362,88,91,1
4363,91,91,0
4364,91,91,0
4365,51,91,0
4366,91,91,1
4367,83,90,0
4368,80,89,0
4369,86,89,1
4370,76,91,0
4371,86,88,0
4372,76,88,0
4373,90,91,1
4374,80,89,0
4375,63,87,1
4376,68,87,1
4377,73,90,0
4378,74,84,1
4379,63,86,1
4380,91,91,0
4381,45,88,0
4382,34,54,1
4383,72,87,1
4384,41,48,0
4385,30,54,0
4386,91,91,1
4387,67,84,1
4388,79,86,1
4389,31,47,0
4390,31,54,1
4391,90,91,1
4392,69,83,1
4393,79,86,0
4394,72,91,0
4395,89,91,1
4396,61,88,0
4397,40,46,1
4398,91,91,1
4399,74,79,0
4400,91,91,0
4401,64,84,0
4402,91,91,1
4403,59,59,0
4404,42,59,1
4405,57,59,1
4406,59,59,0
4407,59,59,1
4408,59,59,0
4409,59,59,0
4410,59,59,1
4411,59,59,1
4412,59,59,1
4413,59,59,1
4414,59,59,1
4415,59,59,0
4416,59,59,0
4417,58,59,0
4418,56,59,0
4419,57,59,0
4420,52,59,1
4421,30,59,0
4422,58,59,0
4423,32,59,0
4424,52,59,0
4425,32,59,0
4426,57,59,0
4427,45,59,0
4428,33,59,0
4429,47,59,0
4430,46,59,1
4431,59,59,1
4432,53,59,1
4433,59,59,0
4434,55,59,0
4435,59,59,1
4436,59,59,0
4437,54,59,0
4438,45,59,1
4439,59,59,0
4440,59,59,0
4441,59,59,1
4442,59,59,1
4443,59,59,0
4444,59,59,0
4445,55,59,0
4446,56,59,0
4447,59,59,0
4448,44,59,0
4449,59,59,0
4450,59,59,0
4451,59,59,0
4452,59,59,0
4453,59,59,0
4454,59,59,1
4455,59,59,0
4456,59,59,0
4457,59,59,1
4458,58,59,1
4459,59,59,1
4460,34,59,0
4461,59,59,1
4462,54,59,0
4463,58,59,1
4464,59,59,1
4465,49,59,0
4466,59,59,0
4467,38,59,1
4468,57,59,1
4469,53,59,1
4470,56,59,1
4471,53,59,1
4472,59,59,1
4473,51,59,0
4474,59,59,1
4475,40,59,1
4476,59,59,0
4477,35,59,1
4478,59,59,1
4479,38,59,1
4480,56,59,1
4481,30,59,0
4482,57,59,0
4483,53,59,0
4484,36,59,0
4485,50,59,1
4486,51,59,0
4487,57,59,1
4488,59,59,1
4489,57,59,0
4490,59,59,1
4491,55,59,0
4492,31,59,0
4493,50,59,0
4494,53,59,1
4495,58,59,1
4496,59,59,1
4497,50,59,1
4498,59,59,1
4499,57,59,1
4500,59,59,1
4501,58,59,0
4502,58,59,0
4503,32,59,1
4504,58,59,1
4505,42,59,0
4506,58,59,0
4507,49,59,0
4508,33,59,0
4509,49,59,1
4510,53,59,0
4511,58,59,1
4512,59,59,1
4513,58,59,1
4514,59,59,0
4515,57,59,1
4516,53,59,1
4517,56,59,1
4518,48,59,0
4519,58,59,0
4520,57,59,1
4521,59,59,1
4522,56,59,0
4523,52,59,0
4524,41,59,0
4525,53,59,1
4526,50,59,0
4527,55,59,1
4528,59,59,1
4529,52,52,1
4530,51,53,1
4531,28,54,0
4532,52,52,1
4533,41,53,1
4534,52,59,1
4535,37,59,1
4536,56,59,0
4537,59,59,1
4538,50,59,1
4539,45,59,0
4540,59,59,0
4541,57,59,0
4542,57,59,1
4543,59,59,1
4544,57,57,1
4545,32,32,0
4546,50,50,0
4547,40,40,0
4548,47,50,1
4549,37,47,1
4550,50,50,1
4551,40,50,1
4552,40,40,1
4553,59,59,0
4554,51,59,1
4555,59,59,1
4556,59,59,0
4557,51,59,0
4558,53,59,1
4559,44,59,0
4560,59,59,0
4561,56,59,1
4562,59,59,0
4563,46,59,0
4564,45,59,0
4565,59,59,1
4566,59,59,0
4567,59,59,0
4568,59,59,1
4569,59,59,1
4570,59,59,0
4571,44,59,0
4572,52,59,1
4573,59,59,1
4574,49,59,1
4575,59,59,0
4576,39,59,1
4577,47,59,0
4578,59,59,0
4579,58,59,0
4580,59,59,0
4581,58,59,1
4582,59,59,0
4583,56,59,1
4584,58,59,0
4585,59,59,0
4586,56,59,1
4587,53,59,1
4588,59,59,1
4589,57,59,1
4590,33,59,0
4591,54,59,0
4592,59,59,0
4593,45,59,1
4594,54,59,0
4595,59,59,0
4596,59,59,1
4597,59,59,1
4598,52,59,1
4599,59,59,1
4600,58,59,1
4601,59,59,1
4602,57,59,0
4603,59,59,1
4604,53,59,0
4605,52,59,0
4606,48,59,1
4607,57,59,0
4608,59,59,0
4609,58,59,0
4610,59,59,0
4611,58,59,0
4612,59,59,1
4613,59,59,0
4614,58,59,1
4615,57,59,0
4616,58,59,1
4617,57,59,1
4618,30,59,1
4619,59,59,1
4620,59,59,1
4621,59,59,1
4622,59,59,0
4623,56,59,0
4624,59,59,0
4625,42,59,1
4626,59,59,0
4627,57,59,0
4628,59,59,0
4629,59,59,0
4630,59,59,0
4631,59,59,0
4632,59,59,0
4633,59,59,0
4634,59,59,1
4635,59,59,0
4636,42,59,1
4637,59,59,1
4638,58,59,0
4639,57,59,0
4640,59,59,1
4641,59,59,1
4642,59,59,0
4643,59,59,0
4644,55,59,1
4645,35,59,1
4646,59,59,0
4647,59,59,1
4648,59,59,1
4649,59,59,0
4650,42,59,0
4651,59,59,1
4652,59,59,0
4653,40,59,0
4654,54,59,0
4655,55,58,1
4656,50,58,1
4657,59,59,1
4658,55,59,0
4659,58,59,0
4660,59,59,1
4661,59,59,0
4662,59,59,1
4663,59,59,1
4664,59,59,1
4665,59,59,1
4666,59,59,1
4667,47,59,0
4668,49,59,1
4669,57,59,1
4670,49,59,1
4671,57,58,1
4672,54,58,1
4673,59,59,1
4674,59,59,1
4675,59,59,1
4676,59,59,1
4677,59,59,0
4678,59,59,1
4679,59,59,1
4680,59,59,1
4681,59,59,1
4682,39,59,1
4683,56,59,1
4684,53,59,0
4685,58,59,0
4686,56,59,0
4687,53,59,0
4688,54,59,1
4689,59,59,1
4690,59,59,1
4691,59,59,1
4692,59,59,1
4693,59,59,1
4694,57,58,1
4695,53,58,0
4696,40,55,1
4697,59,59,1
4698,59,59,0
4699,56,59,0
4700,58,59,1
4701,59,59,1
4702,59,59,1
4703,59,59,0
4704,59,59,1
4705,56,59,0
4706,44,59,0
4707,59,59,1
4708,58,59,1
4709,51,59,1
4710,59,59,1
4711,31,58,1
4712,56,57,0
4713,59,59,1
4714,49,59,0
4715,59,59,1
4716,54,59,1
4717,50,59,0
4718,54,59,1
4719,54,59,0
4720,58,59,0
4721,47,59,0
4722,52,59,1
4723,59,59,1
4724,59,59,1
4725,59,59,1
4726,55,59,1
4727,32,59,1
4728,57,59,1
4729,40,59,0
4730,58,59,0
4731,58,59,1
4732,59,59,1
4733,57,59,1
4734,59,59,1
4735,59,59,1
4736,56,59,0
4737,49,59,1
4738,59,59,0
4739,58,59,1
4740,58,59,1
4741,42,59,0
4742,58,59,1
4743,58,59,0
4744,59,59,1
4745,56,57,1
4746,51,51,1
4747,51,51,1
4748,50,51,1
4749,51,51,1
4750,51,51,1
4751,50,51,1
4752,51,51,1
4753,50,51,1
4754,51,51,1
4755,51,51,1
4756,48,51,1
4757,48,51,1
4758,51,51,1
4759,51,51,1
4760,50,51,1
4761,51,51,1
4762,38,51,1
4763,51,51,1
4764,51,51,1
4765,50,51,1
