participant,trial,decision,leftStimulus,rightStimulus,rt,accuracy
1,66,-1,13,1,1.713000000000001,-1
1,67,-1,15,1,1.1509999999999998,-1
1,68,1,6,12,1.3820000000000014,1
1,69,-1,16,11,2.3640000000000043,-1
1,70,-1,15,5,2.6940000000000026,-1
1,71,-1,12,2,0.8109999999999999,-1
1,72,1,8,14,0.7409999999999997,1
1,73,1,4,10,0.7509999999999977,1
1,74,1,8,12,2.232999999999997,1
1,75,-1,10,15,7.730999999999994,1
1,76,-1,13,2,0.9110000000000014,-1
1,77,1,9,14,0.8410000000000011,1
1,78,-1,14,1,0.5609999999999999,-1
1,79,-1,1,2,2.844000000000001,-1
1,80,1,4,8,0.9210000000000004,1
1,81,1,11,12,2.313,1
1,82,1,4,14,1.1320000000000014,1
1,83,1,6,14,0.5909999999999993,1
1,84,1,7,16,0.7210000000000001,1
1,85,1,13,14,0.782,1
1,86,-1,6,2,1.3520000000000003,-1
1,87,-1,16,9,1.0919999999999987,-1
1,88,1,3,7,1.4720000000000013,1
1,89,-1,10,13,2.584,1
1,90,-1,15,16,1.4220000000000006,-1
1,91,-1,11,8,1.6930000000000014,1
1,92,-1,15,7,1.0619999999999976,-1
1,93,-1,14,7,1.3219999999999956,-1
1,94,-1,4,1,1.612000000000002,1
1,95,-1,11,3,1.0319999999999965,-1
1,96,1,1,5,0.8119999999999976,1
1,97,1,6,9,0.7109999999999985,1
1,98,1,11,14,1.491999999999997,1
1,99,1,12,15,2.533999999999999,1
1,100,1,2,4,1.411999999999999,1
1,101,-1,5,2,0.570999999999998,-1
1,102,1,9,13,0.6809999999999974,1
1,103,-1,14,12,2.774000000000001,1
1,104,1,10,14,2.814,1
1,105,-1,16,6,0.9810000000000008,-1
1,106,-1,14,5,3.154,-1
1,107,1,8,16,1.2509999999999994,1
1,108,1,7,11,2.6130000000000013,1
1,109,1,5,8,2.4130000000000003,1
1,110,-1,10,6,1.7829999999999977,-1
1,111,-1,6,1,1.852999999999998,1
1,112,-1,1,12,0.8109999999999999,1
1,113,-1,13,7,1.2620000000000005,-1
1,114,-1,12,3,0.7310000000000016,-1
1,115,-1,10,2,0.6809999999999974,-1
1,116,1,5,16,0.8610000000000042,1
1,117,-1,10,5,3.625,-1
1,118,-1,7,9,2.7040000000000006,1
1,119,1,2,3,0.9109999999999944,1
2,1,-1,16,10,95.097,-1
2,2,-1,16,3,1.912,-1
2,3,-1,10,8,2.1630000000000003,-1
2,4,-1,5,4,3.975999999999999,-1
2,5,1,1,10,2.963999999999998,1
2,6,-1,3,6,1.9319999999999984,-1
2,7,-1,11,4,2.3739999999999952,-1
2,8,1,9,10,3.074000000000005,1
2,9,-1,10,3,1.5629999999999953,-1
2,10,-1,13,11,4.265999999999998,-1
2,11,1,2,14,1.602000000000004,1
2,12,-1,15,14,5.669000000000004,-1
2,13,-1,3,8,4.395999999999994,1
2,14,-1,11,6,2.143,-1
2,15,1,13,16,2.203000000000001,1
2,16,1,1,11,2.514000000000001,1
2,17,1,11,15,13.37,1
2,18,1,9,12,2.093,1
2,19,-1,11,2,1.2720000000000056,-1
2,20,-1,13,3,1.481999999999999,-1
2,21,-1,13,8,1.5720000000000027,-1
2,22,-1,12,7,3.125,-1
2,23,-1,5,7,4.796999999999997,-1
2,24,-1,15,6,1.392000000000003,-1
2,25,1,2,15,0.9709999999999964,1
2,26,1,8,9,3.636000000000003,-1
2,27,-1,16,4,0.901,-1
2,28,1,3,9,2.994,1
2,29,-1,7,1,1.0120000000000005,-1
2,30,1,16,2,0.3809999999999993,-1
2,31,-1,6,4,2.654,1
2,32,1,5,11,6.870000000000001,1
2,33,1,13,15,2.794000000000004,1
2,34,1,5,12,4.186,1
2,35,1,2,7,1.952999999999996,1
2,36,1,1,16,1.100999999999999,1
2,37,-1,8,7,4.967000000000006,-1
2,38,1,2,9,1.2119999999999962,1
2,39,-1,4,3,2.895000000000003,1
2,40,1,8,15,1.702,1
2,41,-1,12,10,2.023,-1
2,42,-1,11,10,5.178,1
2,43,1,1,3,1.731999999999999,-1
2,44,1,10,7,3.285,-1
2,45,-1,12,13,5.908999999999999,-1
2,46,1,9,5,1.5319999999999965,-1
2,47,-1,9,1,1.6630000000000038,-1
2,48,1,3,5,1.5120000000000005,1
2,49,-1,7,6,3.835000000000001,-1
2,50,-1,8,6,1.2719999999999985,-1
2,51,-1,15,4,0.9709999999999964,-1
2,52,-1,16,12,2.0630000000000024,1
2,53,1,4,13,3.335,1
2,54,-1,8,1,2.934,-1
2,55,-1,13,6,3.014,-1
2,56,1,5,13,0.5010000000000012,1
2,57,-1,12,4,1.4619999999999995,-1
2,58,1,9,11,0.5210000000000008,1
2,59,-1,14,3,2.663999999999998,-1
2,60,1,4,7,5.268000000000001,1
2,61,-1,15,9,4.466000000000001,-1
2,62,-1,8,2,2.3830000000000027,-1
2,63,-1,15,3,2.222999999999999,-1
2,64,1,14,16,2.914000000000001,-1
2,65,-1,9,4,2.8040000000000003,-1
2,66,-1,13,1,2.1930000000000005,-1
2,67,1,1,15,1.7929999999999993,1
2,68,1,6,12,2.183,1
2,69,-1,16,11,3.2349999999999994,-1
2,70,-1,15,5,5.838999999999999,-1
2,71,1,2,12,1.5719999999999992,1
2,72,-1,14,8,1.5719999999999992,-1
2,73,1,4,10,2.964000000000002,1
2,74,1,8,12,2.544000000000004,1
2,75,-1,15,10,3.083999999999996,-1
2,76,1,2,13,1.9429999999999976,1
2,77,1,9,14,4.186,1
2,78,1,1,14,1.5829999999999984,1
2,79,1,2,1,2.544000000000004,1
2,80,1,8,4,4.527000000000001,-1
2,81,1,11,12,7.902,1
2,82,1,4,14,1.833,1
2,83,-1,14,6,3.655000000000001,-1
2,84,-1,16,7,2.053000000000001,-1
2,85,-1,13,14,3.884999999999998,1
2,86,-1,6,2,3.826000000000001,-1
2,87,1,9,16,2.9640000000000057,1
2,88,1,3,7,4.977000000000004,1
2,89,-1,13,10,12.067,-1
2,90,1,15,16,10.305,-1
2,91,-1,8,11,9.053,-1
2,92,-1,15,7,3.4750000000000014,-1
2,93,1,7,14,3.014999999999997,1
2,94,-1,1,4,3.053999999999995,-1
2,95,-1,11,3,3.2349999999999994,-1
2,96,-1,5,1,2.0630000000000024,-1
2,97,1,6,9,3.293999999999997,1
2,98,-1,14,11,5.887999999999998,-1
2,99,-1,15,12,3.014000000000003,-1
2,100,-1,2,4,4.597,1
2,101,1,2,5,1.933,1
2,102,-1,13,9,2.4830000000000005,-1
2,103,1,14,12,14.04,1
2,104,1,14,10,5.9780000000000015,-1
2,105,-1,16,6,5.648000000000003,-1
2,106,-1,14,5,4.3060000000000045,-1
2,107,-1,16,8,1.8429999999999964,-1
2,108,-1,11,7,1.853000000000001,-1
2,109,-1,5,8,1.983000000000004,1
2,110,1,6,10,1.543,1
2,111,-1,6,1,1.572,1
2,112,-1,12,1,1.412,-1
2,113,-1,13,7,3.774999999999999,-1
2,114,1,3,12,1.331999999999999,1
2,115,-1,10,2,2.212999999999999,-1
2,116,-1,16,5,4.506,-1
2,117,-1,10,5,5.858999999999998,-1
2,118,1,7,9,6.760000000000002,1
2,119,1,3,2,1.722999999999999,-1
3,1,1,5,12,312.249,1
3,2,-1,6,3,1.501999999999999,1
3,3,1,2,9,5.838000000000001,1
3,4,-1,5,3,2.4439999999999955,-1
3,5,-1,16,11,3.695999999999998,-1
3,6,-1,13,9,2.784,-1
3,7,-1,12,2,0.971,-1
3,8,1,6,16,0.770999999999999,1
3,9,1,9,10,1.5520000000000014,1
3,10,-1,8,2,0.8109999999999999,-1
3,11,-1,14,6,1.1709999999999994,-1
3,12,-1,5,2,0.7910000000000004,-1
3,13,1,1,4,0.8710000000000022,-1
3,14,1,2,11,1.3619999999999983,1
3,15,1,1,6,3.244999999999997,-1
3,16,1,9,1,2.503999999999998,-1
3,17,1,13,12,2.0630000000000024,1
3,18,1,1,16,2.0230000000000032,1
3,19,1,13,10,2.574000000000005,-1
3,20,1,1,12,1.4620000000000033,1
3,21,1,6,7,3.615000000000002,1
3,22,-1,11,4,4.235999999999997,-1
3,23,1,2,3,2.4830000000000005,1
3,24,-1,5,16,4.997,1
3,25,1,10,5,5.146999999999999,-1
3,26,-1,16,3,1.5719999999999992,-1
3,27,1,8,15,2.3029999999999973,1
3,28,-1,7,1,3.3039999999999985,-1
3,29,1,4,7,2.724,1
3,30,-1,10,7,2.9139999999999944,-1
3,31,1,1,10,1.953000000000003,1
3,32,-1,12,10,6.238999999999997,-1
3,33,1,5,8,6.628999999999998,1
3,34,-1,14,9,3.8359999999999994,-1
3,35,-1,14,8,9.634,-1
3,36,-1,15,5,4.166,-1
3,37,1,11,3,5.416999999999998,-1
3,38,-1,7,9,2.363999999999997,1
3,39,-1,12,7,2.983999999999998,-1
3,40,-1,12,11,3.5450000000000017,-1
3,41,-1,16,4,2.5440000000000005,-1
3,42,-1,15,10,6.830000000000005,-1
3,43,1,3,15,1.8130000000000024,1
3,44,1,7,5,2.673000000000002,1
3,45,-1,15,11,5.036999999999999,-1
3,46,1,2,6,1.672000000000004,1
3,47,1,3,13,2.594000000000001,1
3,48,-1,15,7,1.141,-1
3,49,-1,12,8,3.2040000000000006,-1
3,50,-1,8,6,2.5840000000000005,-1
3,51,-1,10,14,6.309000000000001,1
3,52,1,6,4,1.7830000000000013,1
3,53,1,10,16,1.893000000000001,1
3,54,1,6,12,1.5120000000000005,1
3,55,1,12,16,5.527999999999999,-1
3,56,-1,13,5,5.938000000000002,-1
3,57,-1,6,9,6.318999999999999,1
3,58,1,3,8,2.603000000000001,1
3,59,-1,5,4,1.893000000000001,-1
3,60,-1,16,2,1.362000000000002,-1
3,61,1,2,13,3.594999999999999,1
3,62,1,2,4,1.622,1
3,63,1,2,7,2.4540000000000006,1
3,64,1,14,12,7.25,1
3,65,1,8,13,7.330000000000005,1
3,66,1,9,15,1.9629999999999936,1
3,67,1,3,14,4.957000000000001,1
3,68,-1,11,10,5.227000000000004,1
3,69,-1,15,1,2.052999999999999,-1
3,70,1,14,15,5.798,1
3,71,1,6,10,3.926000000000002,1
3,72,-1,16,7,2.244,-1
3,73,1,7,13,2.593,1
3,74,-1,10,8,6.498999999999999,-1
3,75,-1,13,1,1.972999999999999,-1
3,76,-1,11,7,2.423000000000002,-1
3,77,1,13,15,3.946000000000005,1
3,78,1,4,14,3.024000000000001,1
3,79,1,11,13,14.711999999999996,1
3,80,1,8,16,4.005,1
3,81,1,9,3,5.078000000000001,-1
3,82,1,3,10,2.7940000000000005,1
3,83,-1,1,2,1.622,-1
3,84,-1,14,7,3.8249999999999993,-1
3,85,1,4,15,1.7330000000000003,1
3,86,-1,16,14,6.979999999999997,1
3,87,1,9,12,3.666000000000004,1
3,88,1,3,7,2.994,1
3,89,-1,13,6,6.099000000000001,-1
3,90,1,5,11,2.863999999999999,1
3,91,1,4,13,3.0539999999999985,1
3,92,-1,11,9,6.068999999999999,-1
3,93,-1,9,8,3.855,1
3,94,1,4,12,2.463000000000001,1
3,95,1,3,12,0.8719999999999999,1
3,96,1,12,15,2.512999999999998,1
3,97,1,6,15,0.902000000000001,1
3,98,-1,14,13,5.457999999999998,-1
3,99,1,1,5,0.820999999999998,1
3,100,1,5,14,2.764000000000003,1
3,101,1,1,11,1.3220000000000027,1
3,102,-1,8,7,5.537999999999997,-1
3,103,1,8,11,2.373,-1
3,104,1,4,10,2.8840000000000003,1
3,105,-1,14,11,4.0760000000000005,-1
3,106,-1,9,4,3.546,-1
3,107,1,9,16,4.466000000000001,1
3,108,-1,14,1,0.8410000000000011,-1
3,109,1,1,3,2.914000000000001,-1
3,110,1,2,10,2.6129999999999995,1
3,111,-1,8,4,4.0760000000000005,-1
3,112,1,15,16,15.012,-1
3,113,1,16,13,6.049000000000001,-1
3,114,1,3,4,3.3450000000000006,-1
3,115,-1,5,9,4.347000000000001,1
3,116,-1,8,1,3.1549999999999976,-1
3,117,-1,14,2,2.013000000000005,-1
3,118,1,2,15,1.5719999999999956,1
3,119,1,6,11,1.4320000000000022,1
4,1,-1,12,5,89.638,-1
4,2,1,6,3,4.156000000000006,1
4,3,1,2,9,4.236000000000001,1
4,4,-1,5,3,2.0329999999999995,-1
4,5,1,16,11,5.377999999999998,-1
4,6,-1,13,9,2.6040000000000028,-1
4,7,1,12,2,0.950999999999997,-1
4,8,1,6,16,2.664000000000001,1
4,9,-1,10,9,1.2820000000000036,-1
4,10,1,8,2,2.9840000000000018,-1
4,11,-1,14,6,1.2610000000000028,-1
4,12,1,2,5,5.107999999999997,1
4,13,-1,4,1,3.996000000000002,1
4,14,1,11,2,3.4750000000000014,-1
4,15,-1,6,1,4.235999999999997,1
4,16,-1,9,1,3.716,-1
4,17,1,13,12,8.102,1
4,18,-1,16,1,6.369,-1
4,19,-1,10,13,2.6239999999999988,1
4,20,-1,1,12,4.827000000000002,1
4,21,-1,7,6,2.3840000000000003,-1
4,22,1,11,4,6.5390000000000015,-1
4,23,-1,3,2,1.953000000000003,-1
4,24,1,16,5,1.9320000000000024,-1
4,25,1,5,10,9.203000000000005,1
4,26,-1,16,3,1.2919999999999945,-1
4,27,1,15,8,1.652000000000001,-1
4,28,-1,7,1,1.312,-1
4,29,1,4,7,2.123,1
4,30,1,10,7,4.827000000000001,-1
4,31,1,1,10,2.853999999999999,1
4,32,-1,12,10,7.390000000000001,-1
4,33,-1,5,8,2.564,1
4,34,1,9,14,1.0809999999999995,1
4,35,1,8,14,1.9130000000000005,1
4,36,-1,5,15,2.853999999999996,1
4,37,1,3,11,1.7719999999999985,1
4,38,-1,9,7,1.372,-1
4,39,-1,7,12,1.0420000000000016,1
4,40,-1,11,12,1.110999999999997,1
4,41,-1,4,16,1.0420000000000016,1
4,42,-1,10,15,1.0010000000000048,1
4,43,-1,15,3,0.7609999999999957,-1
4,44,1,7,5,0.9310000000000044,1
4,45,1,11,15,1.481999999999999,1
4,46,-1,6,2,1.1709999999999994,-1
4,47,1,3,13,0.7710000000000008,1
4,48,-1,15,7,0.9919999999999972,-1
4,49,1,8,12,1.0619999999999976,1
4,50,-1,8,6,1.0210000000000008,-1
4,51,-1,14,10,4.086000000000006,-1
4,52,1,6,4,1.121,1
4,53,1,10,16,0.961,1
4,54,1,6,12,0.9420000000000002,1
4,55,-1,16,12,1.4219999999999997,1
4,56,-1,13,5,7.680999999999999,-1
4,57,-1,6,9,3.244,1
4,58,-1,8,3,1.1819999999999986,-1
4,59,1,4,5,0.6709999999999994,1
4,60,1,2,16,1.1509999999999998,1
4,61,1,2,13,0.6009999999999991,1
4,62,1,2,4,0.7910000000000004,1
4,63,1,2,7,0.7510000000000012,1
4,64,1,12,14,2.512999999999998,-1
4,65,1,13,8,3.5050000000000026,-1
4,66,-1,15,9,0.6600000000000037,-1
4,67,1,3,14,0.7010000000000005,1
4,68,1,11,10,1.972999999999999,1
4,69,-1,15,1,0.7209999999999965,-1
4,70,-1,15,14,3.414999999999999,-1
4,71,1,6,10,1.2219999999999942,1
4,72,-1,16,7,0.9720000000000012,-1
4,73,1,7,13,1.071000000000005,1
4,74,-1,10,8,0.830999999999996,-1
4,75,1,1,13,0.8410000000000011,1
4,76,1,7,11,1.5519999999999996,1
4,77,-1,13,15,2.6840000000000046,1
4,78,1,4,14,0.7809999999999997,1
4,79,-1,13,11,2.3440000000000003,-1
4,80,1,8,16,0.6299999999999999,1
4,81,1,3,9,0.690999999999999,1
4,82,1,3,10,0.6609999999999996,1
4,83,-1,1,2,2.394,-1
4,84,1,7,14,1.2509999999999994,1
4,85,-1,15,4,0.8509999999999991,-1
4,86,1,14,16,6.338999999999999,-1
4,87,-1,12,9,0.8719999999999999,-1
4,88,1,3,7,1.032,1
4,89,-1,13,6,1.0109999999999992,-1
4,90,-1,5,11,2.4540000000000006,1
4,91,1,4,13,0.6709999999999994,1
4,92,1,9,11,1.1019999999999968,1
4,93,1,9,8,1.4320000000000022,1
4,94,1,4,12,1.0519999999999996,1
4,95,-1,12,3,0.6499999999999986,-1
4,96,-1,15,12,0.9620000000000032,-1
4,97,-1,15,6,0.6510000000000034,-1
4,98,-1,14,13,1.3019999999999996,-1
4,99,-1,5,1,0.5500000000000043,-1
4,100,1,5,14,1.372,1
4,101,1,1,11,0.6310000000000002,1
4,102,1,8,7,3.305,-1
4,103,-1,11,8,0.6009999999999991,1
4,104,1,4,10,0.5200000000000031,1
4,105,-1,14,11,0.6409999999999982,-1
4,106,-1,9,4,0.9510000000000004,-1
4,107,1,9,16,0.6310000000000002,1
4,108,-1,14,1,0.4709999999999965,-1
4,109,-1,3,1,0.6709999999999994,1
4,110,1,2,10,0.8109999999999999,1
4,111,1,4,8,1.753,1
4,112,1,15,16,0.5300000000000002,-1
4,113,1,13,16,0.7810000000000006,1
4,114,-1,3,4,5.118,-1
4,115,1,9,5,0.9109999999999996,-1
4,116,1,1,8,0.6709999999999994,1
4,117,-1,14,2,0.4699999999999988,-1
4,118,-1,15,2,0.7009999999999987,-1
4,119,1,6,11,0.5309999999999988,1
5,1,-1,12,5,93.684,-1
5,2,1,3,6,6.139000000000003,-1
5,3,1,2,9,7.32,1
5,4,1,5,3,3.125,-1
5,5,-1,16,11,11.807,-1
5,6,1,9,13,1.9019999999999972,1
5,7,-1,12,2,0.7910000000000004,-1
5,8,-1,16,6,1.2820000000000036,-1
5,9,1,9,10,1.2620000000000005,1
5,10,-1,2,8,0.4209999999999994,1
5,11,1,6,14,1.392000000000003,1
5,12,1,2,5,1.0309999999999988,1
5,13,1,1,4,1.0720000000000027,-1
5,14,-1,11,2,1.4320000000000022,-1
5,15,1,1,6,1.0220000000000056,-1
5,16,1,9,1,1.071000000000005,-1
5,17,1,13,12,8.032,1
5,18,-1,16,1,2.914,-1
5,19,1,13,10,1.6129999999999978,-1
5,20,1,1,12,1.3219999999999992,1
5,21,1,6,7,1.4519999999999982,1
5,22,-1,11,4,3.1340000000000003,-1
5,23,1,2,3,1.3120000000000012,1
5,24,1,5,16,3.535,1
5,25,1,5,10,2.083000000000005,1
5,26,-1,16,3,0.6709999999999994,-1
5,27,1,8,15,1.3020000000000067,1
5,28,-1,7,1,0.7210000000000036,-1
5,29,-1,7,4,1.7920000000000016,-1
5,30,-1,10,7,1.762999999999998,-1
5,31,-1,1,10,2.854999999999997,1
5,32,1,12,10,4.206000000000003,-1
5,33,1,8,5,2.7940000000000005,-1
5,34,-1,14,9,3.154,-1
5,35,-1,8,14,2.963999999999998,1
5,36,1,5,15,7.570999999999998,1
5,37,-1,11,3,1.8329999999999984,-1
5,38,1,9,7,2.823999999999998,-1
5,39,-1,12,7,3.4750000000000014,-1
5,40,1,11,12,5.948,1
5,41,-1,16,4,0.9310000000000044,-1
5,42,-1,10,15,8.732,1
5,43,-1,15,3,1.752000000000001,-1
5,44,-1,5,7,1.741999999999999,-1
5,45,1,11,15,3.665000000000001,1
5,46,1,2,6,1.272000000000002,1
5,47,-1,13,3,0.9920000000000008,-1
5,48,-1,15,7,0.9220000000000006,-1
5,49,1,8,12,1.852999999999998,1
5,50,-1,8,6,0.6809999999999974,-1
5,51,-1,14,10,4.006,-1
5,52,-1,4,6,1.873000000000001,-1
5,53,-1,16,10,3.2049999999999983,-1
5,54,1,6,12,1.672000000000004,1
5,55,-1,16,12,1.131999999999998,1
5,56,1,13,5,4.897000000000006,-1
5,57,-1,9,6,0.952,-1
5,58,-1,8,3,1.463,-1
5,59,-1,5,4,5.007,-1
5,60,1,2,16,0.7210000000000001,1
5,61,1,2,13,1.802,1
5,62,-1,4,2,1.032,-1
5,63,-1,7,2,0.8819999999999979,-1
5,64,1,12,14,2.1129999999999995,-1
5,65,1,8,13,1.1709999999999994,1
5,66,1,9,15,1.8519999999999968,1
5,67,-1,14,3,1.2020000000000053,-1
5,68,1,11,10,2.4439999999999955,1
5,69,1,1,15,0.820999999999998,1
5,70,1,14,15,6.028000000000006,1
5,71,-1,10,6,1.172,-1
5,72,1,7,16,1.4430000000000005,1
5,73,1,7,13,1.702,1
5,74,1,8,10,1.1820000000000004,1
5,75,-1,13,1,0.770999999999999,-1
5,76,-1,11,7,2.6340000000000003,-1
5,77,-1,13,15,3.636000000000001,1
5,78,1,4,14,0.9220000000000006,1
5,79,1,13,11,19.318,-1
5,80,-1,16,8,3.904999999999994,-1
5,81,1,3,9,1.2719999999999985,1
5,82,1,3,10,0.8919999999999959,1
5,83,1,2,1,3.574999999999996,1
5,84,-1,14,7,3.634999999999998,-1
5,85,1,4,15,1.4519999999999982,1
5,86,1,14,16,5.327,-1
5,87,-1,12,9,1.4619999999999995,-1
5,88,1,3,7,1.3919999999999997,1
5,89,-1,13,6,0.9609999999999984,-1
5,90,1,11,5,7.050000000000001,-1
5,91,-1,13,4,1.3320000000000007,-1
5,92,1,9,11,1.482999999999997,1
5,93,1,9,8,5.929000000000002,1
5,94,1,4,12,1.0519999999999996,1
5,95,-1,12,3,0.9619999999999962,-1
5,96,-1,15,12,16.733999999999998,-1
5,97,1,6,15,0.9209999999999994,1
5,98,-1,14,13,3.2250000000000014,-1
5,99,1,1,5,1.181000000000001,1
5,100,1,5,14,8.181999999999999,1
5,101,-1,11,1,0.912000000000006,-1
5,102,-1,8,7,5.899000000000001,-1
5,103,1,8,11,1.3120000000000047,-1
5,104,1,4,10,3.7950000000000017,1
5,105,-1,14,11,3.285,-1
5,106,-1,9,4,1.4220000000000006,-1
5,107,1,9,16,1.923,1
5,108,1,1,14,0.8510000000000009,1
5,109,-1,3,1,0.9120000000000008,1
5,110,1,2,10,1.1410000000000018,1
5,111,1,4,8,0.911999999999999,1
5,112,-1,16,15,9.123000000000005,1
5,113,-1,16,13,1.9129999999999967,-1
5,114,1,3,4,3.914999999999999,-1
5,115,-1,5,9,1.8330000000000053,1
5,116,1,1,8,0.6509999999999962,1
5,117,-1,14,2,0.7510000000000048,-1
5,118,1,2,15,0.7109999999999985,1
5,119,1,6,11,0.6409999999999982,1
6,1,1,5,12,16.744,1
6,2,1,3,6,5.036999999999999,-1
6,3,-1,9,2,3.164000000000001,-1
6,4,-1,5,3,3.5450000000000017,-1
6,5,1,11,16,4.657,1
6,6,1,9,13,3.7250000000000014,1
6,7,-1,12,2,3.4549999999999983,-1
6,8,-1,16,6,3.354999999999997,-1
6,9,1,9,10,2.543999999999997,1
6,10,1,2,8,3.5050000000000026,1
6,11,1,6,14,3.395000000000003,1
6,12,-1,5,2,2.3029999999999973,-1
6,13,-1,4,1,3.374,1
6,14,-1,11,2,2.804000000000002,-1
6,15,1,1,6,3.0539999999999985,-1
6,16,1,9,1,2.3629999999999995,-1
6,17,-1,12,13,4.716999999999999,-1
6,18,-1,16,1,2.613999999999997,-1
6,19,-1,10,13,7.580999999999996,1
6,20,1,1,12,4.015000000000001,1
6,21,-1,7,6,3.155000000000001,-1
6,22,-1,11,4,3.4450000000000003,-1
6,23,1,2,3,4.016000000000002,1
6,24,1,5,16,4.146000000000001,1
6,25,1,5,10,5.758000000000003,1
6,26,1,3,16,3.695999999999998,1
6,27,-1,15,8,4.235999999999997,-1
6,28,1,1,7,3.926,1
6,29,1,4,7,3.6149999999999993,1
6,30,-1,10,7,4.526999999999999,-1
6,31,1,1,10,3.015000000000001,1
6,32,1,10,12,3.455000000000002,1
6,33,1,5,8,5.487000000000002,1
6,34,1,9,14,4.557000000000002,1
6,35,1,8,14,7.149999999999999,1
6,36,-1,15,5,3.073999999999998,-1
6,37,1,3,11,1.762999999999998,1
6,38,-1,9,7,4.296,-1
6,39,-1,12,7,3.425,-1
6,40,-1,12,11,10.794999999999998,-1
6,41,-1,16,4,4.056000000000001,-1
6,42,1,10,15,2.4739999999999966,1
6,43,1,3,15,2.514000000000003,1
6,44,1,7,5,4.6669999999999945,1
6,45,1,11,15,4.625999999999998,1
6,46,-1,6,2,2.2040000000000006,-1
6,47,1,3,13,2.294,1
6,48,1,7,15,3.3149999999999995,1
6,49,1,8,12,2.7140000000000004,1
6,50,-1,8,6,2.8240000000000016,-1
6,51,1,10,14,2.853999999999999,1
6,52,-1,4,6,5.356999999999999,-1
6,53,1,10,16,2.282999999999994,1
6,54,1,6,12,2.583999999999996,1
6,55,1,12,16,8.352000000000004,-1
6,56,1,5,13,1.4420000000000002,1
6,57,-1,9,6,3.094000000000001,-1
6,58,-1,8,3,3.295,-1
6,59,-1,5,4,3.705,-1
6,60,1,2,16,1.8919999999999997,1
6,61,1,2,13,1.282,1
6,62,1,2,4,2.4529999999999994,1
6,63,-1,7,2,2.093,-1
6,64,-1,12,14,5.067,-1
6,65,1,8,13,1.583000000000002,1
6,66,1,9,15,2.7630000000000017,1
6,67,-1,14,3,1.2519999999999951,-1
6,68,1,11,10,5.628,1
6,69,-1,15,1,0.8210000000000051,-1
6,70,1,14,15,4.034999999999997,1
6,71,1,6,10,2.974000000000004,1
6,72,-1,16,7,2.553000000000001,-1
6,73,1,7,13,1.6629999999999985,1
6,74,-1,10,8,2.334,-1
6,75,-1,13,1,1.261000000000001,-1
6,76,-1,11,7,1.4320000000000022,-1
6,77,1,13,15,3.846,1
