participant,trial,decision,leftStimulus,rightStimulus,rt,accuracy
6,84,1,5,15,2.914999999999999,1
6,85,-1,9,15,2.833999999999996,1
6,86,1,11,14,0.8519999999999968,1
6,87,1,9,7,0.9720000000000012,-1
6,88,1,9,16,0.6910000000000025,1
6,89,1,2,15,1.431999999999995,1
6,90,-1,7,3,1.171999999999997,-1
6,91,1,14,10,5.518000000000001,-1
6,92,1,2,16,2.5829999999999984,1
6,93,1,4,12,2.454,1
6,94,1,6,15,3.736,1
6,95,-1,3,4,12.387999999999998,-1
6,96,1,1,9,2.933999999999997,1
6,97,1,3,5,4.415999999999997,1
6,98,1,2,12,4.826999999999998,1
6,99,1,4,11,1.5120000000000005,1
6,100,-1,13,10,6.700000000000003,-1
6,101,-1,7,1,1.661999999999999,-1
6,102,1,4,9,2.514000000000003,1
6,103,1,6,14,0.8109999999999999,1
6,104,1,2,3,8.813000000000002,1
6,105,-1,15,4,2.423,-1
6,106,1,7,10,1.5920000000000003,1
6,107,1,1,15,1.6830000000000016,1
6,108,-1,13,1,0.7510000000000012,-1
6,109,-1,4,13,7.140000000000001,1
6,110,-1,12,13,0.9510000000000004,-1
6,111,1,3,15,1.3219999999999992,1
6,112,-1,12,1,0.980999999999998,-1
6,113,1,2,10,1.5120000000000005,1
6,114,-1,12,9,4.295999999999999,-1
6,115,-1,11,6,3.2140000000000057,-1
6,116,-1,16,1,1.7119999999999962,-1
6,117,-1,14,1,5.397999999999996,-1
6,118,1,2,9,5.086999999999996,1
6,119,1,11,16,4.976999999999999,1
7,1,1,4,14,5.838000000000001,1
7,2,-1,7,2,5.2780000000000005,-1
7,3,-1,11,5,5.998000000000001,-1
7,4,-1,13,9,9.353000000000002,-1
7,5,-1,10,12,6.619999999999997,1
7,6,-1,6,1,4.297000000000004,1
7,7,-1,5,2,8.502000000000002,-1
7,8,-1,10,1,5.228,-1
7,9,1,1,8,2.574,1
7,10,1,8,10,4.917000000000002,1
7,11,1,4,7,2.6129999999999995,1
7,12,1,4,5,5.837999999999997,1
7,13,1,15,16,9.843999999999998,-1
7,14,-1,10,4,4.055999999999997,-1
7,15,-1,12,15,3.0649999999999977,1
7,16,1,15,14,7.381,-1
7,17,-1,11,13,4.0959999999999965,1
7,18,1,9,5,6.619,-1
7,19,-1,16,6,2.0730000000000004,-1
7,20,1,12,14,1.7729999999999997,-1
7,21,-1,12,8,6.899999999999999,-1
7,22,-1,2,1,3.1940000000000026,1
7,23,-1,15,11,1.7729999999999997,-1
7,24,1,15,7,3.594999999999999,-1
7,25,1,2,13,4.856999999999999,1
7,26,-1,11,10,0.4299999999999997,1
7,27,1,6,13,6.127999999999993,1
7,28,-1,13,8,9.454,-1
7,29,1,13,16,4.136,1
7,30,-1,11,12,4.796999999999999,1
7,31,-1,9,6,6.1690000000000005,-1
7,32,1,4,16,3.756,1
7,33,1,13,14,3.875,1
7,34,1,13,5,2.053000000000001,-1
7,35,1,3,9,5.308,1
7,36,1,8,5,5.317999999999998,-1
7,37,-1,12,6,3.2550000000000026,-1
7,38,-1,10,15,2.833999999999996,1
7,39,1,1,11,10.304000000000002,1
7,40,1,3,16,6.800000000000001,1
7,41,-1,10,5,3.8649999999999984,-1
7,42,1,16,12,4.075999999999997,1
7,43,-1,15,13,5.408000000000001,-1
7,44,1,7,14,4.7570000000000014,1
7,45,-1,7,8,0.2910000000000039,1
7,46,1,6,2,2.5929999999999964,-1
7,47,1,10,9,8.180999999999997,-1
7,48,-1,6,8,4.966999999999999,1
7,49,1,8,16,7.481000000000002,1
7,50,-1,5,16,0.27,1
7,51,1,11,9,13.8,-1
7,52,-1,14,5,4.847000000000001,-1
7,53,-1,10,3,6.539999999999999,-1
7,54,-1,4,2,7.820999999999998,-1
7,55,1,7,13,4.756999999999998,1
7,56,1,3,13,7.009999999999998,1
7,57,1,3,11,10.735,1
7,58,-1,7,6,6.058000000000001,-1
7,59,-1,7,5,3.1340000000000003,1
7,60,1,9,8,14.451,1
7,61,1,1,5,1.7319999999999958,1
7,62,-1,11,2,6.429000000000002,-1
7,63,1,3,8,6.419000000000004,1
7,64,1,1,4,6.239000000000004,-1
7,65,1,4,6,13.769999999999996,-1
7,66,-1,12,3,5.508000000000001,-1
7,67,1,5,12,5.197000000000003,1
7,68,-1,14,2,4.957000000000001,-1
7,69,-1,14,3,6.378999999999998,-1
7,70,-1,16,10,5.548000000000002,-1
7,71,1,8,11,5.738999999999997,-1
7,72,-1,16,14,7.600999999999999,1
7,73,-1,6,3,7.661000000000001,1
7,74,-1,10,6,2.574,-1
7,75,1,1,3,6.009,-1
7,76,1,9,14,10.415,1
7,77,-1,7,12,5.678000000000001,1
7,78,-1,14,8,2.534000000000006,-1
7,79,-1,8,4,5.256999999999998,-1
7,80,1,15,8,1.883000000000003,-1
7,81,-1,8,2,2.9540000000000006,-1
7,82,-1,16,7,1.2710000000000008,-1
7,83,1,7,11,3.2550000000000026,1
7,84,1,5,15,2.9540000000000006,1
7,85,1,9,15,6.049,1
7,86,1,14,11,2.6740000000000004,-1
7,87,-1,7,9,4.616999999999999,1
7,88,-1,16,9,2.4130000000000003,-1
7,89,1,2,15,6.309000000000001,1
7,90,-1,7,3,1.1519999999999977,-1
7,91,-1,14,10,2.373000000000001,-1
7,92,-1,16,2,1.291999999999998,-1
7,93,-1,12,4,5.577999999999996,-1
7,94,1,6,15,1.6929999999999978,1
7,95,-1,3,4,14.32,-1
7,96,-1,9,1,5.108000000000004,-1
7,97,1,3,5,12.207,1
7,98,1,2,12,1.8130000000000008,1
7,99,1,11,4,2.9349999999999987,-1
7,100,1,13,10,5.838000000000001,-1
7,101,-1,7,1,5.087,-1
7,102,1,4,9,1.8519999999999968,1
7,103,-1,14,6,2.895000000000003,-1
7,104,1,2,3,6.489999999999995,1
7,105,1,4,15,1.8730000000000049,1
7,106,-1,7,10,3.835000000000001,1
7,107,1,1,15,3.335000000000001,1
7,108,1,1,13,3.594999999999999,1
7,109,-1,4,13,4.006,1
7,110,1,12,13,2.4530000000000003,-1
7,111,1,3,15,2.5940000000000003,1
7,112,1,1,12,5.3580000000000005,1
7,113,-1,10,2,2.2929999999999997,-1
7,114,1,9,12,3.094999999999999,1
7,115,-1,11,6,6.66,-1
7,116,-1,16,1,1.5820000000000007,-1
7,117,-1,14,1,2.272999999999996,-1
7,118,-1,9,2,4.525999999999996,-1
7,119,1,11,16,2.453999999999993,1
8,1,-1,4,14,1.4619999999999995,1
8,2,1,2,7,12.628,1
8,3,-1,11,5,9.734000000000002,-1
8,4,1,9,13,16.744,1
8,5,1,10,12,8.882000000000001,1
8,6,1,6,1,11.116,1
8,7,1,2,5,9.662999999999997,1
8,8,1,10,1,9.283,-1
8,9,1,8,1,14.550999999999998,-1
8,10,1,8,10,8.221999999999998,1
8,11,-1,4,7,8.392000000000003,1
8,12,-1,5,4,18.667,-1
8,13,1,15,16,3.796,-1
8,14,-1,4,10,4.216,1
8,15,1,15,12,4.797000000000001,-1
8,16,1,15,14,6.629000000000001,-1
8,17,-1,13,11,7.341000000000001,-1
8,18,-1,5,9,8.000999999999998,1
8,19,1,6,16,2.834000000000003,1
8,20,-1,14,12,9.183,1
8,21,1,8,12,6.319000000000003,1
8,22,-1,2,1,9.283,1
8,23,-1,15,11,10.645,-1
8,24,1,7,15,5.887999999999998,1
8,25,-1,13,2,6.478999999999999,-1
8,26,1,11,10,6.740000000000002,1
8,27,1,13,6,11.476999999999997,-1
8,28,1,8,13,4.315999999999995,1
8,29,1,13,16,4.356,1
8,30,-1,11,12,9.023,1
8,31,-1,9,6,12.759,-1
8,32,1,16,4,9.223000000000004,-1
8,33,1,13,14,4.697000000000003,1
8,34,-1,5,13,5.117000000000004,1
8,35,-1,3,9,18.78700000000001,1
8,36,1,5,8,7.901999999999999,1
8,37,1,12,6,5.758000000000003,-1
8,38,-1,10,15,2.994,1
8,39,-1,11,1,10.395000000000003,-1
8,40,-1,3,16,5.959000000000003,1
8,41,1,10,5,2.0930000000000035,-1
8,42,1,12,16,8.262,-1
8,43,1,15,13,11.216,-1
8,44,-1,7,14,4.366999999999999,1
8,45,1,7,8,5.126999999999999,1
8,46,-1,6,2,5.978999999999999,-1
8,47,-1,9,10,10.003999999999998,1
8,48,-1,8,6,10.194000000000004,-1
8,49,1,16,8,7.811,-1
8,50,1,5,16,4.396000000000001,1
8,51,1,11,9,11.917,-1
8,52,-1,14,5,4.716999999999999,-1
8,53,1,3,10,3.935999999999997,1
8,54,1,2,4,11.216,1
8,55,-1,13,7,4.256,-1
8,56,-1,3,13,4.927,1
8,57,-1,3,11,1.672000000000004,1
8,58,-1,7,6,3.5049999999999955,-1
8,59,-1,5,7,4.216,-1
8,60,-1,9,8,1.943,1
8,61,-1,1,5,0.7710000000000008,1
8,62,1,11,2,1.5419999999999998,-1
8,63,1,3,8,11.196000000000002,1
8,64,1,1,4,5.467999999999996,-1
8,65,-1,4,6,6.939999999999998,-1
8,66,-1,3,12,7.981999999999999,1
8,67,-1,12,5,3.135000000000005,-1
8,68,1,14,2,3.994999999999997,-1
8,69,-1,3,14,2.1129999999999995,1
8,70,1,16,10,2.9440000000000026,-1
8,71,1,8,11,0.912,-1
8,72,-1,14,16,0.9909999999999995,-1
8,73,1,6,3,2.7139999999999995,1
8,74,1,10,6,2.7939999999999987,-1
8,75,-1,3,1,1.972999999999999,1
8,76,-1,14,9,3.794999999999998,-1
8,77,-1,12,7,2.7940000000000005,-1
8,78,1,14,8,4.556999999999999,-1
8,79,1,4,8,13.800000000000004,1
8,80,-1,15,8,1.7120000000000033,-1
8,81,-1,8,2,2.9540000000000006,-1
8,82,-1,7,16,4.015000000000001,1
8,83,1,11,7,3.636000000000003,-1
8,84,1,5,15,4.256,1
8,85,-1,15,9,3.4750000000000005,-1
8,86,-1,14,11,4.447,-1
8,87,1,9,7,7.0,-1
8,88,-1,16,9,3.715,-1
8,89,-1,2,15,8.141999999999996,1
8,90,-1,3,7,6.3089999999999975,1
8,91,1,10,14,1.5919999999999987,1
8,92,1,2,16,2.763999999999996,1
8,93,-1,4,12,1.091000000000001,1
8,94,-1,6,15,2.1330000000000027,1
8,95,1,3,4,3.073999999999998,-1
8,96,-1,9,1,1.2819999999999965,-1
8,97,1,5,3,5.158000000000001,-1
8,98,1,2,12,1.1909999999999998,1
8,99,-1,4,11,1.6629999999999994,1
8,100,1,10,13,2.874000000000001,1
8,101,-1,1,7,4.657,1
8,102,-1,9,4,2.854000000000001,-1
8,103,-1,14,6,9.933999999999996,-1
8,104,1,2,3,4.455999999999996,1
8,105,1,4,15,2.814,1
8,106,-1,7,10,3.494999999999997,1
8,107,-1,1,15,2.173000000000002,1
8,108,-1,13,1,1.7920000000000016,-1
8,109,-1,13,4,1.612000000000002,-1
8,110,-1,12,13,3.155000000000001,-1
8,111,1,15,3,2.804000000000002,-1
8,112,1,1,12,4.045999999999999,1
8,113,-1,2,10,3.354,1
8,114,1,12,9,3.1949999999999994,-1
8,115,-1,11,6,5.738000000000001,-1
8,116,-1,1,16,3.715,1
8,117,1,1,14,3.5760000000000005,1
8,118,1,2,9,5.378,1
8,119,-1,16,11,3.054000000000002,-1
9,1,-1,4,14,8.302,1
9,2,1,2,7,11.857,1
9,3,-1,5,11,8.591999999999999,1
9,4,-1,9,13,14.906,1
9,5,-1,10,12,13.019000000000002,1
9,6,1,1,6,13.249000000000002,-1
9,7,-1,5,2,4.796999999999997,-1
9,8,-1,10,1,11.125999999999998,-1
9,9,-1,8,1,13.049,-1
9,10,-1,8,10,8.521999999999998,1
9,11,1,4,7,12.397999999999996,1
9,12,1,5,4,15.131,-1
9,13,1,15,16,10.233999999999996,-1
9,14,-1,4,10,11.417000000000002,1
9,15,1,12,15,9.223000000000004,1
9,16,-1,14,15,1.272000000000002,1
9,17,-1,13,11,15.823,-1
9,18,1,9,5,12.787999999999997,-1
9,19,-1,16,6,11.617,-1
9,20,-1,14,12,12.889,1
9,21,1,8,12,6.800000000000004,1
9,22,-1,2,1,10.845,1
9,23,-1,15,11,11.547000000000004,-1
9,24,1,15,7,17.135,-1
9,25,-1,13,2,6.73,-1
9,26,1,11,10,46.386,1
9,27,1,6,13,9.283,1
9,28,1,13,8,4.176000000000002,-1
9,29,1,16,13,2.3939999999999984,-1
9,30,-1,12,11,17.824999999999996,-1
9,31,1,6,9,15.612000000000002,1
9,32,1,16,4,1.9929999999999997,-1
9,33,1,14,13,11.246,-1
9,34,1,5,13,13.66,1
9,35,1,9,3,16.253,-1
9,36,1,8,5,4.626999999999995,-1
9,37,-1,12,6,4.136000000000003,-1
9,38,1,15,10,0.431,-1
9,39,1,1,11,7.942,1
9,40,1,3,16,4.656999999999998,1
9,41,1,5,10,4.998000000000001,1
9,42,-1,16,12,1.3919999999999997,1
9,43,1,13,15,2.113999999999997,1
9,44,1,7,14,5.648,1
9,45,-1,8,7,1.731999999999999,-1
9,46,1,2,6,5.067999999999998,1
9,47,-1,9,10,2.3939999999999984,1
9,48,-1,8,6,1.9129999999999967,-1
9,49,1,8,16,1.2519999999999951,1
9,50,-1,5,16,2.1540000000000035,1
9,51,-1,9,11,0.8710000000000022,1
9,52,1,5,14,1.5519999999999996,1
9,53,1,10,3,1.0919999999999987,-1
9,54,-1,4,2,5.4580000000000055,-1
9,55,1,13,7,5.448,-1
9,56,-1,3,13,5.518000000000001,1
9,57,-1,11,3,1.9230000000000016,-1
9,58,-1,7,6,3.905999999999999,-1
9,59,-1,5,7,3.715,-1
9,60,1,8,9,2.3640000000000008,-1
9,61,-1,5,1,2.1129999999999995,-1
9,62,-1,11,2,3.015000000000001,-1
9,63,-1,8,3,11.436999999999998,-1
9,64,1,1,4,13.079,-1
9,65,1,6,4,7.831,1
9,66,-1,12,3,6.720000000000001,-1
9,67,-1,12,5,6.4190000000000005,-1
9,68,1,2,14,2.834,1
9,69,1,3,14,2.3939999999999984,1
9,70,-1,10,16,4.917000000000002,1
9,71,-1,8,11,4.155999999999999,-1
9,72,1,14,16,2.1229999999999976,-1
9,73,1,6,3,32.226,1
9,74,-1,10,6,2.713999999999998,-1
9,75,1,1,3,2.023,-1
9,76,1,9,14,1.511999999999997,1
9,77,1,7,12,1.4220000000000006,1
9,78,-1,14,8,3.6350000000000016,-1
9,79,1,4,8,1.7220000000000013,1
9,80,1,8,15,1.2510000000000012,1
9,81,-1,8,2,4.847000000000001,-1
9,82,-1,7,16,9.233000000000004,1
9,83,1,7,11,1.171999999999997,1
9,84,-1,5,15,9.403999999999996,1
9,85,1,9,15,11.967,1
9,86,1,11,14,1.011999999999999,1
9,87,-1,7,9,1.112,1
9,88,-1,16,9,1.0510000000000002,-1
9,89,1,2,15,0.9310000000000008,1
9,90,-1,7,3,0.9420000000000002,-1
9,91,1,10,14,0.820999999999998,1
9,92,1,2,16,1.411999999999999,1
9,93,1,4,12,1.4420000000000002,1
9,94,1,6,15,2.943999999999999,1
9,95,-1,3,4,11.497,-1
9,96,1,1,9,4.317,1
9,97,1,3,5,1.4519999999999982,1
9,98,1,2,12,2.594000000000001,1
9,99,-1,11,4,6.169000000000004,-1
9,100,-1,13,10,0.8310000000000031,-1
9,101,-1,1,7,13.128999999999998,1
9,102,-1,9,4,4.657000000000001,-1
9,103,1,14,6,0.971,-1
9,104,1,3,2,6.58,-1
9,105,-1,4,15,3.3640000000000008,1
9,106,-1,7,10,2.032,1
9,107,1,1,15,1.230999999999998,1
9,108,-1,13,1,0.9310000000000008,-1
9,109,1,4,13,0.7409999999999997,1
9,110,-1,13,12,1.3220000000000027,1
9,111,-1,15,3,0.8310000000000031,-1
9,112,1,1,12,1.372,1
9,113,1,2,10,1.1310000000000002,1
9,114,-1,12,9,3.4750000000000014,-1
9,115,1,6,11,4.216000000000001,1
9,116,-1,16,1,1.0120000000000005,-1
9,117,1,1,14,0.9309999999999974,1
9,118,-1,9,2,1.5120000000000005,-1
9,119,1,16,11,1.2119999999999962,-1
10,1,1,4,14,19.588,1
10,2,-1,7,2,15.522999999999996,-1
10,3,-1,5,11,10.055000000000009,1
10,4,1,9,13,38.215,1
10,5,1,12,10,29.402,-1
10,6,-1,6,1,26.418,1
10,7,1,2,5,37.183,1
10,8,-1,10,1,23.604,-1
10,9,1,1,8,27.369,1
10,10,1,8,10,23.634,1
10,11,-1,7,4,22.447000000000003,-1
10,12,-1,5,4,10.143999999999998,-1
10,13,1,16,15,26.598,1
10,14,-1,10,4,20.83,-1
10,15,-1,15,12,15.552,-1
10,16,-1,14,15,14.741,1
10,17,1,11,13,28.07,1
10,18,1,9,5,15.112000000000002,-1
10,19,-1,16,6,9.083,-1
10,20,-1,14,12,14.321000000000002,1
10,21,1,8,12,30.314,1
10,22,1,1,2,12.207,-1
10,23,1,15,11,43.592,-1
10,24,-1,7,15,38.766000000000005,1
10,25,1,2,13,64.843,1
10,26,-1,10,11,42.451,-1
10,27,1,13,6,46.006,-1
10,28,1,8,13,74.56700000000001,1
10,29,1,13,16,41.209,1
10,30,1,12,11,65.324,-1
10,31,-1,9,6,49.04,-1
10,32,-1,16,4,24.085,-1
10,33,1,13,14,12.548000000000002,1
10,34,-1,5,13,39.226,1
10,35,1,3,9,34.45,1
10,36,-1,5,8,13.629999999999995,1
10,37,1,6,12,48.8,1
10,38,1,10,15,16.714000000000006,1
10,39,-1,11,1,13.068,-1
10,40,1,16,3,0.6310000000000002,-1
10,41,-1,10,5,26.017,-1
10,42,-1,16,12,38.115,1
10,43,-1,15,13,8.923000000000002,-1
10,44,1,7,14,6.859999999999999,1
10,45,1,7,8,17.786,1
10,46,1,2,6,37.133,1
10,47,1,9,10,35.05,1
10,48,1,6,8,26.878,1
10,49,1,8,16,7.321,1
10,50,-1,16,5,8.852999999999998,-1
10,51,-1,11,9,9.744,-1
10,52,1,14,5,5.017000000000003,-1
10,53,1,3,10,13.159,1
10,54,-1,4,2,29.132,-1
10,55,-1,13,7,12.868000000000002,-1
10,56,-1,13,3,15.082,-1
10,57,-1,11,3,7.52,-1
10,58,-1,7,6,18.717,-1
10,59,1,7,5,15.273999999999996,1
10,60,-1,9,8,32.016,1
10,61,-1,5,1,16.934,-1
10,62,-1,11,2,7.030000000000001,-1
10,63,1,3,8,11.766999999999996,1
10,64,1,1,4,16.114,-1
10,65,1,4,6,48.620000000000005,-1
10,66,1,3,12,18.967,1
10,67,-1,12,5,23.894,-1
10,68,-1,14,2,18.697000000000003,-1
10,69,-1,14,3,9.924,-1
10,70,-1,16,10,1.172000000000004,-1
10,71,1,8,11,12.327000000000004,-1
10,72,1,14,16,14.301000000000002,-1
10,73,-1,3,6,57.993,-1
10,74,1,6,10,5.157,1
10,75,1,1,3,26.999,-1
10,76,1,9,14,6.139000000000003,1
10,77,1,7,12,9.954999999999998,1
10,78,1,8,14,12.858000000000004,1
10,79,1,4,8,13.829999999999998,1
10,80,1,8,15,4.3160000000000025,1
10,81,-1,8,2,4.417000000000002,-1
10,82,1,7,16,6.959999999999994,1
10,83,-1,11,7,16.683999999999997,-1
10,84,1,15,5,5.437,-1
10,85,1,9,15,6.549,1
10,86,1,11,14,4.116,1
10,87,1,9,7,8.192,-1
10,88,-1,16,9,3.7550000000000026,-1
10,89,1,2,15,5.558,1
10,90,1,3,7,31.224,1
10,91,-1,10,14,22.312,1
10,92,1,2,16,6.378999999999998,1
10,93,1,4,12,7.169999999999995,1
10,94,-1,15,6,2.853999999999999,-1
10,95,-1,4,3,24.856,1
10,96,-1,9,1,11.736999999999998,-1
10,97,1,3,5,6.119,1
10,98,1,2,12,7.021000000000001,1
10,99,-1,11,4,3.115000000000002,-1
10,100,-1,13,10,4.467,-1
10,101,1,1,7,6.539,1
10,102,1,4,9,5.497000000000002,1
10,103,1,6,14,2.793999999999997,1
10,104,-1,3,2,24.585,-1
10,105,-1,15,4,5.197000000000003,-1
10,106,-1,10,7,4.856999999999999,-1
10,107,-1,15,1,3.014,-1
10,108,1,1,13,3.245,1
10,109,1,4,13,4.446999999999999,1
10,110,-1,13,12,2.694000000000001,1
10,111,-1,15,3,3.826000000000001,-1
10,112,-1,12,1,3.274000000000001,-1
10,113,-1,10,2,2.3739999999999988,-1
10,114,-1,12,9,2.6540000000000035,-1
10,115,-1,11,6,4.707000000000001,-1
10,116,1,1,16,4.0760000000000005,1
10,117,-1,14,1,4.686999999999998,-1
10,118,1,2,9,2.213000000000001,1
10,119,-1,11,16,4.616999999999997,1
11,1,1,4,14,8.161999999999999,1
11,2,-1,7,2,7.4609999999999985,-1
11,3,-1,5,11,19.248,1
11,4,-1,9,13,1.2920000000000016,1
11,5,-1,10,12,6.058,1
11,6,-1,6,1,15.582,1
11,7,-1,5,2,13.409,-1
11,8,1,10,1,10.665,-1
11,9,-1,8,1,7.341000000000001,-1
11,10,1,8,10,14.992000000000004,1
11,11,1,4,7,18.687,1
11,12,-1,5,4,6.219000000000001,-1
11,13,-1,16,15,6.959999999999997,1
11,14,1,4,10,3.615000000000002,1
11,15,1,12,15,6.770000000000003,1
11,16,1,14,15,5.198,1
11,17,-1,13,11,10.144999999999996,-1
11,18,-1,5,9,14.942000000000002,1
11,19,-1,16,6,13.749999999999996,-1
11,20,1,14,12,11.046,1
11,21,1,8,12,17.284999999999997,1
11,22,-1,2,1,51.043,1
11,23,-1,11,15,1.4519999999999982,1
11,24,-1,15,7,2.192999999999998,-1
11,25,-1,13,2,8.732,-1
11,26,1,11,10,2.5939999999999994,1
11,27,1,6,13,9.964,1
11,28,-1,13,8,14.470999999999997,-1
11,29,-1,13,16,6.319000000000003,1
11,30,1,11,12,4.015000000000001,1
11,31,-1,6,9,16.363,1
11,32,-1,16,4,0.7510000000000012,-1
11,33,1,14,13,2.293000000000001,-1
11,34,1,13,5,4.545999999999999,-1
11,35,-1,9,3,15.202000000000002,-1
11,36,-1,8,5,9.063000000000002,-1
11,37,1,6,12,4.697000000000003,1
11,38,-1,15,10,8.661999999999999,-1
11,39,1,1,11,12.938000000000002,1
11,40,1,3,16,10.765000000000002,1
11,41,1,5,10,3.835000000000001,1
11,42,1,12,16,7.2499999999999964,-1
11,43,1,13,15,4.0560000000000045,1
11,44,1,7,14,1.953000000000003,1
11,45,1,7,8,11.565999999999995,1
11,46,1,6,2,10.525000000000006,-1
11,47,1,9,10,1.031,1
11,48,1,8,6,12.547999999999998,-1
11,49,-1,16,8,0.8010000000000019,-1
11,50,1,5,16,8.552,1
11,51,-1,11,9,18.446,-1
11,52,-1,14,5,3.7950000000000017,-1
11,53,-1,10,3,2.233000000000004,-1
11,54,1,2,4,19.308,1
11,55,-1,7,13,19.298,1
11,56,-1,13,3,1.171999999999997,-1
11,57,-1,11,3,5.578000000000003,-1
11,58,1,6,7,11.346000000000004,1
11,59,1,5,7,20.289,-1
11,60,1,8,9,6.638999999999999,-1
11,61,1,1,5,4.416,1
11,62,-1,11,2,17.545,-1
11,63,-1,8,3,4.375999999999998,-1
11,64,1,1,4,11.707,-1
11,65,-1,4,6,13.239,-1
11,66,-1,12,3,1.0919999999999987,-1
11,67,-1,12,5,1.4319999999999986,-1
11,68,1,2,14,1.9529999999999996,1
11,69,1,3,14,3.4549999999999983,1
11,70,1,10,16,1.7119999999999995,1
11,71,1,8,11,2.2929999999999997,-1
11,72,1,16,14,0.7110000000000021,1
11,73,1,6,3,8.482,1
11,74,1,6,10,1.6129999999999995,1
11,75,1,1,3,4.877000000000002,-1
11,76,-1,14,9,9.804000000000002,-1
11,77,-1,12,7,1.1509999999999962,-1
11,78,1,8,14,0.6909999999999998,1
11,79,1,8,4,0.7910000000000001,-1
11,80,1,8,15,4.276000000000001,1
11,81,-1,8,2,0.6699999999999999,-1
11,82,1,7,16,1.9730000000000008,1
11,83,-1,7,11,8.583,1
11,84,-1,15,5,0.6710000000000029,-1
11,85,1,15,9,2.6529999999999987,-1
11,86,1,11,14,0.5710000000000015,1
11,87,-1,7,9,8.593,1
11,88,-1,16,9,4.696999999999996,-1
11,89,1,2,15,4.775999999999996,1
11,90,1,7,3,5.878,-1
11,91,-1,14,10,0.7109999999999985,-1
11,92,-1,16,2,3.946000000000005,-1
11,93,1,4,12,5.588000000000001,1
11,94,1,6,15,5.157,1
11,95,-1,4,3,6.138999999999999,1
11,96,1,1,9,7.2010000000000005,1
11,97,1,3,5,14.732000000000005,1
11,98,1,2,12,2.3029999999999973,1
11,99,-1,11,4,0.5910000000000011,-1
11,100,1,10,13,1.152000000000001,1
11,101,1,1,7,9.082999999999998,1
11,102,-1,9,4,0.570999999999998,-1
11,103,1,14,6,2.603999999999999,-1
11,104,1,2,3,40.218,1
11,105,-1,4,15,0.5910000000000011,1
11,106,-1,10,7,1.5929999999999964,-1
11,107,1,1,15,0.6709999999999994,1
11,108,-1,13,1,4.356000000000002,-1
11,109,-1,13,4,2.994999999999997,-1
11,110,1,12,13,1.0120000000000005,-1
11,111,-1,15,3,1.952999999999996,-1
11,112,-1,12,1,2.1430000000000007,-1
11,113,1,2,10,0.7709999999999937,1
11,114,-1,12,9,2.6539999999999964,-1
11,115,1,6,11,2.524000000000001,1
11,116,1,1,16,2.594,1
11,117,-1,14,1,6.98,-1
11,118,-1,9,2,3.395,-1
11,119,-1,16,11,0.5310000000000006,-1
12,1,1,4,14,11.417000000000002,1
12,2,-1,7,2,6.179,-1
12,3,1,5,11,11.697,1
12,4,-1,13,9,4.5959999999999965,-1
12,5,-1,10,12,4.677,1
12,6,1,6,1,5.567999999999998,1
12,7,-1,5,2,5.929000000000002,-1
12,8,-1,10,1,5.969,-1
12,9,-1,8,1,5.849,-1
12,10,1,10,8,8.722,-1
12,11,1,4,7,5.437999999999999,1
12,12,-1,4,5,4.896999999999999,1
12,13,1,16,15,4.186,1
12,14,-1,4,10,7.561,1
12,15,1,12,15,2.1330000000000027,1
12,16,1,14,15,2.6540000000000035,1
12,17,-1,13,11,3.4750000000000014,-1
12,18,-1,9,5,3.976,-1
12,19,1,6,16,2.093,1
12,20,1,14,12,4.596,1
12,21,-1,8,12,3.5450000000000017,1
12,22,1,2,1,5.187999999999999,1
12,23,-1,15,11,3.535,-1
12,24,1,15,7,5.057000000000002,-1
12,25,-1,2,13,2.683999999999997,1
12,26,-1,10,11,2.233000000000004,-1
12,27,-1,13,6,0.7910000000000039,-1
12,28,1,8,13,2.5829999999999984,1
12,29,1,13,16,5.939,1
12,30,-1,12,11,3.414999999999999,-1
12,31,1,6,9,1.051000000000002,1
12,32,-1,16,4,6.239000000000004,-1
12,33,1,14,13,0.6910000000000003,-1
12,34,-1,13,5,0.351,-1
12,35,-1,9,3,4.477,-1
12,36,1,5,8,2.764000000000001,1
12,37,-1,12,6,1.411999999999999,-1
12,38,1,15,10,0.9120000000000026,-1
12,39,-1,1,11,5.498000000000001,1
12,40,-1,16,3,4.4460000000000015,-1
12,41,-1,10,5,7.400000000000002,-1
12,42,1,16,12,0.7310000000000016,1
12,43,1,13,15,2.683999999999997,1
12,44,1,14,7,3.8149999999999977,-1
12,45,-1,7,8,1.0719999999999956,1
12,46,-1,2,6,2.3230000000000004,1
12,47,1,9,10,3.055,1
12,48,-1,6,8,8.712000000000003,1
12,49,-1,8,16,0.7110000000000003,1
12,50,1,5,16,7.541,1
12,51,-1,11,9,1.572000000000001,-1
12,52,1,5,14,1.8129999999999988,1
12,53,-1,10,3,8.381999999999998,-1
12,54,1,2,4,8.863000000000003,1
12,55,-1,7,13,0.9509999999999934,1
12,56,-1,13,3,5.257999999999996,-1
12,57,-1,11,3,4.295999999999999,-1
12,58,1,6,7,2.914999999999999,1
12,59,1,5,7,2.1939999999999955,-1
12,60,1,9,8,3.835000000000001,1
12,61,-1,5,1,7.0,-1
12,62,-1,11,2,2.8439999999999994,-1
12,63,1,3,8,0.6309999999999985,1
12,64,-1,1,4,6.579000000000001,-1
12,65,1,4,6,6.960000000000001,-1
12,66,1,3,12,7.881,1
