participant,condition,adviceThresholdPercent,presentationPosition,trial,advice,truth,pLeft,pRight,decision,confidence,accuracy,rt
5,4,80,5,47,0,1,0.45416,0.6266,0,3,0,1.421875
5,4,80,5,48,1,1,0.10116,0.20318,1,3,1,1.113281
5,4,80,5,49,0,1,0.20155,0.76141,1,3,1,1.3125
5,4,80,5,50,0,0,0.79532,0.12824,1,3,0,1.460938
5,5,90,4,1,0,1,0.16095,0.64428,1,3,1,1.902344
5,5,90,4,2,0,1,0.19719,0.22401,1,3,1,1.621094
5,5,90,4,3,0,1,0.14676,0.64867,1,4,1,1.199219
5,5,90,4,4,0,1,0.41533,0.97622,1,4,1,1.3125
5,5,90,4,5,0,1,0.18121,0.53684,1,5,1,1.433594
5,5,90,4,6,0,0,0.27365,0.065605,1,5,0,1.582031
5,5,90,4,7,0,1,0.44147,0.82938,0,4,0,2.261719
5,5,90,4,8,0,0,0.839,0.2606,0,3,1,1.921875
5,5,90,4,9,1,1,0.020033,0.93814,1,4,1,1.152344
5,5,90,4,10,0,1,0.25252,0.52716,1,4,1,1.804688
5,5,90,4,11,0,1,0.74867,0.89123,1,4,1,2.734375
5,5,90,4,12,1,1,0.030632,0.79717,1,4,1,1.28125
5,5,90,4,13,0,1,0.39643,0.45226,1,5,1,1.453125
5,5,90,4,14,0,0,0.75882,0.6079,1,4,0,2.3125
5,5,90,4,15,0,0,0.66835,0.38768,0,3,1,1.792969
5,5,90,4,16,0,1,0.12612,0.33295,0,4,0,1.761719
5,5,90,4,17,0,1,0.47086,0.64754,1,3,1,2.050781
5,5,90,4,18,0,1,0.77206,0.85037,1,4,1,1.683594
5,5,90,4,19,-1,1,0.92717,0.95985,0,4,0,1.203125
5,5,90,4,20,0,0,0.77726,0.27057,1,3,0,2.9375
5,5,90,4,21,0,0,0.84835,0.084721,0,3,1,2.632813
5,5,90,4,22,0,1,0.16237,0.58403,0,3,0,1.691406
5,5,90,4,23,0,1,0.23164,0.83558,1,3,1,1.582031
5,5,90,4,24,0,1,0.62855,0.85016,1,3,1,1.472656
5,5,90,4,25,1,1,0.099054,0.50506,1,4,1,1.152344
5,5,90,4,26,0,1,0.33593,0.46601,1,4,1,2.605469
5,5,90,4,27,0,1,0.28733,0.36058,1,4,1,1.621094
5,5,90,4,28,1,1,0.094959,0.93397,1,5,1,4.164063
5,5,90,4,29,0,0,0.6412,0.43443,1,4,0,1.472656
5,5,90,4,30,0,1,0.30588,0.9525,0,3,0,1.535156
5,5,90,4,31,0,0,0.63491,0.19949,1,3,0,2.140625
5,5,90,4,32,0,0,0.87835,0.28783,1,3,0,1.730469
5,5,90,4,33,0,1,0.60506,0.82621,0,3,0,1.152344
5,5,90,4,34,0,1,0.86933,0.90576,0,3,0,2.164063
5,5,90,4,35,0,0,0.30293,0.22229,1,3,0,1.5
5,5,90,4,36,-1,0,0.94961,0.66033,0,3,1,1.5625
5,5,90,4,37,1,1,0.037581,0.71743,1,3,1,1.222656
5,5,90,4,38,0,0,0.39381,0.044767,1,3,0,1.601563
5,5,90,4,39,1,0,0.033791,0.0054528,1,3,0,0.984375
5,5,90,4,40,0,1,0.12207,0.66398,0,3,0,2.875
5,5,90,4,41,1,1,0.032812,0.58963,1,3,1,1.070313
5,5,90,4,42,0,1,0.77859,0.84311,1,3,1,1.511719
5,5,90,4,43,0,0,0.77001,0.51966,1,3,0,1.324219
5,5,90,4,44,0,0,0.53115,0.20076,0,3,1,1.582031
5,5,90,4,45,1,1,0.088315,0.90065,1,3,1,1.351563
5,5,90,4,46,0,0,0.56066,0.3644,1,3,0,1.640625
5,5,90,4,47,0,0,0.80264,0.50049,0,3,1,2.023438
5,5,90,4,48,0,1,0.17399,0.45924,0,3,0,1.152344
5,5,90,4,49,-1,0,0.92332,0.33463,0,3,1,1.632813
5,5,90,4,50,0,0,0.377,0.027464,0,3,1,1.535156
5,6,100,6,1,0,0,0.83725,0.13938,0,3,1,1.582031
5,6,100,6,2,0,1,0.14729,0.78505,0,3,0,1.21875
5,6,100,6,3,0,0,0.757,0.13085,1,3,0,1.332031
5,6,100,6,4,0,0,0.83467,0.18464,1,3,0,1.484375
5,6,100,6,5,0,0,0.97634,0.61743,0,3,1,1.179688
5,6,100,6,6,0,1,0.032888,0.18191,0,3,0,3.414063
5,6,100,6,7,0,1,0.72481,0.76171,1,3,1,1.492188
5,6,100,6,8,0,0,0.8075,0.4521,1,3,0,1.714844
5,6,100,6,9,0,1,0.1108,0.27718,0,3,0,1.421875
5,6,100,6,10,0,1,0.17455,0.64608,0,3,0,1.09375
5,6,100,6,11,0,0,0.59669,0.23504,1,3,0,0.84375
5,6,100,6,12,0,1,0.47539,0.69427,1,3,1,1.441406
5,6,100,6,13,0,0,0.2538,0.19101,1,4,0,4.753906
5,6,100,6,14,0,1,0.29263,0.84893,0,3,0,1.34375
5,6,100,6,15,0,1,0.68645,0.75515,0,3,0,1.496094
5,6,100,6,16,0,1,0.10147,0.50228,1,3,1,0.8125
5,6,100,6,17,0,0,0.21738,0.1697,1,3,0,1.21875
5,6,100,6,18,0,0,0.78906,0.5839,0,3,1,1.109375
5,6,100,6,19,0,0,0.62747,0.48563,0,3,1,0.75
5,6,100,6,20,0,1,0.23959,0.87416,0,4,0,0.7382813
5,6,100,6,21,0,1,0.79243,0.87034,1,3,1,1.128906
5,6,100,6,22,0,0,0.63905,0.35467,1,4,0,1.070313
5,6,100,6,23,0,1,0.05957,0.48023,0,3,0,0.8671875
5,6,100,6,24,0,1,0.57603,0.62977,0,3,0,1.25
5,6,100,6,25,0,1,0.77613,0.80831,1,3,1,0.6601563
5,6,100,6,26,0,1,0.26077,0.84144,1,3,1,1.101563
5,6,100,6,27,0,0,0.80604,0.23079,0,3,1,1.199219
5,6,100,6,28,0,0,0.61635,0.50989,0,3,1,1.125
5,6,100,6,29,0,1,0.36969,0.40969,0,4,0,0.6523438
5,6,100,6,30,0,1,0.62719,0.7605,1,3,1,0.921875
5,6,100,6,31,0,0,0.66317,0.15827,1,3,0,1.621094
5,6,100,6,32,0,0,0.73585,0.42328,0,3,1,0.5507813
5,6,100,6,33,0,0,0.91763,0.39911,0,3,1,1.179688
5,6,100,6,34,0,0,0.88288,0.018262,1,3,0,0.6640625
5,6,100,6,35,0,0,0.45633,0.43615,0,3,1,0.7382813
5,6,100,6,36,0,1,0.1804,0.60148,0,3,0,1.824219
5,6,100,6,37,0,0,0.40626,0.019623,1,3,0,1.011719
5,6,100,6,38,0,1,0.089664,0.10147,0,3,0,0.7304688
5,6,100,6,39,0,1,0.26061,0.35539,1,3,1,1.074219
5,6,100,6,40,0,1,0.54539,0.88962,1,3,1,0.9726563
5,6,100,6,41,0,0,0.31303,0.057134,0,3,1,1.03125
5,6,100,6,42,0,0,0.60536,0.25591,0,3,1,1.363281
5,6,100,6,43,0,1,0.23392,0.912,1,3,1,0.8984375
5,6,100,6,44,0,0,0.71608,0.60311,1,3,0,1.453125
5,6,100,6,45,0,1,0.029346,0.47329,0,3,0,0.75
5,6,100,6,46,0,1,0.1125,0.65919,0,3,0,0.5195313
5,6,100,6,47,0,1,0.0088735,0.025549,1,3,1,1.101563
5,6,100,6,48,0,1,0.029022,0.2563,1,3,1,0.6015625
5,6,100,6,49,0,0,0.9325,0.1607,0,3,1,1.101563
5,6,100,6,50,0,0,0.40357,0.081833,0,3,1,1.261719
6,1,50,6,1,1,1,0.47898,0.51385,1,3,1,1.332031
6,1,50,6,2,1,1,0.022288,0.41873,1,4,1,0.984375
6,1,50,6,3,1,1,0.29061,0.78687,1,5,1,1.039063
6,1,50,6,4,-1,0,0.93884,0.2424,0,5,1,0.984375
6,1,50,6,5,1,1,0.25297,0.5249,1,5,1,1.035156
6,1,50,6,6,1,0,0.13153,0.038298,1,5,0,1.363281
6,1,50,6,7,-1,0,0.81571,0.065616,0,4,1,1.222656
6,1,50,6,8,-1,0,0.72786,0.035345,0,4,1,1.152344
6,1,50,6,9,1,1,0.15332,0.7639,1,5,1,1.023438
6,1,50,6,10,-1,1,0.5299,0.73423,0,5,0,1.121094
6,1,50,6,11,-1,0,0.99727,0.2534,0,4,1,1.300781
6,1,50,6,12,-1,1,0.62324,0.63491,0,4,0,1.074219
6,1,50,6,13,1,1,0.045131,0.7977,1,4,1,1.0625
6,1,50,6,14,1,1,0.26207,0.77742,1,4,1,1.152344
6,1,50,6,15,-1,0,0.86051,0.7316,0,4,1,1.148438
6,1,50,6,16,-1,1,0.56657,0.98447,0,4,0,1.101563
6,1,50,6,17,-1,0,0.72374,0.035644,0,4,1,1.230469
6,1,50,6,18,1,1,0.41366,0.5224,1,4,1,1.128906
6,1,50,6,19,-1,0,0.67806,0.22957,0,4,1,1.25
6,1,50,6,20,-1,0,0.63905,0.20613,0,4,1,1.078125
6,1,50,6,21,1,1,0.085278,0.79341,1,4,1,1.464844
6,1,50,6,22,-1,0,0.56433,0.17481,0,4,1,1.023438
6,1,50,6,23,1,1,0.10142,0.56968,1,5,1,1.03125
6,1,50,6,24,-1,0,0.89229,0.16717,0,5,1,1.082031
6,1,50,6,25,-1,0,0.92866,0.68002,0,5,1,1.121094
6,1,50,6,26,1,0,0.43068,0.08509,1,4,0,0.9140625
6,1,50,6,27,-1,1,0.7446,0.84352,0,5,0,1.203125
6,1,50,6,28,1,0,0.34454,0.16826,1,4,0,1.132813
6,1,50,6,29,-1,0,0.89889,0.72213,0,4,1,1.382813
6,1,50,6,30,1,0,0.2988,0.13462,1,4,0,1.191406
6,1,50,6,31,1,1,0.017552,0.98604,1,4,1,1.304688
6,1,50,6,32,-1,1,0.75399,0.99276,0,4,0,1.089844
6,1,50,6,33,1,0,0.19145,0.044826,1,4,0,1.007813
6,1,50,6,34,-1,0,0.67614,0.52273,0,3,1,1.574219
6,1,50,6,35,-1,0,0.53883,0.46228,0,3,1,1.34375
6,1,50,6,36,1,1,0.058928,0.55736,1,4,1,1.0625
6,1,50,6,37,1,0,0.4808,0.096637,1,4,0,1.171875
6,1,50,6,38,-1,0,0.67667,0.51117,0,4,1,0.9726563
6,1,50,6,39,-1,1,0.71002,0.73259,0,4,0,1.242188
6,1,50,6,40,1,1,0.26868,0.73635,1,3,1,1.390625
6,1,50,6,41,-1,0,0.54178,0.30891,0,3,1,1.421875
6,1,50,6,42,1,1,0.42343,0.83629,1,4,1,1.0625
6,1,50,6,43,-1,1,0.68398,0.91953,0,4,0,1.621094
6,1,50,6,44,-1,0,0.69201,0.30486,0,4,1,1.3125
6,1,50,6,45,-1,0,0.6015,0.04556,0,4,1,1.28125
6,1,50,6,46,-1,1,0.8094,0.98425,0,4,0,1.171875
6,1,50,6,47,-1,0,0.66738,0.098205,0,3,1,1.292969
6,1,50,6,48,-1,0,0.6619,0.38999,0,3,1,1.414063
6,1,50,6,49,-1,0,0.66047,0.022102,0,3,1,1.324219
6,1,50,6,50,1,0,0.44452,0.35232,1,2,0,1.261719
6,2,60,1,1,-1,0,0.75919,0.10962,0,3,1,1.671875
6,2,60,1,2,-1,0,0.89577,0.24873,0,3,1,1.449219
6,2,60,1,3,0,1,0.47241,0.83157,1,3,1,2.914063
6,2,60,1,4,1,1,0.049106,0.94089,1,4,1,1.878906
6,2,60,1,5,1,1,0.052858,0.78966,1,4,1,1.308594
6,2,60,1,6,0,0,0.48704,0.070181,0,3,1,2.574219
6,2,60,1,7,-1,0,0.96292,0.17621,0,5,1,1.3125
6,2,60,1,8,0,1,0.46253,0.82759,0,3,0,3.574219
6,2,60,1,9,1,1,0.25203,0.71472,1,5,1,1.578125
6,2,60,1,10,-1,0,0.94392,0.30987,0,5,1,1.230469
6,2,60,1,11,1,1,0.128,0.19254,1,5,1,1.152344
6,2,60,1,12,0,0,0.56206,0.5033,0,3,1,2.226563
6,2,60,1,13,0,0,0.5703,0.54206,1,3,0,2.785156
6,2,60,1,14,1,0,0.31519,0.1356,1,5,0,1.453125
6,2,60,1,15,1,0,0.040609,0.00030471,1,4,0,1.242188
6,2,60,1,16,1,1,0.066129,0.64955,1,3,1,1.542969
6,2,60,1,17,-1,0,0.8641,0.21582,0,3,1,1.402344
6,2,60,1,18,1,1,0.2377,0.94793,1,4,1,1.132813
6,2,60,1,19,-1,0,0.81148,0.5465,0,4,1,1.199219
6,2,60,1,20,-1,1,0.82479,0.84106,0,4,0,1.339844
6,2,60,1,21,1,1,0.28286,0.47267,1,3,1,1.8125
6,2,60,1,22,-1,0,0.812,0.68236,0,4,1,1.773438
6,2,60,1,23,0,0,0.52377,0.061868,1,3,0,3.828125
6,2,60,1,24,1,1,0.014952,0.5214,1,3,1,1.542969
6,2,60,1,25,-1,0,0.90029,0.45009,0,4,1,1.460938
6,2,60,1,26,-1,1,0.8108,0.92731,0,5,0,1.460938
6,2,60,1,27,1,1,0.29801,0.49665,1,4,1,1.1875
6,2,60,1,28,1,1,0.13267,0.3768,1,4,1,1.03125
6,2,60,1,29,1,1,0.33601,0.42154,1,4,1,0.9296875
6,2,60,1,30,1,1,0.21387,0.43265,1,5,1,1.371094
6,2,60,1,31,1,1,0.013295,0.028719,1,5,1,1.09375
6,2,60,1,32,-1,0,0.96802,0.25274,0,5,1,1.300781
6,2,60,1,33,-1,0,0.62966,0.27228,0,5,1,1.222656
6,2,60,1,34,-1,1,0.68787,0.93367,0,5,0,1.203125
6,2,60,1,35,0,0,0.47338,0.2453,1,2,0,3.261719
6,2,60,1,36,1,1,0.33449,0.88275,1,3,1,1.109375
6,2,60,1,37,1,1,0.11879,0.34677,1,3,1,1.382813
6,2,60,1,38,1,1,0.28772,0.77917,1,4,1,1.300781
6,2,60,1,39,1,1,0.042784,0.91909,1,4,1,1.113281
6,2,60,1,40,1,1,0.071957,0.86378,1,5,1,1.101563
6,2,60,1,41,-1,1,0.75147,0.90439,0,5,0,1.273438
6,2,60,1,42,-1,0,0.60669,0.42682,0,4,1,1.160156
6,2,60,1,43,1,1,0.10764,0.36229,1,4,1,1.050781
6,2,60,1,44,-1,0,0.83716,0.091423,0,4,1,2.003906
6,2,60,1,45,1,1,0.093812,0.72048,1,4,1,1.3125
6,2,60,1,46,-1,0,0.60385,0.034504,0,5,1,1.351563
6,2,60,1,47,1,1,0.31185,0.98628,1,5,1,0.9296875
6,2,60,1,48,-1,1,0.91848,0.99091,0,5,0,1.179688
6,2,60,1,49,-1,0,0.93721,0.051039,0,5,1,1.285156
6,2,60,1,50,0,0,0.43829,0.041634,0,2,1,4.867188
6,3,70,3,1,-1,0,0.8882,0.09591,0,4,1,1.171875
6,3,70,3,2,1,0,0.27164,0.22007,1,5,0,1.191406
6,3,70,3,3,0,0,0.69449,0.64025,1,2,0,1.851563
6,3,70,3,4,0,0,0.69997,0.67326,1,1,0,1.863281
6,3,70,3,5,0,1,0.34464,0.95766,0,1,0,1.113281
6,3,70,3,6,1,0,0.2283,0.1807,1,4,0,1.523438
6,3,70,3,7,1,0,0.27945,0.082124,1,3,0,1.300781
6,3,70,3,8,-1,0,0.70527,0.49441,0,3,1,2.082031
6,3,70,3,9,-1,0,0.94693,0.71028,0,3,1,1.28125
6,3,70,3,10,0,1,0.48891,0.59835,1,1,1,1.882813
6,3,70,3,11,-1,1,0.81823,0.93261,0,4,0,1.050781
6,3,70,3,12,0,0,0.55239,0.2804,0,1,1,2.394531
6,3,70,3,13,-1,0,0.99088,0.52244,0,3,1,1.273438
6,3,70,3,14,0,1,0.58285,0.6014,1,1,1,2.171875
6,3,70,3,15,1,1,0.23914,0.52321,1,4,1,1.164063
6,3,70,3,16,-1,0,0.98928,0.28761,0,4,1,1.433594
6,3,70,3,17,0,1,0.38124,0.40694,0,1,0,2.894531
6,3,70,3,18,0,1,0.53822,0.60881,0,1,0,2.144531
6,3,70,3,19,0,0,0.57227,0.43773,1,1,0,1.132813
6,3,70,3,20,1,0,0.19673,0.092067,1,3,0,1.292969
6,3,70,3,21,1,1,0.2055,0.53701,1,3,1,1.125
6,3,70,3,22,0,0,0.37324,0.058179,1,1,0,2.210938
6,3,70,3,23,-1,0,0.73744,0.1721,0,3,1,1.320313
6,3,70,3,24,-1,0,0.76603,0.53519,0,4,1,1.351563
6,3,70,3,25,0,0,0.48047,0.047734,0,1,1,2.433594
6,3,70,3,26,0,0,0.67942,0.021818,0,1,1,1.71875
6,3,70,3,27,0,1,0.57259,0.97799,0,1,0,0.9609375
6,3,70,3,28,0,1,0.51877,0.92017,0,1,0,1.613281
6,3,70,3,29,-1,0,0.88352,0.50222,0,3,1,1.234375
6,3,70,3,30,-1,0,0.75672,0.64949,0,4,1,1.128906
6,3,70,3,31,-1,0,0.99355,0.62687,0,5,1,1.242188
6,3,70,3,32,-1,0,0.86842,0.24726,0,5,1,1.292969
6,3,70,3,33,1,1,0.17591,0.30989,1,5,1,1.210938
6,3,70,3,34,1,1,0.29685,0.75241,1,5,1,1.050781
6,3,70,3,35,-1,0,0.95756,0.12535,0,5,1,1.300781
6,3,70,3,36,0,0,0.40607,0.033819,1,2,0,2.574219
6,3,70,3,37,-1,0,0.9297,0.27634,0,4,1,1.351563
6,3,70,3,38,1,0,0.068058,0.0020819,1,4,0,1.269531
6,3,70,3,39,1,1,0.022345,0.93857,1,3,1,1.082031
6,3,70,3,40,0,1,0.37715,0.50248,0,1,0,2.214844
6,3,70,3,41,-1,0,0.91441,0.77294,0,3,1,1.242188
6,3,70,3,42,0,0,0.6234,0.3856,1,2,0,1.703125
6,3,70,3,43,0,1,0.48242,0.50387,1,1,1,1.605469
6,3,70,3,44,1,1,0.24644,0.42676,1,4,1,1.03125
6,3,70,3,45,0,0,0.67295,0.032361,1,1,0,1.164063
6,3,70,3,46,0,1,0.37594,0.93137,0,1,0,1.652344
6,3,70,3,47,0,0,0.65685,0.21883,0,1,1,3.136719
6,3,70,3,48,-1,0,0.80736,0.035981,0,4,1,1.332031
6,3,70,3,49,0,1,0.63752,0.88337,0,1,0,1.492188
6,3,70,3,50,-1,0,0.85264,0.72298,0,4,1,1.324219
6,4,80,4,1,-1,0,0.917,0.73,0,4,1,1.28125
6,4,80,4,2,0,0,0.48298,0.39726,1,1,0,1.390625
6,4,80,4,3,1,1,0.11874,0.2758,1,3,1,1.574219
6,4,80,4,4,0,1,0.25886,0.54141,0,1,0,2.003906
6,4,80,4,5,0,0,0.6229,0.15978,0,1,1,1.890625
6,4,80,4,6,0,1,0.26994,0.34791,1,1,1,1.484375
6,4,80,4,7,1,1,0.16669,0.80699,1,4,1,1.300781
6,4,80,4,8,0,1,0.45925,0.53444,0,1,0,1.972656
6,4,80,4,9,0,1,0.2372,0.85985,0,1,0,1.601563
6,4,80,4,10,-1,0,0.95657,0.66648,0,4,1,1.113281
6,4,80,4,11,0,1,0.35438,0.72962,1,2,1,1.933594
6,4,80,4,12,-1,0,0.87879,0.70219,0,4,1,1.414063
6,4,80,4,13,-1,0,0.98765,0.85156,0,5,1,1.070313
6,4,80,4,14,0,0,0.61059,0.39097,1,2,0,2.113281
6,4,80,4,15,0,1,0.54842,0.89698,1,1,1,1.589844
6,4,80,4,16,0,1,0.34412,0.39618,0,1,0,2.363281
6,4,80,4,17,-1,0,0.81521,0.13565,0,5,1,1.453125
6,4,80,4,18,-1,0,0.8638,0.4434,0,5,1,1.242188
6,4,80,4,19,0,0,0.74692,0.20782,1,2,0,2.042969
6,4,80,4,20,0,0,0.58448,0.55235,0,1,1,3.273438
6,4,80,4,21,0,0,0.21495,0.04586,0,1,1,2.300781
6,4,80,4,22,0,0,0.63143,0.55275,0,1,1,3.191406
6,4,80,4,23,0,0,0.71591,0.3184,0,1,1,2.074219
6,4,80,4,24,-1,0,0.94854,0.052542,0,5,1,1.191406
6,4,80,4,25,1,1,0.11163,0.82134,1,5,1,1.0625
6,4,80,4,26,1,1,0.19695,0.2734,1,5,1,1.007813
6,4,80,4,27,0,1,0.63036,0.74076,0,2,0,4.195313
6,4,80,4,28,1,1,0.19468,0.87685,1,5,1,1.078125
6,4,80,4,29,-1,0,0.84229,0.7375,0,5,1,1.253906
6,4,80,4,30,0,0,0.33115,0.14348,1,1,0,1.511719
6,4,80,4,31,0,0,0.39511,0.23299,0,1,1,2.242188
6,4,80,4,32,1,1,0.15088,0.97755,1,5,1,1.261719
6,4,80,4,33,1,1,0.18033,0.9457,1,5,1,1.183594
6,4,80,4,34,1,1,0.075326,0.68415,1,5,1,1.0
6,4,80,4,35,1,1,0.17921,0.78788,1,5,1,1.03125
6,4,80,4,36,0,0,0.34706,0.14849,0,2,1,1.785156
6,4,80,4,37,0,1,0.31424,0.67741,0,2,0,1.242188
6,4,80,4,38,0,0,0.5805,0.47437,0,1,1,1.359375
6,4,80,4,39,1,1,0.066726,0.4602,1,5,1,1.152344
6,4,80,4,40,1,1,0.017016,0.62577,1,5,1,0.9101563
6,4,80,4,41,0,0,0.7112,0.031595,0,1,1,1.53125
6,4,80,4,42,0,1,0.63897,0.9348,0,2,0,1.0
6,4,80,4,43,-1,0,0.90796,0.43416,0,5,1,1.183594
6,4,80,4,44,-1,0,0.82658,0.57379,0,5,1,1.171875
6,4,80,4,45,0,1,0.36128,0.99087,0,2,0,1.109375
6,4,80,4,46,-1,0,0.91014,0.38072,0,5,1,1.121094
6,4,80,4,47,0,0,0.48258,0.44675,0,2,1,1.179688
6,4,80,4,48,0,0,0.42214,0.35677,0,2,1,1.167969
6,4,80,4,49,1,1,0.18499,0.68395,1,5,1,0.9804688
6,4,80,4,50,-1,0,0.81447,0.49159,0,5,1,1.300781
6,5,90,2,1,1,1,0.089074,0.29238,1,4,1,0.9414063
6,5,90,2,2,0,1,0.38751,0.64417,1,2,1,2.183594
6,5,90,2,3,0,0,0.78512,0.37066,1,2,0,2.792969
6,5,90,2,4,1,1,0.094053,0.43099,1,4,1,1.203125
6,5,90,2,5,0,0,0.33495,0.11849,0,2,1,1.871094
6,5,90,2,6,0,0,0.37773,0.082322,1,3,0,1.941406
6,5,90,2,7,-1,0,0.96476,0.95011,0,3,1,1.300781
6,5,90,2,8,0,0,0.55939,0.15525,1,2,0,2.023438
6,5,90,2,9,1,1,0.08089,0.41932,1,3,1,1.972656
6,5,90,2,10,1,1,0.041211,0.64724,1,4,1,1.453125
6,5,90,2,11,-1,0,0.97589,0.64894,0,4,1,1.121094
6,5,90,2,12,0,1,0.48142,0.61549,1,1,1,1.785156
6,5,90,2,13,1,1,0.080656,0.88572,1,4,1,1.585938
6,5,90,2,14,0,1,0.30954,0.50392,1,2,1,2.414063
6,5,90,2,15,0,1,0.53522,0.86315,1,1,1,2.164063
6,5,90,2,16,0,1,0.12385,0.45205,1,1,1,2.292969
6,5,90,2,17,0,0,0.84594,0.79895,0,2,1,3.257813
6,5,90,2,18,1,1,0.03041,0.18865,1,4,1,1.253906
6,5,90,2,19,1,1,0.094194,0.75669,1,4,1,1.027344
6,5,90,2,20,0,1,0.39205,0.64445,0,2,0,1.902344
6,5,90,2,21,0,0,0.21754,0.071204,1,2,0,1.402344
6,5,90,2,22,1,1,0.059268,0.48562,1,4,1,1.113281
6,5,90,2,23,0,0,0.25156,0.087219,1,1,0,1.730469
6,5,90,2,24,0,0,0.71981,0.35009,1,1,0,2.59375
6,5,90,2,25,0,0,0.73615,0.31436,0,1,1,1.285156
6,5,90,2,26,0,0,0.64143,0.068236,0,1,1,1.320313
6,5,90,2,27,0,1,0.22389,0.53064,0,1,0,1.382813
6,5,90,2,28,0,0,0.84829,0.44595,1,1,0,1.082031
6,5,90,2,29,1,1,0.025283,0.36181,1,4,1,1.160156
6,5,90,2,30,0,1,0.19707,0.51188,0,1,0,1.972656
6,5,90,2,31,0,0,0.86841,0.29141,0,1,1,2.496094
6,5,90,2,32,0,0,0.84326,0.38088,1,1,0,1.929688
6,5,90,2,33,0,1,0.43299,0.73147,1,1,1,1.164063
6,5,90,2,34,0,0,0.43824,0.31242,1,1,0,2.003906
6,5,90,2,35,0,1,0.70602,0.72268,0,1,0,1.878906
6,5,90,2,36,1,1,0.045644,0.37599,1,4,1,1.132813
6,5,90,2,37,0,1,0.88889,0.9523,1,1,1,2.773438
6,5,90,2,38,0,1,0.5647,0.66516,1,1,1,1.402344
6,5,90,2,39,-1,0,0.91435,0.36586,0,5,1,1.792969
6,5,90,2,40,0,1,0.25704,0.47999,0,1,0,1.734375
6,5,90,2,41,0,1,0.82108,0.99907,0,1,0,3.5625
6,5,90,2,42,0,1,0.56611,0.65785,0,1,0,3.566406
6,5,90,2,43,-1,0,0.99291,0.24977,0,5,1,1.402344
6,5,90,2,44,0,1,0.23367,0.87246,1,1,1,2.070313
6,5,90,2,45,0,0,0.32063,0.23223,1,1,0,1.730469
6,5,90,2,46,-1,0,0.99435,0.88076,0,5,1,1.3125
6,5,90,2,47,0,1,0.3721,0.91943,0,1,0,1.214844
6,5,90,2,48,0,0,0.28171,0.074221,1,1,0,1.0625
6,5,90,2,49,-1,0,0.97182,0.12448,0,5,1,1.0625
6,5,90,2,50,0,1,0.65263,0.91939,0,1,0,1.5625
6,6,100,5,1,0,0,0.62486,0.20604,0,2,1,1.933594
6,6,100,5,2,0,1,0.33381,0.35451,0,2,0,1.363281
6,6,100,5,3,0,1,0.74435,0.99728,1,1,1,1.53125
6,6,100,5,4,0,0,0.71948,0.39685,1,1,0,1.449219
6,6,100,5,5,0,0,0.55438,0.25405,0,1,1,1.0625
6,6,100,5,6,0,0,0.84357,0.48659,1,1,0,0.9921875
6,6,100,5,7,0,0,0.8422,0.17809,1,1,0,1.953125
6,6,100,5,8,0,0,0.32235,0.13287,0,1,1,1.191406
6,6,100,5,9,0,0,0.23533,0.028467,0,1,1,1.132813
6,6,100,5,10,0,0,0.12224,0.018849,0,2,1,1.472656
6,6,100,5,11,0,1,0.15392,0.32138,0,2,0,0.9609375
6,6,100,5,12,0,1,0.34498,0.66977,1,1,1,1.820313
6,6,100,5,13,0,0,0.075474,0.030268,1,1,0,1.222656
6,6,100,5,14,0,0,0.46087,0.10678,0,1,1,1.0625
6,6,100,5,15,0,0,0.52376,0.15212,0,2,1,0.875
6,6,100,5,16,0,0,0.97574,0.57373,0,2,1,2.054688
6,6,100,5,17,0,1,0.34716,0.83477,0,3,0,1.3125
6,6,100,5,18,0,1,0.76016,0.92201,1,1,1,1.0625
6,6,100,5,19,0,0,0.39497,0.029757,1,2,0,0.8320313
6,6,100,5,20,0,1,0.65786,0.80954,0,1,0,1.339844
6,6,100,5,21,0,0,0.79899,0.34532,1,1,0,1.1875
6,6,100,5,22,0,0,0.76232,0.48145,1,1,0,1.144531
6,6,100,5,23,0,0,0.90615,0.89138,1,1,0,0.9101563
6,6,100,5,24,0,1,0.066858,0.44955,0,1,0,1.109375
6,6,100,5,25,0,0,0.90108,0.86835,1,1,0,1.613281
6,6,100,5,26,0,1,0.066854,0.10483,1,1,1,1.0
6,6,100,5,27,0,1,0.27453,0.3581,0,1,0,1.582031
6,6,100,5,28,0,1,0.2539,0.92933,0,2,0,1.0
6,6,100,5,29,0,0,0.33351,0.023101,0,1,1,1.03125
6,6,100,5,30,0,0,0.94708,0.64579,0,1,1,0.9609375
6,6,100,5,31,0,0,0.31686,0.11588,0,1,1,1.433594
6,6,100,5,32,0,1,0.062407,0.15007,0,2,0,1.003906
6,6,100,5,33,0,1,0.32232,0.83617,1,1,1,1.21875
6,6,100,5,34,0,0,0.96025,0.32372,1,1,0,1.863281
6,6,100,5,35,0,1,0.44578,0.45418,0,1,0,3.246094
6,6,100,5,36,0,1,0.036717,0.6589,0,1,0,1.210938
6,6,100,5,37,0,0,0.99041,0.87805,0,1,1,1.203125
6,6,100,5,38,0,0,0.6274,0.40047,1,1,0,1.0
6,6,100,5,39,0,1,0.29724,0.50641,1,1,1,1.582031
6,6,100,5,40,0,0,0.95717,0.86006,1,1,0,2.523438
6,6,100,5,41,0,0,0.56308,0.095934,1,1,0,1.5625
