participant,condition,adviceThresholdPercent,presentationPosition,trial,advice,truth,pLeft,pRight,decision,confidence,accuracy,rt
1,1,50,4,1,1,1,0.11495,0.11624,1,1,1,1.257813
1,1,50,4,2,-1,0,0.70475,0.65638,0,2,1,1.242188
1,1,50,4,3,1,1,0.034604,0.42834,1,3,1,1.101563
1,1,50,4,4,-1,1,0.76279,0.99123,0,4,0,1.261719
1,1,50,4,5,1,1,0.3183,0.53334,1,4,1,1.132813
1,1,50,4,6,-1,1,0.52441,0.94681,0,4,0,2.652344
1,1,50,4,7,1,1,0.2173,0.61866,1,3,1,1.160156
1,1,50,4,8,-1,0,0.54796,0.31721,0,3,1,1.351563
1,1,50,4,9,1,1,0.47605,0.954,1,4,1,0.921875
1,1,50,4,10,-1,0,0.74742,0.16776,0,3,1,1.09375
1,1,50,4,11,-1,0,0.62237,0.27133,0,2,1,1.601563
1,1,50,4,12,-1,0,0.54645,0.38509,0,3,1,1.332031
1,1,50,4,13,-1,0,0.9796,0.68246,0,4,1,0.9609375
1,1,50,4,14,1,1,0.070481,0.6871,1,3,1,1.230469
1,1,50,4,15,-1,1,0.51014,0.83295,0,4,0,1.179688
1,1,50,4,16,-1,0,0.50725,0.28729,0,5,1,1.183594
1,1,50,4,17,-1,0,0.71298,0.55264,0,4,1,1.050781
1,1,50,4,18,-1,0,0.90273,0.6076,0,4,1,0.859375
1,1,50,4,19,1,1,0.24042,0.38622,1,4,1,1.804688
1,1,50,4,20,-1,0,0.98324,0.5212,0,4,1,2.503906
1,1,50,4,21,1,0,0.4415,0.18982,0,3,1,2.320313
1,1,50,4,22,1,0,0.058365,0.0041574,1,5,0,1.289063
1,1,50,4,23,1,1,0.3897,0.76237,1,5,1,1.34375
1,1,50,4,24,-1,0,0.57567,0.16263,0,4,1,1.363281
1,1,50,4,25,1,1,0.26234,0.27424,1,4,1,2.074219
1,1,50,4,26,-1,0,0.82921,0.11714,0,4,1,1.914063
1,1,50,4,27,-1,0,0.92239,0.894,0,4,1,1.269531
1,1,50,4,28,1,1,0.20486,0.2975,1,4,1,1.339844
1,1,50,4,29,-1,1,0.58209,0.65029,0,5,0,1.132813
1,1,50,4,30,-1,1,0.75107,0.8529,0,5,0,1.203125
1,1,50,4,31,-1,1,0.86098,0.86475,0,5,0,1.089844
1,1,50,4,32,1,1,0.23546,0.55702,1,5,1,1.753906
1,1,50,4,33,1,1,0.39923,0.84068,1,4,1,1.152344
1,1,50,4,34,-1,0,0.58246,0.36926,0,4,1,1.140625
1,1,50,4,35,-1,0,0.98845,0.20406,0,4,1,1.410156
1,1,50,4,36,-1,0,0.9829,0.6903,0,4,1,1.230469
1,1,50,4,37,1,1,0.1066,0.83916,1,4,1,1.21875
1,1,50,4,38,-1,0,0.72813,0.52137,0,3,1,1.5
1,1,50,4,39,-1,0,0.59954,0.34829,0,4,1,1.273438
1,1,50,4,40,-1,1,0.70457,0.79083,0,3,0,1.3125
1,1,50,4,41,1,1,0.40868,0.59901,1,4,1,1.011719
1,1,50,4,42,-1,0,0.83082,0.67842,1,4,0,1.339844
1,1,50,4,43,-1,1,0.73413,0.99606,0,4,0,1.332031
1,1,50,4,44,1,1,0.26664,0.36008,1,4,1,0.8515625
1,1,50,4,45,-1,0,0.76368,0.71399,0,4,1,0.96875
1,1,50,4,46,-1,0,0.61612,0.1364,0,3,1,1.433594
1,1,50,4,47,1,1,0.030436,0.24048,1,3,1,1.402344
1,1,50,4,48,1,0,0.2426,0.11698,1,4,0,1.089844
1,1,50,4,49,-1,1,0.62228,0.62451,0,4,0,1.128906
1,1,50,4,50,-1,1,0.51227,0.81437,0,3,0,0.8476563
1,2,60,5,1,1,1,0.10859,0.59414,1,1,1,1.332031
1,2,60,5,2,1,1,0.35851,0.66334,1,2,1,1.230469
1,2,60,5,3,1,1,0.16726,0.97169,1,3,1,0.890625
1,2,60,5,4,0,0,0.53883,0.31523,1,3,0,1.832031
1,2,60,5,5,0,0,0.45324,0.18284,0,3,1,2.332031
1,2,60,5,6,0,1,0.5626,0.99488,0,3,0,1.082031
1,2,60,5,7,-1,0,0.80567,0.79894,0,3,1,1.972656
1,2,60,5,8,0,1,0.51467,0.82406,1,3,1,1.992188
1,2,60,5,9,0,1,0.52682,0.79654,1,4,1,1.511719
1,2,60,5,10,1,1,0.15327,0.41892,1,3,1,1.441406
1,2,60,5,11,1,0,0.044168,0.02771,1,4,0,1.148438
1,2,60,5,12,-1,1,0.94266,0.95059,0,3,0,1.242188
1,2,60,5,13,1,1,0.051914,0.95607,1,2,1,1.410156
1,2,60,5,14,0,0,0.59247,0.57628,1,3,0,1.914063
1,2,60,5,15,0,0,0.59353,0.037067,1,3,0,1.480469
1,2,60,5,16,1,1,0.14065,0.17201,1,3,1,1.253906
1,2,60,5,17,0,0,0.41917,0.20525,1,3,0,1.742188
1,2,60,5,18,-1,0,0.60668,0.4788,0,3,1,1.953125
1,2,60,5,19,-1,0,0.98414,0.69217,0,4,1,2.675781
1,2,60,5,20,-1,0,0.7828,0.29947,0,4,1,1.390625
1,2,60,5,21,1,1,0.3092,0.31346,1,4,1,0.9804688
1,2,60,5,22,1,1,0.30008,0.44038,1,3,1,1.183594
1,2,60,5,23,0,1,0.44265,0.59544,0,2,0,2.332031
1,2,60,5,24,-1,0,0.96686,0.48496,0,4,1,1.0625
1,2,60,5,25,-1,1,0.84139,0.99516,0,4,0,1.570313
1,2,60,5,26,0,0,0.55251,0.34915,0,4,1,2.855469
1,2,60,5,27,0,1,0.49919,0.82662,0,3,0,1.785156
1,2,60,5,28,0,0,0.47803,0.17364,0,4,1,1.410156
1,2,60,5,29,1,1,0.021103,0.5897,1,4,1,1.402344
1,2,60,5,30,1,1,0.24984,0.35262,1,4,1,1.464844
1,2,60,5,31,1,1,0.1116,0.94221,1,3,1,1.121094
1,2,60,5,32,-1,1,0.75703,0.95253,1,2,1,1.273438
1,2,60,5,33,-1,0,0.89943,0.25871,0,4,1,1.613281
1,2,60,5,34,1,0,0.34134,0.25888,1,4,0,1.03125
1,2,60,5,35,1,1,0.39137,0.53172,1,4,1,1.109375
1,2,60,5,36,-1,0,0.89967,0.79349,0,4,1,1.210938
1,2,60,5,37,1,1,0.29632,0.4985,1,4,1,1.402344
1,2,60,5,38,-1,0,0.8922,0.84677,1,3,0,1.414063
1,2,60,5,39,0,0,0.48225,0.22175,1,3,0,2.523438
1,2,60,5,40,1,1,0.34186,0.99558,1,4,1,1.171875
1,2,60,5,41,1,1,0.20564,0.68202,1,5,1,2.035156
1,2,60,5,42,1,1,0.2975,0.61635,1,4,1,1.453125
1,2,60,5,43,0,0,0.43744,0.11849,1,2,0,4.347656
1,2,60,5,44,-1,0,0.61122,0.55284,0,3,1,1.492188
1,2,60,5,45,1,1,0.066947,0.76591,1,4,1,1.089844
1,2,60,5,46,0,0,0.43183,0.42086,0,2,1,2.644531
1,2,60,5,47,-1,1,0.64332,0.95021,0,3,0,2.734375
1,2,60,5,48,1,1,0.36997,0.83857,1,4,1,0.8789063
1,2,60,5,49,-1,0,0.66518,0.17105,0,4,1,1.363281
1,2,60,5,50,-1,0,0.81738,0.47479,0,4,1,1.433594
1,3,70,1,1,-1,1,0.71331,0.8953,0,4,0,2.234375
1,3,70,1,2,0,0,0.35124,0.070737,0,3,1,3.464844
1,3,70,1,3,1,0,0.1651,0.07783,1,3,0,2.132813
1,3,70,1,4,1,1,0.096544,0.41304,0,3,0,1.875
1,3,70,1,5,-1,0,0.99048,0.028231,0,2,1,2.15625
1,3,70,1,6,-1,0,0.93349,0.17438,1,3,0,2.472656
1,3,70,1,7,0,1,0.31068,0.44288,1,3,1,1.738281
1,3,70,1,8,-1,0,0.80905,0.61393,0,2,1,2.617188
1,3,70,1,9,0,1,0.42811,0.66345,0,3,0,2.550781
1,3,70,1,10,-1,0,0.77398,0.65471,0,2,1,1.960938
1,3,70,1,11,-1,0,0.92991,0.10881,0,3,1,1.332031
1,3,70,1,12,0,0,0.47116,0.21131,1,3,0,2.664063
1,3,70,1,13,1,1,0.16796,0.54309,1,3,1,1.984375
1,3,70,1,14,1,1,0.081055,0.67844,1,3,1,1.640625
1,3,70,1,15,-1,0,0.9746,0.90766,0,4,1,1.875
1,3,70,1,16,1,1,0.11226,0.20916,1,3,1,1.683594
1,3,70,1,17,0,0,0.50981,0.089701,1,2,0,2.15625
1,3,70,1,18,1,1,0.25517,0.73238,1,3,1,1.453125
1,3,70,1,19,-1,0,0.91852,0.71401,0,3,1,1.882813
1,3,70,1,20,-1,1,0.72881,0.96858,0,4,0,1.773438
1,3,70,1,21,1,1,0.19842,0.39468,1,3,1,1.023438
1,3,70,1,22,-1,0,0.79449,0.0066256,0,3,1,1.375
1,3,70,1,23,-1,0,0.90832,0.66068,0,2,1,1.132813
1,3,70,1,24,-1,0,0.97891,0.61076,0,2,1,1.152344
1,3,70,1,25,1,0,0.019556,0.018608,1,2,0,1.320313
1,3,70,1,26,1,1,0.22317,0.5922,1,4,1,1.050781
1,3,70,1,27,0,0,0.60303,0.021134,1,3,0,1.894531
1,3,70,1,28,-1,0,0.91945,0.83658,0,3,1,1.722656
1,3,70,1,29,0,1,0.42415,0.88841,1,2,1,2.003906
1,3,70,1,30,0,1,0.55409,0.78344,1,2,1,2.882813
1,3,70,1,31,-1,0,0.96421,0.86023,0,3,1,1.472656
1,3,70,1,32,-1,1,0.85327,0.90955,0,4,0,1.140625
1,3,70,1,33,0,0,0.46086,0.32105,0,2,1,2.171875
1,3,70,1,34,1,1,0.024718,0.84695,1,4,1,1.101563
1,3,70,1,35,0,0,0.39767,0.32413,0,2,1,3.554688
1,3,70,1,36,0,0,0.45751,0.087799,0,3,1,2.105469
1,3,70,1,37,0,1,0.34683,0.48068,1,3,1,1.703125
1,3,70,1,38,-1,0,0.72941,0.18566,0,3,1,1.734375
1,3,70,1,39,0,0,0.55309,0.014499,0,2,1,1.652344
1,3,70,1,40,1,0,0.27879,0.12242,1,3,0,1.722656
1,3,70,1,41,0,0,0.5389,0.21763,1,3,0,1.851563
1,3,70,1,42,1,1,0.25612,0.44022,1,4,1,1.621094
1,3,70,1,43,-1,0,0.75489,0.31306,0,2,1,1.234375
1,3,70,1,44,-1,0,0.90366,0.050162,0,3,1,1.441406
1,3,70,1,45,1,1,0.15188,0.71772,1,3,1,0.9921875
1,3,70,1,46,0,0,0.35422,0.32344,1,2,0,1.671875
1,3,70,1,47,-1,0,0.71581,0.090915,0,3,1,1.453125
1,3,70,1,48,-1,0,0.77863,0.45486,0,3,1,1.0
1,3,70,1,49,0,1,0.46906,0.82066,0,2,0,1.652344
1,3,70,1,50,0,1,0.67551,0.88352,0,1,0,2.613281
1,4,80,3,1,0,1,0.25503,0.56284,0,1,0,1.8125
1,4,80,3,2,0,1,0.38185,0.99679,0,1,0,2.332031
1,4,80,3,3,0,0,0.55795,0.40851,0,1,1,1.191406
1,4,80,3,4,0,1,0.24338,0.53407,0,1,0,2.023438
1,4,80,3,5,-1,0,0.98376,0.59389,0,2,1,1.972656
1,4,80,3,6,1,1,0.11762,0.63185,1,3,1,1.710938
1,4,80,3,7,-1,0,0.93933,0.57623,0,3,1,1.644531
1,4,80,3,8,0,1,0.62334,0.91673,1,3,1,2.921875
1,4,80,3,9,1,1,0.024229,0.93831,1,3,1,1.464844
1,4,80,3,10,0,1,0.62157,0.68243,1,3,1,2.152344
1,4,80,3,11,0,0,0.78339,0.25061,0,4,1,1.800781
1,4,80,3,12,-1,0,0.99023,0.35764,0,3,1,2.882813
1,4,80,3,13,0,1,0.68495,0.76095,1,4,1,3.171875
1,4,80,3,14,-1,0,0.91693,0.38424,0,3,1,1.792969
1,4,80,3,15,0,1,0.51544,0.95723,1,4,1,2.171875
1,4,80,3,16,0,0,0.52743,0.47766,1,4,0,1.332031
1,4,80,3,17,0,0,0.7261,0.60187,1,3,0,1.332031
1,4,80,3,18,0,1,0.62304,0.98715,1,3,1,1.722656
1,4,80,3,19,-1,0,0.93266,0.47108,0,4,1,1.832031
1,4,80,3,20,0,1,0.43999,0.53102,1,3,1,3.042969
1,4,80,3,21,1,1,0.097876,0.64753,1,4,1,1.683594
1,4,80,3,22,0,1,0.7015,0.96476,0,3,0,2.683594
1,4,80,3,23,-1,0,0.86285,0.41099,0,5,1,1.511719
1,4,80,3,24,1,1,0.19724,0.34554,1,5,1,2.085938
1,4,80,3,25,0,0,0.61401,0.16659,0,2,1,1.921875
1,4,80,3,26,0,1,0.28323,0.67982,0,3,0,1.433594
1,4,80,3,27,0,0,0.58662,0.024495,1,3,0,2.0625
1,4,80,3,28,-1,0,0.85554,0.47414,0,4,1,1.363281
1,4,80,3,29,1,1,0.088426,0.69869,1,5,1,1.898438
1,4,80,3,30,0,1,0.69821,0.78235,0,3,0,2.390625
1,4,80,3,31,0,0,0.47395,0.46917,0,3,1,1.339844
1,4,80,3,32,0,1,0.76248,0.87403,1,3,1,1.804688
1,4,80,3,33,0,0,0.52422,0.15201,0,3,1,1.28125
1,4,80,3,34,0,1,0.57022,0.70522,1,3,1,2.183594
1,4,80,3,35,-1,0,0.8765,0.79397,0,4,1,1.332031
1,4,80,3,36,0,1,0.52145,0.5582,1,4,1,1.375
1,4,80,3,37,-1,0,0.90124,0.71016,0,5,1,1.25
1,4,80,3,38,0,1,0.26819,0.4161,0,3,0,2.714844
1,4,80,3,39,-1,0,0.85626,0.16636,0,5,1,1.832031
1,4,80,3,40,-1,0,0.82792,0.7545,0,5,1,1.453125
1,4,80,3,41,0,1,0.43469,0.43649,1,3,1,2.0625
1,4,80,3,42,0,1,0.54868,0.94633,1,3,1,1.441406
1,4,80,3,43,0,0,0.25812,0.075366,0,4,1,0.9101563
1,4,80,3,44,0,0,0.75679,0.057185,1,3,0,1.769531
1,4,80,3,45,0,1,0.21795,0.43727,1,4,1,2.003906
1,4,80,3,46,0,1,0.41288,0.74145,1,4,1,1.171875
1,4,80,3,47,0,1,0.26225,0.29356,0,4,0,1.082031
1,4,80,3,48,-1,0,0.84328,0.35604,0,5,1,1.972656
1,4,80,3,49,1,1,0.054038,0.77853,1,5,1,1.359375
1,4,80,3,50,-1,0,0.98433,0.3144,0,5,1,1.378906
1,5,90,6,1,0,1,0.11592,0.12432,1,1,1,2.625
1,5,90,6,2,1,1,0.014653,0.92037,1,2,1,1.234375
1,5,90,6,3,0,1,0.17044,0.79306,1,1,1,2.023438
1,5,90,6,4,-1,0,0.94783,0.0074244,0,2,1,1.804688
1,5,90,6,5,0,0,0.71667,0.50886,0,2,1,1.753906
1,5,90,6,6,0,1,0.18892,0.30294,0,3,0,1.804688
1,5,90,6,7,0,1,0.26795,0.55206,1,2,1,1.535156
1,5,90,6,8,1,1,0.02136,0.89509,0,2,0,2.203125
1,5,90,6,9,-1,0,0.95528,0.59149,0,3,1,1.644531
1,5,90,6,10,0,1,0.58535,0.78186,0,2,0,1.832031
1,5,90,6,11,1,1,0.07857,0.1497,1,3,1,1.171875
1,5,90,6,12,0,1,0.10885,0.13574,1,2,1,1.878906
1,5,90,6,13,1,1,0.090712,0.4587,1,3,1,1.253906
1,5,90,6,14,0,1,0.22797,0.23727,1,2,1,1.832031
1,5,90,6,15,0,1,0.36774,0.54358,0,2,0,2.28125
1,5,90,6,16,0,1,0.32273,0.83154,0,3,0,1.882813
1,5,90,6,17,0,0,0.5796,0.18572,0,3,1,1.339844
1,5,90,6,18,-1,0,0.9953,0.27954,0,4,1,1.332031
1,5,90,6,19,0,0,0.70576,0.31297,0,3,1,2.402344
1,5,90,6,20,0,0,0.55459,0.069794,0,2,1,1.453125
1,5,90,6,21,0,1,0.78764,0.98132,1,2,1,2.140625
1,5,90,6,22,1,1,0.047597,0.24055,1,4,1,1.515625
1,5,90,6,23,0,1,0.41871,0.42584,1,3,1,3.304688
1,5,90,6,24,0,0,0.67585,0.21055,1,3,0,2.085938
1,5,90,6,25,0,1,0.29142,0.75584,0,2,0,1.589844
1,5,90,6,26,0,0,0.50736,0.35254,0,4,1,1.152344
1,5,90,6,27,0,0,0.83856,0.23383,0,3,1,1.269531
1,5,90,6,28,0,0,0.3812,0.12285,1,4,0,1.332031
1,5,90,6,29,1,1,0.004723,0.94967,1,4,1,1.34375
1,5,90,6,30,0,1,0.24915,0.92838,1,3,1,2.042969
1,5,90,6,31,0,1,0.39428,0.83618,1,3,1,1.582031
1,5,90,6,32,0,1,0.23216,0.2396,0,3,0,1.230469
1,5,90,6,33,0,1,0.17143,0.23656,1,3,1,1.355469
1,5,90,6,34,0,0,0.55956,0.27615,1,3,0,1.429688
1,5,90,6,35,-1,0,0.92012,0.57006,0,4,1,1.46875
1,5,90,6,36,0,1,0.6302,0.84384,1,2,1,2.402344
1,5,90,6,37,0,0,0.85156,0.65109,0,2,1,1.5
1,5,90,6,38,0,0,0.50993,0.21063,0,3,1,1.613281
1,5,90,6,39,1,1,0.012009,0.68024,1,5,1,1.570313
1,5,90,6,40,0,1,0.40203,0.64652,0,2,0,2.625
1,5,90,6,41,0,0,0.29339,0.27406,1,2,0,1.734375
1,5,90,6,42,0,0,0.87716,0.1891,0,3,1,1.429688
1,5,90,6,43,0,1,0.31246,0.4281,0,3,0,2.773438
1,5,90,6,44,0,1,0.17228,0.83538,0,3,0,2.304688
1,5,90,6,45,0,1,0.24018,0.58622,0,3,0,0.9921875
1,5,90,6,46,0,1,0.4159,0.87013,0,4,0,1.058594
1,5,90,6,47,0,1,0.82456,0.897,0,3,0,1.511719
1,5,90,6,48,-1,0,0.96465,0.56313,0,5,1,1.292969
1,5,90,6,49,0,0,0.75953,0.45812,0,4,1,1.230469
1,5,90,6,50,0,1,0.39453,0.92501,0,3,0,0.8789063
1,6,100,2,1,0,0,0.71349,0.69645,0,1,1,1.773438
1,6,100,2,2,0,1,0.72716,0.87725,0,2,0,2.261719
1,6,100,2,3,0,0,0.86508,0.33736,0,3,1,1.402344
1,6,100,2,4,0,1,0.75593,0.99643,0,3,0,1.542969
1,6,100,2,5,0,1,0.045731,0.13326,1,3,1,2.050781
1,6,100,2,6,0,0,0.55035,0.49733,0,4,1,1.023438
1,6,100,2,7,0,1,0.96023,0.99633,1,4,1,1.472656
1,6,100,2,8,0,1,0.41288,0.42198,0,5,0,1.273438
1,6,100,2,9,0,1,0.020208,0.26496,0,4,0,1.601563
1,6,100,2,10,0,1,0.1605,0.46945,0,3,0,1.34375
1,6,100,2,11,0,1,0.4698,0.6226,0,3,0,1.480469
1,6,100,2,12,0,1,0.42582,0.4373,0,2,0,1.324219
1,6,100,2,13,0,1,0.3705,0.55993,0,2,0,1.480469
1,6,100,2,14,0,1,0.67873,0.69847,1,2,1,1.472656
1,6,100,2,15,0,1,0.40218,0.48229,1,3,1,1.464844
1,6,100,2,16,0,1,0.60874,0.8172,1,3,1,2.402344
1,6,100,2,17,0,0,0.74558,0.36274,1,4,0,2.792969
1,6,100,2,18,0,0,0.61044,0.11567,0,3,1,1.074219
1,6,100,2,19,0,1,0.0038839,0.91961,0,3,0,1.265625
1,6,100,2,20,0,0,0.89489,0.063944,0,3,1,1.332031
1,6,100,2,21,0,1,0.53078,0.81365,1,3,1,0.7421875
1,6,100,2,22,0,1,0.55715,0.64067,0,3,0,1.605469
1,6,100,2,23,0,0,0.28705,0.14716,0,2,1,1.472656
1,6,100,2,24,0,0,0.60167,0.23108,0,2,1,1.613281
1,6,100,2,25,0,1,0.40792,0.83617,0,3,0,1.730469
1,6,100,2,26,0,1,0.22593,0.58638,0,2,0,1.152344
1,6,100,2,27,0,0,0.66155,0.3974,0,3,1,1.183594
1,6,100,2,28,0,0,0.60602,0.44434,0,3,1,1.753906
1,6,100,2,29,0,0,0.49745,0.11245,1,3,0,1.609375
1,6,100,2,30,0,1,0.11201,0.25172,0,3,0,2.734375
1,6,100,2,31,0,1,0.34778,0.6894,0,3,0,1.152344
1,6,100,2,32,0,0,0.73934,0.56402,0,3,1,1.199219
1,6,100,2,33,0,1,0.03538,0.40425,0,3,0,1.582031
1,6,100,2,34,0,0,0.59218,0.51109,1,2,0,1.34375
1,6,100,2,35,0,0,0.94569,0.18277,0,1,1,2.273438
1,6,100,2,36,0,0,0.66164,0.24697,1,2,0,2.132813
1,6,100,2,37,0,1,0.30584,0.38627,1,1,1,1.199219
1,6,100,2,38,0,1,0.64278,0.80112,0,1,0,1.242188
1,6,100,2,39,0,0,0.88087,0.62958,0,1,1,1.199219
1,6,100,2,40,0,0,0.57413,0.56967,1,2,0,0.84375
1,6,100,2,41,0,0,0.18974,0.11918,1,2,0,0.8828125
1,6,100,2,42,0,1,0.31261,0.66253,1,2,1,1.734375
1,6,100,2,43,0,0,0.32524,0.2306,0,2,1,2.101563
1,6,100,2,44,0,0,0.69508,0.3991,0,2,1,1.3125
1,6,100,2,45,0,1,0.68394,0.96459,0,2,0,1.484375
1,6,100,2,46,0,1,0.60766,0.88713,1,2,1,1.722656
1,6,100,2,47,0,0,0.87649,0.66755,1,3,0,1.003906
1,6,100,2,48,0,0,0.47526,0.37937,1,2,0,1.804688
1,6,100,2,49,0,1,0.53293,0.6122,1,2,1,3.355469
1,6,100,2,50,0,0,0.32714,0.29302,1,2,0,1.429688
2,1,50,5,1,1,1,0.22592,0.29711,1,5,1,2.003906
2,1,50,5,2,1,1,0.38785,0.94277,1,5,1,1.53125
2,1,50,5,3,1,1,0.21286,0.84297,1,5,1,3.15625
2,1,50,5,4,-1,0,0.647,0.3588,1,1,0,0.5390625
2,1,50,5,5,-1,0,0.67806,0.039524,0,1,1,1.199219
2,1,50,5,6,1,1,0.45259,0.55367,1,5,1,1.542969
2,1,50,5,7,-1,0,0.72769,0.40303,0,5,1,1.640625
2,1,50,5,8,-1,1,0.60205,0.68644,0,5,0,3.347656
2,1,50,5,9,1,1,0.27687,0.51086,1,5,1,2.023438
2,1,50,5,10,-1,1,0.54913,0.83891,0,5,0,1.582031
2,1,50,5,11,1,0,0.25319,0.23585,1,4,0,1.191406
2,1,50,5,12,-1,0,0.77506,0.12642,0,3,1,1.121094
2,1,50,5,13,1,1,0.43909,0.99841,1,4,1,1.492188
2,1,50,5,14,-1,1,0.5946,0.69504,0,5,0,0.9414063
2,1,50,5,15,-1,0,0.6404,0.22565,0,4,1,1.574219
2,1,50,5,16,-1,0,0.51418,0.30395,0,4,1,1.351563
2,1,50,5,17,-1,0,0.82052,0.33894,0,4,1,1.300781
2,1,50,5,18,1,0,0.1722,0.0016004,1,5,0,1.410156
2,1,50,5,19,-1,0,0.71707,0.40808,0,4,1,3.125
2,1,50,5,20,1,1,0.069975,0.52368,1,4,1,1.152344
2,1,50,5,21,1,0,0.4523,0.27043,1,4,0,2.59375
2,1,50,5,22,1,1,0.37096,0.66262,1,4,1,1.410156
2,1,50,5,23,-1,0,0.92072,0.23208,0,5,1,1.234375
2,1,50,5,24,-1,0,0.84744,0.74304,0,5,1,3.816406
2,1,50,5,25,-1,0,0.502,0.23437,0,4,1,1.242188
2,1,50,5,26,-1,1,0.58557,0.74729,0,4,0,1.453125
2,1,50,5,27,1,0,0.2069,0.16615,1,3,0,1.410156
2,1,50,5,28,-1,0,0.92814,0.72574,0,3,1,1.332031
2,1,50,5,29,-1,0,0.93912,0.18538,0,3,1,1.101563
2,1,50,5,30,-1,1,0.64146,0.93616,0,3,0,1.351563
2,1,50,5,31,-1,1,0.90851,0.99337,0,4,0,1.53125
2,1,50,5,32,-1,0,0.78833,0.10915,0,3,1,1.324219
2,1,50,5,33,1,1,0.40847,0.77921,1,4,1,1.453125
2,1,50,5,34,1,1,0.21539,0.97758,1,5,1,2.214844
2,1,50,5,35,-1,0,0.67679,0.12473,0,4,1,1.292969
2,1,50,5,36,1,1,0.025336,0.48909,1,4,1,1.964844
2,1,50,5,37,-1,1,0.7548,0.77812,0,5,0,1.601563
2,1,50,5,38,-1,0,0.78913,0.38527,0,5,1,1.332031
2,1,50,5,39,-1,0,0.69814,0.4568,0,4,1,1.429688
2,1,50,5,40,-1,0,0.57155,0.013724,0,5,1,2.5625
2,1,50,5,41,1,0,0.39749,0.017148,1,5,0,1.511719
2,1,50,5,42,1,1,0.21977,0.64478,1,5,1,1.671875
2,1,50,5,43,1,1,0.19786,0.33006,1,4,1,1.0625
2,1,50,5,44,1,0,0.47767,0.27397,1,5,0,0.8828125
2,1,50,5,45,1,1,0.067087,0.10541,1,4,1,0.9609375
2,1,50,5,46,1,1,0.47895,0.54426,1,3,1,0.75
2,1,50,5,47,1,0,0.44726,0.24698,1,4,0,1.039063
2,1,50,5,48,1,1,0.18302,0.5097,1,3,1,0.890625
2,1,50,5,49,-1,0,0.71793,0.40536,0,5,1,1.269531
2,1,50,5,50,1,1,0.4745,0.57065,1,4,1,1.902344
2,2,60,1,1,0,0,0.48187,0.42907,0,1,1,3.644531
2,2,60,1,2,-1,0,0.64207,0.50804,0,5,1,2.53125
2,2,60,1,3,1,1,0.24755,0.43902,1,5,1,2.53125
2,2,60,1,4,1,1,0.066482,0.41966,1,5,1,2.222656
2,2,60,1,5,0,1,0.49364,0.91737,1,1,1,3.035156
2,2,60,1,6,-1,1,0.82935,0.93614,0,5,0,1.804688
2,2,60,1,7,1,0,0.26305,0.13309,1,4,0,2.472656
2,2,60,1,8,0,1,0.55378,0.63015,0,2,0,1.875
2,2,60,1,9,1,1,0.39084,0.63992,1,3,1,1.992188
2,2,60,1,10,0,1,0.4544,0.64048,0,1,0,3.101563
2,2,60,1,11,1,1,0.14365,0.23769,1,3,1,1.3125
2,2,60,1,12,1,1,0.0066929,0.51363,1,2,1,1.394531
2,2,60,1,13,1,1,0.14992,0.81527,1,3,1,2.710938
2,2,60,1,14,-1,0,0.83521,0.42715,0,4,1,1.605469
2,2,60,1,15,1,1,0.20574,0.31526,1,4,1,1.285156
2,2,60,1,16,1,1,0.24897,0.27245,1,3,1,1.519531
2,2,60,1,17,1,1,0.025276,0.87151,1,3,1,1.160156
2,2,60,1,18,-1,0,0.98722,0.02829,0,4,1,1.371094
2,2,60,1,19,1,1,0.34967,0.97303,1,4,1,1.210938
2,2,60,1,20,-1,0,0.89256,0.0022272,0,5,1,1.632813
2,2,60,1,21,-1,0,0.73346,0.69218,0,4,1,1.433594
2,2,60,1,22,-1,1,0.60024,0.94672,0,4,0,1.882813
2,2,60,1,23,0,1,0.51038,0.97723,1,1,1,1.371094
2,2,60,1,24,-1,0,0.76568,0.040413,0,4,1,1.140625
2,2,60,1,25,1,0,0.38479,0.014866,1,4,0,1.628906
2,2,60,1,26,-1,1,0.68556,0.7901,0,5,0,1.992188
2,2,60,1,27,-1,0,0.96205,0.45498,0,4,1,1.34375
2,2,60,1,28,0,1,0.43679,0.61271,0,1,0,2.644531
2,2,60,1,29,0,1,0.40668,0.66296,0,2,0,1.515625
2,2,60,1,30,-1,0,0.85985,0.67435,0,5,1,1.320313
2,2,60,1,31,-1,0,0.61464,0.078085,0,4,1,1.601563
2,2,60,1,32,-1,1,0.61481,0.89381,0,4,0,1.511719
2,2,60,1,33,-1,0,0.75318,0.27026,0,3,1,1.542969
2,2,60,1,34,0,1,0.42117,0.69802,1,1,1,1.851563
2,2,60,1,35,1,1,0.10412,0.72491,1,3,1,1.921875
2,2,60,1,36,0,1,0.41579,0.51457,0,1,0,1.734375
2,2,60,1,37,-1,0,0.7149,0.54664,0,4,1,1.230469
2,2,60,1,38,0,0,0.50162,0.030418,0,1,1,3.175781
2,2,60,1,39,1,1,0.088819,0.44081,1,3,1,1.242188
2,2,60,1,40,-1,0,0.71112,0.20496,0,4,1,1.644531
2,2,60,1,41,1,1,0.38873,0.90903,1,4,1,1.703125
2,2,60,1,42,-1,0,0.98774,0.82125,0,4,1,1.269531
2,2,60,1,43,-1,0,0.71371,0.24335,0,5,1,1.339844
2,2,60,1,44,-1,1,0.91016,0.95732,0,5,0,1.550781
