participant,condition,conditionIndex,problem,burstPoint,burst,nPumps,problemOrder
7,p_burst_0.1,0,3,7,0,5,30
7,p_burst_0.1,0,4,5,1,5,4
7,p_burst_0.1,0,5,18,0,9,33
7,p_burst_0.1,0,6,8,0,7,31
7,p_burst_0.1,0,7,5,1,5,15
7,p_burst_0.1,0,8,3,1,3,49
7,p_burst_0.1,0,9,1,1,1,22
7,p_burst_0.1,0,10,4,1,4,40
7,p_burst_0.1,0,11,30,0,7,3
7,p_burst_0.1,0,12,40,0,6,7
7,p_burst_0.1,0,13,2,1,2,42
7,p_burst_0.1,0,14,2,1,2,50
7,p_burst_0.1,0,15,27,0,6,8
7,p_burst_0.1,0,16,12,0,6,20
7,p_burst_0.1,0,17,19,0,7,37
7,p_burst_0.1,0,18,5,1,5,16
7,p_burst_0.1,0,19,23,0,7,5
7,p_burst_0.1,0,20,3,1,3,43
7,p_burst_0.1,0,21,1,1,1,35
7,p_burst_0.1,0,22,7,0,5,46
7,p_burst_0.1,0,23,4,1,4,36
7,p_burst_0.1,0,24,8,0,6,38
7,p_burst_0.1,0,25,17,0,6,28
7,p_burst_0.1,0,26,2,1,2,2
7,p_burst_0.1,0,27,4,1,4,25
7,p_burst_0.1,0,28,17,0,6,12
7,p_burst_0.1,0,29,5,1,5,19
7,p_burst_0.1,0,30,14,0,6,10
7,p_burst_0.1,0,31,2,1,2,11
7,p_burst_0.1,0,32,1,1,1,1
7,p_burst_0.1,0,33,15,0,6,47
7,p_burst_0.1,0,34,8,1,8,17
7,p_burst_0.1,0,35,13,0,7,39
7,p_burst_0.1,0,36,29,0,6,34
7,p_burst_0.1,0,37,16,0,7,29
7,p_burst_0.1,0,38,6,0,4,14
7,p_burst_0.1,0,39,2,1,2,13
7,p_burst_0.1,0,40,3,1,3,21
7,p_burst_0.1,0,41,21,0,7,48
7,p_burst_0.1,0,42,31,0,6,41
7,p_burst_0.1,0,43,4,1,4,23
7,p_burst_0.1,0,44,24,0,7,6
7,p_burst_0.1,0,45,21,0,11,18
7,p_burst_0.1,0,46,5,1,5,24
7,p_burst_0.1,0,47,1,1,1,9
7,p_burst_0.1,0,48,7,1,7,26
7,p_burst_0.1,0,49,4,1,4,32
7,p_burst_0.1,0,50,17,0,6,45
7,p_burst_0.2,1,1,1,1,1,44
7,p_burst_0.2,1,2,1,1,1,27
7,p_burst_0.2,1,3,8,0,3,30
7,p_burst_0.2,1,4,4,1,4,4
7,p_burst_0.2,1,5,4,1,4,33
7,p_burst_0.2,1,6,3,1,3,31
7,p_burst_0.2,1,7,5,0,3,15
7,p_burst_0.2,1,8,10,0,4,49
7,p_burst_0.2,1,9,5,0,2,22
7,p_burst_0.2,1,10,2,1,2,40
7,p_burst_0.2,1,11,1,1,1,3
7,p_burst_0.2,1,12,8,0,3,7
7,p_burst_0.2,1,13,1,1,1,42
7,p_burst_0.2,1,14,4,0,3,50
7,p_burst_0.2,1,15,3,1,3,8
7,p_burst_0.2,1,16,1,1,1,20
7,p_burst_0.2,1,17,4,1,4,37
7,p_burst_0.2,1,18,6,0,4,16
7,p_burst_0.2,1,19,24,0,3,5
7,p_burst_0.2,1,20,11,0,5,43
7,p_burst_0.2,1,21,29,0,3,35
7,p_burst_0.2,1,22,2,1,2,46
7,p_burst_0.2,1,23,2,1,2,36
7,p_burst_0.2,1,24,21,0,3,38
7,p_burst_0.2,1,25,4,0,3,28
7,p_burst_0.2,1,26,2,1,2,2
7,p_burst_0.2,1,27,12,0,6,25
7,p_burst_0.2,1,28,19,0,3,12
7,p_burst_0.2,1,29,5,0,2,19
7,p_burst_0.2,1,30,14,0,5,10
7,p_burst_0.2,1,31,3,1,3,11
7,p_burst_0.2,1,32,4,0,3,1
7,p_burst_0.2,1,33,2,1,2,47
7,p_burst_0.2,1,34,3,1,3,17
7,p_burst_0.2,1,35,1,1,1,39
7,p_burst_0.2,1,36,7,0,4,34
7,p_burst_0.2,1,37,4,1,4,29
7,p_burst_0.2,1,38,4,1,4,14
7,p_burst_0.2,1,39,4,0,3,13
7,p_burst_0.2,1,40,5,0,2,21
7,p_burst_0.2,1,41,5,1,5,48
7,p_burst_0.2,1,42,7,0,4,41
7,p_burst_0.2,1,43,1,1,1,23
7,p_burst_0.2,1,44,1,1,1,6
7,p_burst_0.2,1,45,4,1,4,18
7,p_burst_0.2,1,46,17,0,4,24
7,p_burst_0.2,1,47,1,1,1,9
7,p_burst_0.2,1,48,4,1,4,26
7,p_burst_0.2,1,49,13,0,2,32
7,p_burst_0.2,1,50,1,1,1,45
8,p_burst_0.1,0,1,1,1,1,41
8,p_burst_0.1,0,2,13,0,6,33
8,p_burst_0.1,0,3,7,1,7,9
8,p_burst_0.1,0,4,5,1,5,40
8,p_burst_0.1,0,5,18,0,14,2
8,p_burst_0.1,0,6,8,0,6,8
8,p_burst_0.1,0,7,5,1,5,19
8,p_burst_0.1,0,8,3,1,3,21
8,p_burst_0.1,0,9,1,1,1,43
8,p_burst_0.1,0,10,4,1,4,3
8,p_burst_0.1,0,11,30,0,10,39
8,p_burst_0.1,0,12,40,0,5,23
8,p_burst_0.1,0,13,2,1,2,27
8,p_burst_0.1,0,14,2,1,2,16
8,p_burst_0.1,0,15,27,0,9,28
8,p_burst_0.1,0,16,12,0,9,17
8,p_burst_0.1,0,17,19,0,4,26
8,p_burst_0.1,0,18,5,0,4,48
8,p_burst_0.1,0,19,23,0,9,29
8,p_burst_0.1,0,20,3,1,3,37
8,p_burst_0.1,0,21,1,1,1,42
8,p_burst_0.1,0,22,7,0,4,45
8,p_burst_0.1,0,23,4,1,4,5
8,p_burst_0.1,0,24,8,0,3,13
8,p_burst_0.1,0,25,17,0,10,20
8,p_burst_0.1,0,26,2,1,2,50
8,p_burst_0.1,0,27,4,1,4,24
8,p_burst_0.1,0,28,17,0,4,25
8,p_burst_0.1,0,29,5,1,5,11
8,p_burst_0.1,0,30,14,0,8,34
8,p_burst_0.1,0,31,2,1,2,35
8,p_burst_0.1,0,32,1,1,1,4
8,p_burst_0.1,0,33,15,0,14,47
8,p_burst_0.1,0,34,8,0,2,6
8,p_burst_0.1,0,35,13,1,13,15
8,p_burst_0.1,0,36,29,0,4,12
8,p_burst_0.1,0,37,16,0,6,38
8,p_burst_0.1,0,38,6,1,6,46
8,p_burst_0.1,0,39,2,1,2,18
8,p_burst_0.1,0,40,3,1,3,22
8,p_burst_0.1,0,41,21,0,6,1
8,p_burst_0.1,0,42,31,0,6,10
8,p_burst_0.1,0,43,4,1,4,44
8,p_burst_0.1,0,44,24,0,4,7
8,p_burst_0.1,0,45,21,0,6,49
8,p_burst_0.1,0,46,5,1,5,30
8,p_burst_0.1,0,47,1,1,1,14
8,p_burst_0.1,0,48,7,1,7,36
8,p_burst_0.1,0,49,4,1,4,31
8,p_burst_0.1,0,50,17,0,3,32
8,p_burst_0.2,1,1,1,1,1,41
8,p_burst_0.2,1,2,1,1,1,33
8,p_burst_0.2,1,3,8,0,2,9
8,p_burst_0.2,1,4,4,1,4,40
8,p_burst_0.2,1,5,4,1,4,2
8,p_burst_0.2,1,6,3,1,3,8
8,p_burst_0.2,1,7,5,0,2,19
8,p_burst_0.2,1,8,10,1,10,21
8,p_burst_0.2,1,9,5,0,4,43
8,p_burst_0.2,1,10,2,1,2,3
8,p_burst_0.2,1,11,1,1,1,39
8,p_burst_0.2,1,12,8,0,2,23
8,p_burst_0.2,1,13,1,1,1,27
8,p_burst_0.2,1,14,4,1,4,16
8,p_burst_0.2,1,15,3,0,2,28
8,p_burst_0.2,1,16,1,1,1,17
8,p_burst_0.2,1,17,4,1,4,26
8,p_burst_0.2,1,18,6,0,3,48
8,p_burst_0.2,1,19,24,0,9,29
8,p_burst_0.2,1,20,11,0,3,37
8,p_burst_0.2,1,21,29,0,9,42
8,p_burst_0.2,1,22,2,1,2,45
8,p_burst_0.2,1,23,2,1,2,5
8,p_burst_0.2,1,24,21,0,5,13
8,p_burst_0.2,1,25,4,1,4,20
8,p_burst_0.2,1,26,2,1,2,50
8,p_burst_0.2,1,27,12,0,9,24
8,p_burst_0.2,1,28,19,0,5,25
8,p_burst_0.2,1,29,5,1,5,11
8,p_burst_0.2,1,30,14,0,3,34
8,p_burst_0.2,1,31,3,1,3,35
8,p_burst_0.2,1,32,4,1,4,4
8,p_burst_0.2,1,33,2,1,2,47
8,p_burst_0.2,1,34,3,1,3,6
8,p_burst_0.2,1,35,1,1,1,15
8,p_burst_0.2,1,36,7,0,5,12
8,p_burst_0.2,1,37,4,1,4,38
8,p_burst_0.2,1,38,4,1,4,46
8,p_burst_0.2,1,39,4,0,2,18
8,p_burst_0.2,1,40,5,0,4,22
8,p_burst_0.2,1,41,5,0,4,1
8,p_burst_0.2,1,42,7,0,4,10
8,p_burst_0.2,1,43,1,1,1,44
8,p_burst_0.2,1,44,1,1,1,7
8,p_burst_0.2,1,45,4,1,4,49
8,p_burst_0.2,1,46,17,0,4,30
8,p_burst_0.2,1,47,1,1,1,14
8,p_burst_0.2,1,48,4,1,4,36
8,p_burst_0.2,1,49,13,0,4,31
8,p_burst_0.2,1,50,1,1,1,32
9,p_burst_0.1,0,1,1,1,1,28
9,p_burst_0.1,0,2,13,0,3,42
9,p_burst_0.1,0,3,7,0,5,6
9,p_burst_0.1,0,4,5,0,4,49
9,p_burst_0.1,0,5,18,0,3,22
9,p_burst_0.1,0,6,8,0,4,7
9,p_burst_0.1,0,7,5,0,4,19
9,p_burst_0.1,0,8,3,1,3,14
9,p_burst_0.1,0,9,1,0,0,2
9,p_burst_0.1,0,10,4,0,3,15
9,p_burst_0.1,0,11,30,0,2,3
9,p_burst_0.1,0,12,40,0,3,26
9,p_burst_0.1,0,13,2,1,2,13
9,p_burst_0.1,0,14,2,1,2,30
9,p_burst_0.1,0,15,27,0,4,32
9,p_burst_0.1,0,16,12,0,4,37
9,p_burst_0.1,0,17,19,0,4,12
9,p_burst_0.1,0,18,5,1,5,1
9,p_burst_0.1,0,19,23,0,4,31
9,p_burst_0.1,0,20,3,1,3,29
9,p_burst_0.1,0,21,1,1,1,38
9,p_burst_0.1,0,22,7,0,3,35
9,p_burst_0.1,0,23,4,1,4,18
9,p_burst_0.1,0,24,8,0,3,50
9,p_burst_0.1,0,25,17,0,3,4
9,p_burst_0.1,0,26,2,1,2,27
9,p_burst_0.1,0,27,4,1,4,34
9,p_burst_0.1,0,28,17,0,3,24
9,p_burst_0.1,0,29,5,0,3,39
9,p_burst_0.1,0,30,14,0,3,16
9,p_burst_0.1,0,31,2,1,2,43
9,p_burst_0.1,0,32,1,1,1,45
9,p_burst_0.1,0,33,15,0,2,20
9,p_burst_0.1,0,34,8,0,4,9
9,p_burst_0.1,0,35,13,0,5,40
9,p_burst_0.1,0,36,29,0,3,44
9,p_burst_0.1,0,37,16,0,2,10
9,p_burst_0.1,0,38,6,1,6,33
9,p_burst_0.1,0,39,2,1,2,23
9,p_burst_0.1,0,40,3,1,3,5
9,p_burst_0.1,0,41,21,0,4,25
9,p_burst_0.1,0,42,31,0,3,8
9,p_burst_0.1,0,43,4,1,4,21
9,p_burst_0.1,0,44,24,0,2,48
9,p_burst_0.1,0,45,21,0,3,41
9,p_burst_0.1,0,46,5,0,4,17
9,p_burst_0.1,0,47,1,1,1,46
9,p_burst_0.1,0,48,7,0,3,47
9,p_burst_0.1,0,49,4,1,4,11
9,p_burst_0.1,0,50,17,0,3,36
9,p_burst_0.2,1,1,1,1,1,28
9,p_burst_0.2,1,2,1,1,1,42
9,p_burst_0.2,1,3,8,0,2,6
9,p_burst_0.2,1,4,4,0,3,49
9,p_burst_0.2,1,5,4,0,2,22
9,p_burst_0.2,1,6,3,1,3,7
9,p_burst_0.2,1,7,5,0,1,19
9,p_burst_0.2,1,8,10,0,3,14
9,p_burst_0.2,1,9,5,0,4,2
9,p_burst_0.2,1,10,2,1,2,15
9,p_burst_0.2,1,11,1,1,1,3
9,p_burst_0.2,1,12,8,0,3,26
9,p_burst_0.2,1,13,1,1,1,13
9,p_burst_0.2,1,14,4,0,3,30
9,p_burst_0.2,1,15,3,0,2,32
9,p_burst_0.2,1,16,1,1,1,37
9,p_burst_0.2,1,17,4,1,4,12
9,p_burst_0.2,1,18,6,0,2,1
9,p_burst_0.2,1,19,24,0,3,31
9,p_burst_0.2,1,20,11,0,3,29
9,p_burst_0.2,1,21,29,0,3,38
9,p_burst_0.2,1,22,2,1,2,35
9,p_burst_0.2,1,23,2,1,2,18
9,p_burst_0.2,1,24,21,0,3,50
9,p_burst_0.2,1,25,4,0,2,4
9,p_burst_0.2,1,26,2,1,2,27
9,p_burst_0.2,1,27,12,0,3,34
9,p_burst_0.2,1,28,19,0,3,24
9,p_burst_0.2,1,29,5,0,2,39
9,p_burst_0.2,1,30,14,0,1,16
9,p_burst_0.2,1,31,3,1,3,43
9,p_burst_0.2,1,32,4,0,2,45
9,p_burst_0.2,1,33,2,1,2,20
9,p_burst_0.2,1,34,3,1,3,9
9,p_burst_0.2,1,35,1,1,1,40
9,p_burst_0.2,1,36,7,0,3,44
9,p_burst_0.2,1,37,4,0,2,10
9,p_burst_0.2,1,38,4,0,2,33
9,p_burst_0.2,1,39,4,1,4,23
9,p_burst_0.2,1,40,5,0,3,5
9,p_burst_0.2,1,41,5,0,3,25
9,p_burst_0.2,1,42,7,0,3,8
9,p_burst_0.2,1,43,1,1,1,21
9,p_burst_0.2,1,44,1,1,1,48
9,p_burst_0.2,1,45,4,0,3,41
9,p_burst_0.2,1,46,17,0,3,17
9,p_burst_0.2,1,47,1,1,1,46
9,p_burst_0.2,1,48,4,1,4,47
9,p_burst_0.2,1,49,13,0,3,11
9,p_burst_0.2,1,50,1,1,1,36
10,p_burst_0.1,0,1,1,1,1,27
10,p_burst_0.1,0,2,13,0,3,29
10,p_burst_0.1,0,3,7,0,2,37
10,p_burst_0.1,0,4,5,0,2,25
10,p_burst_0.1,0,5,18,0,2,8
10,p_burst_0.1,0,6,8,0,1,5
10,p_burst_0.1,0,7,5,0,2,16
10,p_burst_0.1,0,8,3,1,3,13
10,p_burst_0.1,0,9,1,1,1,14
10,p_burst_0.1,0,10,4,0,1,35
10,p_burst_0.1,0,11,30,0,2,48
10,p_burst_0.1,0,12,40,0,3,47
10,p_burst_0.1,0,13,2,1,2,36
10,p_burst_0.1,0,14,2,0,1,43
10,p_burst_0.1,0,15,27,0,2,38
10,p_burst_0.1,0,16,12,0,2,10
10,p_burst_0.1,0,17,19,0,1,24
10,p_burst_0.1,0,18,5,0,2,28
10,p_burst_0.1,0,19,23,0,2,4
10,p_burst_0.1,0,20,3,0,2,7
10,p_burst_0.1,0,21,1,1,1,26
10,p_burst_0.1,0,22,7,0,2,33
10,p_burst_0.1,0,23,4,1,4,6
10,p_burst_0.1,0,24,8,0,2,22
10,p_burst_0.1,0,25,17,0,2,45
10,p_burst_0.1,0,26,2,1,2,46
10,p_burst_0.1,0,27,4,0,2,2
10,p_burst_0.1,0,28,17,0,2,34
10,p_burst_0.1,0,29,5,0,2,23
10,p_burst_0.1,0,30,14,0,0,3
10,p_burst_0.1,0,31,2,0,0,12
10,p_burst_0.1,0,32,1,1,1,40
10,p_burst_0.1,0,33,15,0,1,9
10,p_burst_0.1,0,34,8,0,4,50
10,p_burst_0.1,0,35,13,0,2,1
10,p_burst_0.1,0,36,29,0,1,30
10,p_burst_0.1,0,37,16,0,2,11
10,p_burst_0.1,0,38,6,0,1,42
10,p_burst_0.1,0,39,2,1,2,32
10,p_burst_0.1,0,40,3,1,3,31
10,p_burst_0.1,0,41,21,0,1,15
10,p_burst_0.1,0,42,31,0,2,20
10,p_burst_0.1,0,43,4,0,1,18
10,p_burst_0.1,0,44,24,0,2,21
10,p_burst_0.1,0,45,21,0,2,41
10,p_burst_0.1,0,46,5,0,3,19
10,p_burst_0.1,0,47,1,1,1,39
10,p_burst_0.1,0,48,7,0,2,17
10,p_burst_0.1,0,49,4,0,2,49
10,p_burst_0.1,0,50,17,0,1,44
10,p_burst_0.2,1,1,1,0,0,27
10,p_burst_0.2,1,2,1,1,1,29
10,p_burst_0.2,1,3,8,0,2,37
10,p_burst_0.2,1,4,4,0,1,25
10,p_burst_0.2,1,5,4,1,4,8
10,p_burst_0.2,1,6,3,0,1,5
10,p_burst_0.2,1,7,5,0,1,16
10,p_burst_0.2,1,8,10,0,4,13
10,p_burst_0.2,1,9,5,0,2,14
10,p_burst_0.2,1,10,2,1,2,35
10,p_burst_0.2,1,11,1,1,1,48
10,p_burst_0.2,1,12,8,0,2,47
10,p_burst_0.2,1,13,1,1,1,36
10,p_burst_0.2,1,14,4,0,1,43
10,p_burst_0.2,1,15,3,0,2,38
10,p_burst_0.2,1,16,1,1,1,10
10,p_burst_0.2,1,17,4,0,2,24
10,p_burst_0.2,1,18,6,0,2,28
10,p_burst_0.2,1,19,24,0,4,4
10,p_burst_0.2,1,20,11,0,2,7
10,p_burst_0.2,1,21,29,0,3,26
10,p_burst_0.2,1,22,2,1,2,33
10,p_burst_0.2,1,23,2,0,1,6
10,p_burst_0.2,1,24,21,0,1,22
10,p_burst_0.2,1,25,4,0,3,45
10,p_burst_0.2,1,26,2,1,2,46
10,p_burst_0.2,1,27,12,0,4,2
10,p_burst_0.2,1,28,19,0,1,34
10,p_burst_0.2,1,29,5,0,4,23
10,p_burst_0.2,1,30,14,0,2,3
10,p_burst_0.2,1,31,3,0,2,12
10,p_burst_0.2,1,32,4,0,2,40
10,p_burst_0.2,1,33,2,1,2,9
10,p_burst_0.2,1,34,3,0,0,50
10,p_burst_0.2,1,35,1,1,1,1
10,p_burst_0.2,1,36,7,0,2,30
10,p_burst_0.2,1,37,4,1,4,11
10,p_burst_0.2,1,38,4,0,2,42
10,p_burst_0.2,1,39,4,1,4,32
10,p_burst_0.2,1,40,5,0,2,31
10,p_burst_0.2,1,41,5,0,4,15
10,p_burst_0.2,1,42,7,0,2,20
10,p_burst_0.2,1,43,1,1,1,18
10,p_burst_0.2,1,44,1,1,1,21
10,p_burst_0.2,1,45,4,0,1,41
10,p_burst_0.2,1,46,17,0,1,19
10,p_burst_0.2,1,47,1,1,1,39
10,p_burst_0.2,1,48,4,0,1,17
10,p_burst_0.2,1,49,13,0,3,49
10,p_burst_0.2,1,50,1,1,1,44
11,p_burst_0.1,0,1,1,0,0,34
11,p_burst_0.1,0,2,13,0,4,17
11,p_burst_0.1,0,3,7,0,4,12
11,p_burst_0.1,0,4,5,0,4,38
11,p_burst_0.1,0,5,18,0,5,5
11,p_burst_0.1,0,6,8,0,0,48
11,p_burst_0.1,0,7,5,1,5,50
11,p_burst_0.1,0,8,3,1,3,9
11,p_burst_0.1,0,9,1,1,1,31
11,p_burst_0.1,0,10,4,1,4,47
11,p_burst_0.1,0,11,30,0,5,19
11,p_burst_0.1,0,12,40,0,5,49
11,p_burst_0.1,0,13,2,1,2,6
11,p_burst_0.1,0,14,2,1,2,37
11,p_burst_0.1,0,15,27,0,4,41
11,p_burst_0.1,0,16,12,0,5,30
11,p_burst_0.1,0,17,19,0,4,20
11,p_burst_0.1,0,18,5,0,3,22
11,p_burst_0.1,0,19,23,0,3,43
11,p_burst_0.1,0,20,3,1,3,33
11,p_burst_0.1,0,21,1,1,1,14
11,p_burst_0.1,0,22,7,0,4,35
11,p_burst_0.1,0,23,4,1,4,4
11,p_burst_0.1,0,24,8,0,5,23
11,p_burst_0.1,0,25,17,0,4,46
11,p_burst_0.1,0,26,2,1,2,21
11,p_burst_0.1,0,27,4,1,4,45
11,p_burst_0.1,0,28,17,0,4,10
11,p_burst_0.1,0,29,5,0,4,18
11,p_burst_0.1,0,30,14,0,4,2
11,p_burst_0.1,0,31,2,1,2,32
11,p_burst_0.1,0,32,1,1,1,28
11,p_burst_0.1,0,33,15,0,4,16
11,p_burst_0.1,0,34,8,0,4,27
11,p_burst_0.1,0,35,13,0,1,3
11,p_burst_0.1,0,36,29,0,4,7
11,p_burst_0.1,0,37,16,0,0,26
11,p_burst_0.1,0,38,6,0,4,39
11,p_burst_0.1,0,39,2,0,0,8
11,p_burst_0.1,0,40,3,1,3,1
11,p_burst_0.1,0,41,21,0,4,25
11,p_burst_0.1,0,42,31,0,4,29
11,p_burst_0.1,0,43,4,1,4,13
11,p_burst_0.1,0,44,24,0,1,44
11,p_burst_0.1,0,45,21,0,3,24
11,p_burst_0.1,0,46,5,0,4,11
11,p_burst_0.1,0,47,1,1,1,15
11,p_burst_0.1,0,48,7,0,4,42
11,p_burst_0.1,0,49,4,1,4,36
11,p_burst_0.1,0,50,17,0,7,40
11,p_burst_0.2,1,1,1,1,1,34
11,p_burst_0.2,1,2,1,1,1,17
11,p_burst_0.2,1,3,8,0,5,12
11,p_burst_0.2,1,4,4,1,4,38
11,p_burst_0.2,1,5,4,0,0,5
11,p_burst_0.2,1,6,3,1,3,48
11,p_burst_0.2,1,7,5,1,5,50
11,p_burst_0.2,1,8,10,0,2,9
11,p_burst_0.2,1,9,5,0,4,31
11,p_burst_0.2,1,10,2,1,2,47
11,p_burst_0.2,1,11,1,1,1,19
11,p_burst_0.2,1,12,8,0,6,49
11,p_burst_0.2,1,13,1,1,1,6
11,p_burst_0.2,1,14,4,1,4,37
11,p_burst_0.2,1,15,3,1,3,41
11,p_burst_0.2,1,16,1,1,1,30
11,p_burst_0.2,1,17,4,1,4,20
11,p_burst_0.2,1,18,6,0,5,22
11,p_burst_0.2,1,19,24,0,3,43
11,p_burst_0.2,1,20,11,0,6,33
11,p_burst_0.2,1,21,29,0,6,14
11,p_burst_0.2,1,22,2,1,2,35
11,p_burst_0.2,1,23,2,1,2,4
11,p_burst_0.2,1,24,21,0,3,23
11,p_burst_0.2,1,25,4,1,4,46
11,p_burst_0.2,1,26,2,1,2,21
11,p_burst_0.2,1,27,12,0,2,45
11,p_burst_0.2,1,28,19,0,0,10
11,p_burst_0.2,1,29,5,1,5,18
11,p_burst_0.2,1,30,14,0,3,2
11,p_burst_0.2,1,31,3,1,3,32
11,p_burst_0.2,1,32,4,1,4,28
11,p_burst_0.2,1,33,2,1,2,16
11,p_burst_0.2,1,34,3,1,3,27
11,p_burst_0.2,1,35,1,0,0,3
11,p_burst_0.2,1,36,7,0,4,7
11,p_burst_0.2,1,37,4,0,2,26
11,p_burst_0.2,1,38,4,1,4,39
11,p_burst_0.2,1,39,4,1,4,8
11,p_burst_0.2,1,40,5,1,5,1
11,p_burst_0.2,1,41,5,1,5,25
11,p_burst_0.2,1,42,7,0,1,29
11,p_burst_0.2,1,43,1,1,1,13
11,p_burst_0.2,1,44,1,1,1,44
11,p_burst_0.2,1,45,4,1,4,24
11,p_burst_0.2,1,46,17,0,4,11
11,p_burst_0.2,1,47,1,1,1,15
11,p_burst_0.2,1,48,4,1,4,42
11,p_burst_0.2,1,49,13,0,4,36
11,p_burst_0.2,1,50,1,1,1,40
12,p_burst_0.1,0,1,1,0,0,28
12,p_burst_0.1,0,2,13,0,0,43
12,p_burst_0.1,0,3,7,0,0,3
12,p_burst_0.1,0,4,5,0,0,10
12,p_burst_0.1,0,5,18,0,0,23
12,p_burst_0.1,0,6,8,0,0,31
12,p_burst_0.1,0,7,5,0,0,13
12,p_burst_0.1,0,8,3,0,0,22
12,p_burst_0.1,0,9,1,0,0,32
12,p_burst_0.1,0,10,4,0,0,50
12,p_burst_0.1,0,11,30,0,0,11
12,p_burst_0.1,0,12,40,0,0,30
12,p_burst_0.1,0,13,2,0,0,12
12,p_burst_0.1,0,14,2,0,0,8
12,p_burst_0.1,0,15,27,0,0,34
12,p_burst_0.1,0,16,12,0,0,35
12,p_burst_0.1,0,17,19,0,0,45
12,p_burst_0.1,0,18,5,0,0,14
12,p_burst_0.1,0,19,23,0,0,24
12,p_burst_0.1,0,20,3,0,0,36
12,p_burst_0.1,0,21,1,0,0,42
12,p_burst_0.1,0,22,7,0,0,48
12,p_burst_0.1,0,23,4,0,0,26
12,p_burst_0.1,0,24,8,0,0,29
12,p_burst_0.1,0,25,17,0,0,6
12,p_burst_0.1,0,26,2,0,0,27
12,p_burst_0.1,0,27,4,0,0,47
12,p_burst_0.1,0,28,17,0,0,46
12,p_burst_0.1,0,29,5,0,0,20
12,p_burst_0.1,0,30,14,0,0,5
12,p_burst_0.1,0,31,2,0,0,4
12,p_burst_0.1,0,32,1,0,0,41
12,p_burst_0.1,0,33,15,0,0,1
12,p_burst_0.1,0,34,8,0,0,38
12,p_burst_0.1,0,35,13,0,0,7
12,p_burst_0.1,0,36,29,0,0,25
12,p_burst_0.1,0,37,16,0,0,18
12,p_burst_0.1,0,38,6,0,0,9
12,p_burst_0.1,0,39,2,0,0,17
12,p_burst_0.1,0,40,3,0,0,44
12,p_burst_0.1,0,41,21,0,0,39
12,p_burst_0.1,0,42,31,0,0,21
12,p_burst_0.1,0,43,4,0,0,19
12,p_burst_0.1,0,44,24,0,0,40
12,p_burst_0.1,0,45,21,0,0,15
12,p_burst_0.1,0,46,5,0,0,33
12,p_burst_0.1,0,47,1,0,0,16
12,p_burst_0.1,0,48,7,0,0,37
12,p_burst_0.1,0,49,4,0,0,2
12,p_burst_0.1,0,50,17,0,0,49
12,p_burst_0.2,1,1,1,1,1,28
12,p_burst_0.2,1,2,1,0,0,43
12,p_burst_0.2,1,3,8,1,8,3
12,p_burst_0.2,1,4,4,1,4,10
12,p_burst_0.2,1,5,4,1,4,23
12,p_burst_0.2,1,6,3,1,3,31
12,p_burst_0.2,1,7,5,0,4,13
12,p_burst_0.2,1,8,10,0,1,22
12,p_burst_0.2,1,9,5,0,3,32
12,p_burst_0.2,1,10,2,1,2,50
12,p_burst_0.2,1,11,1,1,1,11
12,p_burst_0.2,1,12,8,0,1,30
12,p_burst_0.2,1,13,1,1,1,12
12,p_burst_0.2,1,14,4,0,1,8
12,p_burst_0.2,1,15,3,0,0,34
12,p_burst_0.2,1,16,1,0,0,35
12,p_burst_0.2,1,17,4,0,3,45
12,p_burst_0.2,1,18,6,0,3,14
12,p_burst_0.2,1,19,24,0,0,24
12,p_burst_0.2,1,20,11,0,4,36
12,p_burst_0.2,1,21,29,0,1,42
12,p_burst_0.2,1,22,2,0,1,48
12,p_burst_0.2,1,23,2,1,2,29
12,p_burst_0.2,1,24,21,0,1,26
12,p_burst_0.2,1,25,4,1,4,6
12,p_burst_0.2,1,26,2,1,2,27
12,p_burst_0.2,1,27,12,0,4,47
12,p_burst_0.2,1,28,19,0,10,46
12,p_burst_0.2,1,29,5,0,4,20
12,p_burst_0.2,1,30,14,0,1,5
12,p_burst_0.2,1,31,3,1,3,4
12,p_burst_0.2,1,32,4,0,1,41
12,p_burst_0.2,1,33,2,1,2,1
12,p_burst_0.2,1,34,3,0,1,38
12,p_burst_0.2,1,35,1,1,1,7
12,p_burst_0.2,1,36,7,0,1,25
12,p_burst_0.2,1,37,4,0,0,18
12,p_burst_0.2,1,38,4,0,2,9
12,p_burst_0.2,1,39,4,0,1,17
12,p_burst_0.2,1,40,5,0,0,44
12,p_burst_0.2,1,41,5,0,4,39
12,p_burst_0.2,1,42,7,0,4,21
12,p_burst_0.2,1,43,1,1,1,19
12,p_burst_0.2,1,44,1,1,1,40
12,p_burst_0.2,1,45,4,0,1,15
12,p_burst_0.2,1,46,17,0,4,33
12,p_burst_0.2,1,47,1,1,1,16
12,p_burst_0.2,1,48,4,1,4,37
12,p_burst_0.2,1,49,13,0,0,2
12,p_burst_0.2,1,50,1,1,1,49
13,p_burst_0.1,0,1,1,1,1,41
13,p_burst_0.1,0,2,13,0,8,36
13,p_burst_0.1,0,3,7,1,7,8
13,p_burst_0.1,0,4,5,1,5,20
13,p_burst_0.1,0,5,18,0,5,34
13,p_burst_0.1,0,6,8,1,8,35
13,p_burst_0.1,0,7,5,1,5,26
13,p_burst_0.1,0,8,3,1,3,45
13,p_burst_0.1,0,9,1,1,1,37
