participant,condition,conditionIndex,problem,burstPoint,burst,nPumps,problemOrder
13,p_burst_0.1,0,10,4,1,4,24
13,p_burst_0.1,0,11,30,0,1,21
13,p_burst_0.1,0,12,40,0,9,18
13,p_burst_0.1,0,13,2,1,2,49
13,p_burst_0.1,0,14,2,1,2,10
13,p_burst_0.1,0,15,27,0,3,23
13,p_burst_0.1,0,16,12,0,9,11
13,p_burst_0.1,0,17,19,0,8,25
13,p_burst_0.1,0,18,5,1,5,43
13,p_burst_0.1,0,19,23,0,9,33
13,p_burst_0.1,0,20,3,1,3,3
13,p_burst_0.1,0,21,1,1,1,44
13,p_burst_0.1,0,22,7,1,7,17
13,p_burst_0.1,0,23,4,1,4,48
13,p_burst_0.1,0,24,8,1,8,38
13,p_burst_0.1,0,25,17,0,5,47
13,p_burst_0.1,0,26,2,1,2,19
13,p_burst_0.1,0,27,4,1,4,9
13,p_burst_0.1,0,28,17,0,5,30
13,p_burst_0.1,0,29,5,1,5,28
13,p_burst_0.1,0,30,14,1,14,12
13,p_burst_0.1,0,31,2,1,2,31
13,p_burst_0.1,0,32,1,1,1,32
13,p_burst_0.1,0,33,15,0,4,6
13,p_burst_0.1,0,34,8,0,7,14
13,p_burst_0.1,0,35,13,0,12,40
13,p_burst_0.1,0,36,29,0,12,27
13,p_burst_0.1,0,37,16,0,13,15
13,p_burst_0.1,0,38,6,0,5,13
13,p_burst_0.1,0,39,2,1,2,29
13,p_burst_0.1,0,40,3,1,3,5
13,p_burst_0.1,0,41,21,0,9,2
13,p_burst_0.1,0,42,31,0,4,16
13,p_burst_0.1,0,43,4,1,4,39
13,p_burst_0.1,0,44,24,0,5,1
13,p_burst_0.1,0,45,21,0,10,22
13,p_burst_0.1,0,46,5,0,3,7
13,p_burst_0.1,0,47,1,1,1,4
13,p_burst_0.1,0,48,7,1,7,46
13,p_burst_0.1,0,49,4,1,4,42
13,p_burst_0.1,0,50,17,0,5,50
13,p_burst_0.2,1,1,1,1,1,41
13,p_burst_0.2,1,2,1,1,1,36
13,p_burst_0.2,1,3,8,0,4,8
13,p_burst_0.2,1,4,4,1,4,20
13,p_burst_0.2,1,5,4,1,4,34
13,p_burst_0.2,1,6,3,1,3,35
13,p_burst_0.2,1,7,5,0,3,26
13,p_burst_0.2,1,8,10,0,4,45
13,p_burst_0.2,1,9,5,0,4,37
13,p_burst_0.2,1,10,2,1,2,24
13,p_burst_0.2,1,11,1,1,1,21
13,p_burst_0.2,1,12,8,0,6,18
13,p_burst_0.2,1,13,1,1,1,49
13,p_burst_0.2,1,14,4,0,2,10
13,p_burst_0.2,1,15,3,1,3,23
13,p_burst_0.2,1,16,1,1,1,11
13,p_burst_0.2,1,17,4,1,4,25
13,p_burst_0.2,1,18,6,1,6,43
13,p_burst_0.2,1,19,24,0,5,33
13,p_burst_0.2,1,20,11,0,5,3
13,p_burst_0.2,1,21,29,0,5,44
13,p_burst_0.2,1,22,2,0,1,17
13,p_burst_0.2,1,23,2,1,2,48
13,p_burst_0.2,1,24,21,0,4,38
13,p_burst_0.2,1,25,4,0,3,47
13,p_burst_0.2,1,26,2,1,2,19
13,p_burst_0.2,1,27,12,0,2,9
13,p_burst_0.2,1,28,19,0,4,30
13,p_burst_0.2,1,29,5,0,2,28
13,p_burst_0.2,1,30,14,0,4,12
13,p_burst_0.2,1,31,3,1,3,31
13,p_burst_0.2,1,32,4,1,4,32
13,p_burst_0.2,1,33,2,1,2,6
13,p_burst_0.2,1,34,3,1,3,14
13,p_burst_0.2,1,35,1,1,1,40
13,p_burst_0.2,1,36,7,1,7,27
13,p_burst_0.2,1,37,4,0,1,15
13,p_burst_0.2,1,38,4,0,3,13
13,p_burst_0.2,1,39,4,0,3,29
13,p_burst_0.2,1,40,5,0,3,5
13,p_burst_0.2,1,41,5,1,5,2
13,p_burst_0.2,1,42,7,0,3,16
13,p_burst_0.2,1,43,1,1,1,39
13,p_burst_0.2,1,44,1,1,1,1
13,p_burst_0.2,1,45,4,0,1,22
13,p_burst_0.2,1,46,17,0,4,7
13,p_burst_0.2,1,47,1,1,1,4
13,p_burst_0.2,1,48,4,0,3,46
13,p_burst_0.2,1,49,13,0,6,42
13,p_burst_0.2,1,50,1,1,1,50
14,p_burst_0.1,0,1,1,1,1,16
14,p_burst_0.1,0,2,13,0,12,4
14,p_burst_0.1,0,3,7,0,5,21
14,p_burst_0.1,0,4,5,1,5,45
14,p_burst_0.1,0,5,18,0,5,2
14,p_burst_0.1,0,6,8,1,8,6
14,p_burst_0.1,0,7,5,1,5,31
14,p_burst_0.1,0,8,3,1,3,40
14,p_burst_0.1,0,9,1,1,1,9
14,p_burst_0.1,0,10,4,1,4,50
14,p_burst_0.1,0,11,30,0,5,8
14,p_burst_0.1,0,12,40,0,6,34
14,p_burst_0.1,0,13,2,1,2,23
14,p_burst_0.1,0,14,2,1,2,11
14,p_burst_0.1,0,15,27,0,10,19
14,p_burst_0.1,0,16,12,0,7,18
14,p_burst_0.1,0,17,19,0,4,44
14,p_burst_0.1,0,18,5,1,5,1
14,p_burst_0.1,0,19,23,0,10,25
14,p_burst_0.1,0,20,3,1,3,7
14,p_burst_0.1,0,21,1,1,1,27
14,p_burst_0.1,0,22,7,1,7,14
14,p_burst_0.1,0,23,4,1,4,29
14,p_burst_0.1,0,24,8,0,6,43
14,p_burst_0.1,0,25,17,0,11,17
14,p_burst_0.1,0,26,2,1,2,46
14,p_burst_0.1,0,27,4,1,4,47
14,p_burst_0.1,0,28,17,0,6,33
14,p_burst_0.1,0,29,5,1,5,13
14,p_burst_0.1,0,30,14,0,11,5
14,p_burst_0.1,0,31,2,1,2,35
14,p_burst_0.1,0,32,1,1,1,24
14,p_burst_0.1,0,33,15,0,6,42
14,p_burst_0.1,0,34,8,0,7,15
14,p_burst_0.1,0,35,13,0,5,37
14,p_burst_0.1,0,36,29,0,7,39
14,p_burst_0.1,0,37,16,0,7,20
14,p_burst_0.1,0,38,6,1,6,30
14,p_burst_0.1,0,39,2,1,2,48
14,p_burst_0.1,0,40,3,1,3,22
14,p_burst_0.1,0,41,21,0,9,49
14,p_burst_0.1,0,42,31,0,8,38
14,p_burst_0.1,0,43,4,1,4,41
14,p_burst_0.1,0,44,24,0,8,3
14,p_burst_0.1,0,45,21,0,10,26
14,p_burst_0.1,0,46,5,1,5,28
14,p_burst_0.1,0,47,1,1,1,32
14,p_burst_0.1,0,48,7,1,7,12
14,p_burst_0.1,0,49,4,1,4,10
14,p_burst_0.1,0,50,17,0,5,36
14,p_burst_0.2,1,1,1,1,1,16
14,p_burst_0.2,1,2,1,1,1,4
14,p_burst_0.2,1,3,8,0,4,21
14,p_burst_0.2,1,4,4,0,2,45
14,p_burst_0.2,1,5,4,0,3,2
14,p_burst_0.2,1,6,3,0,2,6
14,p_burst_0.2,1,7,5,1,5,31
14,p_burst_0.2,1,8,10,0,4,40
14,p_burst_0.2,1,9,5,0,4,9
14,p_burst_0.2,1,10,2,1,2,50
14,p_burst_0.2,1,11,1,1,1,8
14,p_burst_0.2,1,12,8,0,3,34
14,p_burst_0.2,1,13,1,1,1,23
14,p_burst_0.2,1,14,4,1,4,11
14,p_burst_0.2,1,15,3,1,3,19
14,p_burst_0.2,1,16,1,1,1,18
14,p_burst_0.2,1,17,4,1,4,44
14,p_burst_0.2,1,18,6,0,3,1
14,p_burst_0.2,1,19,24,0,2,25
14,p_burst_0.2,1,20,11,0,4,7
14,p_burst_0.2,1,21,29,0,6,27
14,p_burst_0.2,1,22,2,1,2,14
14,p_burst_0.2,1,23,2,1,2,29
14,p_burst_0.2,1,24,21,0,3,43
14,p_burst_0.2,1,25,4,0,3,17
14,p_burst_0.2,1,26,2,1,2,46
14,p_burst_0.2,1,27,12,0,4,47
14,p_burst_0.2,1,28,19,0,3,33
14,p_burst_0.2,1,29,5,1,5,13
14,p_burst_0.2,1,30,14,0,3,5
14,p_burst_0.2,1,31,3,1,3,35
14,p_burst_0.2,1,32,4,1,4,24
14,p_burst_0.2,1,33,2,1,2,42
14,p_burst_0.2,1,34,3,1,3,15
14,p_burst_0.2,1,35,1,1,1,37
14,p_burst_0.2,1,36,7,0,4,39
14,p_burst_0.2,1,37,4,0,2,20
14,p_burst_0.2,1,38,4,1,4,30
14,p_burst_0.2,1,39,4,0,3,48
14,p_burst_0.2,1,40,5,0,3,22
14,p_burst_0.2,1,41,5,0,4,49
14,p_burst_0.2,1,42,7,0,4,38
14,p_burst_0.2,1,43,1,1,1,41
14,p_burst_0.2,1,44,1,1,1,3
14,p_burst_0.2,1,45,4,1,4,26
14,p_burst_0.2,1,46,17,0,5,28
14,p_burst_0.2,1,47,1,1,1,32
14,p_burst_0.2,1,48,4,1,4,12
14,p_burst_0.2,1,49,13,0,3,10
14,p_burst_0.2,1,50,1,1,1,36
15,p_burst_0.1,0,1,1,1,1,18
15,p_burst_0.1,0,2,13,0,3,4
15,p_burst_0.1,0,3,7,0,2,27
15,p_burst_0.1,0,4,5,0,4,33
15,p_burst_0.1,0,5,18,0,2,46
15,p_burst_0.1,0,6,8,0,3,17
15,p_burst_0.1,0,7,5,0,3,7
15,p_burst_0.1,0,8,3,0,2,13
15,p_burst_0.1,0,9,1,1,1,31
15,p_burst_0.1,0,10,4,0,3,50
15,p_burst_0.1,0,11,30,0,3,47
15,p_burst_0.1,0,12,40,0,2,19
15,p_burst_0.1,0,13,2,1,2,9
15,p_burst_0.1,0,14,2,1,2,36
15,p_burst_0.1,0,15,27,0,3,14
15,p_burst_0.1,0,16,12,0,3,41
15,p_burst_0.1,0,17,19,0,3,1
15,p_burst_0.1,0,18,5,1,5,24
15,p_burst_0.1,0,19,23,0,2,44
15,p_burst_0.1,0,20,3,0,2,30
15,p_burst_0.1,0,21,1,1,1,5
15,p_burst_0.1,0,22,7,0,2,21
15,p_burst_0.1,0,23,4,0,3,42
15,p_burst_0.1,0,24,8,0,2,22
15,p_burst_0.1,0,25,17,0,2,3
15,p_burst_0.1,0,26,2,1,2,39
15,p_burst_0.1,0,27,4,1,4,25
15,p_burst_0.1,0,28,17,0,3,45
15,p_burst_0.1,0,29,5,0,3,20
15,p_burst_0.1,0,30,14,0,2,35
15,p_burst_0.1,0,31,2,1,2,40
15,p_burst_0.1,0,32,1,1,1,34
15,p_burst_0.1,0,33,15,0,4,12
15,p_burst_0.1,0,34,8,0,2,8
15,p_burst_0.1,0,35,13,0,2,10
15,p_burst_0.1,0,36,29,0,3,11
15,p_burst_0.1,0,37,16,0,3,2
15,p_burst_0.1,0,38,6,0,3,23
15,p_burst_0.1,0,39,2,1,2,32
15,p_burst_0.1,0,40,3,0,2,49
15,p_burst_0.1,0,41,21,0,2,38
15,p_burst_0.1,0,42,31,0,2,48
15,p_burst_0.1,0,43,4,0,3,29
15,p_burst_0.1,0,44,24,0,2,26
15,p_burst_0.1,0,45,21,0,3,6
15,p_burst_0.1,0,46,5,0,3,43
15,p_burst_0.1,0,47,1,1,1,37
15,p_burst_0.1,0,48,7,0,3,28
15,p_burst_0.1,0,49,4,0,3,16
15,p_burst_0.1,0,50,17,0,3,15
15,p_burst_0.2,1,1,1,1,1,18
15,p_burst_0.2,1,2,1,1,1,4
15,p_burst_0.2,1,3,8,0,1,27
15,p_burst_0.2,1,4,4,1,4,33
15,p_burst_0.2,1,5,4,0,1,46
15,p_burst_0.2,1,6,3,0,1,17
15,p_burst_0.2,1,7,5,1,5,7
15,p_burst_0.2,1,8,10,0,1,13
15,p_burst_0.2,1,9,5,1,5,31
15,p_burst_0.2,1,10,2,0,1,50
15,p_burst_0.2,1,11,1,1,1,47
15,p_burst_0.2,1,12,8,0,1,19
15,p_burst_0.2,1,13,1,1,1,9
15,p_burst_0.2,1,14,4,1,4,36
15,p_burst_0.2,1,15,3,0,1,14
15,p_burst_0.2,1,16,1,1,1,41
15,p_burst_0.2,1,17,4,1,4,1
15,p_burst_0.2,1,18,6,1,6,24
15,p_burst_0.2,1,19,24,0,7,44
15,p_burst_0.2,1,20,11,0,1,30
15,p_burst_0.2,1,21,29,0,1,5
15,p_burst_0.2,1,22,2,0,1,21
15,p_burst_0.2,1,23,2,0,1,42
15,p_burst_0.2,1,24,21,0,1,22
15,p_burst_0.2,1,25,4,0,1,3
15,p_burst_0.2,1,26,2,0,1,39
15,p_burst_0.2,1,27,12,1,12,25
15,p_burst_0.2,1,28,19,0,1,45
15,p_burst_0.2,1,29,5,0,1,20
15,p_burst_0.2,1,30,14,0,1,35
15,p_burst_0.2,1,31,3,1,3,40
15,p_burst_0.2,1,32,4,0,1,34
15,p_burst_0.2,1,33,2,1,2,12
15,p_burst_0.2,1,34,3,0,1,8
15,p_burst_0.2,1,35,1,1,1,10
15,p_burst_0.2,1,36,7,0,1,11
15,p_burst_0.2,1,37,4,0,1,2
15,p_burst_0.2,1,38,4,0,1,23
15,p_burst_0.2,1,39,4,0,1,32
15,p_burst_0.2,1,40,5,0,0,49
15,p_burst_0.2,1,41,5,0,1,38
15,p_burst_0.2,1,42,7,0,1,48
15,p_burst_0.2,1,43,1,1,1,29
15,p_burst_0.2,1,44,1,1,1,26
15,p_burst_0.2,1,45,4,0,1,6
15,p_burst_0.2,1,46,17,1,17,43
15,p_burst_0.2,1,47,1,1,1,37
15,p_burst_0.2,1,48,4,0,1,28
15,p_burst_0.2,1,49,13,0,1,16
15,p_burst_0.2,1,50,1,1,1,15
16,p_burst_0.1,0,1,1,1,1,7
16,p_burst_0.1,0,2,13,0,7,26
16,p_burst_0.1,0,3,7,0,4,44
16,p_burst_0.1,0,4,5,0,3,13
16,p_burst_0.1,0,5,18,0,7,8
16,p_burst_0.1,0,6,8,0,6,19
16,p_burst_0.1,0,7,5,1,5,49
16,p_burst_0.1,0,8,3,1,3,11
16,p_burst_0.1,0,9,1,1,1,39
16,p_burst_0.1,0,10,4,1,4,29
16,p_burst_0.1,0,11,30,0,4,32
16,p_burst_0.1,0,12,40,0,7,9
16,p_burst_0.1,0,13,2,1,2,24
16,p_burst_0.1,0,14,2,1,2,20
16,p_burst_0.1,0,15,27,0,5,18
16,p_burst_0.1,0,16,12,0,6,23
16,p_burst_0.1,0,17,19,0,5,4
16,p_burst_0.1,0,18,5,0,3,21
16,p_burst_0.1,0,19,23,0,2,16
16,p_burst_0.1,0,20,3,1,3,14
16,p_burst_0.1,0,21,1,1,1,15
16,p_burst_0.1,0,22,7,1,7,10
16,p_burst_0.1,0,23,4,1,4,37
16,p_burst_0.1,0,24,8,0,3,48
16,p_burst_0.1,0,25,17,0,6,28
16,p_burst_0.1,0,26,2,1,2,25
16,p_burst_0.1,0,27,4,1,4,42
16,p_burst_0.1,0,28,17,0,6,27
16,p_burst_0.1,0,29,5,0,3,5
16,p_burst_0.1,0,30,14,0,4,2
16,p_burst_0.1,0,31,2,1,2,12
16,p_burst_0.1,0,32,1,1,1,31
16,p_burst_0.1,0,33,15,0,5,41
16,p_burst_0.1,0,34,8,0,3,45
16,p_burst_0.1,0,35,13,0,5,38
16,p_burst_0.1,0,36,29,0,5,1
16,p_burst_0.1,0,37,16,0,6,6
16,p_burst_0.1,0,38,6,1,6,46
16,p_burst_0.1,0,39,2,1,2,36
16,p_burst_0.1,0,40,3,1,3,22
16,p_burst_0.1,0,41,21,0,7,35
16,p_burst_0.1,0,42,31,0,7,40
16,p_burst_0.1,0,43,4,1,4,17
16,p_burst_0.1,0,44,24,0,3,3
16,p_burst_0.1,0,45,21,0,7,43
16,p_burst_0.1,0,46,5,1,5,34
16,p_burst_0.1,0,47,1,1,1,33
16,p_burst_0.1,0,48,7,1,7,47
16,p_burst_0.1,0,49,4,0,2,50
16,p_burst_0.1,0,50,17,0,4,30
16,p_burst_0.2,1,1,1,1,1,7
16,p_burst_0.2,1,2,1,1,1,26
16,p_burst_0.2,1,3,8,0,6,44
16,p_burst_0.2,1,4,4,0,3,13
16,p_burst_0.2,1,5,4,1,4,8
16,p_burst_0.2,1,6,3,1,3,19
16,p_burst_0.2,1,7,5,1,5,49
16,p_burst_0.2,1,8,10,0,0,11
16,p_burst_0.2,1,9,5,1,5,39
16,p_burst_0.2,1,10,2,1,2,29
16,p_burst_0.2,1,11,1,1,1,32
16,p_burst_0.2,1,12,8,1,8,9
16,p_burst_0.2,1,13,1,1,1,24
16,p_burst_0.2,1,14,4,1,4,20
16,p_burst_0.2,1,15,3,0,2,18
16,p_burst_0.2,1,16,1,1,1,23
16,p_burst_0.2,1,17,4,0,3,4
16,p_burst_0.2,1,18,6,1,6,21
16,p_burst_0.2,1,19,24,0,3,16
16,p_burst_0.2,1,20,11,0,4,14
16,p_burst_0.2,1,21,29,0,5,15
16,p_burst_0.2,1,22,2,1,2,10
16,p_burst_0.2,1,23,2,1,2,37
16,p_burst_0.2,1,24,21,0,3,48
16,p_burst_0.2,1,25,4,1,4,28
16,p_burst_0.2,1,26,2,1,2,25
16,p_burst_0.2,1,27,12,0,4,42
16,p_burst_0.2,1,28,19,0,3,27
16,p_burst_0.2,1,29,5,1,5,5
16,p_burst_0.2,1,30,14,0,2,2
16,p_burst_0.2,1,31,3,1,3,12
16,p_burst_0.2,1,32,4,0,2,31
16,p_burst_0.2,1,33,2,1,2,41
16,p_burst_0.2,1,34,3,1,3,45
16,p_burst_0.2,1,35,1,1,1,38
16,p_burst_0.2,1,36,7,1,7,1
16,p_burst_0.2,1,37,4,1,4,6
16,p_burst_0.2,1,38,4,0,3,46
16,p_burst_0.2,1,39,4,1,4,36
16,p_burst_0.2,1,40,5,0,3,22
16,p_burst_0.2,1,41,5,0,2,35
16,p_burst_0.2,1,42,7,0,3,40
16,p_burst_0.2,1,43,1,1,1,17
16,p_burst_0.2,1,44,1,1,1,3
16,p_burst_0.2,1,45,4,0,3,43
16,p_burst_0.2,1,46,17,0,3,34
16,p_burst_0.2,1,47,1,1,1,33
16,p_burst_0.2,1,48,4,0,2,47
16,p_burst_0.2,1,49,13,0,9,50
16,p_burst_0.2,1,50,1,1,1,30
17,p_burst_0.1,0,1,1,1,1,7
17,p_burst_0.1,0,2,13,0,2,49
17,p_burst_0.1,0,3,7,0,3,27
17,p_burst_0.1,0,4,5,0,3,17
17,p_burst_0.1,0,5,18,0,2,31
17,p_burst_0.1,0,6,8,0,3,2
17,p_burst_0.1,0,7,5,0,3,6
17,p_burst_0.1,0,8,3,1,3,10
17,p_burst_0.1,0,9,1,1,1,48
17,p_burst_0.1,0,10,4,0,3,41
17,p_burst_0.1,0,11,30,0,3,13
17,p_burst_0.1,0,12,40,0,3,21
17,p_burst_0.1,0,13,2,1,2,38
17,p_burst_0.1,0,14,2,1,2,42
17,p_burst_0.1,0,15,27,0,3,4
17,p_burst_0.1,0,16,12,0,4,44
17,p_burst_0.1,0,17,19,0,3,16
17,p_burst_0.1,0,18,5,0,2,8
17,p_burst_0.1,0,19,23,0,3,3
17,p_burst_0.1,0,20,3,1,3,30
17,p_burst_0.1,0,21,1,1,1,37
17,p_burst_0.1,0,22,7,0,3,32
17,p_burst_0.1,0,23,4,0,3,22
17,p_burst_0.1,0,24,8,0,3,46
17,p_burst_0.1,0,25,17,0,0,40
17,p_burst_0.1,0,26,2,1,2,23
17,p_burst_0.1,0,27,4,0,3,45
17,p_burst_0.1,0,28,17,0,2,26
17,p_burst_0.1,0,29,5,0,4,35
17,p_burst_0.1,0,30,14,0,4,33
17,p_burst_0.1,0,31,2,1,2,1
17,p_burst_0.1,0,32,1,1,1,34
17,p_burst_0.1,0,33,15,0,3,19
17,p_burst_0.1,0,34,8,0,4,29
17,p_burst_0.1,0,35,13,0,0,11
17,p_burst_0.1,0,36,29,0,1,15
17,p_burst_0.1,0,37,16,0,4,12
17,p_burst_0.1,0,38,6,0,0,9
17,p_burst_0.1,0,39,2,1,2,39
17,p_burst_0.1,0,40,3,1,3,5
17,p_burst_0.1,0,41,21,0,4,24
17,p_burst_0.1,0,42,31,0,2,20
17,p_burst_0.1,0,43,4,0,2,43
17,p_burst_0.1,0,44,24,0,3,14
17,p_burst_0.1,0,45,21,0,4,47
17,p_burst_0.1,0,46,5,1,5,25
17,p_burst_0.1,0,47,1,1,1,36
17,p_burst_0.1,0,48,7,0,3,18
17,p_burst_0.1,0,49,4,1,4,28
17,p_burst_0.1,0,50,17,0,3,50
17,p_burst_0.2,1,1,1,1,1,7
17,p_burst_0.2,1,2,1,1,1,49
17,p_burst_0.2,1,3,8,0,0,27
17,p_burst_0.2,1,4,4,1,4,17
17,p_burst_0.2,1,5,4,0,2,31
17,p_burst_0.2,1,6,3,0,1,2
17,p_burst_0.2,1,7,5,0,3,6
17,p_burst_0.2,1,8,10,0,0,10
17,p_burst_0.2,1,9,5,0,3,48
17,p_burst_0.2,1,10,2,1,2,41
17,p_burst_0.2,1,11,1,1,1,13
17,p_burst_0.2,1,12,8,0,3,21
17,p_burst_0.2,1,13,1,1,1,38
17,p_burst_0.2,1,14,4,0,2,42
17,p_burst_0.2,1,15,3,0,2,4
17,p_burst_0.2,1,16,1,1,1,44
17,p_burst_0.2,1,17,4,0,3,16
17,p_burst_0.2,1,18,6,0,3,8
17,p_burst_0.2,1,19,24,0,2,3
17,p_burst_0.2,1,20,11,0,3,30
17,p_burst_0.2,1,21,29,0,3,37
17,p_burst_0.2,1,22,2,1,2,32
17,p_burst_0.2,1,23,2,1,2,22
17,p_burst_0.2,1,24,21,0,3,46
17,p_burst_0.2,1,25,4,0,2,40
17,p_burst_0.2,1,26,2,1,2,23
17,p_burst_0.2,1,27,12,0,3,45
17,p_burst_0.2,1,28,19,0,4,26
17,p_burst_0.2,1,29,5,0,3,35
17,p_burst_0.2,1,30,14,0,3,33
17,p_burst_0.2,1,31,3,1,3,1
17,p_burst_0.2,1,32,4,0,3,34
17,p_burst_0.2,1,33,2,0,0,19
17,p_burst_0.2,1,34,3,0,1,29
17,p_burst_0.2,1,35,1,1,1,11
17,p_burst_0.2,1,36,7,0,3,15
17,p_burst_0.2,1,37,4,0,3,12
17,p_burst_0.2,1,38,4,1,4,9
17,p_burst_0.2,1,39,4,0,3,39
17,p_burst_0.2,1,40,5,0,3,5
17,p_burst_0.2,1,41,5,0,4,24
17,p_burst_0.2,1,42,7,0,3,20
17,p_burst_0.2,1,43,1,1,1,43
17,p_burst_0.2,1,44,1,1,1,14
17,p_burst_0.2,1,45,4,0,2,47
17,p_burst_0.2,1,46,17,0,3,25
17,p_burst_0.2,1,47,1,1,1,36
17,p_burst_0.2,1,48,4,0,3,18
17,p_burst_0.2,1,49,13,0,4,28
17,p_burst_0.2,1,50,1,1,1,50
18,p_burst_0.1,0,1,1,1,1,50
18,p_burst_0.1,0,2,13,0,5,24
18,p_burst_0.1,0,3,7,1,7,20
18,p_burst_0.1,0,4,5,0,4,26
18,p_burst_0.1,0,5,18,0,5,34
18,p_burst_0.1,0,6,8,0,4,1
18,p_burst_0.1,0,7,5,1,5,5
18,p_burst_0.1,0,8,3,1,3,48
18,p_burst_0.1,0,9,1,1,1,30
18,p_burst_0.1,0,10,4,1,4,9
18,p_burst_0.1,0,11,30,0,3,44
18,p_burst_0.1,0,12,40,0,7,46
18,p_burst_0.1,0,13,2,1,2,3
18,p_burst_0.1,0,14,2,1,2,27
18,p_burst_0.1,0,15,27,0,6,11
18,p_burst_0.1,0,16,12,0,5,35
18,p_burst_0.1,0,17,19,0,5,28
18,p_burst_0.1,0,18,5,1,5,25
18,p_burst_0.1,0,19,23,0,4,32
18,p_burst_0.1,0,20,3,1,3,49
18,p_burst_0.1,0,21,1,1,1,4
18,p_burst_0.1,0,22,7,0,3,38
18,p_burst_0.1,0,23,4,1,4,13
18,p_burst_0.1,0,24,8,0,7,6
18,p_burst_0.1,0,25,17,0,6,2
18,p_burst_0.1,0,26,2,1,2,12
18,p_burst_0.1,0,27,4,1,4,23
18,p_burst_0.1,0,28,17,0,7,41
18,p_burst_0.1,0,29,5,1,5,8
18,p_burst_0.1,0,30,14,0,7,17
18,p_burst_0.1,0,31,2,1,2,47
18,p_burst_0.1,0,32,1,1,1,15
18,p_burst_0.1,0,33,15,0,5,7
18,p_burst_0.1,0,34,8,0,6,45
18,p_burst_0.1,0,35,13,0,7,29
18,p_burst_0.1,0,36,29,0,5,40
18,p_burst_0.1,0,37,16,0,4,31
18,p_burst_0.1,0,38,6,1,6,14
18,p_burst_0.1,0,39,2,1,2,19
18,p_burst_0.1,0,40,3,1,3,16
18,p_burst_0.1,0,41,21,0,6,10
18,p_burst_0.1,0,42,31,0,7,36
18,p_burst_0.1,0,43,4,1,4,18
18,p_burst_0.1,0,44,24,0,8,43
18,p_burst_0.1,0,45,21,0,5,37
18,p_burst_0.1,0,46,5,1,5,39
18,p_burst_0.1,0,47,1,1,1,21
18,p_burst_0.1,0,48,7,0,6,22
18,p_burst_0.1,0,49,4,1,4,33
18,p_burst_0.1,0,50,17,0,5,42
18,p_burst_0.2,1,1,1,1,1,50
18,p_burst_0.2,1,2,1,1,1,24
18,p_burst_0.2,1,3,8,0,5,20
18,p_burst_0.2,1,4,4,1,4,26
18,p_burst_0.2,1,5,4,1,4,34
18,p_burst_0.2,1,6,3,1,3,1
18,p_burst_0.2,1,7,5,0,4,5
18,p_burst_0.2,1,8,10,0,6,48
18,p_burst_0.2,1,9,5,1,5,30
18,p_burst_0.2,1,10,2,1,2,9
18,p_burst_0.2,1,11,1,1,1,44
18,p_burst_0.2,1,12,8,0,3,46
18,p_burst_0.2,1,13,1,1,1,3
18,p_burst_0.2,1,14,4,0,3,27
18,p_burst_0.2,1,15,3,1,3,11
18,p_burst_0.2,1,16,1,1,1,35
18,p_burst_0.2,1,17,4,1,4,28
18,p_burst_0.2,1,18,6,0,4,25
18,p_burst_0.2,1,19,24,0,4,32
18,p_burst_0.2,1,20,11,0,10,49
18,p_burst_0.2,1,21,29,0,3,4
18,p_burst_0.2,1,22,2,1,2,38
18,p_burst_0.2,1,23,2,1,2,13
18,p_burst_0.2,1,24,21,0,5,6
18,p_burst_0.2,1,25,4,1,4,2
18,p_burst_0.2,1,26,2,1,2,12
18,p_burst_0.2,1,27,12,0,5,23
18,p_burst_0.2,1,28,19,0,4,41
18,p_burst_0.2,1,29,5,0,4,8
18,p_burst_0.2,1,30,14,0,3,17
18,p_burst_0.2,1,31,3,1,3,47
18,p_burst_0.2,1,32,4,1,4,15
18,p_burst_0.2,1,33,2,0,1,7
18,p_burst_0.2,1,34,3,1,3,45
18,p_burst_0.2,1,35,1,1,1,29
18,p_burst_0.2,1,36,7,0,3,40
18,p_burst_0.2,1,37,4,0,3,31
18,p_burst_0.2,1,38,4,1,4,14
18,p_burst_0.2,1,39,4,1,4,19
18,p_burst_0.2,1,40,5,1,5,16
18,p_burst_0.2,1,41,5,0,4,10
18,p_burst_0.2,1,42,7,0,5,36
18,p_burst_0.2,1,43,1,1,1,18
18,p_burst_0.2,1,44,1,1,1,43
18,p_burst_0.2,1,45,4,1,4,37
18,p_burst_0.2,1,46,17,0,3,39
18,p_burst_0.2,1,47,1,1,1,21
18,p_burst_0.2,1,48,4,1,4,22
18,p_burst_0.2,1,49,13,0,4,33
18,p_burst_0.2,1,50,1,1,1,42
19,p_burst_0.1,0,1,1,1,1,1
19,p_burst_0.1,0,2,13,0,5,16
19,p_burst_0.1,0,3,7,0,6,23
19,p_burst_0.1,0,4,5,1,5,18
19,p_burst_0.1,0,5,18,0,6,4
19,p_burst_0.1,0,6,8,0,7,7
19,p_burst_0.1,0,7,5,1,5,44
19,p_burst_0.1,0,8,3,1,3,31
19,p_burst_0.1,0,9,1,1,1,8
19,p_burst_0.1,0,10,4,1,4,45
19,p_burst_0.1,0,11,30,0,6,15
19,p_burst_0.1,0,12,40,0,6,29
19,p_burst_0.1,0,13,2,1,2,27
19,p_burst_0.1,0,14,2,1,2,2
19,p_burst_0.1,0,15,27,0,6,12
19,p_burst_0.1,0,16,12,0,9,6
