subject,cond,stimulus,recall,confidence,presented,phase,condType
1001,101,aardvark,1,11,1,1,money_animal
1001,101,airbrush,2,6,0,0,money_animal
1001,101,airpump,2,11,0,0,money_animal
1001,101,allenkey,2,5,1,3,money_animal
1001,101,alligator,2,1,0,0,money_animal
1001,101,alpaca,1,5,0,0,money_animal
1001,101,altimeter,1,11,1,3,money_animal
1001,101,amp,2,11,0,0,money_animal
1001,101,angelfish,1,8,1,3,money_animal
1001,101,anteater,1,11,1,1,money_animal
1001,101,antelope,2,11,0,0,money_animal
1001,101,anvil,2,11,1,2,money_animal
1001,101,armadillo,1,11,1,1,money_animal
1001,101,atlasmoth,2,9,0,0,money_animal
1001,101,auger,1,11,1,2,money_animal
1001,101,axe,1,11,0,0,money_animal
1001,101,bakingsheet,1,6,1,1,money_animal
1001,101,baldeagle,2,11,1,2,money_animal
1001,101,bat,2,11,0,0,money_animal
1001,101,beaker,1,11,1,2,money_animal
1001,101,beaver,2,4,1,2,money_animal
1001,101,bellow,2,1,1,3,money_animal
1001,101,bettafish,1,11,1,1,money_animal
1001,101,bison,1,11,1,3,money_animal
1001,101,black,1,11,1,2,money_animal
1001,101,blender,2,1,1,3,money_animal
1001,101,bluetang,1,11,1,2,money_animal
1001,101,boa,2,11,1,3,money_animal
1001,101,broom,2,7,0,0,money_animal
1001,101,brown,1,7,1,3,money_animal
1001,101,bullfrog,1,11,1,3,money_animal
1001,101,cabletie,2,1,1,2,money_animal
1001,101,camel,1,11,1,1,money_animal
1001,101,camera,2,11,0,0,money_animal
1001,101,can.opener,1,11,1,1,money_animal
1001,101,canary,1,11,1,1,money_animal
1001,101,carabiner,2,8,1,3,money_animal
1001,101,carpetblower,2,4,0,0,money_animal
1001,101,cassowary,2,7,0,0,money_animal
1001,101,cat,1,3,1,2,money_animal
1001,101,caterpillar,1,11,0,0,money_animal
1001,101,catfish,2,4,0,0,money_animal
1001,101,centipede,1,11,1,2,money_animal
1001,101,chameleon,2,6,0,0,money_animal
1001,101,cheesegrater,1,1,1,2,money_animal
1001,101,chinchilla,2,1,0,0,money_animal
1001,101,chisel,1,11,1,2,money_animal
1001,101,cicada,2,1,1,2,money_animal
1001,101,clownfish,2,7,0,0,money_animal
1001,101,cockroach,2,1,0,0,money_animal
1001,101,colander,2,1,1,3,money_animal
1001,101,compass,2,11,0,0,money_animal
1001,101,concretemixer,2,1,1,3,money_animal
1001,101,condor,2,1,0,0,money_animal
1001,101,corgi,2,1,0,0,money_animal
1001,101,cow,2,6,1,3,money_animal
1001,101,crab,2,5,0,0,money_animal
1001,101,cricket,1,11,1,1,money_animal
1001,101,crow,2,4,1,3,money_animal
1001,101,crowbar,2,1,0,0,money_animal
1001,101,cuttingboard,2,1,0,0,money_animal
1001,101,djmixer,2,1,0,0,money_animal
1001,101,dolphin,1,3,1,3,money_animal
1001,101,donkey,1,11,1,3,money_animal
1001,101,door,2,7,0,0,money_animal
1001,101,dragonfly,2,4,0,0,money_animal
1001,101,dremel,1,11,1,3,money_animal
1001,101,drillbit,2,8,0,0,money_animal
1001,101,drone,1,11,1,3,money_animal
1001,101,duck,2,1,1,3,money_animal
1001,101,dugong,2,1,0,0,money_animal
1001,101,earprotector,2,1,1,3,money_animal
1001,101,edger,1,7,0,0,money_animal
1001,101,eel,1,11,1,1,money_animal
1001,101,electricbreaker,2,1,0,0,money_animal
1001,101,elephantafrican,1,7,1,1,money_animal
1001,101,eraser,1,11,1,2,money_animal
1001,101,extensioncord,1,11,1,1,money_animal
1001,101,eyelascurler,2,1,0,0,money_animal
1001,101,fan,1,5,1,1,money_animal
1001,101,featherduster,2,6,0,0,money_animal
1001,101,ferret,1,5,1,2,money_animal
1001,101,fire.extinguisher,1,5,1,2,money_animal
1001,101,firebug,2,1,0,0,money_animal
1001,101,firepoker,2,8,0,0,money_animal
1001,101,flashligt,2,6,0,0,money_animal
1001,101,flower,1,11,1,3,money_animal
1001,101,flyingfish,1,11,1,3,money_animal
1001,101,foamroller,1,11,1,2,money_animal
1001,101,fork,2,11,0,0,money_animal
1001,101,frillnecklizard,2,11,0,0,money_animal
1001,101,frying.pan,2,6,0,0,money_animal
1001,101,funnel,1,11,1,1,money_animal
1001,101,gardenhose,1,11,1,1,money_animal
1001,101,german,1,11,1,1,money_animal
1001,101,giraffe,1,11,0,0,money_animal
1001,101,goat,2,6,0,0,money_animal
1001,101,goldfish,2,8,0,0,money_animal
1001,101,gorilla,2,5,1,1,money_animal
1001,101,guasha,1,11,1,1,money_animal
1001,101,hairdryer,2,11,0,0,money_animal
1001,101,hammerheadshark,2,11,0,0,money_animal
1001,101,hedgehog,2,11,0,0,money_animal
1001,101,herculesbeetle,1,7,1,2,money_animal
1001,101,hermitcrab,1,11,1,3,money_animal
1001,101,hippopotamus,1,1,0,0,money_animal
1001,101,horse,1,11,1,2,money_animal
1001,101,hyena,1,11,1,3,money_animal
1001,101,ice.cream.scooper,1,8,1,2,money_animal
1001,101,ice.pick,1,11,1,1,money_animal
1001,101,icetray,1,11,1,1,money_animal
1001,101,iguana,1,11,1,1,money_animal
1001,101,iron,1,11,1,2,money_animal
1001,101,jellyfish,1,11,1,3,money_animal
1001,101,jigger,1,4,1,2,money_animal
1001,101,jumpercables,1,11,1,1,money_animal
1001,101,kangaroo,2,6,0,0,money_animal
1001,101,keyboard,1,11,1,2,money_animal
1001,101,king,2,11,0,0,money_animal
1001,101,komodo,1,11,1,2,money_animal
1001,101,ladder,1,6,1,3,money_animal
1001,101,ladybug,1,11,1,3,money_animal
1001,101,lemonsqueezer,2,8,0,0,money_animal
1001,101,lemur,2,11,0,0,money_animal
1001,101,leopard,1,11,1,2,money_animal
1001,101,levelmount,2,6,1,2,money_animal
1001,101,liftingbelt,1,11,1,2,money_animal
1001,101,ligter,1,11,0,0,money_animal
1001,101,lion,1,11,1,1,money_animal
1001,101,mallet,2,11,0,0,money_animal
1001,101,mandolin,2,6,0,0,money_animal
1001,101,mandrill,2,7,0,0,money_animal
1001,101,mantaray,1,11,1,2,money_animal
1001,101,measuringcups,1,11,1,3,money_animal
1001,101,measuringtape,2,4,1,3,money_animal
1001,101,metronome,1,8,1,3,money_animal
1001,101,microplanezester,1,2,1,2,money_animal
1001,101,mole,2,11,1,1,money_animal
1001,101,monarch,2,1,0,0,money_animal
1001,101,mortarandpestle,1,11,1,2,money_animal
1001,101,mosquito,2,5,0,0,money_animal
1001,101,mouse,1,11,1,2,money_animal
1001,101,nails,1,1,0,0,money_animal
1001,101,nutcracker,2,11,0,0,money_animal
1001,101,octopus,2,4,1,1,money_animal
1001,101,opossum,1,11,0,0,money_animal
1001,101,orca,1,6,1,3,money_animal
1001,101,ostrich,1,11,1,2,money_animal
1001,101,owl,1,11,1,3,money_animal
1001,101,padlock,1,11,1,1,money_animal
1001,101,paintroller,2,1,0,0,money_animal
1001,101,panda,2,1,0,0,money_animal
1001,101,pangolin,2,8,0,0,money_animal
1001,101,parrot,1,11,1,1,money_animal
1001,101,peacock,2,6,0,0,money_animal
1001,101,pelican,1,11,1,3,money_animal
1001,101,pencil,1,11,1,1,money_animal
1001,101,penguin,2,5,1,2,money_animal
1001,101,peppergrinder,1,11,1,3,money_animal
1001,101,pick,1,11,1,2,money_animal
1001,101,pig,2,8,0,0,money_animal
1001,101,pigeon,1,11,1,1,money_animal
1001,101,pizzacutter,2,7,0,0,money_animal
1001,101,platypus,2,1,0,0,money_animal
1001,101,plunger,1,4,1,3,money_animal
1001,101,polar.bear,2,8,0,0,money_animal
1001,101,poliser,1,11,1,1,money_animal
1001,101,poolcleaner,1,11,1,1,money_animal
1001,101,porcupine,2,1,0,0,money_animal
1001,101,powerdrill,2,7,0,0,money_animal
1001,101,prayingmantis,1,11,1,1,money_animal
1001,101,pressurewaser,2,1,1,3,money_animal
1001,101,proboscismonkey,1,11,1,2,money_animal
1001,101,pufferfish,1,5,1,3,money_animal
1001,101,puffin,2,1,1,1,money_animal
1001,101,rabbit,2,6,1,1,money_animal
1001,101,racoon,2,1,1,2,money_animal
1001,101,rake,1,5,1,1,money_animal
1001,101,red.panda,1,11,1,3,money_animal
1001,101,reflexhammer,2,11,0,0,money_animal
1001,101,reindeer,2,1,0,0,money_animal
1001,101,respirator,2,1,1,1,money_animal
1001,101,rhino,2,4,0,0,money_animal
1001,101,rollingpin,1,4,1,1,money_animal
1001,101,rooster,2,5,0,0,money_animal
1001,101,ropeandpulley,2,8,0,0,money_animal
1001,101,safetygoggle,2,5,0,0,money_animal
1001,101,saw,1,4,0,0,money_animal
1001,101,scissors,1,5,1,1,money_animal
1001,101,scorpion,1,6,0,0,money_animal
1001,101,screwdriver,2,1,1,3,money_animal
1001,101,seahorse,1,11,1,2,money_animal
1001,101,sewingmachine,2,1,0,0,money_animal
1001,101,shark,2,6,1,3,money_animal
1001,101,shears,2,1,0,0,money_animal
1001,101,sheep,2,6,0,0,money_animal
1001,101,shoehorn,2,6,0,0,money_animal
1001,101,shovel,1,6,0,0,money_animal
1001,101,shrimp,1,11,1,1,money_animal
1001,101,snail,1,7,0,0,money_animal
1001,101,snorkel,2,11,0,0,money_animal
1001,101,snowshovel,1,11,1,3,money_animal
1001,101,solderingtorch,2,1,1,3,money_animal
1001,101,sphynx,2,1,1,1,money_animal
1001,101,spiritlevel,2,1,1,2,money_animal
1001,101,spoon,2,6,0,0,money_animal
1001,101,squeegee,1,4,1,3,money_animal
1001,101,stapler,1,6,1,2,money_animal
1001,101,starfish,1,11,1,2,money_animal
1001,101,swan,2,7,0,0,money_animal
1001,101,syringe,1,11,1,3,money_animal
1001,101,tarantula,2,11,1,1,money_animal
1001,101,thermometer,1,4,1,2,money_animal
1001,101,toiletbrush,1,6,1,2,money_animal
1001,101,tongs,2,1,1,3,money_animal
1001,101,toothpick,1,6,1,1,money_animal
1001,101,transmissionwrench,2,1,0,0,money_animal
1001,101,treadmill,2,11,1,2,money_animal
1001,101,turkey,2,5,1,3,money_animal
1001,101,turtle,1,11,1,1,money_animal
1001,101,tweezer,2,6,0,0,money_animal
1001,101,vacuum,2,11,0,0,money_animal
1001,101,videogamecontroller,1,11,1,1,money_animal
1001,101,voltmeter,1,1,0,0,money_animal
1001,101,walrus,1,6,1,2,money_animal
1001,101,weightliftingclip,1,11,1,1,money_animal
1001,101,weldinghelmet,1,6,1,1,money_animal
1001,101,wheelbarrow,1,7,1,3,money_animal
1001,101,whisk,1,8,1,2,money_animal
1001,101,wine.bottle.opener,2,1,0,0,money_animal
1001,101,wirebrush,1,11,1,1,money_animal
1001,101,wolf,2,7,0,0,money_animal
1001,101,wombat,1,6,1,2,money_animal
1001,101,woodpecker,2,4,1,3,money_animal
1001,101,woodturner,1,1,0,0,money_animal
1001,101,worm,2,1,0,0,money_animal
1001,101,wrench,1,8,1,1,money_animal
1001,101,xactoknife,2,11,0,0,money_animal
1001,101,yak,1,11,1,2,money_animal
1001,101,zebra,1,11,1,2,money_animal
1003,103,aardvark,2,8,1,1,money_tool
1003,103,airbrush,2,8,0,0,money_tool
1003,103,airpump,2,7,0,0,money_tool
1003,103,allenkey,1,11,1,3,money_tool
1003,103,alligator,1,5,0,0,money_tool
1003,103,alpaca,1,6,0,0,money_tool
1003,103,altimeter,1,11,1,3,money_tool
1003,103,amp,2,1,0,0,money_tool
1003,103,angelfish,2,7,1,3,money_tool
1003,103,anteater,2,8,1,1,money_tool
1003,103,antelope,2,6,0,0,money_tool
1003,103,anvil,1,4,1,2,money_tool
1003,103,armadillo,1,11,1,1,money_tool
1003,103,atlasmoth,2,9,0,0,money_tool
1003,103,auger,1,9,1,2,money_tool
1003,103,axe,2,8,0,0,money_tool
1003,103,bakingsheet,1,7,1,1,money_tool
1003,103,baldeagle,1,7,1,2,money_tool
1003,103,bat,2,11,0,0,money_tool
1003,103,beaker,2,8,1,2,money_tool
1003,103,beaver,2,7,1,2,money_tool
1003,103,bellow,1,9,1,3,money_tool
1003,103,bettafish,2,7,1,1,money_tool
1003,103,bison,1,5,1,3,money_tool
1003,103,black,1,8,1,2,money_tool
1003,103,blender,1,6,1,3,money_tool
1003,103,bluetang,1,11,1,2,money_tool
1003,103,boa,1,11,1,3,money_tool
1003,103,broom,2,5,0,0,money_tool
1003,103,brown,2,5,1,3,money_tool
1003,103,bullfrog,2,10,1,3,money_tool
1003,103,cabletie,2,8,1,2,money_tool
1003,103,camel,1,7,1,1,money_tool
1003,103,camera,2,1,0,0,money_tool
1003,103,can.opener,2,6,1,1,money_tool
1003,103,canary,1,11,1,1,money_tool
1003,103,carabiner,2,7,1,3,money_tool
1003,103,carpetblower,2,11,0,0,money_tool
1003,103,cassowary,1,4,0,0,money_tool
1003,103,cat,1,7,1,2,money_tool
1003,103,caterpillar,2,7,0,0,money_tool
1003,103,catfish,2,8,0,0,money_tool
1003,103,centipede,1,11,1,2,money_tool
1003,103,chameleon,2,11,0,0,money_tool
1003,103,cheesegrater,1,6,1,2,money_tool
1003,103,chinchilla,2,11,0,0,money_tool
1003,103,chisel,2,7,1,2,money_tool
1003,103,cicada,2,5,1,2,money_tool
1003,103,clownfish,2,5,0,0,money_tool
1003,103,cockroach,2,6,0,0,money_tool
1003,103,colander,2,6,1,3,money_tool
1003,103,compass,2,8,0,0,money_tool
1003,103,concretemixer,1,11,1,3,money_tool
1003,103,condor,2,4,0,0,money_tool
1003,103,corgi,2,11,0,0,money_tool
1003,103,cow,1,9,1,3,money_tool
1003,103,crab,2,2,0,0,money_tool
1003,103,cricket,1,10,1,1,money_tool
1003,103,crow,1,4,1,3,money_tool
1003,103,crowbar,2,7,0,0,money_tool
1003,103,cuttingboard,2,7,0,0,money_tool
1003,103,djmixer,2,11,0,0,money_tool
1003,103,dolphin,2,8,1,3,money_tool
1003,103,donkey,2,6,1,3,money_tool
1003,103,door,2,2,0,0,money_tool
1003,103,dragonfly,2,9,0,0,money_tool
1003,103,dremel,2,6,1,3,money_tool
1003,103,drillbit,2,7,0,0,money_tool
1003,103,drone,1,8,1,3,money_tool
1003,103,duck,1,5,1,3,money_tool
1003,103,dugong,2,9,0,0,money_tool
1003,103,earprotector,2,6,1,3,money_tool
1003,103,edger,2,5,0,0,money_tool
1003,103,eel,2,8,1,1,money_tool
1003,103,electricbreaker,2,5,0,0,money_tool
1003,103,elephantafrican,2,5,1,1,money_tool
1003,103,eraser,2,8,1,2,money_tool
1003,103,extensioncord,1,8,1,1,money_tool
1003,103,eyelascurler,2,6,0,0,money_tool
1003,103,fan,2,5,1,1,money_tool
1003,103,featherduster,2,6,0,0,money_tool
1003,103,ferret,1,9,1,2,money_tool
1003,103,fire.extinguisher,1,7,1,2,money_tool
1003,103,firebug,2,11,0,0,money_tool
1003,103,firepoker,2,8,0,0,money_tool
1003,103,flashligt,2,11,0,0,money_tool
1003,103,flower,1,9,1,3,money_tool
1003,103,flyingfish,2,8,1,3,money_tool
1003,103,foamroller,2,4,1,2,money_tool
1003,103,fork,2,3,0,0,money_tool
1003,103,frillnecklizard,2,7,0,0,money_tool
1003,103,frying.pan,2,5,0,0,money_tool
1003,103,funnel,1,3,1,1,money_tool
1003,103,gardenhose,1,11,1,1,money_tool
1003,103,german,2,9,1,1,money_tool
1003,103,giraffe,1,8,0,0,money_tool
1003,103,goat,2,3,0,0,money_tool
1003,103,goldfish,2,7,0,0,money_tool
1003,103,gorilla,2,9,1,1,money_tool
1003,103,guasha,1,11,1,1,money_tool
1003,103,hairdryer,2,8,0,0,money_tool
1003,103,hammerheadshark,2,9,0,0,money_tool
1003,103,hedgehog,2,9,0,0,money_tool
1003,103,herculesbeetle,1,8,1,2,money_tool
1003,103,hermitcrab,1,8,1,3,money_tool
1003,103,hippopotamus,2,7,0,0,money_tool
1003,103,horse,1,8,1,2,money_tool
1003,103,hyena,2,9,1,3,money_tool
1003,103,ice.cream.scooper,1,7,1,2,money_tool
1003,103,ice.pick,2,6,1,1,money_tool
1003,103,icetray,2,3,1,1,money_tool
1003,103,iguana,2,8,1,1,money_tool
1003,103,iron,1,7,1,2,money_tool
1003,103,jellyfish,1,11,1,3,money_tool
1003,103,jigger,2,4,1,2,money_tool
1003,103,jumpercables,2,9,1,1,money_tool
1003,103,kangaroo,2,7,0,0,money_tool
1003,103,keyboard,1,9,1,2,money_tool
1003,103,king,2,9,0,0,money_tool
1003,103,komodo,1,11,1,2,money_tool
1003,103,ladder,1,6,1,3,money_tool
1003,103,ladybug,1,8,1,3,money_tool
1003,103,lemonsqueezer,2,4,0,0,money_tool
1003,103,lemur,2,7,0,0,money_tool
1003,103,leopard,1,8,1,2,money_tool
1003,103,levelmount,1,5,1,2,money_tool
1003,103,liftingbelt,1,8,1,2,money_tool
1003,103,ligter,2,7,0,0,money_tool
1003,103,lion,1,4,1,1,money_tool
1003,103,mallet,2,8,0,0,money_tool
1003,103,mandolin,2,5,0,0,money_tool
1003,103,mandrill,2,4,0,0,money_tool
1003,103,mantaray,1,9,1,2,money_tool
1003,103,measuringcups,2,5,1,3,money_tool
1003,103,measuringtape,1,4,1,3,money_tool
1003,103,metronome,2,9,1,3,money_tool
1003,103,microplanezester,1,7,1,2,money_tool
1003,103,mole,2,9,1,1,money_tool
1003,103,monarch,1,4,0,0,money_tool
1003,103,mortarandpestle,1,10,1,2,money_tool
1003,103,mosquito,2,5,0,0,money_tool
1003,103,mouse,1,5,1,2,money_tool
1003,103,nails,2,7,0,0,money_tool
1003,103,nutcracker,2,7,0,0,money_tool
1003,103,octopus,2,9,1,1,money_tool
1003,103,opossum,1,3,0,0,money_tool
1003,103,orca,1,5,1,3,money_tool
1003,103,ostrich,1,8,1,2,money_tool
1003,103,owl,1,10,1,3,money_tool
1003,103,padlock,1,4,1,1,money_tool
1003,103,paintroller,2,8,0,0,money_tool
1003,103,panda,2,8,0,0,money_tool
1003,103,pangolin,2,2,0,0,money_tool
1003,103,parrot,1,6,1,1,money_tool
1003,103,peacock,2,8,0,0,money_tool
1003,103,pelican,2,9,1,3,money_tool
1003,103,pencil,2,3,1,1,money_tool
1003,103,penguin,2,6,1,2,money_tool
1003,103,peppergrinder,1,9,1,3,money_tool
1003,103,pick,1,9,1,2,money_tool
1003,103,pig,2,7,0,0,money_tool
1003,103,pigeon,2,4,1,1,money_tool
1003,103,pizzacutter,2,4,0,0,money_tool
1003,103,platypus,2,6,0,0,money_tool
1003,103,plunger,1,11,1,3,money_tool
1003,103,polar.bear,2,7,0,0,money_tool
1003,103,poliser,2,5,1,1,money_tool
1003,103,poolcleaner,2,6,1,1,money_tool
1003,103,porcupine,2,7,0,0,money_tool
1003,103,powerdrill,2,5,0,0,money_tool
1003,103,prayingmantis,1,8,1,1,money_tool
1003,103,pressurewaser,1,6,1,3,money_tool
1003,103,proboscismonkey,1,11,1,2,money_tool
1003,103,pufferfish,2,11,1,3,money_tool
1003,103,puffin,1,7,1,1,money_tool
1003,103,rabbit,1,10,1,1,money_tool
1003,103,racoon,1,11,1,2,money_tool
1003,103,rake,1,7,1,1,money_tool
1003,103,red.panda,1,7,1,3,money_tool
1003,103,reflexhammer,2,8,0,0,money_tool
1003,103,reindeer,2,6,0,0,money_tool
1003,103,respirator,1,11,1,1,money_tool
1003,103,rhino,2,6,0,0,money_tool
1003,103,rollingpin,2,7,1,1,money_tool
1003,103,rooster,2,11,0,0,money_tool
1003,103,ropeandpulley,2,7,0,0,money_tool
1003,103,safetygoggle,2,5,0,0,money_tool
1003,103,saw,2,5,0,0,money_tool
1003,103,scissors,1,6,1,1,money_tool
1003,103,scorpion,2,8,0,0,money_tool
1003,103,screwdriver,1,9,1,3,money_tool
1003,103,seahorse,2,11,1,2,money_tool
1003,103,sewingmachine,2,10,0,0,money_tool
1003,103,shark,2,8,1,3,money_tool
1003,103,shears,1,5,0,0,money_tool
1003,103,sheep,1,8,0,0,money_tool
1003,103,shoehorn,2,5,0,0,money_tool
1003,103,shovel,1,7,0,0,money_tool
1003,103,shrimp,2,7,1,1,money_tool
1003,103,snail,2,5,0,0,money_tool
1003,103,snorkel,2,5,0,0,money_tool
1003,103,snowshovel,2,8,1,3,money_tool
1003,103,solderingtorch,2,7,1,3,money_tool
1003,103,sphynx,2,11,1,1,money_tool
1003,103,spiritlevel,1,11,1,2,money_tool
1003,103,spoon,2,8,0,0,money_tool
1003,103,squeegee,2,3,1,3,money_tool
1003,103,stapler,1,9,1,2,money_tool
1003,103,starfish,1,8,1,2,money_tool
1003,103,swan,1,5,0,0,money_tool
1003,103,syringe,1,8,1,3,money_tool
1003,103,tarantula,1,11,1,1,money_tool
1003,103,thermometer,2,7,1,2,money_tool
1003,103,toiletbrush,1,6,1,2,money_tool
1003,103,tongs,1,7,1,3,money_tool
1003,103,toothpick,2,8,1,1,money_tool
1003,103,transmissionwrench,2,7,0,0,money_tool
1003,103,treadmill,1,5,1,2,money_tool
1003,103,turkey,2,5,1,3,money_tool
1003,103,turtle,1,8,1,1,money_tool
1003,103,tweezer,2,6,0,0,money_tool
1003,103,vacuum,2,5,0,0,money_tool
1003,103,videogamecontroller,1,11,1,1,money_tool
1003,103,voltmeter,2,11,0,0,money_tool
1003,103,walrus,2,3,1,2,money_tool
1003,103,weightliftingclip,2,3,1,1,money_tool
1003,103,weldinghelmet,1,9,1,1,money_tool
1003,103,wheelbarrow,1,7,1,3,money_tool
1003,103,whisk,1,4,1,2,money_tool
1003,103,wine.bottle.opener,2,6,0,0,money_tool
1003,103,wirebrush,1,5,1,1,money_tool
1003,103,wolf,2,8,0,0,money_tool
1003,103,wombat,1,11,1,2,money_tool
1003,103,woodpecker,1,7,1,3,money_tool
1003,103,woodturner,2,7,0,0,money_tool
1003,103,worm,1,5,0,0,money_tool
1003,103,wrench,2,7,1,1,money_tool
1003,103,xactoknife,2,6,0,0,money_tool
1003,103,yak,1,6,1,2,money_tool
1003,103,zebra,2,3,1,2,money_tool
1005,105,aardvark,1,10,1,1,money_animal
1005,105,airbrush,2,11,0,0,money_animal
1005,105,airpump,2,11,0,0,money_animal
1005,105,allenkey,2,11,1,3,money_animal
1005,105,alligator,2,11,0,0,money_animal
1005,105,alpaca,2,11,0,0,money_animal
1005,105,altimeter,1,10,1,3,money_animal
1005,105,amp,2,11,0,0,money_animal
1005,105,angelfish,1,9,1,3,money_animal
1005,105,anteater,1,11,1,1,money_animal
1005,105,antelope,2,11,0,0,money_animal
1005,105,anvil,1,11,1,2,money_animal
1005,105,armadillo,1,10,1,1,money_animal
1005,105,atlasmoth,2,11,0,0,money_animal
1005,105,auger,1,8,1,2,money_animal
1005,105,axe,2,11,0,0,money_animal
1005,105,bakingsheet,2,11,1,1,money_animal
1005,105,baldeagle,1,11,1,2,money_animal
1005,105,bat,2,11,0,0,money_animal
1005,105,beaker,2,11,1,2,money_animal
1005,105,beaver,1,10,1,2,money_animal
1005,105,bellow,1,9,1,3,money_animal
1005,105,bettafish,1,8,1,1,money_animal
1005,105,bison,1,9,1,3,money_animal
1005,105,black,1,9,1,2,money_animal
1005,105,blender,1,7,1,3,money_animal
1005,105,bluetang,1,11,1,2,money_animal
1005,105,boa,2,11,1,3,money_animal
1005,105,broom,2,11,0,0,money_animal
1005,105,brown,2,11,1,3,money_animal
1005,105,bullfrog,2,11,1,3,money_animal
1005,105,cabletie,1,9,1,2,money_animal
1005,105,camel,1,4,1,1,money_animal
1005,105,camera,2,11,0,0,money_animal
1005,105,can.opener,1,10,1,1,money_animal
1005,105,canary,2,11,1,1,money_animal
1005,105,carabiner,1,10,1,3,money_animal
1005,105,carpetblower,2,11,0,0,money_animal
1005,105,cassowary,2,11,0,0,money_animal
1005,105,cat,2,11,1,2,money_animal
1005,105,caterpillar,2,11,0,0,money_animal
1005,105,catfish,2,11,0,0,money_animal
1005,105,centipede,1,11,1,2,money_animal
1005,105,chameleon,2,8,0,0,money_animal
1005,105,cheesegrater,1,11,1,2,money_animal
1005,105,chinchilla,1,10,0,0,money_animal
1005,105,chisel,1,10,1,2,money_animal
1005,105,cicada,2,11,1,2,money_animal
1005,105,clownfish,2,11,0,0,money_animal
1005,105,cockroach,2,11,0,0,money_animal
1005,105,colander,2,11,1,3,money_animal
1005,105,compass,2,11,0,0,money_animal
1005,105,concretemixer,2,8,1,3,money_animal
1005,105,condor,2,11,0,0,money_animal
1005,105,corgi,2,11,0,0,money_animal
1005,105,cow,2,11,1,3,money_animal
1005,105,crab,2,11,0,0,money_animal
1005,105,cricket,1,10,1,1,money_animal
1005,105,crow,2,11,1,3,money_animal
1005,105,crowbar,2,11,0,0,money_animal
1005,105,cuttingboard,2,11,0,0,money_animal
1005,105,djmixer,2,11,0,0,money_animal
1005,105,dolphin,1,11,1,3,money_animal
1005,105,donkey,2,11,1,3,money_animal
1005,105,door,2,11,0,0,money_animal
1005,105,dragonfly,2,11,0,0,money_animal
1005,105,dremel,1,11,1,3,money_animal
1005,105,drillbit,2,10,0,0,money_animal
1005,105,drone,1,10,1,3,money_animal
1005,105,duck,2,11,1,3,money_animal
1005,105,dugong,2,11,0,0,money_animal
1005,105,earprotector,1,11,1,3,money_animal
1005,105,edger,2,11,0,0,money_animal
1005,105,eel,1,9,1,1,money_animal
1005,105,electricbreaker,2,11,0,0,money_animal
1005,105,elephantafrican,1,9,1,1,money_animal
1005,105,eraser,2,11,1,2,money_animal
1005,105,extensioncord,1,10,1,1,money_animal
1005,105,eyelascurler,2,11,0,0,money_animal
1005,105,fan,2,11,1,1,money_animal
1005,105,featherduster,2,11,0,0,money_animal
1005,105,ferret,2,11,1,2,money_animal
1005,105,fire.extinguisher,1,11,1,2,money_animal
1005,105,firebug,2,11,0,0,money_animal
1005,105,firepoker,2,11,0,0,money_animal
1005,105,flashligt,2,11,0,0,money_animal
1005,105,flower,2,11,1,3,money_animal
1005,105,flyingfish,2,11,1,3,money_animal
1005,105,foamroller,1,10,1,2,money_animal
1005,105,fork,1,8,0,0,money_animal
1005,105,frillnecklizard,2,11,0,0,money_animal
1005,105,frying.pan,2,11,0,0,money_animal
1005,105,funnel,1,10,1,1,money_animal
1005,105,gardenhose,1,9,1,1,money_animal
1005,105,german,2,10,1,1,money_animal
1005,105,giraffe,2,11,0,0,money_animal
1005,105,goat,2,11,0,0,money_animal
1005,105,goldfish,2,11,0,0,money_animal
1005,105,gorilla,1,11,1,1,money_animal
1005,105,guasha,1,10,1,1,money_animal
1005,105,hairdryer,2,11,0,0,money_animal
1005,105,hammerheadshark,2,11,0,0,money_animal
1005,105,hedgehog,1,10,0,0,money_animal
1005,105,herculesbeetle,1,11,1,2,money_animal
1005,105,hermitcrab,1,11,1,3,money_animal
1005,105,hippopotamus,1,11,0,0,money_animal
1005,105,horse,2,11,1,2,money_animal
1005,105,hyena,1,11,1,3,money_animal
1005,105,ice.cream.scooper,1,10,1,2,money_animal
1005,105,ice.pick,1,7,1,1,money_animal
1005,105,icetray,1,9,1,1,money_animal
1005,105,iguana,1,11,1,1,money_animal
1005,105,iron,1,10,1,2,money_animal
1005,105,jellyfish,1,10,1,3,money_animal
1005,105,jigger,2,11,1,2,money_animal
1005,105,jumpercables,1,6,1,1,money_animal
1005,105,kangaroo,2,11,0,0,money_animal
1005,105,keyboard,1,10,1,2,money_animal
1005,105,king,1,8,0,0,money_animal
1005,105,komodo,1,11,1,2,money_animal
1005,105,ladder,1,1,1,3,money_animal
1005,105,ladybug,1,6,1,3,money_animal
1005,105,lemonsqueezer,1,10,0,0,money_animal
1005,105,lemur,2,11,0,0,money_animal
1005,105,leopard,1,9,1,2,money_animal
1005,105,levelmount,2,11,1,2,money_animal
1005,105,liftingbelt,2,11,1,2,money_animal
1005,105,ligter,2,11,0,0,money_animal
1005,105,lion,1,11,1,1,money_animal
1005,105,mallet,2,11,0,0,money_animal
1005,105,mandolin,2,11,0,0,money_animal
1005,105,mandrill,2,11,0,0,money_animal
1005,105,mantaray,1,9,1,2,money_animal
