subject,cond,stimulus,recall,confidence,presented,phase,condType
1209,101,walrus,1,7,1,2,money_animal
1209,101,weightliftingclip,1,10,1,1,money_animal
1209,101,weldinghelmet,1,7,1,1,money_animal
1209,101,wheelbarrow,2,4,1,3,money_animal
1209,101,whisk,1,6,1,2,money_animal
1209,101,wine.bottle.opener,1,7,0,0,money_animal
1209,101,wirebrush,1,7,1,1,money_animal
1209,101,wolf,1,8,0,0,money_animal
1209,101,wombat,1,6,1,2,money_animal
1209,101,woodpecker,1,6,1,3,money_animal
1209,101,woodturner,1,3,0,0,money_animal
1209,101,worm,1,6,0,0,money_animal
1209,101,wrench,1,8,1,1,money_animal
1209,101,xactoknife,2,5,0,0,money_animal
1209,101,yak,1,8,1,2,money_animal
1209,101,zebra,1,7,1,2,money_animal
1213,105,aardvark,1,11,1,1,money_animal
1213,105,airbrush,2,11,0,0,money_animal
1213,105,airpump,1,2,0,0,money_animal
1213,105,allenkey,1,11,1,3,money_animal
1213,105,alligator,2,6,0,0,money_animal
1213,105,alpaca,1,6,0,0,money_animal
1213,105,altimeter,1,11,1,3,money_animal
1213,105,amp,2,11,0,0,money_animal
1213,105,angelfish,1,7,1,3,money_animal
1213,105,anteater,1,11,1,1,money_animal
1213,105,antelope,2,6,0,0,money_animal
1213,105,anvil,1,11,1,2,money_animal
1213,105,armadillo,2,5,1,1,money_animal
1213,105,atlasmoth,2,8,0,0,money_animal
1213,105,auger,1,11,1,2,money_animal
1213,105,axe,1,5,0,0,money_animal
1213,105,bakingsheet,1,11,1,1,money_animal
1213,105,baldeagle,1,11,1,2,money_animal
1213,105,bat,2,11,0,0,money_animal
1213,105,beaker,1,11,1,2,money_animal
1213,105,beaver,1,8,1,2,money_animal
1213,105,bellow,1,11,1,3,money_animal
1213,105,bettafish,1,11,1,1,money_animal
1213,105,bison,1,10,1,3,money_animal
1213,105,black,1,11,1,2,money_animal
1213,105,blender,1,7,1,3,money_animal
1213,105,bluetang,1,11,1,2,money_animal
1213,105,boa,1,9,1,3,money_animal
1213,105,broom,2,11,0,0,money_animal
1213,105,brown,1,8,1,3,money_animal
1213,105,bullfrog,1,8,1,3,money_animal
1213,105,cabletie,1,8,1,2,money_animal
1213,105,camel,1,11,1,1,money_animal
1213,105,camera,2,11,0,0,money_animal
1213,105,can.opener,1,11,1,1,money_animal
1213,105,canary,1,11,1,1,money_animal
1213,105,carabiner,1,8,1,3,money_animal
1213,105,carpetblower,2,11,0,0,money_animal
1213,105,cassowary,2,11,0,0,money_animal
1213,105,cat,1,11,1,2,money_animal
1213,105,caterpillar,2,11,0,0,money_animal
1213,105,catfish,2,11,0,0,money_animal
1213,105,centipede,1,11,1,2,money_animal
1213,105,chameleon,2,9,0,0,money_animal
1213,105,cheesegrater,1,11,1,2,money_animal
1213,105,chinchilla,2,9,0,0,money_animal
1213,105,chisel,1,11,1,2,money_animal
1213,105,cicada,1,7,1,2,money_animal
1213,105,clownfish,1,4,0,0,money_animal
1213,105,cockroach,2,10,0,0,money_animal
1213,105,colander,1,10,1,3,money_animal
1213,105,compass,2,11,0,0,money_animal
1213,105,concretemixer,1,11,1,3,money_animal
1213,105,condor,2,11,0,0,money_animal
1213,105,corgi,2,11,0,0,money_animal
1213,105,cow,2,7,1,3,money_animal
1213,105,crab,1,4,0,0,money_animal
1213,105,cricket,1,11,1,1,money_animal
1213,105,crow,1,11,1,3,money_animal
1213,105,crowbar,2,8,0,0,money_animal
1213,105,cuttingboard,2,4,0,0,money_animal
1213,105,djmixer,2,8,0,0,money_animal
1213,105,dolphin,1,8,1,3,money_animal
1213,105,donkey,2,8,1,3,money_animal
1213,105,door,2,11,0,0,money_animal
1213,105,dragonfly,2,10,0,0,money_animal
1213,105,dremel,1,11,1,3,money_animal
1213,105,drillbit,2,11,0,0,money_animal
1213,105,drone,1,11,1,3,money_animal
1213,105,duck,1,2,1,3,money_animal
1213,105,dugong,2,9,0,0,money_animal
1213,105,earprotector,2,8,1,3,money_animal
1213,105,edger,2,11,0,0,money_animal
1213,105,eel,1,11,1,1,money_animal
1213,105,electricbreaker,2,11,0,0,money_animal
1213,105,elephantafrican,1,6,1,1,money_animal
1213,105,eraser,1,11,1,2,money_animal
1213,105,extensioncord,1,11,1,1,money_animal
1213,105,eyelascurler,2,11,0,0,money_animal
1213,105,fan,2,10,1,1,money_animal
1213,105,featherduster,2,11,0,0,money_animal
1213,105,ferret,1,11,1,2,money_animal
1213,105,fire.extinguisher,1,10,1,2,money_animal
1213,105,firebug,2,4,0,0,money_animal
1213,105,firepoker,2,11,0,0,money_animal
1213,105,flashligt,2,11,0,0,money_animal
1213,105,flower,1,11,1,3,money_animal
1213,105,flyingfish,1,3,1,3,money_animal
1213,105,foamroller,1,11,1,2,money_animal
1213,105,fork,2,6,0,0,money_animal
1213,105,frillnecklizard,2,11,0,0,money_animal
1213,105,frying.pan,2,10,0,0,money_animal
1213,105,funnel,1,11,1,1,money_animal
1213,105,gardenhose,1,11,1,1,money_animal
1213,105,german,1,9,1,1,money_animal
1213,105,giraffe,2,6,0,0,money_animal
1213,105,goat,2,11,0,0,money_animal
1213,105,goldfish,2,4,0,0,money_animal
1213,105,gorilla,1,11,1,1,money_animal
1213,105,guasha,1,11,1,1,money_animal
1213,105,hairdryer,2,11,0,0,money_animal
1213,105,hammerheadshark,2,11,0,0,money_animal
1213,105,hedgehog,1,4,0,0,money_animal
1213,105,herculesbeetle,1,3,1,2,money_animal
1213,105,hermitcrab,2,5,1,3,money_animal
1213,105,hippopotamus,1,2,0,0,money_animal
1213,105,horse,1,11,1,2,money_animal
1213,105,hyena,2,10,1,3,money_animal
1213,105,ice.cream.scooper,1,8,1,2,money_animal
1213,105,ice.pick,1,11,1,1,money_animal
1213,105,icetray,1,11,1,1,money_animal
1213,105,iguana,1,11,1,1,money_animal
1213,105,iron,1,9,1,2,money_animal
1213,105,jellyfish,1,11,1,3,money_animal
1213,105,jigger,1,11,1,2,money_animal
1213,105,jumpercables,1,11,1,1,money_animal
1213,105,kangaroo,2,11,0,0,money_animal
1213,105,keyboard,1,11,1,2,money_animal
1213,105,king,2,11,0,0,money_animal
1213,105,komodo,1,11,1,2,money_animal
1213,105,ladder,1,3,1,3,money_animal
1213,105,ladybug,1,11,1,3,money_animal
1213,105,lemonsqueezer,2,11,0,0,money_animal
1213,105,lemur,2,11,0,0,money_animal
1213,105,leopard,2,5,1,2,money_animal
1213,105,levelmount,1,11,1,2,money_animal
1213,105,liftingbelt,1,11,1,2,money_animal
1213,105,ligter,1,2,0,0,money_animal
1213,105,lion,1,11,1,1,money_animal
1213,105,mallet,2,9,0,0,money_animal
1213,105,mandolin,2,10,0,0,money_animal
1213,105,mandrill,2,11,0,0,money_animal
1213,105,mantaray,1,10,1,2,money_animal
1213,105,measuringcups,1,11,1,3,money_animal
1213,105,measuringtape,1,11,1,3,money_animal
1213,105,metronome,1,11,1,3,money_animal
1213,105,microplanezester,2,11,1,2,money_animal
1213,105,mole,1,2,1,1,money_animal
1213,105,monarch,2,4,0,0,money_animal
1213,105,mortarandpestle,1,11,1,2,money_animal
1213,105,mosquito,2,10,0,0,money_animal
1213,105,mouse,1,11,1,2,money_animal
1213,105,nails,2,8,0,0,money_animal
1213,105,nutcracker,2,9,0,0,money_animal
1213,105,octopus,1,11,1,1,money_animal
1213,105,opossum,2,7,0,0,money_animal
1213,105,orca,1,11,1,3,money_animal
1213,105,ostrich,1,11,1,2,money_animal
1213,105,owl,1,11,1,3,money_animal
1213,105,padlock,1,11,1,1,money_animal
1213,105,paintroller,2,11,0,0,money_animal
1213,105,panda,1,9,0,0,money_animal
1213,105,pangolin,1,5,0,0,money_animal
1213,105,parrot,1,8,1,1,money_animal
1213,105,peacock,1,7,0,0,money_animal
1213,105,pelican,1,8,1,3,money_animal
1213,105,pencil,1,10,1,1,money_animal
1213,105,penguin,1,11,1,2,money_animal
1213,105,peppergrinder,1,11,1,3,money_animal
1213,105,pick,1,11,1,2,money_animal
1213,105,pig,2,11,0,0,money_animal
1213,105,pigeon,1,11,1,1,money_animal
1213,105,pizzacutter,2,9,0,0,money_animal
1213,105,platypus,2,11,0,0,money_animal
1213,105,plunger,1,11,1,3,money_animal
1213,105,polar.bear,1,6,0,0,money_animal
1213,105,poliser,1,11,1,1,money_animal
1213,105,poolcleaner,1,10,1,1,money_animal
1213,105,porcupine,2,5,0,0,money_animal
1213,105,powerdrill,2,8,0,0,money_animal
1213,105,prayingmantis,1,10,1,1,money_animal
1213,105,pressurewaser,1,11,1,3,money_animal
1213,105,proboscismonkey,1,11,1,2,money_animal
1213,105,pufferfish,1,11,1,3,money_animal
1213,105,puffin,2,10,1,1,money_animal
1213,105,rabbit,1,11,1,1,money_animal
1213,105,racoon,1,11,1,2,money_animal
1213,105,rake,1,9,1,1,money_animal
1213,105,red.panda,1,11,1,3,money_animal
1213,105,reflexhammer,2,11,0,0,money_animal
1213,105,reindeer,2,10,0,0,money_animal
1213,105,respirator,1,11,1,1,money_animal
1213,105,rhino,1,8,0,0,money_animal
1213,105,rollingpin,1,10,1,1,money_animal
1213,105,rooster,2,5,0,0,money_animal
1213,105,ropeandpulley,2,11,0,0,money_animal
1213,105,safetygoggle,2,11,0,0,money_animal
1213,105,saw,2,9,0,0,money_animal
1213,105,scissors,1,8,1,1,money_animal
1213,105,scorpion,2,11,0,0,money_animal
1213,105,screwdriver,1,4,1,3,money_animal
1213,105,seahorse,1,11,1,2,money_animal
1213,105,sewingmachine,2,9,0,0,money_animal
1213,105,shark,1,11,1,3,money_animal
1213,105,shears,2,11,0,0,money_animal
1213,105,sheep,1,3,0,0,money_animal
1213,105,shoehorn,2,11,0,0,money_animal
1213,105,shovel,2,9,0,0,money_animal
1213,105,shrimp,1,9,1,1,money_animal
1213,105,snail,2,3,0,0,money_animal
1213,105,snorkel,2,10,0,0,money_animal
1213,105,snowshovel,1,5,1,3,money_animal
1213,105,solderingtorch,1,11,1,3,money_animal
1213,105,sphynx,1,11,1,1,money_animal
1213,105,spiritlevel,1,11,1,2,money_animal
1213,105,spoon,2,11,0,0,money_animal
1213,105,squeegee,1,2,1,3,money_animal
1213,105,stapler,1,9,1,2,money_animal
1213,105,starfish,1,11,1,2,money_animal
1213,105,swan,1,6,0,0,money_animal
1213,105,syringe,1,11,1,3,money_animal
1213,105,tarantula,1,11,1,1,money_animal
1213,105,thermometer,1,11,1,2,money_animal
1213,105,toiletbrush,2,7,1,2,money_animal
1213,105,tongs,1,10,1,3,money_animal
1213,105,toothpick,1,11,1,1,money_animal
1213,105,transmissionwrench,2,11,0,0,money_animal
1213,105,treadmill,1,11,1,2,money_animal
1213,105,turkey,2,11,1,3,money_animal
1213,105,turtle,1,11,1,1,money_animal
1213,105,tweezer,2,10,0,0,money_animal
1213,105,vacuum,2,11,0,0,money_animal
1213,105,videogamecontroller,1,11,1,1,money_animal
1213,105,voltmeter,2,4,0,0,money_animal
1213,105,walrus,1,4,1,2,money_animal
1213,105,weightliftingclip,1,11,1,1,money_animal
1213,105,weldinghelmet,1,11,1,1,money_animal
1213,105,wheelbarrow,1,11,1,3,money_animal
1213,105,whisk,1,10,1,2,money_animal
1213,105,wine.bottle.opener,1,4,0,0,money_animal
1213,105,wirebrush,1,11,1,1,money_animal
1213,105,wolf,2,6,0,0,money_animal
1213,105,wombat,1,11,1,2,money_animal
1213,105,woodpecker,2,5,1,3,money_animal
1213,105,woodturner,2,11,0,0,money_animal
1213,105,worm,2,10,0,0,money_animal
1213,105,wrench,1,6,1,1,money_animal
1213,105,xactoknife,2,11,0,0,money_animal
1213,105,yak,1,11,1,2,money_animal
1213,105,zebra,1,11,1,2,money_animal
1215,107,aardvark,1,11,1,1,money_tool
1215,107,airbrush,2,11,0,0,money_tool
1215,107,airpump,2,11,0,0,money_tool
1215,107,allenkey,1,11,1,3,money_tool
1215,107,alligator,2,11,0,0,money_tool
1215,107,alpaca,2,9,0,0,money_tool
1215,107,altimeter,1,11,1,3,money_tool
1215,107,amp,2,11,0,0,money_tool
1215,107,angelfish,2,11,1,3,money_tool
1215,107,anteater,1,11,1,1,money_tool
1215,107,antelope,2,11,0,0,money_tool
1215,107,anvil,1,11,1,2,money_tool
1215,107,armadillo,1,11,1,1,money_tool
1215,107,atlasmoth,2,9,0,0,money_tool
1215,107,auger,1,11,1,2,money_tool
1215,107,axe,2,11,0,0,money_tool
1215,107,bakingsheet,1,11,1,1,money_tool
1215,107,baldeagle,1,11,1,2,money_tool
1215,107,bat,2,11,0,0,money_tool
1215,107,beaker,1,11,1,2,money_tool
1215,107,beaver,2,8,1,2,money_tool
1215,107,bellow,1,11,1,3,money_tool
1215,107,bettafish,1,11,1,1,money_tool
1215,107,bison,2,9,1,3,money_tool
1215,107,black,1,11,1,2,money_tool
1215,107,blender,2,11,1,3,money_tool
1215,107,bluetang,1,7,1,2,money_tool
1215,107,boa,1,11,1,3,money_tool
1215,107,broom,2,11,0,0,money_tool
1215,107,brown,1,11,1,3,money_tool
1215,107,bullfrog,1,11,1,3,money_tool
1215,107,cabletie,1,11,1,2,money_tool
1215,107,camel,1,11,1,1,money_tool
1215,107,camera,2,11,0,0,money_tool
1215,107,can.opener,1,11,1,1,money_tool
1215,107,canary,1,11,1,1,money_tool
1215,107,carabiner,1,11,1,3,money_tool
1215,107,carpetblower,2,11,0,0,money_tool
1215,107,cassowary,2,8,0,0,money_tool
1215,107,cat,1,11,1,2,money_tool
1215,107,caterpillar,2,11,0,0,money_tool
1215,107,catfish,2,11,0,0,money_tool
1215,107,centipede,2,6,1,2,money_tool
1215,107,chameleon,1,8,0,0,money_tool
1215,107,cheesegrater,1,11,1,2,money_tool
1215,107,chinchilla,2,7,0,0,money_tool
1215,107,chisel,1,11,1,2,money_tool
1215,107,cicada,2,10,1,2,money_tool
1215,107,clownfish,2,11,0,0,money_tool
1215,107,cockroach,1,8,0,0,money_tool
1215,107,colander,1,11,1,3,money_tool
1215,107,compass,2,11,0,0,money_tool
1215,107,concretemixer,1,11,1,3,money_tool
1215,107,condor,2,10,0,0,money_tool
1215,107,corgi,2,11,0,0,money_tool
1215,107,cow,2,7,1,3,money_tool
1215,107,crab,2,11,0,0,money_tool
1215,107,cricket,1,11,1,1,money_tool
1215,107,crow,1,11,1,3,money_tool
1215,107,crowbar,2,11,0,0,money_tool
1215,107,cuttingboard,2,11,0,0,money_tool
1215,107,djmixer,2,11,0,0,money_tool
1215,107,dolphin,2,9,1,3,money_tool
1215,107,donkey,1,11,1,3,money_tool
1215,107,door,2,11,0,0,money_tool
1215,107,dragonfly,2,11,0,0,money_tool
1215,107,dremel,1,11,1,3,money_tool
1215,107,drillbit,2,11,0,0,money_tool
1215,107,drone,1,11,1,3,money_tool
1215,107,duck,1,11,1,3,money_tool
1215,107,dugong,2,8,0,0,money_tool
1215,107,earprotector,1,11,1,3,money_tool
1215,107,edger,2,11,0,0,money_tool
1215,107,eel,1,11,1,1,money_tool
1215,107,electricbreaker,2,11,0,0,money_tool
1215,107,elephantafrican,2,7,1,1,money_tool
1215,107,eraser,1,11,1,2,money_tool
1215,107,extensioncord,1,11,1,1,money_tool
1215,107,eyelascurler,2,8,0,0,money_tool
1215,107,fan,1,11,1,1,money_tool
1215,107,featherduster,2,11,0,0,money_tool
1215,107,ferret,1,11,1,2,money_tool
1215,107,fire.extinguisher,1,11,1,2,money_tool
1215,107,firebug,2,9,0,0,money_tool
1215,107,firepoker,2,11,0,0,money_tool
1215,107,flashligt,2,9,0,0,money_tool
1215,107,flower,1,6,1,3,money_tool
1215,107,flyingfish,2,11,1,3,money_tool
1215,107,foamroller,1,11,1,2,money_tool
1215,107,fork,2,11,0,0,money_tool
1215,107,frillnecklizard,2,11,0,0,money_tool
1215,107,frying.pan,2,11,0,0,money_tool
1215,107,funnel,1,11,1,1,money_tool
1215,107,gardenhose,1,11,1,1,money_tool
1215,107,german,1,11,1,1,money_tool
1215,107,giraffe,2,9,0,0,money_tool
1215,107,goat,2,11,0,0,money_tool
1215,107,goldfish,2,11,0,0,money_tool
1215,107,gorilla,1,11,1,1,money_tool
1215,107,guasha,1,11,1,1,money_tool
1215,107,hairdryer,2,11,0,0,money_tool
1215,107,hammerheadshark,2,11,0,0,money_tool
1215,107,hedgehog,2,10,0,0,money_tool
1215,107,herculesbeetle,1,10,1,2,money_tool
1215,107,hermitcrab,2,10,1,3,money_tool
1215,107,hippopotamus,2,10,0,0,money_tool
1215,107,horse,2,8,1,2,money_tool
1215,107,hyena,1,11,1,3,money_tool
1215,107,ice.cream.scooper,1,11,1,2,money_tool
1215,107,ice.pick,1,11,1,1,money_tool
1215,107,icetray,2,11,1,1,money_tool
1215,107,iguana,1,11,1,1,money_tool
1215,107,iron,1,11,1,2,money_tool
1215,107,jellyfish,1,11,1,3,money_tool
1215,107,jigger,1,11,1,2,money_tool
1215,107,jumpercables,1,11,1,1,money_tool
1215,107,kangaroo,2,8,0,0,money_tool
1215,107,keyboard,1,11,1,2,money_tool
1215,107,king,2,11,0,0,money_tool
1215,107,komodo,1,11,1,2,money_tool
1215,107,ladder,1,11,1,3,money_tool
1215,107,ladybug,1,8,1,3,money_tool
1215,107,lemonsqueezer,2,10,0,0,money_tool
1215,107,lemur,2,11,0,0,money_tool
1215,107,leopard,2,8,1,2,money_tool
1215,107,levelmount,1,11,1,2,money_tool
1215,107,liftingbelt,1,11,1,2,money_tool
1215,107,ligter,2,11,0,0,money_tool
1215,107,lion,1,11,1,1,money_tool
1215,107,mallet,2,11,0,0,money_tool
1215,107,mandolin,1,7,0,0,money_tool
1215,107,mandrill,2,11,0,0,money_tool
1215,107,mantaray,1,11,1,2,money_tool
1215,107,measuringcups,1,11,1,3,money_tool
1215,107,measuringtape,2,9,1,3,money_tool
1215,107,metronome,1,11,1,3,money_tool
1215,107,microplanezester,1,11,1,2,money_tool
1215,107,mole,1,11,1,1,money_tool
1215,107,monarch,1,6,0,0,money_tool
1215,107,mortarandpestle,1,11,1,2,money_tool
1215,107,mosquito,2,9,0,0,money_tool
1215,107,mouse,2,7,1,2,money_tool
1215,107,nails,2,8,0,0,money_tool
1215,107,nutcracker,2,11,0,0,money_tool
1215,107,octopus,1,11,1,1,money_tool
1215,107,opossum,1,6,0,0,money_tool
1215,107,orca,1,11,1,3,money_tool
1215,107,ostrich,2,9,1,2,money_tool
1215,107,owl,1,8,1,3,money_tool
1215,107,padlock,2,11,1,1,money_tool
1215,107,paintroller,2,11,0,0,money_tool
1215,107,panda,2,9,0,0,money_tool
1215,107,pangolin,2,11,0,0,money_tool
1215,107,parrot,1,11,1,1,money_tool
1215,107,peacock,2,11,0,0,money_tool
1215,107,pelican,2,9,1,3,money_tool
1215,107,pencil,1,11,1,1,money_tool
1215,107,penguin,2,9,1,2,money_tool
1215,107,peppergrinder,1,11,1,3,money_tool
1215,107,pick,1,11,1,2,money_tool
1215,107,pig,2,11,0,0,money_tool
1215,107,pigeon,1,9,1,1,money_tool
1215,107,pizzacutter,2,11,0,0,money_tool
1215,107,platypus,2,8,0,0,money_tool
1215,107,plunger,1,11,1,3,money_tool
1215,107,polar.bear,2,6,0,0,money_tool
1215,107,poliser,1,11,1,1,money_tool
1215,107,poolcleaner,1,11,1,1,money_tool
1215,107,porcupine,2,11,0,0,money_tool
1215,107,powerdrill,2,11,0,0,money_tool
1215,107,prayingmantis,1,11,1,1,money_tool
1215,107,pressurewaser,1,11,1,3,money_tool
1215,107,proboscismonkey,1,7,1,2,money_tool
1215,107,pufferfish,2,11,1,3,money_tool
1215,107,puffin,1,11,1,1,money_tool
1215,107,rabbit,1,11,1,1,money_tool
1215,107,racoon,2,9,1,2,money_tool
1215,107,rake,1,11,1,1,money_tool
1215,107,red.panda,1,11,1,3,money_tool
1215,107,reflexhammer,2,11,0,0,money_tool
1215,107,reindeer,2,9,0,0,money_tool
1215,107,respirator,1,11,1,1,money_tool
1215,107,rhino,2,9,0,0,money_tool
1215,107,rollingpin,1,10,1,1,money_tool
1215,107,rooster,2,8,0,0,money_tool
1215,107,ropeandpulley,2,11,0,0,money_tool
1215,107,safetygoggle,2,11,0,0,money_tool
1215,107,saw,2,8,0,0,money_tool
1215,107,scissors,1,11,1,1,money_tool
1215,107,scorpion,2,11,0,0,money_tool
1215,107,screwdriver,1,11,1,3,money_tool
1215,107,seahorse,1,11,1,2,money_tool
1215,107,sewingmachine,2,11,0,0,money_tool
1215,107,shark,1,11,1,3,money_tool
1215,107,shears,2,11,0,0,money_tool
1215,107,sheep,2,9,0,0,money_tool
1215,107,shoehorn,2,11,0,0,money_tool
1215,107,shovel,2,7,0,0,money_tool
1215,107,shrimp,1,11,1,1,money_tool
1215,107,snail,2,11,0,0,money_tool
1215,107,snorkel,2,11,0,0,money_tool
1215,107,snowshovel,1,11,1,3,money_tool
1215,107,solderingtorch,1,11,1,3,money_tool
1215,107,sphynx,1,11,1,1,money_tool
1215,107,spiritlevel,1,11,1,2,money_tool
1215,107,spoon,2,11,0,0,money_tool
1215,107,squeegee,1,11,1,3,money_tool
1215,107,stapler,1,11,1,2,money_tool
1215,107,starfish,1,11,1,2,money_tool
1215,107,swan,1,6,0,0,money_tool
1215,107,syringe,1,11,1,3,money_tool
1215,107,tarantula,1,11,1,1,money_tool
1215,107,thermometer,1,11,1,2,money_tool
1215,107,toiletbrush,1,11,1,2,money_tool
1215,107,tongs,1,11,1,3,money_tool
1215,107,toothpick,1,11,1,1,money_tool
1215,107,transmissionwrench,2,11,0,0,money_tool
1215,107,treadmill,1,11,1,2,money_tool
1215,107,turkey,1,8,1,3,money_tool
1215,107,turtle,1,11,1,1,money_tool
1215,107,tweezer,2,10,0,0,money_tool
1215,107,vacuum,2,11,0,0,money_tool
1215,107,videogamecontroller,1,11,1,1,money_tool
1215,107,voltmeter,2,8,0,0,money_tool
1215,107,walrus,2,8,1,2,money_tool
1215,107,weightliftingclip,1,11,1,1,money_tool
1215,107,weldinghelmet,1,11,1,1,money_tool
1215,107,wheelbarrow,1,11,1,3,money_tool
1215,107,whisk,1,11,1,2,money_tool
1215,107,wine.bottle.opener,1,11,0,0,money_tool
1215,107,wirebrush,1,11,1,1,money_tool
1215,107,wolf,2,9,0,0,money_tool
1215,107,wombat,1,11,1,2,money_tool
1215,107,woodpecker,2,11,1,3,money_tool
1215,107,woodturner,2,11,0,0,money_tool
1215,107,worm,2,11,0,0,money_tool
1215,107,wrench,1,6,1,1,money_tool
1215,107,xactoknife,2,11,0,0,money_tool
1215,107,yak,2,11,1,2,money_tool
1215,107,zebra,2,8,1,2,money_tool
1301,101,aardvark,1,11,1,1,money_animal
1301,101,airbrush,2,6,0,0,money_animal
1301,101,airpump,1,4,0,0,money_animal
1301,101,allenkey,1,11,1,3,money_animal
1301,101,alligator,2,5,0,0,money_animal
1301,101,alpaca,2,8,0,0,money_animal
1301,101,altimeter,2,7,1,3,money_animal
1301,101,amp,1,3,0,0,money_animal
1301,101,angelfish,2,10,1,3,money_animal
1301,101,anteater,1,11,1,1,money_animal
1301,101,antelope,2,10,0,0,money_animal
1301,101,anvil,1,11,1,2,money_animal
1301,101,armadillo,1,11,1,1,money_animal
1301,101,atlasmoth,2,11,0,0,money_animal
1301,101,auger,1,8,1,2,money_animal
1301,101,axe,2,8,0,0,money_animal
1301,101,bakingsheet,1,11,1,1,money_animal
1301,101,baldeagle,1,7,1,2,money_animal
1301,101,bat,2,9,0,0,money_animal
1301,101,beaker,1,11,1,2,money_animal
1301,101,beaver,1,7,1,2,money_animal
1301,101,bellow,1,11,1,3,money_animal
1301,101,bettafish,1,11,1,1,money_animal
1301,101,bison,1,8,1,3,money_animal
1301,101,black,1,5,1,2,money_animal
1301,101,blender,1,6,1,3,money_animal
1301,101,bluetang,1,11,1,2,money_animal
1301,101,boa,2,6,1,3,money_animal
1301,101,broom,2,7,0,0,money_animal
1301,101,brown,1,7,1,3,money_animal
1301,101,bullfrog,2,9,1,3,money_animal
1301,101,cabletie,1,3,1,2,money_animal
1301,101,camel,1,3,1,1,money_animal
1301,101,camera,2,8,0,0,money_animal
1301,101,can.opener,1,11,1,1,money_animal
1301,101,canary,2,10,1,1,money_animal
1301,101,carabiner,1,11,1,3,money_animal
1301,101,carpetblower,2,3,0,0,money_animal
1301,101,cassowary,2,8,0,0,money_animal
1301,101,cat,1,11,1,2,money_animal
1301,101,caterpillar,2,8,0,0,money_animal
1301,101,catfish,2,9,0,0,money_animal
1301,101,centipede,1,11,1,2,money_animal
1301,101,chameleon,2,9,0,0,money_animal
1301,101,cheesegrater,1,7,1,2,money_animal
1301,101,chinchilla,1,7,0,0,money_animal
1301,101,chisel,1,9,1,2,money_animal
1301,101,cicada,1,11,1,2,money_animal
1301,101,clownfish,2,10,0,0,money_animal
1301,101,cockroach,2,11,0,0,money_animal
1301,101,colander,2,7,1,3,money_animal
1301,101,compass,2,10,0,0,money_animal
1301,101,concretemixer,1,5,1,3,money_animal
1301,101,condor,2,9,0,0,money_animal
1301,101,corgi,2,11,0,0,money_animal
1301,101,cow,2,8,1,3,money_animal
1301,101,crab,2,10,0,0,money_animal
1301,101,cricket,1,11,1,1,money_animal
1301,101,crow,2,9,1,3,money_animal
1301,101,crowbar,2,5,0,0,money_animal
1301,101,cuttingboard,2,7,0,0,money_animal
1301,101,djmixer,2,7,0,0,money_animal
1301,101,dolphin,1,6,1,3,money_animal
1301,101,donkey,1,5,1,3,money_animal
1301,101,door,1,3,0,0,money_animal
1301,101,dragonfly,2,10,0,0,money_animal
1301,101,dremel,1,8,1,3,money_animal
1301,101,drillbit,2,9,0,0,money_animal
1301,101,drone,1,11,1,3,money_animal
1301,101,duck,2,9,1,3,money_animal
1301,101,dugong,2,10,0,0,money_animal
1301,101,earprotector,1,11,1,3,money_animal
1301,101,edger,2,7,0,0,money_animal
1301,101,eel,1,10,1,1,money_animal
1301,101,electricbreaker,1,4,0,0,money_animal
1301,101,elephantafrican,2,6,1,1,money_animal
1301,101,eraser,1,10,1,2,money_animal
1301,101,extensioncord,1,5,1,1,money_animal
1301,101,eyelascurler,2,4,0,0,money_animal
1301,101,fan,1,10,1,1,money_animal
1301,101,featherduster,2,9,0,0,money_animal
1301,101,ferret,1,10,1,2,money_animal
1301,101,fire.extinguisher,1,8,1,2,money_animal
1301,101,firebug,2,10,0,0,money_animal
1301,101,firepoker,1,7,0,0,money_animal
1301,101,flashligt,1,3,0,0,money_animal
1301,101,flower,2,9,1,3,money_animal
1301,101,flyingfish,2,4,1,3,money_animal
1301,101,foamroller,1,7,1,2,money_animal
1301,101,fork,2,8,0,0,money_animal
1301,101,frillnecklizard,1,1,0,0,money_animal
1301,101,frying.pan,2,11,0,0,money_animal
1301,101,funnel,1,4,1,1,money_animal
1301,101,gardenhose,1,6,1,1,money_animal
1301,101,german,1,11,1,1,money_animal
1301,101,giraffe,2,9,0,0,money_animal
1301,101,goat,1,7,0,0,money_animal
1301,101,goldfish,2,5,0,0,money_animal
1301,101,gorilla,1,10,1,1,money_animal
1301,101,guasha,1,11,1,1,money_animal
1301,101,hairdryer,2,11,0,0,money_animal
1301,101,hammerheadshark,2,9,0,0,money_animal
1301,101,hedgehog,1,6,0,0,money_animal
1301,101,herculesbeetle,2,8,1,2,money_animal
1301,101,hermitcrab,2,10,1,3,money_animal
1301,101,hippopotamus,2,9,0,0,money_animal
1301,101,horse,2,6,1,2,money_animal
1301,101,hyena,1,7,1,3,money_animal
1301,101,ice.cream.scooper,1,11,1,2,money_animal
1301,101,ice.pick,1,8,1,1,money_animal
1301,101,icetray,1,9,1,1,money_animal
1301,101,iguana,1,11,1,1,money_animal
1301,101,iron,1,9,1,2,money_animal
1301,101,jellyfish,1,11,1,3,money_animal
1301,101,jigger,1,5,1,2,money_animal
1301,101,jumpercables,1,11,1,1,money_animal
