participant,trial,reportIndex,report
6,76,1,Search
6,76,2,Search
6,76,3,Encoding
6,76,4,Elaboration: Indicator based
6,76,5,Decision: No justification
6,77,1,Search
6,77,2,Search
6,77,3,Encoding
6,77,4,Encoding
6,77,5,Decision: No justification
6,77,6,Decision: No justification
6,78,1,Search
6,78,2,Search
6,78,3,Evaluation
6,78,4,Elaboration: Holistic
6,78,5,Decision: No justification
6,78,6,Decision: Guess
6,79,1,Search
6,79,2,Search
6,79,3,Evaluation
6,79,4,Decision: No justification
6,80,1,Search
6,80,2,Search
6,80,3,Encoding
6,80,4,Encoding
6,80,5,Evaluation
6,80,6,Decision: No justification
6,81,1,Search
6,81,2,Search
6,81,3,Encoding
6,81,4,Encoding
6,81,5,Encoding
6,81,6,Evaluation
6,81,7,Decision: No justification
6,82,1,Search
6,82,2,Search
6,82,3,Encoding
6,82,4,Encoding
6,82,5,Evaluation
6,82,6,Decision: No justification
6,83,1,Search
6,83,2,Encoding
6,83,3,Evaluation
6,83,4,Elaboration: Holistic
6,83,5,Decision: No justification
6,83,6,Decision: Guess
6,84,1,Search
6,84,2,Encoding
6,84,3,Decision: No justification
6,85,1,Search
6,85,2,Search
6,85,3,Evaluation
6,86,1,Search
6,86,2,Search
6,86,3,Decision: No justification
6,87,1,Search
6,87,2,Search
6,87,3,Encoding
6,87,4,Encoding
6,87,5,Elaboration: Holistic
6,87,6,Decision: No justification
6,88,1,Search
6,88,2,Search
6,88,3,Encoding
6,88,4,Encoding
6,88,5,Decision: No justification
6,89,1,Search
6,89,2,Search
6,89,3,Encoding
6,89,4,Encoding
6,89,5,Decision: Single Indicator
6,90,1,Search
6,90,2,Search
6,90,3,Encoding
6,90,4,Encoding
6,90,5,Evaluation
6,90,6,Elaboration: Holistic
6,90,7,Decision: No justification
6,91,1,Search
6,91,2,Search
6,91,3,Elaboration: Indicator based
6,91,4,Decision: No justification
6,92,1,Search
6,92,2,Search
6,92,3,Uncategorized
6,92,4,Decision: No justification
6,93,1,Search
6,93,2,Search
6,93,3,Encoding
6,93,4,Evaluation
6,93,5,Elaboration: Holistic
6,93,6,Decision: Single Indicator
6,94,1,Search
6,94,2,Search
6,94,3,Encoding
6,94,4,Encoding
6,94,5,Decision: No justification
6,95,1,Search
6,95,2,Search
6,95,3,Decision: No justification
6,96,1,Search
6,96,2,Search
6,96,3,Encoding
6,96,4,Encoding
6,96,5,Evaluation
6,96,6,Decision: No justification
6,97,1,Search
6,97,2,Search
6,97,3,Encoding
6,97,4,Decision: No justification
6,98,1,Search
6,98,2,Search
6,98,3,Encoding
6,98,4,Encoding
6,98,5,Elaboration: Holistic
6,98,6,Decision: No justification
6,99,1,Encoding
6,99,2,Encoding
6,99,3,Evaluation
6,100,1,Search
6,100,2,Search
6,101,1,Search
6,101,2,Encoding
6,101,3,Encoding
6,101,4,Evaluation
6,102,1,Search
6,102,2,Search
6,102,3,Encoding
6,102,4,Encoding
6,102,5,Evaluation
6,102,6,Decision: No justification
6,103,1,Search
6,103,2,Encoding
6,104,1,Search
6,104,2,Search
6,104,3,Encoding
6,104,4,Elaboration: Holistic
6,104,5,Decision: No justification
6,105,1,Search
6,105,2,Search
6,105,3,Encoding
6,105,4,Encoding
6,105,5,Evaluation
6,105,6,Decision: No justification
6,106,1,Search
6,106,2,Search
6,106,3,Encoding
6,106,4,Encoding
6,106,5,Evaluation
6,106,6,Decision: No justification
6,107,1,Search
6,107,2,Search
6,107,3,Encoding
6,107,4,Elaboration: Holistic
6,107,5,Decision: No justification
6,107,6,Decision: No justification
6,107,7,Decision: Guess
6,108,1,Search
6,108,2,Search
6,108,3,Encoding
6,108,4,Encoding
6,109,1,Search
6,109,2,Encoding
6,109,3,Encoding
6,109,4,Evaluation
6,109,5,Metacognitive
6,110,1,Encoding
6,110,2,Encoding
6,110,3,Evaluation
6,111,1,Search
6,111,2,Encoding
6,112,1,Silent
6,113,1,Search
6,113,2,Encoding
6,113,3,Encoding
6,113,4,Decision: No justification
6,114,1,Encoding
6,114,2,Encoding
6,114,3,Evaluation
6,115,1,Search
6,116,1,Encoding
6,116,2,Encoding
6,116,3,Evaluation
6,117,1,Search
6,117,2,Encoding
6,117,3,Encoding
6,117,4,Decision: No justification
6,118,1,Search
6,118,2,Encoding
6,118,3,Encoding
6,118,4,Evaluation
6,119,1,Encoding
6,119,2,Encoding
6,119,3,Evaluation
6,120,1,Encoding
6,120,2,Encoding
7,1,1,Search
7,1,2,Search
7,1,3,Search
7,1,4,Encoding
7,1,5,Encoding
7,1,6,Encoding
7,1,7,Encoding
7,1,8,Elaboration: Indicator based
7,1,9,Decision: No justification
7,2,1,Search
7,2,2,Search
7,2,3,Search
7,2,4,Search
7,2,5,Encoding
7,2,6,Encoding
7,2,7,Encoding
7,2,8,Encoding
7,2,9,Evaluation
7,2,10,Decision: No justification
7,3,1,Search
7,3,2,Search
7,3,3,Search
7,3,4,Search
7,3,5,Encoding
7,3,6,Encoding
7,3,7,Encoding
7,3,8,Evaluation
7,3,9,Decision: No justification
7,4,1,Search
7,4,2,Search
7,4,3,Search
7,4,4,Search
7,4,5,Encoding
7,4,6,Encoding
7,4,7,Encoding
7,4,8,Encoding
7,4,9,Encoding
7,4,10,Evaluation
7,4,11,Decision: No justification
7,5,1,Search
7,5,2,Search
7,5,3,Search
7,5,4,Search
7,5,5,Search
7,5,6,Search
7,5,7,Encoding
7,5,8,Encoding
7,5,9,Encoding
7,5,10,Encoding
7,5,11,Encoding
7,5,12,Encoding
7,5,13,Encoding
7,5,14,Evaluation
7,5,15,Elaboration: Holistic
7,5,16,Elaboration: Holistic
7,5,17,Decision: Mult-indicator
7,6,1,Search
7,6,2,Search
7,6,3,Search
7,6,4,Search
7,6,5,Encoding
7,6,6,Encoding
7,6,7,Encoding
7,6,8,Evaluation
7,6,9,Decision: No justification
7,7,1,Search
7,7,2,Search
7,7,3,Search
7,7,4,Search
7,7,5,Encoding
7,7,6,Encoding
7,7,7,Encoding
7,7,8,Encoding
7,7,9,Decision: No justification
7,8,1,Search
7,8,2,Search
7,8,3,Encoding
7,8,4,Encoding
7,8,5,Decision: No justification
7,9,1,Search
7,9,2,Search
7,9,3,Encoding
7,9,4,Encoding
7,9,5,Decision: No justification
7,10,1,Search
7,10,2,Search
7,10,3,Encoding
7,10,4,Encoding
7,10,5,Evaluation
7,10,6,Decision: No justification
7,11,1,Search
7,11,2,Search
7,11,3,Search
7,11,4,Search
7,11,5,Encoding
7,11,6,Encoding
7,11,7,Encoding
7,11,8,Encoding
7,11,9,Decision: No justification
7,12,1,Search
7,12,2,Search
7,12,3,Search
7,12,4,Search
7,12,5,Search
7,12,6,Encoding
7,12,7,Encoding
7,12,8,Encoding
7,12,9,Encoding
7,12,10,Encoding
7,12,11,Encoding
7,12,12,Elaboration: Indicator based
7,12,13,Decision: No justification
7,13,1,Search
7,13,2,Search
7,13,3,Encoding
7,13,4,Encoding
7,13,5,Encoding
7,13,6,Encoding
7,13,7,Evaluation
7,13,8,Decision: No justification
7,14,1,Search
7,14,2,Search
7,14,3,Search
7,14,4,Search
7,14,5,Search
7,14,6,Search
7,14,7,Search
7,14,8,Encoding
7,14,9,Encoding
7,14,10,Encoding
7,14,11,Encoding
7,14,12,Encoding
7,14,13,Encoding
7,14,14,Decision: No justification
7,15,1,Search
7,15,2,Search
7,15,3,Search
7,15,4,Search
7,15,5,Encoding
7,15,6,Encoding
7,15,7,Encoding
7,15,8,Encoding
7,15,9,Decision: No justification
7,16,1,Search
7,16,2,Search
7,16,3,Encoding
7,16,4,Encoding
7,16,5,Decision: No justification
7,17,1,Search
7,17,2,Search
7,17,3,Search
7,17,4,Search
7,17,5,Search
7,17,6,Search
7,17,7,Search
7,17,8,Encoding
7,17,9,Encoding
7,17,10,Encoding
7,17,11,Encoding
7,17,12,Encoding
7,17,13,Encoding
7,17,14,Encoding
7,17,15,Decision: No justification
7,18,1,Search
7,18,2,Search
7,18,3,Encoding
7,18,4,Encoding
7,18,5,Decision: No justification
7,19,1,Search
7,19,2,Search
7,19,3,Encoding
7,19,4,Encoding
7,19,5,Decision: No justification
7,20,1,Search
7,20,2,Search
7,20,3,Search
7,20,4,Search
7,20,5,Encoding
7,20,6,Encoding
7,20,7,Encoding
7,20,8,Encoding
7,20,9,Encoding
7,21,1,Search
7,21,2,Search
7,21,3,Search
7,21,4,Search
7,21,5,Search
7,21,6,Encoding
7,21,7,Encoding
7,21,8,Encoding
7,21,9,Encoding
7,21,10,Encoding
7,21,11,Encoding
7,21,12,Encoding
7,21,13,Encoding
7,21,14,Decision: No justification
7,22,1,Search
7,22,2,Search
7,22,3,Search
7,22,4,Search
7,22,5,Search
7,22,6,Encoding
7,22,7,Encoding
7,22,8,Encoding
7,22,9,Encoding
7,22,10,Encoding
7,22,11,Decision: No justification
7,23,1,Search
7,23,2,Search
7,23,3,Search
7,23,4,Encoding
7,23,5,Encoding
7,23,6,Encoding
7,23,7,Encoding
7,23,8,Encoding
7,23,9,Encoding
7,23,10,Evaluation
7,24,1,Search
7,24,2,Search
7,24,3,Encoding
7,24,4,Encoding
7,24,5,Encoding
7,24,6,Encoding
7,24,7,Decision: No justification
7,25,1,Search
7,25,2,Search
7,25,3,Encoding
7,25,4,Encoding
7,25,5,Encoding
7,25,6,Encoding
7,25,7,Decision: No justification
7,26,1,Search
7,26,2,Search
7,26,3,Search
7,26,4,Encoding
7,26,5,Encoding
7,26,6,Encoding
7,26,7,Encoding
7,26,8,Encoding
7,26,9,Encoding
7,26,10,Evaluation
7,26,11,Decision: No justification
7,27,1,Search
7,27,2,Encoding
7,27,3,Encoding
7,27,4,Encoding
7,27,5,Encoding
7,27,6,Encoding
7,27,7,Encoding
7,27,8,Encoding
7,27,9,Evaluation
7,28,1,Search
7,28,2,Encoding
7,28,3,Encoding
7,28,4,Encoding
7,28,5,Encoding
7,28,6,Encoding
7,28,7,Encoding
7,28,8,Decision: No justification
7,29,1,Search
7,29,2,Encoding
7,29,3,Encoding
7,29,4,Encoding
7,29,5,Encoding
7,29,6,Decision: No justification
7,30,1,Search
7,30,2,Search
7,30,3,Encoding
7,30,4,Encoding
7,30,5,Encoding
7,30,6,Encoding
7,30,7,Decision: No justification
7,31,1,Search
7,31,2,Encoding
7,31,3,Encoding
7,31,4,Encoding
7,31,5,Encoding
7,31,6,Decision: No justification
7,32,1,Search
7,32,2,Search
7,32,3,Search
7,32,4,Search
7,32,5,Encoding
7,32,6,Encoding
7,32,7,Encoding
7,32,8,Encoding
7,32,9,Encoding
7,32,10,Encoding
7,32,11,Elaboration: Holistic
7,32,12,Decision: No justification
7,33,1,Search
7,33,2,Search
7,33,3,Search
7,33,4,Search
7,33,5,Search
7,33,6,Search
7,33,7,Encoding
7,33,8,Encoding
7,33,9,Encoding
7,33,10,Encoding
7,33,11,Encoding
7,33,12,Encoding
7,33,13,Encoding
7,33,14,Encoding
7,33,15,Elaboration: Holistic
7,33,16,Decision: Mult-indicator
7,34,1,Search
7,34,2,Search
7,34,3,Encoding
7,34,4,Encoding
7,34,5,Encoding
7,34,6,Encoding
7,34,7,Encoding
7,34,8,Encoding
7,34,9,Encoding
7,34,10,Elaboration: Indicator based
7,34,11,Decision: No justification
7,35,1,Search
7,35,2,Search
7,35,3,Search
7,35,4,Search
7,35,5,Search
7,35,6,Search
7,35,7,Encoding
7,35,8,Encoding
7,35,9,Encoding
7,35,10,Encoding
7,35,11,Encoding
7,35,12,Encoding
7,35,13,Encoding
7,35,14,Encoding
7,35,15,Elaboration: Holistic
7,35,16,Decision: No justification
7,36,1,Search
7,36,2,Search
7,36,3,Search
7,36,4,Search
7,36,5,Encoding
7,36,6,Encoding
7,36,7,Encoding
7,36,8,Encoding
7,36,9,Encoding
7,36,10,Encoding
7,36,11,Decision: No justification
7,37,1,Search
7,37,2,Encoding
7,37,3,Encoding
7,37,4,Encoding
7,37,5,Encoding
7,37,6,Evaluation
7,38,1,Search
7,38,2,Search
7,38,3,Search
7,38,4,Search
7,38,5,Encoding
7,38,6,Encoding
7,38,7,Encoding
7,38,8,Encoding
7,38,9,Encoding
7,38,10,Decision: No justification
7,39,1,Search
7,39,2,Search
7,39,3,Encoding
7,39,4,Encoding
7,39,5,Encoding
7,39,6,Encoding
7,39,7,Encoding
7,39,8,Encoding
7,39,9,Encoding
7,39,10,Encoding
7,39,11,Elaboration: Holistic
7,39,12,Decision: No justification
7,40,1,Encoding
7,40,2,Encoding
7,40,3,Encoding
7,40,4,Encoding
7,40,5,Decision: No justification
7,41,1,Search
7,41,2,Encoding
7,41,3,Encoding
7,41,4,Encoding
7,41,5,Encoding
7,41,6,Decision: No justification
7,42,1,Search
7,42,2,Encoding
7,42,3,Encoding
7,43,1,Search
7,43,2,Encoding
7,43,3,Encoding
7,43,4,Encoding
7,43,5,Encoding
7,43,6,Decision: No justification
7,44,1,Search
7,44,2,Encoding
7,44,3,Encoding
7,44,4,Encoding
7,44,5,Encoding
7,44,6,Encoding
7,44,7,Encoding
7,44,8,Decision: No justification
7,45,1,Search
7,45,2,Encoding
7,45,3,Encoding
7,45,4,Encoding
7,45,5,Encoding
7,45,6,Encoding
7,45,7,Encoding
7,45,8,Encoding
7,45,9,Encoding
7,45,10,Decision: Single Indicator
7,46,1,Search
7,46,2,Search
7,46,3,Encoding
7,46,4,Encoding
7,46,5,Encoding
7,46,6,Encoding
7,46,7,Encoding
7,46,8,Encoding
7,46,9,Encoding
7,46,10,Encoding
7,46,11,Decision: No justification
7,47,1,Encoding
7,47,2,Encoding
7,47,3,Encoding
7,47,4,Encoding
7,47,5,Evaluation
7,48,1,Search
7,48,2,Search
7,48,3,Encoding
7,48,4,Encoding
7,48,5,Encoding
7,48,6,Encoding
7,48,7,Evaluation
7,49,1,Search
7,49,2,Encoding
7,49,3,Encoding
7,49,4,Encoding
7,49,5,Encoding
7,49,6,Encoding
7,49,7,Encoding
7,49,8,Encoding
7,49,9,Evaluation
7,50,1,Search
7,50,2,Search
7,50,3,Encoding
7,50,4,Encoding
7,50,5,Encoding
7,50,6,Encoding
7,50,7,Encoding
7,50,8,Encoding
7,50,9,Encoding
7,50,10,Encoding
7,50,11,Decision: No justification
7,51,1,Search
7,51,2,Encoding
7,51,3,Encoding
7,51,4,Encoding
7,51,5,Encoding
7,51,6,Encoding
7,51,7,Encoding
7,51,8,Encoding
7,51,9,Decision: No justification
7,52,1,Search
7,52,2,Encoding
7,52,3,Encoding
7,52,4,Encoding
7,52,5,Encoding
7,52,6,Encoding
7,52,7,Encoding
7,52,8,Encoding
7,52,9,Encoding
7,52,10,Evaluation
7,52,11,Elaboration: Holistic
7,52,12,Decision: No justification
7,52,13,Decision: Mult-indicator
7,53,1,Search
7,53,2,Encoding
7,53,3,Encoding
7,53,4,Encoding
7,53,5,Encoding
7,53,6,Encoding
7,53,7,Encoding
7,53,8,Encoding
7,53,9,Encoding
7,53,10,Decision: No justification
7,54,1,Encoding
7,54,2,Encoding
7,54,3,Encoding
7,54,4,Encoding
7,54,5,Evaluation
7,55,1,Search
7,55,2,Search
7,55,3,Encoding
7,55,4,Encoding
7,55,5,Evaluation
7,56,1,Search
7,56,2,Encoding
7,56,3,Encoding
7,56,4,Evaluation
7,57,1,Search
7,57,2,Search
7,57,3,Encoding
7,57,4,Encoding
7,57,5,Evaluation
7,58,1,Search
7,58,2,Search
7,58,3,Search
7,58,4,Encoding
7,58,5,Encoding
7,58,6,Encoding
7,58,7,Encoding
7,58,8,Encoding
7,58,9,Encoding
7,58,10,Evaluation
7,59,1,Search
7,59,2,Encoding
7,59,3,Encoding
7,59,4,Encoding
7,59,5,Encoding
7,60,1,Search
7,60,2,Encoding
7,60,3,Encoding
7,60,4,Encoding
7,60,5,Encoding
7,60,6,Encoding
7,60,7,Encoding
7,60,8,Decision: No justification
7,61,1,Encoding
7,61,2,Encoding
7,62,1,Encoding
7,62,2,Encoding
7,63,1,Encoding
7,63,2,Encoding
7,63,3,Encoding
7,63,4,Encoding
7,63,5,Encoding
7,63,6,Encoding
7,63,7,Encoding
7,63,8,Encoding
7,64,1,Encoding
7,64,2,Encoding
7,65,1,Encoding
7,65,2,Encoding
7,65,3,Encoding
7,65,4,Evaluation
7,66,1,Encoding
7,66,2,Encoding
7,67,1,Encoding
7,67,2,Encoding
7,67,3,Encoding
7,67,4,Encoding
7,67,5,Encoding
7,68,1,Encoding
7,68,2,Encoding
7,69,1,Encoding
7,69,2,Encoding
7,69,3,Encoding
7,69,4,Encoding
7,69,5,Encoding
7,69,6,Encoding
7,69,7,Encoding
7,69,8,Encoding
7,70,1,Encoding
7,70,2,Encoding
7,70,3,Encoding
7,70,4,Encoding
7,70,5,Encoding
7,71,1,Encoding
7,71,2,Encoding
7,71,3,Encoding
7,71,4,Encoding
7,71,5,Encoding
7,71,6,Encoding
7,72,1,Encoding
7,72,2,Encoding
7,73,1,Encoding
7,73,2,Encoding
7,73,3,Encoding
7,73,4,Encoding
7,73,5,Encoding
7,73,6,Encoding
7,73,7,Evaluation
7,74,1,Encoding
7,74,2,Encoding
7,74,3,Encoding
7,75,1,Encoding
7,75,2,Encoding
7,75,3,Encoding
7,75,4,Encoding
7,75,5,Encoding
7,75,6,Encoding
7,76,1,Encoding
7,76,2,Encoding
7,76,3,Encoding
7,77,1,Encoding
7,77,2,Encoding
7,77,3,Encoding
7,77,4,Evaluation
7,78,1,Encoding
7,78,2,Encoding
7,78,3,Encoding
7,78,4,Encoding
7,79,1,Encoding
7,79,2,Encoding
7,79,3,Encoding
7,79,4,Encoding
7,79,5,Encoding
7,79,6,Evaluation
7,80,1,Encoding
7,80,2,Encoding
7,80,3,Encoding
7,80,4,Encoding
7,80,5,Encoding
7,80,6,Encoding
7,81,1,Encoding
7,81,2,Encoding
7,81,3,Encoding
7,81,4,Encoding
7,82,1,Encoding
7,82,2,Encoding
7,82,3,Encoding
7,82,4,Encoding
7,83,1,Encoding
7,83,2,Encoding
7,83,3,Encoding
7,83,4,Encoding
7,84,1,Encoding
7,84,2,Encoding
7,84,3,Encoding
7,84,4,Encoding
7,85,1,Encoding
7,85,2,Encoding
7,85,3,Encoding
7,85,4,Encoding
7,85,5,Encoding
7,85,6,Encoding
7,86,1,Encoding
7,86,2,Encoding
7,86,3,Encoding
7,87,1,Encoding
7,87,2,Encoding
7,87,3,Encoding
7,87,4,Encoding
7,88,1,Encoding
7,88,2,Encoding
7,88,3,Encoding
7,88,4,Encoding
7,88,5,Encoding
7,88,6,Encoding
7,89,1,Encoding
7,89,2,Encoding
7,89,3,Encoding
7,89,4,Encoding
7,89,5,Encoding
7,89,6,Encoding
7,89,7,Evaluation
7,90,1,Encoding
7,90,2,Encoding
7,90,3,Encoding
7,90,4,Encoding
7,90,5,Encoding
7,90,6,Encoding
7,91,1,Encoding
7,91,2,Encoding
7,91,3,Encoding
7,91,4,Encoding
7,91,5,Encoding
7,92,1,Encoding
7,92,2,Encoding
7,92,3,Encoding
7,92,4,Encoding
7,92,5,Encoding
7,92,6,Encoding
7,93,1,Encoding
7,93,2,Encoding
7,94,1,Encoding
7,94,2,Encoding
7,94,3,Encoding
7,94,4,Encoding
7,95,1,Encoding
7,95,2,Encoding
7,95,3,Encoding
7,95,4,Encoding
7,95,5,Encoding
7,95,6,Encoding
7,95,7,Encoding
7,95,8,Encoding
7,95,9,Evaluation
7,96,1,Encoding
7,96,2,Encoding
7,96,3,Encoding
7,96,4,Encoding
7,96,5,Encoding
7,96,6,Encoding
7,96,7,Encoding
7,97,1,Encoding
7,97,2,Encoding
7,97,3,Encoding
7,97,4,Encoding
7,97,5,Encoding
7,97,6,Encoding
7,97,7,Encoding
7,97,8,Encoding
7,98,1,Encoding
7,98,2,Encoding
7,99,1,Encoding
7,99,2,Encoding
7,99,3,Encoding
7,99,4,Encoding
7,99,5,Encoding
7,99,6,Encoding
7,100,1,Encoding
7,100,2,Encoding
7,101,1,Encoding
7,101,2,Encoding
7,101,3,Encoding
7,101,4,Encoding
7,102,1,Encoding
7,102,2,Encoding
7,102,3,Encoding
7,102,4,Encoding
7,103,1,Encoding
7,103,2,Encoding
7,104,1,Encoding
7,104,2,Encoding
7,104,3,Encoding
7,104,4,Encoding
7,105,1,Encoding
7,105,2,Encoding
7,105,3,Encoding
7,105,4,Encoding
7,105,5,Encoding
7,105,6,Encoding
7,105,7,Evaluation
7,105,8,Decision: Mult-indicator
7,106,1,Encoding
7,106,2,Encoding
7,106,3,Encoding
7,106,4,Encoding
7,106,5,Decision: No justification
7,107,1,Encoding
7,107,2,Encoding
7,107,3,Encoding
7,107,4,Encoding
7,107,5,Decision: No justification
7,108,1,Encoding
7,108,2,Encoding
7,108,3,Encoding
7,108,4,Encoding
7,108,5,Encoding
7,108,6,Evaluation
7,109,1,Encoding
7,109,2,Encoding
7,109,3,Encoding
7,109,4,Encoding
7,109,5,Encoding
7,109,6,Decision: No justification
7,110,1,Encoding
7,110,2,Encoding
7,110,3,Encoding
7,111,1,Encoding
7,111,2,Encoding
7,111,3,Encoding
7,112,1,Encoding
7,112,2,Encoding
7,112,3,Encoding
7,112,4,Encoding
7,112,5,Encoding
7,112,6,Encoding
7,112,7,Encoding
7,112,8,Encoding
7,112,9,Evaluation
7,112,10,Decision: Single Indicator
7,113,1,Encoding
7,113,2,Encoding
7,113,3,Encoding
7,113,4,Encoding
7,113,5,Encoding
7,113,6,Encoding
7,113,7,Decision: No justification
7,114,1,Encoding
7,114,2,Encoding
7,114,3,Encoding
7,115,1,Encoding
7,115,2,Encoding
7,115,3,Encoding
7,115,4,Encoding
7,115,5,Encoding
7,115,6,Encoding
7,116,1,Encoding
7,116,2,Encoding
7,116,3,Encoding
7,117,1,Encoding
7,117,2,Encoding
7,117,3,Encoding
7,117,4,Encoding
7,117,5,Encoding
7,118,1,Encoding
7,118,2,Encoding
7,118,3,Encoding
7,118,4,Encoding
7,118,5,Encoding
7,118,6,Encoding
7,118,7,Encoding
7,118,8,Encoding
7,119,1,Encoding
7,119,2,Encoding
7,119,3,Encoding
7,120,1,Encoding
7,120,2,Encoding
7,120,3,Encoding
7,120,4,Encoding
7,120,5,Encoding
7,120,6,Encoding
7,120,7,Encoding
8,1,1,Search
8,1,2,Search
8,1,3,Search
8,1,4,Search
8,1,5,Search
8,1,6,Search
8,1,7,Search
8,1,8,Search
8,1,9,Search
8,1,10,Search
8,1,11,Search
8,1,12,Search
8,1,13,Encoding
8,1,14,Encoding
8,1,15,Encoding
8,1,16,Encoding
8,1,17,Encoding
8,1,18,Encoding
8,1,19,Encoding
8,1,20,Evaluation
8,1,21,Uncategorized
8,1,22,Uncategorized
8,1,23,Elaboration: Indicator based
8,1,24,Elaboration: Holistic
8,1,25,Decision: Mult-indicator
8,2,1,Search
8,2,2,Search
8,2,3,Search
8,2,4,Search
8,2,5,Search
8,2,6,Search
8,2,7,Search
8,2,8,Encoding
8,2,9,Encoding
8,2,10,Encoding
8,2,11,Evaluation
8,2,12,Metacognitive
8,2,13,Uncategorized
8,2,14,Elaboration: Indicator based
8,2,15,Elaboration: Indicator based
8,2,16,Elaboration: Stock based
8,2,17,Decision: No justification
8,2,18,Decision: No justification
8,3,1,Search
8,3,2,Search
8,3,3,Search
8,3,4,Search
8,3,5,Search
8,3,6,Search
8,3,7,Search
8,3,8,Encoding
8,3,9,Encoding
8,3,10,Encoding
8,3,11,Encoding
8,3,12,Encoding
8,3,13,Encoding
8,3,14,Encoding
8,3,15,Evaluation
8,3,16,Decision: Mult-indicator
8,4,1,Search
8,4,2,Search
8,4,3,Search
8,4,4,Search
8,4,5,Search
8,4,6,Search
8,4,7,Search
8,4,8,Search
8,4,9,Encoding
8,4,10,Encoding
8,4,11,Encoding
8,4,12,Encoding
8,4,13,Encoding
8,4,14,Encoding
8,4,15,Evaluation
8,4,16,Evaluation
8,4,17,Metacognitive
8,4,18,Metacognitive
8,4,19,Metacognitive
8,4,20,Elaboration: Indicator based
8,4,21,Decision: No justification
8,5,1,Search
8,5,2,Search
8,5,3,Search
8,5,4,Search
8,5,5,Search
8,5,6,Search
8,5,7,Encoding
8,5,8,Encoding
8,5,9,Encoding
8,5,10,Encoding
8,5,11,Encoding
8,5,12,Encoding
8,5,13,Encoding
8,5,14,Evaluation
8,5,15,Metacognitive
8,5,16,Decision: No justification
8,6,1,Search
8,6,2,Search
8,6,3,Search
8,6,4,Search
8,6,5,Encoding
8,6,6,Encoding
8,6,7,Encoding
8,6,8,Encoding
8,6,9,Encoding
8,6,10,Encoding
8,6,11,Evaluation
8,6,12,Decision: Mult-indicator
8,7,1,Search
8,7,2,Search
8,7,3,Search
8,7,4,Search
8,7,5,Encoding
8,7,6,Encoding
8,7,7,Encoding
8,7,8,Encoding
8,7,9,Encoding
8,7,10,Encoding
8,7,11,Evaluation
8,7,12,Decision: Mult-indicator
8,8,1,Search
8,8,2,Search
8,8,3,Search
8,8,4,Search
8,8,5,Encoding
8,8,6,Encoding
8,8,7,Encoding
8,8,8,Encoding
8,8,9,Encoding
8,8,10,Evaluation
8,8,11,Decision: No justification
8,9,1,Search
8,9,2,Search
8,9,3,Search
8,9,4,Search
8,9,5,Search
8,9,6,Search
8,9,7,Search
8,9,8,Search
8,9,9,Encoding
8,9,10,Encoding
8,9,11,Encoding
8,9,12,Encoding
8,9,13,Encoding
8,9,14,Encoding
8,9,15,Evaluation
8,9,16,Elaboration: Stock based
8,9,17,Elaboration: Stock based
8,9,18,Decision: Mult-indicator
8,10,1,Search
8,10,2,Search
8,10,3,Search
8,10,4,Search
8,10,5,Encoding
8,10,6,Encoding
8,10,7,Encoding
8,10,8,Encoding
8,10,9,Encoding
8,10,10,Evaluation
8,10,11,Decision: No justification
8,11,1,Search
8,11,2,Search
8,11,3,Search
8,11,4,Search
8,11,5,Search
8,11,6,Encoding
8,11,7,Encoding
8,11,8,Encoding
8,11,9,Encoding
8,11,10,Encoding
8,11,11,Encoding
8,11,12,Encoding
8,11,13,Evaluation
8,11,14,Metacognitive
8,11,15,Elaboration: Holistic
8,11,16,Decision: Mult-indicator
8,12,1,Search
8,12,2,Search
8,12,3,Search
8,12,4,Search
8,12,5,Search
8,12,6,Search
8,12,7,Encoding
8,12,8,Encoding
8,12,9,Encoding
8,12,10,Encoding
8,12,11,Encoding
8,12,12,Encoding
8,12,13,Encoding
8,12,14,Evaluation
8,12,15,Decision: No justification
8,13,1,Search
8,13,2,Search
8,13,3,Search
8,13,4,Search
8,13,5,Search
8,13,6,Search
8,13,7,Search
8,13,8,Encoding
8,13,9,Encoding
8,13,10,Encoding
8,13,11,Encoding
8,13,12,Encoding
8,13,13,Encoding
8,13,14,Encoding
8,13,15,Evaluation
8,13,16,Metacognitive
8,13,17,Elaboration: Stock based
8,13,18,Elaboration: Holistic
8,13,19,Elaboration: Holistic
8,13,20,Decision: Mult-indicator
8,14,1,Search
8,14,2,Search
8,14,3,Search
8,14,4,Search
8,14,5,Encoding
8,14,6,Encoding
8,14,7,Encoding
8,14,8,Encoding
8,14,9,Encoding
8,14,10,Evaluation
8,14,11,Decision: No justification
8,15,1,Search
8,15,2,Search
8,15,3,Search
8,15,4,Search
8,15,5,Search
8,15,6,Encoding
8,15,7,Encoding
8,15,8,Encoding
8,15,9,Encoding
8,15,10,Evaluation
8,15,11,Elaboration: Indicator based
8,15,12,Elaboration: Indicator based
8,15,13,Decision: No justification
8,16,1,Search
8,16,2,Search
8,16,3,Search
8,16,4,Search
8,16,5,Search
8,16,6,Search
8,16,7,Search
8,16,8,Search
8,16,9,Encoding
8,16,10,Encoding
8,16,11,Encoding
8,16,12,Encoding
8,16,13,Encoding
8,16,14,Encoding
8,16,15,Encoding
8,16,16,Evaluation
8,16,17,Elaboration: Indicator based
8,16,18,Elaboration: Holistic
8,16,19,Decision: Mult-indicator
8,17,1,Search
8,17,2,Search
