participant,trial,reportIndex,report
11,37,1,Search
11,37,2,Search
11,37,3,Encoding
11,37,4,Encoding
11,37,5,Encoding
11,37,6,Encoding
11,37,7,Evaluation
11,37,8,Decision: Single Indicator
11,38,1,Search
11,38,2,Encoding
11,38,3,Encoding
11,38,4,Evaluation
11,38,5,Decision: No justification
11,39,1,Search
11,39,2,Search
11,39,3,Search
11,39,4,Encoding
11,39,5,Encoding
11,39,6,Encoding
11,39,7,Encoding
11,39,8,Decision: No justification
11,40,1,Encoding
11,40,2,Encoding
11,40,3,Evaluation
11,40,4,Metacognitive
11,41,1,Search
11,41,2,Evaluation
11,41,3,Metacognitive
11,41,4,Elaboration: Indicator based
11,41,5,Elaboration: Indicator based
11,41,6,Elaboration: Indicator based
11,41,7,Decision: Single Indicator
11,42,1,Search
11,42,2,Search
11,42,3,Encoding
11,42,4,Encoding
11,42,5,Encoding
11,42,6,Encoding
11,42,7,Decision: No justification
11,43,1,Metacognitive
11,44,1,Evaluation
11,44,2,Metacognitive
11,44,3,Metacognitive
11,44,4,Metacognitive
11,45,1,Search
11,45,2,Search
11,45,3,Encoding
11,45,4,Encoding
11,46,1,Search
11,46,2,Encoding
11,46,3,Uncategorized
11,47,1,Search
11,47,2,Encoding
11,47,3,Elaboration: Indicator based
11,47,4,Decision: No justification
11,48,1,Search
11,48,2,Encoding
11,48,3,Encoding
11,48,4,Evaluation
11,49,1,Metacognitive
11,50,1,Metacognitive
11,51,1,Silent
11,52,1,Encoding
11,52,2,Encoding
11,52,3,Encoding
11,52,4,Encoding
11,52,5,Evaluation
11,52,6,Decision: Guess
11,53,1,Search
11,53,2,Encoding
11,53,3,Encoding
11,53,4,Evaluation
11,54,1,Search
11,54,2,Encoding
11,54,3,Encoding
11,54,4,Evaluation
11,54,5,Elaboration: Indicator based
11,54,6,Elaboration: Indicator based
11,55,1,Search
11,55,2,Encoding
11,55,3,Encoding
11,55,4,Evaluation
11,55,5,Decision: Single Indicator
11,56,1,Search
11,56,2,Search
11,56,3,Evaluation
11,56,4,Elaboration: Indicator based
11,56,5,Elaboration: Indicator based
11,56,6,Decision: No justification
11,57,1,Silent
11,58,1,Evaluation
11,58,2,Metacognitive
11,59,1,Evaluation
11,60,1,Metacognitive
11,61,1,Silent
11,62,1,Metacognitive
11,62,2,Metacognitive
11,63,1,Silent
11,64,1,Metacognitive
11,65,1,Silent
11,66,1,Silent
11,67,1,Silent
11,68,1,Silent
11,69,1,Encoding
11,69,2,Decision: Single Indicator
11,70,1,Metacognitive
11,71,1,Metacognitive
11,72,1,Metacognitive
11,73,1,Silent
11,74,1,Silent
11,75,1,Metacognitive
11,76,1,Metacognitive
11,77,1,Metacognitive
11,78,1,Silent
11,79,1,Metacognitive
11,80,1,Silent
11,81,1,Metacognitive
11,82,1,Silent
11,83,1,Evaluation
11,83,2,Decision: Guess
11,84,1,Silent
11,85,1,Silent
11,86,1,Metacognitive
11,87,1,Silent
11,88,1,Silent
11,89,1,Silent
11,90,1,Silent
11,91,1,Silent
11,92,1,Decision: Single Indicator
11,93,1,Evaluation
11,93,2,Elaboration: Indicator based
11,93,3,Decision: Guess
11,94,1,Encoding
11,94,2,Encoding
11,94,3,Evaluation
11,94,4,Metacognitive
11,94,5,Decision: Guess
11,95,1,Silent
11,96,1,Evaluation
11,97,1,Metacognitive
11,98,1,Metacognitive
11,99,1,Silent
11,100,1,Silent
11,101,1,Silent
11,102,1,Silent
11,103,1,Evaluation
11,104,1,Encoding
11,104,2,Encoding
11,104,3,Evaluation
11,104,4,Decision: Single Indicator
11,104,5,Decision: Single Indicator
11,105,1,Search
11,105,2,Evaluation
11,105,3,Metacognitive
11,105,4,Elaboration: Indicator based
11,105,5,Decision: Guess
11,106,1,Encoding
11,106,2,Encoding
11,106,3,Evaluation
11,106,4,Metacognitive
11,106,5,Metacognitive
11,107,1,Encoding
11,107,2,Encoding
11,107,3,Evaluation
11,107,4,Metacognitive
11,107,5,Decision: Guess
11,108,1,Evaluation
11,108,2,Decision: Single Indicator
11,109,1,Evaluation
11,109,2,Evaluation
11,109,3,Evaluation
11,109,4,Metacognitive
11,109,5,Metacognitive
11,109,6,Decision: Guess
11,110,1,Silent
11,111,1,Metacognitive
11,112,1,Silent
11,113,1,Silent
11,114,1,Metacognitive
11,115,1,Silent
11,116,1,Silent
11,117,1,Metacognitive
11,118,1,Silent
11,119,1,Silent
11,120,1,Silent
12,1,1,Search
12,1,2,Search
12,1,3,Encoding
12,1,4,Evaluation
12,1,5,Metacognitive
12,1,6,Metacognitive
12,1,7,Decision: Mult-indicator
12,2,1,Search
12,2,2,Search
12,2,3,Evaluation
12,2,4,Metacognitive
12,2,5,Metacognitive
12,2,6,Elaboration: Indicator based
12,2,7,Elaboration: Indicator based
12,2,8,Decision: Single Indicator
12,3,1,Search
12,3,2,Search
12,3,3,Search
12,3,4,Search
12,3,5,Search
12,3,6,Search
12,3,7,Encoding
12,3,8,Evaluation
12,3,9,Metacognitive
12,3,10,Uncategorized
12,3,11,Elaboration: Indicator based
12,3,12,Elaboration: Indicator based
12,3,13,Decision: Single Indicator
12,4,1,Search
12,4,2,Search
12,4,3,Search
12,4,4,Search
12,4,5,Search
12,4,6,Encoding
12,4,7,Encoding
12,4,8,Encoding
12,4,9,Evaluation
12,4,10,Elaboration: Indicator based
12,4,11,Decision: Guess
12,5,1,Search
12,5,2,Search
12,5,3,Search
12,5,4,Search
12,5,5,Search
12,5,6,Search
12,5,7,Search
12,5,8,Encoding
12,5,9,Encoding
12,5,10,Encoding
12,5,11,Encoding
12,5,12,Encoding
12,5,13,Uncategorized
12,5,14,Uncategorized
12,5,15,Elaboration: Indicator based
12,5,16,Decision: Mult-indicator
12,6,1,Search
12,6,2,Search
12,6,3,Evaluation
12,6,4,Decision: No justification
12,6,5,Decision: Mult-indicator
12,7,1,Search
12,7,2,Search
12,7,3,Search
12,7,4,Search
12,7,5,Encoding
12,7,6,Encoding
12,7,7,Encoding
12,7,8,Encoding
12,7,9,Encoding
12,7,10,Evaluation
12,7,11,Metacognitive
12,7,12,Elaboration: Indicator based
12,7,13,Decision: Mult-indicator
12,8,1,Search
12,8,2,Search
12,8,3,Search
12,8,4,Search
12,8,5,Search
12,8,6,Search
12,8,7,Encoding
12,8,8,Encoding
12,8,9,Encoding
12,8,10,Encoding
12,8,11,Encoding
12,8,12,Encoding
12,8,13,Encoding
12,8,14,Metacognitive
12,8,15,Elaboration: Holistic
12,8,16,Decision: Mult-indicator
12,9,1,Search
12,9,2,Search
12,9,3,Search
12,9,4,Search
12,9,5,Encoding
12,9,6,Encoding
12,9,7,Encoding
12,9,8,Encoding
12,9,9,Encoding
12,9,10,Evaluation
12,9,11,Decision: Mult-indicator
12,10,1,Search
12,10,2,Search
12,10,3,Encoding
12,10,4,Encoding
12,10,5,Encoding
12,10,6,Encoding
12,10,7,Evaluation
12,10,8,Decision: No justification
12,11,1,Search
12,11,2,Search
12,11,3,Search
12,11,4,Search
12,11,5,Encoding
12,11,6,Encoding
12,11,7,Encoding
12,11,8,Elaboration: Indicator based
12,11,9,Elaboration: Indicator based
12,11,10,Elaboration: Indicator based
12,11,11,Elaboration: Holistic
12,11,12,Elaboration: Holistic
12,11,13,Decision: Mult-indicator
12,12,1,Search
12,12,2,Search
12,12,3,Encoding
12,12,4,Encoding
12,12,5,Encoding
12,12,6,Evaluation
12,12,7,Metacognitive
12,12,8,Elaboration: Indicator based
12,12,9,Decision: No justification
12,13,1,Search
12,13,2,Search
12,13,3,Search
12,13,4,Encoding
12,13,5,Encoding
12,13,6,Encoding
12,13,7,Encoding
12,13,8,Encoding
12,13,9,Evaluation
12,13,10,Decision: No justification
12,14,1,Search
12,14,2,Search
12,14,3,Search
12,14,4,Search
12,14,5,Encoding
12,14,6,Encoding
12,14,7,Encoding
12,14,8,Encoding
12,14,9,Decision: No justification
12,15,1,Search
12,15,2,Search
12,15,3,Search
12,15,4,Search
12,15,5,Search
12,15,6,Search
12,15,7,Encoding
12,15,8,Encoding
12,15,9,Encoding
12,15,10,Encoding
12,15,11,Encoding
12,15,12,Elaboration: Holistic
12,15,13,Decision: Single Indicator
12,16,1,Search
12,16,2,Encoding
12,16,3,Metacognitive
12,16,4,Elaboration: Indicator based
12,16,5,Decision: Mult-indicator
12,17,1,Search
12,17,2,Search
12,17,3,Search
12,17,4,Encoding
12,17,5,Encoding
12,17,6,Encoding
12,17,7,Encoding
12,17,8,Encoding
12,17,9,Evaluation
12,17,10,Decision: Mult-indicator
12,18,1,Search
12,18,2,Search
12,18,3,Search
12,18,4,Search
12,18,5,Encoding
12,18,6,Encoding
12,18,7,Encoding
12,18,8,Encoding
12,18,9,Elaboration: Indicator based
12,18,10,Decision: No justification
12,19,1,Search
12,19,2,Search
12,19,3,Encoding
12,19,4,Encoding
12,19,5,Encoding
12,19,6,Encoding
12,19,7,Evaluation
12,19,8,Decision: No justification
12,20,1,Search
12,20,2,Search
12,20,3,Search
12,20,4,Search
12,20,5,Encoding
12,20,6,Encoding
12,20,7,Encoding
12,20,8,Encoding
12,20,9,Decision: No justification
12,21,1,Search
12,21,2,Search
12,21,3,Search
12,21,4,Encoding
12,21,5,Encoding
12,21,6,Decision: Mult-indicator
12,22,1,Search
12,22,2,Search
12,22,3,Encoding
12,22,4,Encoding
12,22,5,Encoding
12,22,6,Encoding
12,22,7,Evaluation
12,22,8,Decision: Mult-indicator
12,23,1,Search
12,23,2,Search
12,23,3,Search
12,23,4,Search
12,23,5,Search
12,23,6,Encoding
12,23,7,Encoding
12,23,8,Encoding
12,23,9,Encoding
12,23,10,Encoding
12,23,11,Encoding
12,23,12,Evaluation
12,23,13,Decision: Mult-indicator
12,24,1,Search
12,24,2,Search
12,24,3,Search
12,24,4,Search
12,24,5,Search
12,24,6,Search
12,24,7,Encoding
12,24,8,Encoding
12,24,9,Encoding
12,24,10,Encoding
12,24,11,Encoding
12,24,12,Evaluation
12,24,13,Decision: Single Indicator
12,25,1,Search
12,25,2,Search
12,25,3,Search
12,25,4,Search
12,25,5,Encoding
12,25,6,Encoding
12,25,7,Encoding
12,25,8,Decision: No justification
12,26,1,Search
12,26,2,Search
12,26,3,Search
12,26,4,Search
12,26,5,Encoding
12,26,6,Encoding
12,26,7,Encoding
12,26,8,Evaluation
12,26,9,Elaboration: Indicator based
12,26,10,Decision: No justification
12,27,1,Search
12,27,2,Search
12,27,3,Search
12,27,4,Encoding
12,27,5,Encoding
12,27,6,Encoding
12,27,7,Encoding
12,27,8,Decision: No justification
12,28,1,Search
12,28,2,Search
12,28,3,Search
12,28,4,Encoding
12,28,5,Encoding
12,28,6,Encoding
12,28,7,Encoding
12,28,8,Metacognitive
12,28,9,Decision: No justification
12,29,1,Search
12,29,2,Search
12,29,3,Search
12,29,4,Search
12,29,5,Search
12,29,6,Encoding
12,29,7,Encoding
12,29,8,Encoding
12,29,9,Encoding
12,29,10,Elaboration: Indicator based
12,29,11,Elaboration: Holistic
12,29,12,Decision: Mult-indicator
12,30,1,Search
12,30,2,Search
12,30,3,Encoding
12,30,4,Encoding
12,30,5,Encoding
12,30,6,Encoding
12,30,7,Evaluation
12,30,8,Decision: No justification
12,31,1,Search
12,31,2,Search
12,31,3,Search
12,31,4,Search
12,31,5,Encoding
12,31,6,Encoding
12,31,7,Encoding
12,31,8,Encoding
12,31,9,Encoding
12,31,10,Encoding
12,31,11,Decision: Mult-indicator
12,32,1,Search
12,32,2,Search
12,32,3,Search
12,32,4,Search
12,32,5,Search
12,32,6,Encoding
12,32,7,Encoding
12,32,8,Encoding
12,32,9,Encoding
12,32,10,Encoding
12,32,11,Encoding
12,32,12,Decision: Mult-indicator
12,33,1,Search
12,33,2,Search
12,33,3,Search
12,33,4,Encoding
12,33,5,Encoding
12,33,6,Evaluation
12,33,7,Elaboration: Indicator based
12,33,8,Decision: Single Indicator
12,34,1,Search
12,34,2,Search
12,34,3,Search
12,34,4,Search
12,34,5,Encoding
12,34,6,Encoding
12,34,7,Encoding
12,34,8,Encoding
12,34,9,Encoding
12,34,10,Encoding
12,34,11,Metacognitive
12,34,12,Decision: Mult-indicator
12,35,1,Search
12,35,2,Search
12,35,3,Search
12,35,4,Encoding
12,35,5,Encoding
12,35,6,Encoding
12,35,7,Decision: Mult-indicator
12,36,1,Search
12,36,2,Search
12,36,3,Search
12,36,4,Search
12,36,5,Encoding
12,36,6,Encoding
12,36,7,Encoding
12,36,8,Decision: No justification
12,37,1,Search
12,37,2,Search
12,37,3,Search
12,37,4,Encoding
12,37,5,Encoding
12,37,6,Encoding
12,37,7,Decision: No justification
12,38,1,Search
12,38,2,Search
12,38,3,Search
12,38,4,Encoding
12,38,5,Encoding
12,38,6,Encoding
12,38,7,Encoding
12,38,8,Decision: No justification
12,39,1,Search
12,39,2,Search
12,39,3,Search
12,39,4,Encoding
12,39,5,Encoding
12,39,6,Encoding
12,39,7,Encoding
12,39,8,Decision: Single Indicator
12,40,1,Search
12,40,2,Search
12,40,3,Search
12,40,4,Search
12,40,5,Encoding
12,40,6,Encoding
12,40,7,Encoding
12,40,8,Encoding
12,40,9,Decision: No justification
12,41,1,Search
12,41,2,Search
12,41,3,Encoding
12,41,4,Encoding
12,41,5,Encoding
12,41,6,Decision: No justification
12,42,1,Search
12,42,2,Search
12,42,3,Search
12,42,4,Search
12,42,5,Search
12,42,6,Search
12,42,7,Search
12,42,8,Encoding
12,42,9,Encoding
12,42,10,Encoding
12,42,11,Encoding
12,42,12,Encoding
12,42,13,Encoding
12,42,14,Metacognitive
12,42,15,Decision: Mult-indicator
12,43,1,Search
12,43,2,Search
12,43,3,Search
12,43,4,Search
12,43,5,Search
12,43,6,Encoding
12,43,7,Encoding
12,43,8,Encoding
12,43,9,Encoding
12,43,10,Encoding
12,43,11,Elaboration: Holistic
12,43,12,Decision: No justification
12,44,1,Search
12,44,2,Search
12,44,3,Search
12,44,4,Search
12,44,5,Search
12,44,6,Search
12,44,7,Encoding
12,44,8,Encoding
12,44,9,Encoding
12,44,10,Encoding
12,44,11,Encoding
12,44,12,Elaboration: Indicator based
12,44,13,Decision: No justification
12,45,1,Search
12,45,2,Search
12,45,3,Search
12,45,4,Encoding
12,45,5,Encoding
12,45,6,Encoding
12,45,7,Encoding
12,45,8,Decision: No justification
12,46,1,Search
12,46,2,Search
12,46,3,Search
12,46,4,Search
12,46,5,Search
12,46,6,Search
12,46,7,Search
12,46,8,Encoding
12,46,9,Encoding
12,46,10,Encoding
12,46,11,Encoding
12,46,12,Encoding
12,46,13,Encoding
12,46,14,Encoding
12,46,15,Decision: Mult-indicator
12,47,1,Search
12,47,2,Search
12,47,3,Search
12,47,4,Search
12,47,5,Search
12,47,6,Search
12,47,7,Encoding
12,47,8,Encoding
12,47,9,Encoding
12,47,10,Encoding
12,47,11,Encoding
12,47,12,Evaluation
12,47,13,Metacognitive
12,47,14,Elaboration: Indicator based
12,47,15,Decision: Mult-indicator
12,48,1,Search
12,48,2,Search
12,48,3,Search
12,48,4,Search
12,48,5,Search
12,48,6,Encoding
12,48,7,Encoding
12,48,8,Encoding
12,48,9,Encoding
12,48,10,Encoding
12,48,11,Encoding
12,48,12,Decision: Mult-indicator
12,49,1,Search
12,49,2,Search
12,49,3,Search
12,49,4,Encoding
12,49,5,Encoding
12,49,6,Encoding
12,49,7,Encoding
12,49,8,Decision: Mult-indicator
12,50,1,Search
12,50,2,Encoding
12,50,3,Encoding
12,50,4,Decision: No justification
12,51,1,Search
12,51,2,Search
12,51,3,Encoding
12,51,4,Encoding
12,51,5,Encoding
12,51,6,Decision: Single Indicator
12,52,1,Search
12,52,2,Search
12,52,3,Search
12,52,4,Search
12,52,5,Encoding
12,52,6,Encoding
12,52,7,Encoding
12,52,8,Encoding
12,52,9,Decision: Single Indicator
12,53,1,Search
12,53,2,Search
12,53,3,Search
12,53,4,Search
12,53,5,Search
12,53,6,Encoding
12,53,7,Encoding
12,53,8,Encoding
12,53,9,Encoding
12,53,10,Encoding
12,53,11,Encoding
12,53,12,Evaluation
12,53,13,Decision: Mult-indicator
12,54,1,Search
12,54,2,Search
12,54,3,Search
12,54,4,Encoding
12,54,5,Encoding
12,54,6,Encoding
12,54,7,Decision: Single Indicator
12,55,1,Search
12,55,2,Encoding
12,55,3,Encoding
12,55,4,Encoding
12,55,5,Uncategorized
12,55,6,Decision: No justification
12,56,1,Search
12,56,2,Search
12,56,3,Search
12,56,4,Search
12,56,5,Encoding
12,56,6,Encoding
12,56,7,Encoding
12,56,8,Decision: No justification
12,57,1,Search
12,57,2,Search
12,57,3,Search
12,57,4,Search
12,57,5,Encoding
12,57,6,Encoding
12,57,7,Encoding
12,57,8,Encoding
12,57,9,Decision: No justification
12,58,1,Search
12,58,2,Search
12,58,3,Search
12,58,4,Encoding
12,58,5,Encoding
12,58,6,Encoding
12,58,7,Encoding
12,58,8,Metacognitive
12,58,9,Decision: Mult-indicator
12,59,1,Search
12,59,2,Search
12,59,3,Search
12,59,4,Search
12,59,5,Search
12,59,6,Search
12,59,7,Encoding
12,59,8,Encoding
12,59,9,Encoding
12,59,10,Encoding
12,59,11,Encoding
12,59,12,Encoding
12,59,13,Evaluation
12,59,14,Metacognitive
12,59,15,Metacognitive
12,59,16,Decision: No justification
12,60,1,Search
12,60,2,Search
12,60,3,Search
12,60,4,Encoding
12,60,5,Encoding
12,60,6,Encoding
12,60,7,Evaluation
12,60,8,Decision: No justification
12,61,1,Search
12,61,2,Search
12,61,3,Search
12,61,4,Search
12,61,5,Search
12,61,6,Search
12,61,7,Encoding
12,61,8,Encoding
12,61,9,Encoding
12,61,10,Encoding
12,61,11,Encoding
12,61,12,Encoding
12,61,13,Decision: No justification
12,61,14,Decision: Mult-indicator
12,62,1,Search
12,62,2,Search
12,62,3,Search
12,62,4,Search
12,62,5,Search
12,62,6,Encoding
12,62,7,Encoding
12,62,8,Encoding
12,62,9,Encoding
12,62,10,Encoding
12,62,11,Encoding
12,62,12,Elaboration: Stock based
12,62,13,Decision: No justification
12,63,1,Search
12,63,2,Search
12,63,3,Search
12,63,4,Search
12,63,5,Encoding
12,63,6,Encoding
12,63,7,Encoding
12,63,8,Encoding
12,63,9,Decision: Mult-indicator
12,64,1,Search
12,64,2,Search
12,64,3,Search
12,64,4,Encoding
12,64,5,Encoding
12,64,6,Encoding
12,64,7,Encoding
12,64,8,Decision: Mult-indicator
12,65,1,Search
12,65,2,Search
12,65,3,Search
12,65,4,Encoding
12,65,5,Encoding
12,65,6,Encoding
12,65,7,Decision: No justification
12,66,1,Search
12,66,2,Search
12,66,3,Encoding
12,66,4,Encoding
12,66,5,Encoding
12,66,6,Encoding
12,66,7,Decision: Mult-indicator
12,67,1,Search
12,67,2,Search
12,67,3,Search
12,67,4,Encoding
12,67,5,Encoding
12,67,6,Encoding
12,67,7,Decision: Mult-indicator
12,68,1,Search
12,68,2,Search
12,68,3,Search
12,68,4,Search
12,68,5,Encoding
12,68,6,Encoding
12,68,7,Encoding
12,68,8,Decision: No justification
12,69,1,Search
12,69,2,Search
12,69,3,Search
12,69,4,Search
12,69,5,Encoding
12,69,6,Encoding
12,69,7,Encoding
12,69,8,Encoding
12,69,9,Decision: No justification
12,70,1,Search
12,70,2,Search
12,70,3,Search
12,70,4,Search
12,70,5,Search
12,70,6,Encoding
12,70,7,Encoding
12,70,8,Encoding
12,70,9,Encoding
12,70,10,Encoding
12,70,11,Elaboration: Indicator based
12,70,12,Decision: Single Indicator
12,71,1,Search
12,71,2,Search
12,71,3,Search
12,71,4,Search
12,71,5,Encoding
12,71,6,Encoding
12,71,7,Encoding
12,71,8,Encoding
12,71,9,Decision: No justification
12,72,1,Search
12,72,2,Search
12,72,3,Search
12,72,4,Encoding
12,72,5,Encoding
12,72,6,Encoding
12,72,7,Encoding
12,72,8,Evaluation
12,72,9,Decision: No justification
12,73,1,Search
12,73,2,Search
12,73,3,Search
12,73,4,Search
12,73,5,Search
12,73,6,Encoding
12,73,7,Encoding
12,73,8,Encoding
12,73,9,Encoding
12,73,10,Encoding
12,73,11,Encoding
12,73,12,Evaluation
12,73,13,Decision: Mult-indicator
12,74,1,Search
12,74,2,Search
12,74,3,Search
12,74,4,Search
12,74,5,Search
12,74,6,Search
12,74,7,Encoding
12,74,8,Encoding
12,74,9,Encoding
12,74,10,Encoding
12,74,11,Encoding
12,74,12,Elaboration: Indicator based
12,74,13,Decision: No justification
12,75,1,Search
12,75,2,Search
12,75,3,Search
12,75,4,Encoding
12,75,5,Encoding
12,75,6,Encoding
12,75,7,Evaluation
12,75,8,Decision: No justification
12,76,1,Search
12,76,2,Search
12,76,3,Encoding
12,76,4,Encoding
12,76,5,Encoding
12,76,6,Evaluation
12,76,7,Decision: No justification
12,77,1,Search
12,77,2,Search
12,77,3,Search
12,77,4,Encoding
12,77,5,Encoding
12,77,6,Elaboration: Stock based
12,77,7,Decision: No justification
12,78,1,Search
12,78,2,Search
12,78,3,Search
12,78,4,Search
12,78,5,Search
12,78,6,Encoding
12,78,7,Encoding
12,78,8,Encoding
12,78,9,Encoding
12,78,10,Elaboration: Indicator based
12,78,11,Decision: No justification
12,79,1,Search
12,79,2,Search
12,79,3,Search
12,79,4,Search
12,79,5,Search
12,79,6,Search
12,79,7,Encoding
12,79,8,Encoding
12,79,9,Encoding
12,79,10,Encoding
12,79,11,Encoding
12,79,12,Encoding
12,79,13,Decision: Single Indicator
12,80,1,Search
12,80,2,Search
12,80,3,Search
12,80,4,Encoding
12,80,5,Encoding
12,80,6,Encoding
12,80,7,Decision: Mult-indicator
12,81,1,Search
12,81,2,Search
12,81,3,Search
12,81,4,Search
12,81,5,Encoding
12,81,6,Encoding
12,81,7,Encoding
12,81,8,Encoding
12,81,9,Decision: No justification
12,82,1,Search
12,82,2,Search
12,82,3,Search
12,82,4,Search
12,82,5,Search
12,82,6,Search
12,82,7,Encoding
12,82,8,Encoding
12,82,9,Encoding
12,82,10,Encoding
12,82,11,Encoding
12,82,12,Encoding
12,82,13,Decision: No justification
12,83,1,Search
12,83,2,Encoding
12,83,3,Encoding
12,83,4,Decision: Single Indicator
12,84,1,Search
12,84,2,Search
12,84,3,Search
12,84,4,Search
12,84,5,Encoding
12,84,6,Encoding
12,84,7,Encoding
12,84,8,Encoding
12,84,9,Encoding
12,84,10,Evaluation
12,84,11,Metacognitive
12,84,12,Decision: Mult-indicator
12,85,1,Search
12,85,2,Search
12,85,3,Search
12,85,4,Search
12,85,5,Search
12,85,6,Search
12,85,7,Encoding
12,85,8,Encoding
12,85,9,Encoding
12,85,10,Encoding
12,85,11,Encoding
12,85,12,Encoding
12,85,13,Decision: Mult-indicator
12,86,1,Search
12,86,2,Search
12,86,3,Search
12,86,4,Encoding
12,86,5,Encoding
12,86,6,Encoding
12,86,7,Encoding
12,86,8,Evaluation
12,86,9,Decision: No justification
12,87,1,Search
12,87,2,Search
12,87,3,Search
12,87,4,Search
12,87,5,Search
12,87,6,Encoding
12,87,7,Encoding
12,87,8,Encoding
12,87,9,Encoding
12,87,10,Encoding
12,87,11,Encoding
12,87,12,Decision: No justification
12,88,1,Search
12,88,2,Search
12,88,3,Search
12,88,4,Search
12,88,5,Search
12,88,6,Encoding
12,88,7,Encoding
12,88,8,Encoding
12,88,9,Encoding
12,88,10,Elaboration: Indicator based
12,88,11,Decision: No justification
12,89,1,Search
12,89,2,Search
12,89,3,Search
12,89,4,Encoding
12,89,5,Encoding
12,89,6,Encoding
12,89,7,Encoding
12,89,8,Evaluation
12,89,9,Decision: No justification
12,90,1,Search
12,90,2,Search
12,90,3,Search
12,90,4,Search
12,90,5,Encoding
12,90,6,Encoding
12,90,7,Encoding
12,90,8,Encoding
12,90,9,Decision: No justification
12,91,1,Search
12,91,2,Search
12,91,3,Search
12,91,4,Search
12,91,5,Search
12,91,6,Search
12,91,7,Encoding
12,91,8,Encoding
12,91,9,Encoding
12,91,10,Encoding
12,91,11,Encoding
12,91,12,Elaboration: Indicator based
12,91,13,Decision: Single Indicator
12,92,1,Search
12,92,2,Search
12,92,3,Search
12,92,4,Search
12,92,5,Encoding
12,92,6,Encoding
12,92,7,Encoding
12,92,8,Encoding
12,92,9,Decision: No justification
12,93,1,Search
12,93,2,Search
12,93,3,Search
12,93,4,Search
12,93,5,Search
12,93,6,Encoding
12,93,7,Encoding
12,93,8,Encoding
12,93,9,Encoding
12,93,10,Encoding
12,93,11,Evaluation
12,93,12,Decision: Mult-indicator
12,94,1,Search
12,94,2,Search
12,94,3,Search
12,94,4,Encoding
12,94,5,Encoding
12,94,6,Encoding
12,94,7,Decision: Mult-indicator
12,95,1,Search
12,95,2,Search
12,95,3,Search
12,95,4,Encoding
12,95,5,Encoding
12,95,6,Encoding
12,95,7,Encoding
12,95,8,Decision: Mult-indicator
12,96,1,Search
12,96,2,Search
12,96,3,Search
12,96,4,Encoding
12,96,5,Encoding
12,96,6,Encoding
12,96,7,Decision: Mult-indicator
12,97,1,Search
12,97,2,Search
12,97,3,Encoding
12,97,4,Encoding
12,97,5,Encoding
12,97,6,Decision: Mult-indicator
12,98,1,Search
12,98,2,Search
12,98,3,Search
12,98,4,Search
12,98,5,Encoding
12,98,6,Encoding
12,98,7,Encoding
12,98,8,Encoding
12,98,9,Decision: Mult-indicator
12,99,1,Search
12,99,2,Search
12,99,3,Search
12,99,4,Encoding
12,99,5,Encoding
12,99,6,Elaboration: Stock based
12,99,7,Decision: No justification
12,100,1,Search
12,100,2,Search
12,100,3,Encoding
12,100,4,Encoding
12,100,5,Encoding
12,100,6,Encoding
12,100,7,Decision: No justification
12,101,1,Search
12,101,2,Search
12,101,3,Search
12,101,4,Encoding
12,101,5,Encoding
12,101,6,Elaboration: Stock based
12,101,7,Decision: No justification
12,102,1,Search
12,102,2,Search
12,102,3,Search
12,102,4,Search
12,102,5,Search
12,102,6,Encoding
12,102,7,Encoding
12,102,8,Encoding
12,102,9,Encoding
12,102,10,Encoding
12,102,11,Evaluation
12,102,12,Decision: No justification
12,103,1,Search
12,103,2,Search
12,103,3,Search
12,103,4,Search
12,103,5,Search
12,103,6,Encoding
12,103,7,Encoding
12,103,8,Encoding
12,103,9,Encoding
12,103,10,Encoding
12,103,11,Decision: No justification
12,104,1,Search
12,104,2,Search
12,104,3,Search
12,104,4,Encoding
12,104,5,Encoding
12,104,6,Encoding
12,104,7,Decision: No justification
12,105,1,Search
12,105,2,Search
12,105,3,Search
12,105,4,Search
12,105,5,Search
12,105,6,Search
12,105,7,Encoding
12,105,8,Encoding
12,105,9,Encoding
12,105,10,Encoding
12,105,11,Encoding
12,105,12,Encoding
12,105,13,Evaluation
12,105,14,Decision: No justification
12,106,1,Search
12,106,2,Search
12,106,3,Search
12,106,4,Encoding
12,106,5,Encoding
12,106,6,Encoding
12,106,7,Decision: Mult-indicator
12,107,1,Search
12,107,2,Search
12,107,3,Search
12,107,4,Encoding
12,107,5,Encoding
12,107,6,Encoding
12,107,7,Encoding
12,107,8,Decision: No justification
12,108,1,Search
12,108,2,Search
12,108,3,Search
12,108,4,Encoding
12,108,5,Encoding
12,108,6,Encoding
12,108,7,Encoding
12,108,8,Evaluation
12,108,9,Decision: Mult-indicator
12,109,1,Search
12,109,2,Search
12,109,3,Search
12,109,4,Encoding
12,109,5,Encoding
12,109,6,Encoding
12,109,7,Evaluation
12,109,8,Decision: No justification
12,110,1,Search
12,110,2,Search
12,110,3,Encoding
12,110,4,Encoding
12,110,5,Decision: No justification
12,111,1,Search
12,111,2,Search
12,111,3,Encoding
12,111,4,Encoding
12,111,5,Decision: Single Indicator
12,112,1,Search
12,112,2,Search
12,112,3,Search
12,112,4,Search
12,112,5,Search
12,112,6,Search
12,112,7,Encoding
12,112,8,Encoding
12,112,9,Encoding
12,112,10,Encoding
12,112,11,Encoding
12,112,12,Encoding
