participant,trial,alternative,cue,present,searchOrderWithin,searchOrderAll,searchTime
2,80,1,1,0,1,2,6.257000000000062
2,80,1,4,1,2,3,9.78300000000013
2,80,2,1,0,1,1,2.94399999999996
2,81,1,1,0,1,1,2.925999999999931
2,82,1,1,1,1,1,1.788000000000011
2,82,1,4,0,2,3,10.228000000000065
2,82,2,1,1,1,2,5.962999999999965
2,83,1,1,0,1,1,3.8610000000001037
2,83,2,1,0,1,2,8.555000000000064
2,83,2,4,1,2,3,10.340000000000146
2,84,1,1,1,1,1,3.0329999999999018
2,85,1,1,0,1,1,4.585000000000036
2,85,2,1,1,1,2,7.280999999999949
2,86,1,1,0,1,1,2.219000000000051
2,86,1,2,1,3,5,17.48199999999997
2,86,1,4,1,2,3,9.019999999999982
2,86,2,1,0,1,2,5.057999999999993
2,86,2,4,0,2,4,13.401000000000067
2,87,1,1,1,1,1,4.024000000000115
2,87,1,4,0,2,3,8.527000000000044
2,87,2,1,1,1,2,5.766000000000076
2,88,1,1,0,1,1,3.244999999999891
2,88,2,1,1,1,2,5.309999999999945
2,89,1,1,1,1,1,3.9960000000000946
2,89,2,1,0,1,2,6.204000000000178
2,90,1,1,1,1,1,2.3360000000000127
2,90,2,1,0,1,2,4.6180000000001655
2,91,1,1,0,1,1,3.2789999999999964
2,91,1,2,1,3,5,18.919000000000096
2,91,1,4,1,2,4,10.471000000000004
2,91,2,1,1,1,2,6.102000000000089
2,91,2,4,1,2,3,8.904999999999973
2,92,1,1,0,1,1,4.3120000000001255
2,92,1,4,1,2,4,13.3900000000001
2,92,2,1,1,1,2,6.692000000000007
2,92,2,4,0,2,3,9.86200000000008
2,93,1,1,1,1,1,3.634999999999991
2,93,1,4,0,2,3,7.682000000000016
2,93,2,1,1,1,2,5.854000000000042
2,94,1,1,1,1,1,2.3330000000000837
2,94,2,1,1,1,2,4.461999999999989
2,94,2,2,1,2,3,6.3810000000000855
2,95,1,1,1,1,1,4.16800000000012
2,95,1,2,1,2,3,7.935999999999922
